C1,C2
3136.4,2830.8
116.62,63.654
179.32,1518.7
310.19,337.98
169.59,81.165
-3058.3,-3182.2
127.43,45.167
808.04,892.76
0.1182,-0.125
-0.023209,-0.021754
0.63563,0.35132
