,id,x,y,frame,camera
0,0,1254.9293,508.3378,0,0
1,1,1249.1495,545.2248,0,0
2,2,1244.064,582.7667,0,0
3,3,1238.6483,621.1879,0,0
4,4,1232.3601,661.16187,0,0
5,5,1192.1133,489.7912,0,0
6,6,1186.3373,525.9312,0,0
7,7,1179.9658,563.15045,0,0
8,8,1172.8492,601.40106,0,0
9,9,1165.792,640.83655,0,0
10,10,1129.7466,470.35388,0,0
11,11,1122.3713,506.44473,0,0
12,12,1114.8538,543.5022,0,0
13,13,1107.103,581.3366,0,0
14,14,1099.207,620.52496,0,0
15,15,1067.1135,451.27963,0,0
16,16,1058.9535,487.12857,0,0
17,17,1050.3622,523.77313,0,0
18,18,1041.5541,561.3248,0,0
19,20,1004.02295,431.90897,0,0
20,21,994.9864,467.41513,0,0
21,22,985.55115,504.0659,0,0
22,0,1255.2974,508.44708,1,0
23,1,1250.1187,545.28705,1,0
24,2,1244.3169,582.7865,1,0
25,3,1238.999,621.2267,1,0
26,4,1232.6061,661.14404,1,0
27,5,1193.054,489.7766,1,0
28,6,1186.6638,525.92084,1,0
29,7,1180.1567,563.18243,1,0
30,8,1173.1111,601.37384,1,0
31,9,1166.0542,640.8297,1,0
32,10,1130.0466,470.41458,1,0
33,11,1122.4075,506.39566,1,0
34,12,1115.1552,543.5677,1,0
35,13,1107.3967,581.31055,1,0
36,14,1099.4728,620.506,1,0
37,15,1067.356,451.3003,1,0
38,16,1059.2032,487.16147,1,0
39,17,1050.6221,523.77374,1,0
40,18,1041.8748,561.322,1,0
41,20,1004.2753,431.93326,1,0
42,21,995.25256,467.44568,1,0
43,22,985.8942,504.10452,1,0
44,0,1255.5426,508.44324,2,0
45,1,1249.8573,545.21606,2,0
46,2,1244.7843,582.85895,2,0
47,3,1239.2736,621.18555,2,0
48,4,1233.0369,661.1528,2,0
49,5,1193.2965,489.76083,2,0
50,6,1186.916,525.8939,2,0
51,7,1180.365,563.12573,2,0
52,8,1173.4542,601.3781,2,0
53,9,1166.3773,640.7928,2,0
54,10,1130.3589,470.43198,2,0
55,11,1122.8395,506.41904,2,0
56,12,1115.4775,543.6338,2,0
57,13,1107.704,581.3062,2,0
58,14,1099.9752,620.6199,2,0
59,15,1067.5912,451.30893,2,0
60,16,1059.349,487.06436,2,0
61,17,1051.095,523.85254,2,0
62,18,1042.0757,561.3034,2,0
63,20,1004.47504,431.8764,2,0
64,21,995.4745,467.4048,2,0
65,22,986.15314,504.09183,2,0
66,0,1255.8267,508.40018,3,0
67,1,1250.7125,545.2603,3,0
68,2,1245.0486,582.8634,3,0
69,3,1239.2584,621.1394,3,0
70,4,1233.3999,661.1775,3,0
71,5,1193.0112,489.77676,3,0
72,6,1187.169,525.86554,3,0
73,7,1180.5757,563.09875,3,0
74,8,1173.8267,601.3877,3,0
75,9,1166.7739,640.7555,3,0
76,10,1130.8306,470.5471,3,0
77,11,1123.0302,506.4051,3,0
78,12,1115.8202,543.66614,3,0
79,13,1108.0793,581.3289,3,0
80,14,1100.2354,620.59827,3,0
81,15,1067.8704,451.28836,3,0
82,16,1059.58,487.0082,3,0
83,17,1051.275,523.8327,3,0
84,18,1042.4536,561.30536,3,0
85,20,1004.8772,431.93402,3,0
86,21,995.81287,467.45355,3,0
87,22,986.44434,504.0895,3,0
88,0,1256.0614,508.3448,4,0
89,1,1250.9924,545.2612,4,0
90,2,1245.335,582.86945,4,0
91,3,1240.0934,621.18665,4,0
92,4,1233.6224,661.1124,4,0
93,5,1193.4238,489.76212,4,0
94,6,1187.4313,525.8671,4,0
95,7,1180.9375,563.0977,4,0
96,8,1174.0446,601.38007,4,0
97,9,1167.0562,640.7302,4,0
98,10,1131.0922,470.5611,4,0
99,11,1123.346,506.41397,4,0
100,12,1116.1058,543.71747,4,0
101,13,1108.2815,581.3235,4,0
102,14,1100.4692,620.57697,4,0
103,15,1068.1025,451.25775,4,0
104,16,1059.9067,487.05356,4,0
105,17,1051.5244,523.8565,4,0
106,18,1042.7231,561.29297,4,0
107,20,1005.1392,431.92697,4,0
108,21,996.1315,467.5208,4,0
109,22,986.79645,504.1206,4,0
110,0,1256.2897,508.29688,5,0
111,1,1250.7244,545.2194,5,0
112,2,1245.8369,582.9025,5,0
113,3,1240.0432,621.15656,5,0
114,4,1233.9092,661.14606,5,0
115,5,1194.0586,489.75693,5,0
116,6,1187.7498,525.88153,5,0
117,7,1181.2441,563.10657,5,0
118,8,1174.3234,601.3787,5,0
119,9,1167.272,640.7436,5,0
120,10,1131.3303,470.5532,5,0
121,11,1123.5033,506.43533,5,0
122,12,1116.3771,543.7558,5,0
123,13,1108.6355,581.32294,5,0
124,14,1100.7828,620.6013,5,0
125,15,1068.618,451.34006,5,0
126,16,1060.0396,486.99377,5,0
127,17,1051.7971,523.84906,5,0
128,18,1042.9794,561.32947,5,0
129,20,1005.2696,431.88083,5,0
130,21,996.34485,467.5657,5,0
131,22,987.19366,504.14255,5,0
132,0,1256.6458,508.3884,6,0
133,1,1251.5815,545.3096,6,0
134,2,1246.0085,582.83594,6,0
135,3,1240.1891,621.14417,6,0
136,4,1234.1617,661.08795,6,0
137,5,1193.7926,489.77032,6,0
138,6,1188.0544,525.9635,6,0
139,7,1181.385,563.0806,6,0
140,8,1174.6714,601.3797,6,0
141,9,1167.5366,640.7422,6,0
142,10,1131.8047,470.7937,6,0
143,11,1123.9924,506.49042,6,0
144,12,1116.7511,543.77264,6,0
145,13,1108.9603,581.3468,6,0
146,14,1101.0985,620.47186,6,0
147,15,1068.8776,451.33975,6,0
148,16,1060.5846,487.059,6,0
149,17,1052.2319,523.91156,6,0
150,18,1043.3431,561.35675,6,0
151,20,1005.72736,431.99384,6,0
152,21,996.79364,467.6276,6,0
153,22,987.5379,504.19244,6,0
154,0,1257.0243,508.4821,7,0
155,1,1250.9817,545.2473,7,0
156,2,1246.1636,582.7693,7,0
157,3,1240.7568,621.18634,7,0
158,4,1234.4393,661.0793,7,0
159,5,1193.9786,489.7727,7,0
160,6,1188.3151,525.96954,7,0
161,7,1181.892,563.1255,7,0
162,8,1174.8766,601.36365,7,0
163,9,1167.9684,640.7476,7,0
164,10,1131.9941,470.75302,7,0
165,11,1124.168,506.49893,7,0
166,12,1116.9993,543.76544,7,0
167,13,1109.3534,581.46344,7,0
168,14,1101.3495,620.4609,7,0
169,15,1069.1256,451.3324,7,0
170,16,1060.8629,487.08383,7,0
171,17,1052.4656,523.91785,7,0
172,18,1043.6315,561.3826,7,0
173,20,1005.9732,432.02917,7,0
174,21,997.0173,467.60684,7,0
175,22,987.79376,504.18106,7,0
176,0,1257.2041,508.41977,8,0
177,1,1252.0604,545.3081,8,0
178,2,1246.3887,582.7687,8,0
179,3,1241.0166,621.199,8,0
180,4,1234.799,661.10956,8,0
181,5,1194.0823,489.77908,8,0
182,6,1188.6346,526.01935,8,0
183,7,1182.2058,563.1498,8,0
184,8,1175.1936,601.3565,8,0
185,9,1168.1882,640.7335,8,0
186,10,1132.1543,470.67288,8,0
187,11,1124.4115,506.53064,8,0
188,12,1117.2656,543.798,8,0
189,13,1109.4912,581.4263,8,0
190,14,1101.6656,620.47876,8,0
191,15,1069.3097,451.32394,8,0
192,16,1061.0917,487.07193,8,0
193,17,1052.7599,523.9319,8,0
194,18,1043.9027,561.41187,8,0
195,20,1006.2071,432.0366,8,0
196,21,997.21594,467.58786,8,0
197,22,987.987,504.16077,8,0
198,0,1257.4385,508.40607,9,0
199,1,1251.8153,545.2811,9,0
200,2,1246.6874,582.7693,9,0
201,3,1241.2838,621.1994,9,0
202,4,1235.1346,661.1116,9,0
203,5,1194.6979,489.81485,9,0
204,6,1188.9344,526.0463,9,0
205,7,1182.5558,563.14026,9,0
206,8,1175.5548,601.3806,9,0
207,9,1168.5199,640.7242,9,0
208,10,1132.3733,470.6641,9,0
209,11,1124.791,506.4951,9,0
210,12,1117.5813,543.7795,9,0
211,13,1109.821,581.46155,9,0
212,14,1101.9203,620.52136,9,0
213,15,1069.6614,451.35297,9,0
214,16,1061.3584,487.06073,9,0
215,17,1052.9851,523.91626,9,0
216,18,1044.1088,561.3716,9,0
217,20,1006.49585,432.0965,9,0
218,21,997.49194,467.60736,9,0
219,22,988.25824,504.20474,9,0
220,23,978.4566,541.397,9,0
221,0,1257.791,508.44907,10,0
222,1,1252.6256,545.28796,10,0
223,2,1246.9374,582.7817,10,0
224,3,1241.6655,621.2001,10,0
225,4,1235.4404,661.085,10,0
226,5,1195.4338,489.86243,10,0
227,6,1189.1958,526.0823,10,0
228,7,1183.043,563.1439,10,0
229,8,1175.7864,601.3481,10,0
230,9,1168.886,640.70917,10,0
231,10,1132.6825,470.7377,10,0
232,11,1125.1364,506.46243,10,0
233,12,1117.9518,543.83093,10,0
234,13,1110.0312,581.4636,10,0
235,14,1102.3201,620.7038,10,0
236,15,1069.8951,451.3647,10,0
237,16,1061.6737,487.0793,10,0
238,17,1053.1665,523.91064,10,0
239,18,1044.3798,561.31464,10,0
240,20,1006.8195,432.13562,10,0
241,21,997.73096,467.57877,10,0
242,22,988.5694,504.23862,10,0
243,23,978.7974,541.4509,10,0
244,0,1258.065,508.51917,11,0
245,1,1252.2594,545.2832,11,0
246,2,1247.202,582.7898,11,0
247,3,1241.9731,621.18286,11,0
248,4,1235.7252,661.05646,11,0
249,5,1195.7435,489.86325,11,0
250,6,1189.4331,526.057,11,0
251,7,1183.2378,563.20276,11,0
252,8,1176.0607,601.3673,11,0
253,9,1169.0795,640.69055,11,0
254,10,1132.901,470.7031,11,0
255,11,1125.5894,506.58664,11,0
256,12,1118.1089,543.70654,11,0
257,13,1110.3162,581.5205,11,0
258,14,1102.558,620.7137,11,0
259,15,1070.0802,451.37918,11,0
260,16,1061.8922,487.07498,11,0
261,17,1053.7021,523.92444,11,0
262,18,1044.7115,561.37964,11,0
263,20,1007.03784,432.08887,11,0
264,21,997.9703,467.58044,11,0
265,22,988.87714,504.3317,11,0
266,23,979.043,541.4471,11,0
267,0,1258.3127,508.54764,12,0
268,1,1252.7416,545.29895,12,0
269,2,1247.5472,582.85455,12,0
270,3,1241.8796,621.1466,12,0
271,4,1235.975,661.0411,12,0
272,5,1195.4075,489.83942,12,0
273,6,1189.7317,526.0695,12,0
274,7,1183.3383,563.18854,12,0
275,8,1176.3295,601.3476,12,0
276,9,1169.3894,640.71497,12,0
277,10,1133.0886,470.63992,12,0
278,11,1125.716,506.5804,12,0
279,12,1118.3861,543.67957,12,0
280,13,1110.6785,581.55676,12,0
281,14,1102.9008,620.7885,12,0
282,15,1070.2866,451.37073,12,0
283,16,1062.1101,487.07028,12,0
284,17,1053.9735,523.9299,12,0
285,18,1045.0078,561.4413,12,0
286,20,1007.2388,432.0274,12,0
287,21,998.21423,467.59055,12,0
288,22,989.1165,504.33487,12,0
289,23,979.2853,541.4612,12,0
290,0,1258.5522,508.4283,13,0
291,1,1252.884,545.2821,13,0
292,2,1247.8958,582.89343,13,0
293,3,1242.4509,621.185,13,0
294,4,1236.2332,661.03613,13,0
295,5,1196.2303,489.86105,13,0
296,6,1190.0106,526.0881,13,0
297,7,1183.5157,563.17,13,0
298,8,1176.6652,601.3666,13,0
299,9,1169.7151,640.7232,13,0
300,10,1133.4175,470.714,13,0
301,11,1125.9712,506.59045,13,0
302,12,1118.7278,543.69073,13,0
303,13,1110.9279,581.5548,13,0
304,14,1103.1575,620.7717,13,0
305,15,1070.6774,451.50195,13,0
306,16,1062.4468,487.1325,13,0
307,17,1054.1884,523.94714,13,0
308,18,1045.2793,561.4728,13,0
309,20,1007.6206,432.1267,13,0
310,21,998.53143,467.63,13,0
311,22,989.364,504.33102,13,0
312,23,979.6072,541.51605,13,0
313,0,1259.0447,508.49094,14,0
314,1,1253.1707,545.2836,14,0
315,2,1248.1765,582.9027,14,0
316,3,1242.7754,621.1982,14,0
317,4,1236.5933,661.0885,14,0
318,5,1196.5294,489.8642,14,0
319,6,1190.2748,526.1076,14,0
320,7,1183.8212,563.20764,14,0
321,8,1176.9386,601.3819,14,0
322,9,1169.9591,640.7206,14,0
323,10,1133.8422,470.85684,14,0
324,11,1126.296,506.62537,14,0
325,12,1118.9707,543.6567,14,0
326,13,1111.1433,581.5476,14,0
327,14,1103.4337,620.80817,14,0
328,15,1071.0842,451.62103,14,0
329,16,1062.7999,487.18805,14,0
330,17,1054.4059,523.9476,14,0
331,18,1045.5984,561.6381,14,0
332,20,1007.9153,432.15906,14,0
333,21,998.8604,467.63562,14,0
334,22,989.6671,504.35217,14,0
335,23,979.8723,541.49054,14,0
336,0,1259.3124,508.46982,15,0
337,1,1253.9083,545.3456,15,0
338,2,1248.3395,582.838,15,0
339,3,1243.1653,621.2011,15,0
340,4,1236.9392,661.1585,15,0
341,5,1196.806,489.87195,15,0
342,6,1190.6086,526.14276,15,0
343,7,1184.1328,563.2235,15,0
344,8,1177.2413,601.39844,15,0
345,9,1170.1887,640.7147,15,0
346,10,1134.036,470.83374,15,0
347,11,1126.4916,506.62363,15,0
348,12,1119.208,543.6002,15,0
349,13,1111.4175,581.5213,15,0
350,14,1103.7921,620.83856,15,0
351,15,1071.2013,451.63138,15,0
352,16,1063.0637,487.2135,15,0
353,17,1054.646,523.93835,15,0
354,18,1045.9384,561.6612,15,0
355,20,1008.1789,432.19678,15,0
356,21,999.2264,467.69852,15,0
357,22,989.9441,504.3858,15,0
358,23,980.1183,541.4966,15,0
359,0,1259.5404,508.37927,16,0
360,1,1253.8232,545.36414,16,0
361,2,1248.6508,582.8606,16,0
362,3,1243.0531,621.1657,16,0
363,4,1237.235,661.189,16,0
364,5,1197.0563,489.8804,16,0
365,6,1190.9406,526.16833,16,0
366,7,1184.3545,563.233,16,0
367,8,1177.429,601.3526,16,0
368,9,1170.474,640.70544,16,0
369,10,1134.2139,470.7795,16,0
370,11,1126.7444,506.667,16,0
371,12,1119.5098,543.5707,16,0
372,13,1111.7196,581.53107,16,0
373,14,1104.0769,620.85785,16,0
374,15,1071.3812,451.65912,16,0
375,16,1063.3307,487.26086,16,0
376,17,1054.889,523.92645,16,0
377,18,1046.231,561.7091,16,0
378,20,1008.4592,432.21912,16,0
379,21,999.4259,467.6974,16,0
380,22,990.15564,504.37543,16,0
381,23,980.37976,541.5034,16,0
382,0,1259.8618,508.44656,17,0
383,1,1253.8716,545.3409,17,0
384,2,1249.0254,582.8967,17,0
385,3,1243.2814,621.1315,17,0
386,4,1237.5148,661.14777,17,0
387,5,1197.332,489.8989,17,0
388,6,1191.1396,526.1418,17,0
389,7,1184.5773,563.19025,17,0
390,8,1177.7639,601.4075,17,0
391,9,1170.8263,640.70715,17,0
392,10,1134.4915,470.73563,17,0
393,11,1126.9954,506.6663,17,0
394,12,1119.8109,543.6247,17,0
395,13,1111.9761,581.5109,17,0
396,14,1104.3147,620.8395,17,0
397,15,1071.5125,451.59106,17,0
398,16,1063.7196,487.38373,17,0
399,17,1055.1213,523.93274,17,0
400,18,1046.5101,561.71643,17,0
401,20,1008.697,432.2054,17,0
402,21,999.7235,467.70328,17,0
403,22,990.405,504.33658,17,0
404,23,980.7273,541.52295,17,0
405,0,1260.196,508.47025,18,0
406,1,1254.8018,545.3543,18,0
407,2,1249.361,582.8928,18,0
408,3,1243.7744,621.14404,18,0
409,4,1237.8263,661.1626,18,0
410,5,1197.1978,489.9098,18,0
411,6,1191.3357,526.11633,18,0
412,7,1184.7502,563.1526,18,0
413,8,1178.0281,601.425,18,0
414,9,1171.0436,640.71,18,0
415,10,1134.8179,470.7254,18,0
416,11,1127.0535,506.64133,18,0
417,12,1120.0292,543.61676,18,0
418,13,1112.217,581.48895,18,0
419,14,1104.6135,620.8418,18,0
420,15,1071.8806,451.58304,18,0
421,16,1063.9697,487.36624,18,0
422,17,1055.2958,523.93256,18,0
423,18,1046.7971,561.6851,18,0
424,20,1008.9277,432.17853,18,0
425,21,999.9563,467.69604,18,0
426,22,990.66754,504.284,18,0
427,23,980.98444,541.5145,18,0
428,0,1260.5431,508.5991,19,0
429,1,1255.1213,545.35254,19,0
430,2,1249.61,582.8761,19,0
431,3,1243.8293,621.11395,19,0
432,4,1238.109,661.1069,19,0
433,5,1197.3965,489.91797,19,0
434,6,1191.6738,526.1623,19,0
435,7,1185.0029,563.1622,19,0
436,8,1178.2439,601.36285,19,0
437,9,1171.2891,640.7104,19,0
438,10,1135.0151,470.6925,19,0
439,11,1127.4569,506.64636,19,0
440,12,1120.2748,543.6429,19,0
441,13,1112.4626,581.41785,19,0
442,14,1105.0552,620.8741,19,0
443,15,1072.1226,451.6154,19,0
444,16,1064.2375,487.45078,19,0
445,17,1055.6873,523.96173,19,0
446,18,1047.1355,561.71716,19,0
447,20,1009.14777,432.16327,19,0
448,21,1000.1707,467.68372,19,0
449,22,990.9226,504.25583,19,0
450,23,981.2441,541.4971,19,0
451,0,1260.8063,508.57358,20,0
452,1,1254.9916,545.31805,20,0
453,2,1249.8643,582.9043,20,0
454,3,1244.0891,621.1242,20,0
455,4,1238.3345,661.082,20,0
456,5,1198.2285,489.93463,20,0
457,6,1191.9369,526.1315,20,0
458,7,1185.2185,563.14874,20,0
459,8,1178.5205,601.3569,20,0
460,9,1171.6304,640.7341,20,0
461,10,1135.2059,470.61755,20,0
462,11,1127.7756,506.65225,20,0
463,12,1120.5833,543.70807,20,0
464,13,1112.8269,581.40686,20,0
465,14,1105.2782,620.85614,20,0
466,15,1072.3727,451.59705,20,0
467,16,1064.459,487.37634,20,0
468,17,1056.0118,524.0015,20,0
