pt1_cam1_X,pt1_cam1_Y,pt1_cam2_X,pt1_cam2_Y
2313.3024,315.767615,2519.726739,333.162888
1764.488209,302.704272,2007.185546,323.306246
2312.446073,341.763027,2520.78898,354.708443
2195.182614,393.449819,2306.64405,411.234214
