pt1_cam1_X,pt1_cam1_Y,pt1_cam2_X,pt1_cam2_Y
248.795943,164.52038,222.615517,153.760175
430.386521,187.689375,266.550281,177.807782
2228.071072,180.370654,2424.759681,187.262489
2116.444149,206.022098,2181.131445,207.808974
2208.960278,838.168187,2433.852493,886.784679
2116.054473,795.571562,2212.021612,859.593661
192.47328,827.269681,171.42613,1025.312227
392.395469,784.844771,222.232402,961.682765
