pt1_cam1_X,pt1_cam1_Y,pt1_cam2_X,pt1_cam2_Y
297.201674,68.990087,240.609587,261.952087
314.072349,162.277081,421.971258,320.323677
2195.61065,129.731483,1934.070815,178.891516
2056.092792,204.455856,2015.908384,248.158213
287.796413,977.326537,239.930523,1020.223883
323.394735,930.054386,454.169321,982.321307
2191.848326,974.919048,1951.626401,1045.634465
2058.03965,932.367008,2055.55685,995.277308
