pt1_cam1_X,pt1_cam1_Y,pt1_cam2_X,pt1_cam2_Y
90.831704,1007.127217,89.141648,1041.637792
167.812559,1008.560636,145.589005,1043.969712
88.197413,886.685672,89.141648,945.251787
230.674184,935.868864,387.453609,981.754702
