scorer,DLC_resnet50_Single_Fish_VentralJun22shuffle1_500000,DLC_resnet50_Single_Fish_VentralJun22shuffle1_500000,DLC_resnet50_Single_Fish_VentralJun22shuffle1_500000,DLC_resnet50_Single_Fish_VentralJun22shuffle1_500000,DLC_resnet50_Single_Fish_VentralJun22shuffle1_500000,DLC_resnet50_Single_Fish_VentralJun22shuffle1_500000,DLC_resnet50_Single_Fish_VentralJun22shuffle1_500000,DLC_resnet50_Single_Fish_VentralJun22shuffle1_500000,DLC_resnet50_Single_Fish_VentralJun22shuffle1_500000,DLC_resnet50_Single_Fish_VentralJun22shuffle1_500000,DLC_resnet50_Single_Fish_VentralJun22shuffle1_500000,DLC_resnet50_Single_Fish_VentralJun22shuffle1_500000
bodyparts,head,head,head,midline2,midline2,midline2,tailbase,tailbase,tailbase,tailtip,tailtip,tailtip
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,1561.987060546875,238.1910400390625,0.9999773502349854,1683.5814208984375,232.36257934570312,0.998689591884613,1771.0452880859375,242.20458984375,0.9998821020126343,1804.5667724609375,254.1546173095703,0.9994413256645203
1,1561.987060546875,238.259765625,0.9998154044151306,1683.5814208984375,232.4661407470703,0.9984862804412842,1771.0452880859375,242.20458984375,0.9997214674949646,1804.5667724609375,257.37603759765625,0.9999502897262573
2,1561.987060546875,238.259765625,0.9998185038566589,1683.5814208984375,234.09231567382812,0.9985421895980835,1771.0452880859375,242.20458984375,0.9998412132263184,1804.5667724609375,257.37603759765625,0.9998706579208374
3,1556.704345703125,238.1910400390625,0.9999643564224243,1678.3968505859375,234.09231567382812,0.9983981251716614,1767.970458984375,233.55548095703125,0.9996817111968994,1804.11279296875,257.37603759765625,0.9999507665634155
4,1551.099609375,236.95687866210938,0.9998242259025574,1673.9403076171875,235.7529754638672,0.9983305335044861,1761.7198486328125,226.9619903564453,0.9999140501022339,1802.2498779296875,237.9583740234375,0.9978579878807068
5,1544.9493408203125,236.1161651611328,0.999657392501831,1665.4290771484375,237.9320068359375,0.9987645149230957,1759.1575927734375,226.9619903564453,0.9979612827301025,1799.297607421875,225.06932067871094,0.9993849992752075
6,1538.9266357421875,234.1153106689453,0.9999446868896484,1661.1011962890625,238.69171142578125,0.9979877471923828,1752.9124755859375,226.9619903564453,0.9992524981498718,1796.0018310546875,217.44602966308594,0.9994490742683411
7,1533.834228515625,233.72052001953125,0.9998250603675842,1656.1605224609375,239.84109497070312,0.9986832737922668,1744.58740234375,229.68463134765625,0.999744713306427,1780.10791015625,217.44602966308594,0.9998416900634766
8,1527.466796875,233.71856689453125,0.9998838901519775,1647.7655029296875,239.84109497070312,0.9968894124031067,1739.9473876953125,237.2454071044922,0.9979206919670105,1772.607666015625,217.44602966308594,0.9997343420982361
