cond,distBin,angleBin,heading,coord,angleBinSize,distBinSize
F0,0,2,10.919076326233002,0.6999636467573018,30,1
F0,0,2,23.01270031746236,0.8690445055361358,30,1
F0,0,2,28.66158281220523,0.9670604695154572,30,1
F0,1,1,123.6797815446296,0.7668818161206261,30,1
F0,1,0,139.327376073055,0.8310946561910518,30,1
F0,0,0,123.8723594260386,0.7964114785850557,30,1
F0,0,1,107.86799283356126,0.8967441239490307,30,1
F0,0,2,82.7652379759232,0.8145316896506632,30,1
F0,1,3,17.39105922240216,0.9901242127223466,30,1
F0,1,3,27.349465316260616,0.6857954573978966,30,1
F0,1,2,62.634168609632695,0.9936484581928553,30,1
F0,1,2,130.9691559234617,0.8616923518747576,30,1
F0,1,1,129.7169193583882,0.9174677145375878,30,1
F0,1,1,96.0489806390343,0.9848460902247677,30,1
F0,0,0,130.35382223035293,0.9122147543603727,30,1
F0,0,0,81.29540861754958,0.981938343541854,30,1
F0,0,1,54.93586988955715,0.7815127986963394,30,1
F0,0,1,3.9762195978225634,0.9669913204203107,30,1
F0,2,3,169.76431186015813,0.9371177037456055,30,1
F0,2,3,95.29193121958012,0.9153786736946209,30,1
F0,2,3,103.37894777649781,0.7173610759396724,30,1
F0,2,3,8.955569551334241,0.5388490086407621,30,1
F0,2,3,24.481191026358047,0.8162043524541053,30,1
F0,2,3,32.582177523923306,0.7214284363216259,30,1
F0,2,4,57.68061074251831,0.8490887798921509,30,1
F0,2,4,74.83467112334942,0.7415813551356543,30,1
F0,1,4,133.84532266655646,0.944332040718433,30,1
F0,1,2,176.5064460195071,0.7139254152715633,30,1
F0,1,1,158.9825155462724,0.8465056783708248,30,1
F0,1,1,146.80143731467604,0.7674823593069868,30,1
F0,0,0,110.20812709421051,0.85734950336531,30,1
F0,0,0,151.01195858618397,0.9612842507622423,30,1
F0,0,1,92.24704269819482,0.9496054237697542,30,1
F0,0,3,127.22131864603884,0.9326286866692398,30,1
F0,0,5,112.43314379879519,0.7786131042748727,30,1
F0,0,5,174.82077216642068,0.9250259160129612,30,1
F0,2,4,174.78188937662654,0.8742385585269112,30,1
F0,2,3,165.68171137068376,0.8258692296758328,30,1
F0,2,3,94.06461526902173,0.9918731289862556,30,1
F0,2,3,34.82171155524339,0.7357514984144164,30,1
F0,1,3,11.767302547952308,0.8599706312416744,30,1
F0,1,3,40.78306908030396,0.7713008530839176,30,1
F0,1,3,72.37015618810793,0.9208172432284537,30,1
F0,1,4,95.57581687418283,0.8655465837471501,30,1
F0,1,4,141.72467847429442,0.92911103662441,30,1
F0,1,2,0.8499438935498915,0.6523689685548236,30,1
F0,1,2,87.24685913138062,0.9377776032590421,30,1
F0,1,1,135.8889500157051,0.8160375452166798,30,1
F0,1,0,162.45691130897094,0.6030938816217496,30,1
F0,1,0,174.07187960153666,0.7308871917206372,30,1
F0,1,1,156.030011982602,0.8536022302717319,30,1
F0,1,2,116.51369030473259,0.9259263608454396,30,1
F0,1,2,95.22441649069555,0.7748141526182337,30,1
F0,1,3,37.416129069669324,0.9468828628892392,30,1
F0,1,3,48.1082641548326,0.6969356536284217,30,1
F0,1,2,68.69115294076033,0.8182943008120176,30,1
F0,1,2,80.28733258082133,0.831566446826306,30,1
F0,1,2,19.91645957649721,0.7612250752490064,30,1
F0,1,2,44.86017780081162,0.9205862053589837,30,1
F0,1,2,83.37233108440697,0.7662840858663859,30,1
F0,1,3,145.07496856699166,0.966222545720981,30,1
F0,1,4,153.29311335480458,0.6304645589860489,30,1
F0,1,4,83.84172359521082,0.9954258921003314,30,1
F0,1,3,47.90091114475188,0.9895339580862048,30,1
F0,0,3,40.658264421885626,0.8877306112143377,30,1
F0,0,2,102.21976044685098,0.7617282034959385,30,1
F0,0,1,9.26108331394822,0.835867904634815,30,1
F0,0,2,43.24857502275341,0.8185003227564549,30,1
F0,0,2,5.750675103730353,0.8953692683809759,30,1
F0,0,2,29.334225452843466,0.9096785929883268,30,1
F0,0,2,29.77844100542848,0.9284508359567775,30,1
F0,0,1,22.226022942404,0.9574415198405027,30,1
F0,2,3,176.06772391728506,0.9167309453964742,30,1
F0,3,3,124.03706674567074,0.949382512953385,30,1
F0,3,3,131.97106422887532,0.9646641168638597,30,1
F0,3,3,127.83970910076171,0.702649348717905,30,1
F0,3,4,176.9140236693697,0.9820835044167057,30,1
F0,2,4,156.65743887121477,0.9058488679788387,30,1
F0,2,4,160.70070999311994,0.9468573667959843,30,1
F0,1,5,155.36514111330996,0.9104389240567228,30,1
F0,1,5,153.3400439424135,0.9350060183648256,30,1
F0,0,2,174.93137033368652,0.9707657684048543,30,1
F0,0,0,176.46377413867017,0.9740648182898226,30,1
F0,0,1,175.21127169555984,0.9807970949401384,30,1
F0,0,2,129.7337684688713,0.9004159728204242,30,1
F0,0,3,66.34044817592256,0.864567015981009,30,1
F0,0,5,145.45650240160097,0.7562766596168584,30,1
F0,0,5,123.48520597779584,0.8363292945969424,30,1
F0,1,4,163.37306433171247,0.9559027772250392,30,1
