cond,distBin,angleBin,heading,coord,angleBinSize,distBinSize
F0,0,2,0.5,0.7168570411796487,30,1
F0,0,2,0.5,0.7168570411796487,30,1
F0,0,2,0.569604487273064,0.7168570411796484,30,1
F0,0,2,1.0,0.7168570411796482,30,1
F0,0,2,1.0,0.7168570411796482,30,1
F0,0,2,0.7901350871891408,0.774853139537977,30,1
F0,0,2,0.8351495438217897,0.7971160700024782,30,1
F0,0,2,0.43716704181099875,0.7264989328918626,30,1
F0,0,2,0.6652493405385681,0.7811243549628053,30,1
F0,0,2,0.853249652399497,0.9276259733855683,30,1
F0,0,2,0.8259517062899767,0.8323798666818681,30,1
F0,0,2,1.0,0.7170507396458083,30,1
F0,0,2,1.0,0.7388078593457269,30,1
F0,0,2,0.9840977487438236,0.7358518203200426,30,1
F0,0,2,0.9114144672170952,0.7230950363567157,30,1
F0,0,2,0.8711189415908434,0.7326080931528975,30,1
F0,0,2,0.4604165758394345,0.7298212049019025,30,1
F0,0,2,1.0,0.7127117876433773,30,1
F0,0,2,0.6475836176504333,0.7174521423145128,30,1
F0,0,2,0.8121208567233149,0.7615703723609826,30,1
F0,0,2,1.0,0.8627792994777641,30,1
F0,0,2,0.9371670418109987,0.982300322953494,30,1
F0,0,2,0.9819336355535339,0.9353067384303706,30,1
F0,0,2,1.0,0.907945996724164,30,1
F0,0,2,0.9621210301574895,0.9441314112176505,30,1
F0,0,2,0.9152493405385681,0.9274909917995514,30,1
F0,0,2,0.9767504659715645,0.8611301976202237,30,1
F0,0,2,0.8687256792741289,0.8448496285280391,30,1
F0,0,2,0.9832622916434259,0.809771868502073,30,1
F0,0,2,0.8812743207258711,0.7292737624522385,30,1
F0,0,2,0.9666166335694748,0.6754169217777207,30,1
F0,0,2,0.8524163823495666,0.6714761016549268,30,1
F0,0,2,0.730131475694459,0.687535894226944,30,1
F0,0,2,0.8221923155106474,0.699609261612548,30,1
F0,0,2,0.5572491470487001,0.6823549193604559,30,1
F0,0,2,0.4647767125227227,0.634836612926809,30,1
F0,0,2,0.47114206162369565,0.6425968895836393,30,1
F0,0,2,0.6400062424748616,0.7058616014576455,30,1
F0,0,2,0.6583091034346946,0.7053548313285395,30,1
F0,0,2,0.8221923155106474,0.6806664882832562,30,1
F0,0,2,0.5651395111953617,0.6998752678490142,30,1
F0,0,2,0.9735353239404099,0.7219243989090928,30,1
F0,0,2,0.5829523176563198,0.7062373229728205,30,1
F0,0,2,0.8319086824248372,0.6774546414391582,30,1
F0,0,2,0.8743340836219975,0.6572307290106643,30,1
F0,0,2,0.7147767125227227,0.6473340687525677,30,1
F0,0,2,0.9220208696226305,0.6365075841806805,30,1
F0,0,2,0.73921396449492,0.6315409568393793,30,1
F0,0,2,0.9417140165981577,0.6507095855358481,30,1
F0,0,2,0.9616042937831962,0.7030999772083055,30,1
F0,0,2,0.9009459209684599,0.839950021052624,30,1
F0,0,2,0.7951672353008667,0.9771058865857978,30,1
F0,1,2,0.8867975821453533,0.9180152560498808,30,1
F0,0,2,0.9203264603773447,0.8127661226473804,30,1
F0,1,2,0.8820686045075817,0.7450810698418779,30,1
F0,1,2,0.8477356920121201,0.6863735101342286,30,1
F0,1,2,0.5176657228881347,0.6440854221156624,30,1
F0,1,2,0.9604165758394345,0.6191960638935824,30,1
F0,1,2,0.6331249387476567,0.6135661771781675,30,1
F0,1,2,0.9410019151324716,0.6249100288113998,30,1
F0,1,2,0.7687025592412766,0.6390149032206658,30,1
F0,1,2,0.24139912389456697,0.6755164068875563,30,1
F0,1,2,0.3524163823495666,0.6985459739752996,30,1
F0,1,1,0.31653406913446314,0.7376508381775,30,1
F0,1,1,0.1919353725333961,0.7703990468036993,30,1
F0,1,1,0.19743154328874668,0.7910391308634931,30,1
F0,1,1,0.20438943645349605,0.8146365966310382,30,1
F0,1,1,0.11420025121990818,0.7915114869040971,30,1
F0,1,1,0.20962803107882388,0.7677175787761432,30,1
F0,1,1,0.32797913037736937,0.7545562430826325,30,1
F0,1,1,0.2534977700467238,0.7734534014407775,30,1
F0,1,1,0.16846448256972213,0.7924853315143572,30,1
F0,1,1,0.1638173648496748,0.8422798103254249,30,1
F0,1,1,0.2895834241605655,0.8991870870241152,30,1
F0,1,1,0.18716704181099875,0.924035822731458,30,1
F0,1,1,0.40194375433372154,0.9801884772621053,30,1
F0,1,1,0.3385855327829048,0.9995024713938788,30,1
F0,1,1,0.04164365355405486,0.9956515814632363,30,1
F0,1,1,0.44743154328874657,0.991174448696557,30,1
F0,1,1,0.24363465089902736,0.9839014971902424,30,1
F0,1,1,0.4682744825694465,0.9505936588361745,30,1
F0,1,1,0.16404817685822148,0.9530585440653138,30,1
F0,1,0,0.20483276469913347,0.974692155682184,30,1
F0,1,0,0.07797913037736937,0.9910365023769591,30,1
F0,1,0,0.294858795585209,0.9647584115732755,30,1
F0,1,0,0.15595826075473873,0.9919248383833698,30,1
F0,1,0,0.0869013692067152,0.9443995241642895,30,1
F0,1,0,0.1408120885663705,0.9375530319987319,30,1
F0,1,0,0.36585810021987963,0.9246243544599848,30,1
F0,1,0,0.28801540784794966,0.9397753234801388,30,1
F0,1,0,0.3575499676427485,0.9423542489341951,30,1
F0,0,0,0.6770332094089093,0.8899441046406487,30,1
F0,0,0,0.5779791303773694,0.8216089648925204,30,1
