"","cond","distBin","angleBin","data_type","value"
"1","F0","0","2","dist_v",0.653972106529042
"2","F0","0","2","angle_v",65.8385627492872
"3","F0","0","2","heading",189.007934463212
"4","F0","0","2","coord",0.699963646757302
"5","F0","0","2","tbf",2.78271492850327
"6","F0","0","2","spd_diff",0.381578251549655
"7","F0","0","2","tb_off",NA
"8","F0","0","2","dist_v",0.825921206489058
"9","F0","0","2","angle_v",69.3049272255489
"10","F0","0","2","heading",179.352808821498
"11","F0","0","2","coord",0.869044505536136
"12","F0","0","2","tbf",2.72971414525768
"13","F0","0","2","spd_diff",0.763345056023705
"14","F0","0","2","tb_off",0.268973697825277
"15","F0","1","2","dist_v",1.06542137447593
"16","F0","1","2","angle_v",64.5822031139673
"17","F0","1","2","heading",176.75796777812
"18","F0","1","2","coord",0.967060469515457
"19","F0","1","2","tbf",3.14496164217153
"20","F0","1","2","spd_diff",0.519978439010029
"21","F0","1","2","tb_off",0.630998327080752
"22","F0","1","1","dist_v",1.17584570363131
"23","F0","1","1","angle_v",51.9431919703611
"24","F0","1","1","heading",277.772680934991
"25","F0","1","1","coord",0.766881816120626
"26","F0","1","1","tbf",2.4045912611092
"27","F0","1","1","spd_diff",0.373695368198857
"28","F0","1","1","tb_off",0.630998327080752
"29","F0","1","0","dist_v",1.18210872094068
"30","F0","1","0","angle_v",25.1190882657805
"31","F0","1","0","heading",342.819358964919
"32","F0","1","0","coord",0.831094656191052
"33","F0","1","0","tbf",3.18132513989528
"34","F0","1","0","spd_diff",-0.898886209572539
"35","F0","1","0","tb_off",0.59135178246206
"36","F0","0","0","dist_v",0.897093524744701
"37","F0","0","0","angle_v",7.86970465330052
"38","F0","0","0","heading",346.246969231442
"39","F0","0","0","coord",0.796411478585056
"40","F0","0","0","tbf",3.05673700668621
"41","F0","0","0","spd_diff",-0.00287064835121876
"42","F0","0","0","tb_off",0.254356153203176
"43","F0","1","1","dist_v",1.01638856115981
"44","F0","1","1","angle_v",46.7065930261664
"45","F0","1","1","heading",10.8016309838698
"46","F0","1","1","coord",0.896744123949031
"47","F0","1","1","tbf",3.57616493237208
"48","F0","1","1","spd_diff",0.0180690096486921
"49","F0","1","1","tb_off",0.224312000670456
"50","F0","1","2","dist_v",1.02786060553615
"51","F0","1","2","angle_v",77.2181822975047
"52","F0","1","2","heading",15.5725891150566
"53","F0","1","2","coord",0.814531689650663
"54","F0","1","2","tbf",3.21144691558293
"55","F0","1","2","spd_diff",0.395548508692134
"56","F0","1","2","tb_off",0.140188373578839
"57","F0","1","3","dist_v",1.12867692975632
"58","F0","1","3","angle_v",92.9016043084634
"59","F0","1","3","heading",13.9847227892172
"60","F0","1","3","coord",0.990124212722347
"61","F0","1","3","tbf",3.19903658862305
"62","F0","1","3","spd_diff",0.193640678964482
"63","F0","1","3","tb_off",0.20549586334833
"64","F0","1","3","dist_v",1.6764843543326
"65","F0","1","3","angle_v",93.1021560207279
"66","F0","1","3","heading",224.5330829342
"67","F0","1","3","coord",0.685795457397897
"68","F0","1","3","tbf",2.04554103998323
"69","F0","1","3","spd_diff",-0.203234738492749
"70","F0","1","3","tb_off",NA
"71","F0","1","2","dist_v",1.62410577735989
"72","F0","1","2","angle_v",85.2235610747164
"73","F0","1","2","heading",219.481858295855
"74","F0","1","2","coord",0.993648458192855
"75","F0","1","2","tbf",2.14351997332263
"76","F0","1","2","spd_diff",0.103717119202762
"77","F0","1","2","tb_off",0.19251822057746
"78","F0","1","2","dist_v",1.60134547281364
"79","F0","1","2","angle_v",72.3998357553571
"80","F0","1","2","heading",279.831922440841
"81","F0","1","2","coord",0.861692351874758
"82","F0","1","2","tbf",1.31262127115567
"83","F0","1","2","spd_diff",-0.611520753111005
"84","F0","1","2","tb_off",0.438829428485866
"85","F0","1","1","dist_v",1.47660222449381
"86","F0","1","1","angle_v",53.3640028880924
"87","F0","1","1","heading",286.13076651698
"88","F0","1","1","coord",0.917467714537588
"89","F0","1","1","tbf",1.00396142717777
"90","F0","1","1","spd_diff",0.0930619398838899
"91","F0","1","1","tb_off",0.438829428485866
"92","F0","1","1","dist_v",1.51012198856295
"93","F0","1","1","angle_v",39.6283870286474
"94","F0","1","1","heading",297.367099287452
"95","F0","1","1","coord",0.984846090224768
"96","F0","1","1","tbf",1.74469785013866
"97","F0","1","1","spd_diff",-0.335306478563976
"98","F0","1","1","tb_off",0.408841259471021
"99","F0","1","0","dist_v",1.07269739460263
"100","F0","1","0","angle_v",24.3671047599561
"101","F0","1","0","heading",353.608301016785
"102","F0","1","0","coord",0.912214754360373
"103","F0","1","0","tbf",2.30960959919567
"104","F0","1","0","spd_diff",-1.43686234018973
"105","F0","1","0","tb_off",0.153941822844841
"106","F0","0","0","dist_v",0.882287347042089
"107","F0","0","0","angle_v",11.4567987613314
"108","F0","0","0","heading",342.143070988628
"109","F0","0","0","coord",0.981938343541854
"110","F0","0","0","tbf",2.82941701613131
"111","F0","0","0","spd_diff",-0.528526370486627
"112","F0","0","0","tb_off",0.161640146039992
"113","F0","0","1","dist_v",0.694594171477346
"114","F0","0","1","angle_v",32.6287117624225
"115","F0","0","1","heading",346.699586701629
"116","F0","0","1","coord",0.781512798696339
"117","F0","0","1","tbf",3.88338644874096
"118","F0","0","1","spd_diff",-0.491859533098456
"119","F0","0","1","tb_off",0.183195450986415
"120","F0","0","1","dist_v",0.550687092022538
"121","F0","0","1","angle_v",36.5172231893607
"122","F0","0","1","heading",351.941309068353
"123","F0","0","1","coord",0.966991320420311
"124","F0","0","1","tbf",3.57947419242321
"125","F0","0","1","spd_diff",-0.134916093309236
"126","F0","0","1","tb_off",0.241277569121452
"127","F0","2","3","dist_v",2.23481005328747
"128","F0","2","3","angle_v",117.764121538293
"129","F0","2","3","heading",5.84120429744696
"130","F0","2","3","coord",0.937117703745606
"131","F0","2","3","tbf",3.37021650732178
"132","F0","2","3","spd_diff",1.21006831168479
"133","F0","2","3","tb_off",NA
"134","F0","2","3","dist_v",2.58069126533918
"135","F0","2","3","angle_v",113.762205852423
"136","F0","2","3","heading",54.1712092874256
"137","F0","2","3","coord",0.915378673694621
"138","F0","2","3","tbf",2.47150535496392
"139","F0","2","3","spd_diff",0.716648576482722
"140","F0","2","3","tb_off",NA
"141","F0","2","3","dist_v",2.79550036745503
"142","F0","2","3","angle_v",110.163313084942
"143","F0","2","3","heading",45.1724258218551
"144","F0","2","3","coord",0.717361075939672
"145","F0","2","3","tbf",3.36926253337857
"146","F0","2","3","spd_diff",0.88905096630782
"147","F0","2","3","tb_off",0.610700828202043
"148","F0","2","3","dist_v",2.88311152264297
"149","F0","2","3","angle_v",110.350813792453
"150","F0","2","3","heading",147.200653185918
"151","F0","2","3","coord",0.538849008640762
"152","F0","2","3","tbf",4.44449634998199
"153","F0","2","3","spd_diff",-0.206557326332453
"154","F0","2","3","tb_off",0.610700828202043
"155","F0","2","3","dist_v",2.80795710521771
"156","F0","2","3","angle_v",111.766859213518
"157","F0","2","3","heading",170.507774312538
"158","F0","2","3","coord",0.816204352454105
"159","F0","2","3","tbf",3.41321989565363
"160","F0","2","3","spd_diff",-0.275121927906789
"161","F0","2","3","tb_off",0.582791598959571
"162","F0","2","3","dist_v",2.77911199504465
"163","F0","2","3","angle_v",116.945440694746
"164","F0","2","3","heading",189.708771123224
"165","F0","2","3","coord",0.721428436321626
"166","F0","2","3","tbf",3.79909213854082
"167","F0","2","3","spd_diff",0.00483956863250306
"168","F0","2","3","tb_off",0.345563150398554
"169","F0","2","4","dist_v",2.75637580700639
"170","F0","2","4","angle_v",121.220379314991
"171","F0","2","4","heading",208.807171549745
"172","F0","2","4","coord",0.849088779892151
"173","F0","2","4","tbf",3.82473760089347
"174","F0","2","4","spd_diff",-0.611541994722892
"175","F0","2","4","tb_off",0.323355244878217
"176","F0","2","4","dist_v",2.47277132602971
"177","F0","2","4","angle_v",128.680672970934
"178","F0","2","4","heading",219.044822165178
"179","F0","2","4","coord",0.741581355135654
"180","F0","2","4","tbf",3.98576676864052
"181","F0","2","4","spd_diff",-1.04499470961484
"182","F0","2","4","tb_off",0.261173109421275
"183","F0","2","4","dist_v",2.03125967041012
"184","F0","2","4","angle_v",139.459111072231
"185","F0","2","4","heading",220.871552422927
"186","F0","2","4","coord",0.944332040718433
"187","F0","2","4","tbf",3.70630374475347
"188","F0","2","4","spd_diff",-1.65999240240487
"189","F0","2","4","tb_off",0.243937904968232
"190","F0","1","2","dist_v",1.67801636652866
"191","F0","1","2","angle_v",65.5632045072525
"192","F0","1","2","heading",3.97740196885038
"193","F0","1","2","coord",0.713925415271563
"194","F0","1","2","tbf",3.15667050032315
"195","F0","1","2","spd_diff",-1.75201837903815
"196","F0","1","2","tb_off",NA
"197","F0","1","1","dist_v",1.2453887584082
"198","F0","1","1","angle_v",54.0207926929002
"199","F0","1","1","heading",355.745158783199
"200","F0","1","1","coord",0.846505678370825
"201","F0","1","1","tbf",2.70215129226271
"202","F0","1","1","spd_diff",-0.72893860966073
"203","F0","1","1","tb_off",NA
"204","F0","1","1","dist_v",1.12463469632135
"205","F0","1","1","angle_v",32.6382866571871
"206","F0","1","1","heading",1.41702480687512
"207","F0","1","1","coord",0.767482359306987
"208","F0","1","1","tbf",2.98198666948936
"209","F0","1","1","spd_diff",-0.342211624811721
"210","F0","1","1","tb_off",0.28470096379718
"211","F0","0","0","dist_v",0.988147897142528
"212","F0","0","0","angle_v",10.7357222537892
"213","F0","0","0","heading",44.1811808224967
"214","F0","0","0","coord",0.85734950336531
"215","F0","0","0","tbf",1.60314996732363
"216","F0","0","0","spd_diff",-0.640654122091667
"217","F0","0","0","tb_off",0.28470096379718
"218","F0","0","0","dist_v",0.806546346459624
"219","F0","0","0","angle_v",16.5122951774886
"220","F0","0","0","heading",48.9649483372277
"221","F0","0","0","coord",0.961284250762242
"222","F0","0","0","tbf",1.96269060514764
"223","F0","0","0","spd_diff",-0.589299174464409
"224","F0","0","0","tb_off",0.270725753268229
"225","F0","0","1","dist_v",0.481323537119763
"226","F0","0","1","angle_v",57.2935162782105
"227","F0","0","1","heading",129.958205147007
"228","F0","0","1","coord",0.949605423769754
"229","F0","0","1","tbf",1.22880728205495
"230","F0","0","1","spd_diff",-0.77827217910284
"231","F0","0","1","tb_off",0.151936463772147
"232","F0","0","3","dist_v",0.494330366520412
"233","F0","0","3","angle_v",115.292473882499
"234","F0","0","3","heading",133.629112623749
"235","F0","0","3","coord",0.93262868666924
"236","F0","0","3","tbf",2.13425264266445
"237","F0","0","3","spd_diff",0.364632010959944
"238","F0","0","3","tb_off",0.182111077781371
"239","F0","0","5","dist_v",0.67413488897639
"240","F0","0","5","angle_v",168.662400366447
"241","F0","0","5","heading",181.937133822928
"242","F0","0","5","coord",0.778613104274873
"243","F0","0","5","tbf",3.76068808274967
"244","F0","0","5","spd_diff",0.592055144700345
"245","F0","0","5","tb_off",0.266599997007197
"246","F0","0","5","dist_v",0.883339433528307
"247","F0","0","5","angle_v",151.530186473242
"248","F0","0","5","heading",177.93381752753
"249","F0","0","5","coord",0.925025916012961
"250","F0","0","5","tbf",2.92253862731257
"251","F0","0","5","spd_diff",1.17012609742884
"252","F0","0","5","tb_off",0.111117088039951
"253","F0","2","4","dist_v",2.39641392882934
"254","F0","2","4","angle_v",122.050107040302
"255","F0","2","4","heading",350.787188931978
"256","F0","2","4","coord",0.874238558526911
"257","F0","2","4","tbf",4.14984018687456
"258","F0","2","4","spd_diff",1.09579464769367
"259","F0","2","4","tb_off",NA
"260","F0","2","3","dist_v",2.73912565302532
"261","F0","2","3","angle_v",116.193614823974
"262","F0","2","3","heading",351.252162286021
"263","F0","2","3","coord",0.825869229675833
"264","F0","2","3","tbf",3.33190205553659
"265","F0","2","3","spd_diff",0.708631880665914
"266","F0","2","3","tb_off",NA
"267","F0","2","3","dist_v",2.6718110202732
"268","F0","2","3","angle_v",104.906859087197
"269","F0","2","3","heading",241.321735938243
"270","F0","2","3","coord",0.991873128986256
"271","F0","2","3","tbf",3.59553216265094
"272","F0","2","3","spd_diff",-0.88611274960819
"273","F0","2","3","tb_off",0.472758512349384
"274","F0","2","3","dist_v",2.40335618335478
"275","F0","2","3","angle_v",97.1906313935455
"276","F0","2","3","heading",192.493437077396
"277","F0","2","3","coord",0.735751498414416
"278","F0","2","3","tbf",2.62939383031265
"279","F0","2","3","spd_diff",-0.877303735213926
"280","F0","2","3","tb_off",0.472758512349384
"281","F0","2","3","dist_v",2.1435124461806
"282","F0","2","3","angle_v",96.7490581541184
"283","F0","2","3","heading",188.505673441025
"284","F0","2","3","coord",0.859970631241674
"285","F0","2","3","tbf",0.553258808911277
"286","F0","2","3","spd_diff",-0.628854634976752
"287","F0","2","3","tb_off",0.450301936726429
"288","F0","2","3","dist_v",2.05521105040338
"289","F0","2","3","angle_v",103.699545184124
"290","F0","2","3","heading",182.238512137882
"291","F0","2","3","coord",0.771300853083918
"292","F0","2","3","tbf",3.59670655408106
"293","F0","2","3","spd_diff",0.0672901573501875
"294","F0","2","3","tb_off",0.259421043931305
"295","F0","2","3","dist_v",2.07860177962609
"296","F0","2","3","angle_v",109.760086817918
"297","F0","2","3","heading",184.848623954115
"298","F0","2","3","coord",0.920817243228454
"299","F0","2","3","tbf",2.07138921121222
"300","F0","2","3","spd_diff",-0.258245451203207
"301","F0","2","3","tb_off",0.256970583585074
"302","F0","1","4","dist_v",1.99430181119555
"303","F0","1","4","angle_v",121.977714307449
"304","F0","1","4","heading",202.017515317129
"305","F0","1","4","coord",0.86554658374715
"306","F0","1","4","tbf",3.01423083105914
"307","F0","1","4","spd_diff",-0.287175369164189
"308","F0","1","4","tb_off",0.250109294615629
"309","F0","1","4","dist_v",1.71246174629862
