cond,distBin,angleBin,dist_v,angle_v,heading,coord,tbf,spd_diff,tb_off,angleBinSize,distBinSize
F0,3,3,3.5621257368535675,114.92056375677862,350.8850661538503,0.950630306354015,3.3319020555365895,1.4852583028637791,0.2419864048270639,30,1
F0,3,3,3.724429418950973,107.89817121624037,240.80584863846897,0.9776729151820436,3.595532162650938,-0.4585188720743865,0.14915892121187202,30,1
F0,3,3,3.465571870121155,107.21513116642791,190.45043857559324,0.9764012544259271,2.6293938303126496,-1.2623993761456287,0.1554229292513488,30,1
F0,2,3,2.9440816683252606,116.68670615611967,187.2559975220205,0.8168454628671381,0.5532588089112774,-2.1032155056287363,0.2805945687978965,30,1
F0,2,4,2.3244823454476773,126.27728030481353,180.50246068993275,0.9684702868098398,3.5967065540810568,-1.610698643018044,0.271379577709278,30,1
F0,1,4,1.8544231771962432,139.0075620000216,186.22734304074197,0.8257374520960612,2.071389211212218,-1.3301454112836208,0.1722560273167976,30,1
F0,1,5,1.456931742957681,151.76381561300968,203.74735603780388,0.941060487032793,3.0142308310591432,-1.1271434384104044,nan,30,1
F0,1,5,1.135904798549737,174.64259825310643,216.6492094311189,0.9383782607131875,2.8255453855122346,-0.6449850830859166,nan,30,1
F0,0,3,0.7323961846142609,91.87295038673159,181.19802484911324,0.9756483549487162,1.7330523386299042,-0.4972566854535751,nan,30,1
F0,0,2,0.5645111377696578,67.85281450922196,241.2194156434894,0.9487720290147889,2.484988287844311,0.019584476775264623,0.3620849149296933,30,1
F0,0,0,0.6753651460005615,29.128030653391363,287.8984045771027,0.879167847176822,2.090360845728965,0.15284523078142662,nan,30,1
F0,0,0,0.6379653757182333,28.246021869133983,351.59192298404986,0.882224442683181,5.159727380969383,-0.3611331118827092,nan,30,1
F0,0,2,0.603228099644874,68.39890304026397,15.96005910930382,0.8794271341730551,3.9856029386538183,0.19383385496633643,0.17407480522106833,30,1
F0,0,3,0.6980421638427318,90.44458911557916,17.783668203131725,0.9330007002576947,2.6656012539510114,0.2930204778192936,0.1448481042369252,30,1
F0,0,3,0.7399253152443664,102.33950031316289,20.24730464409608,0.9684831989557318,2.960700605800515,-0.004926359865998939,0.16644761907619235,30,1
F0,0,3,0.6981252321569814,103.3267344796518,35.17919008245186,0.9512388068664785,3.8629650820737544,-0.34368945070629064,0.18184142285045818,30,1
F0,0,3,0.6254265975006001,116.37177529263897,35.78263797267594,0.9375316491584895,3.4883817521851967,0.03181264225901972,0.16828528782844998,30,1
F0,2,3,2.131237245231289,100.86751971015059,239.5948991793196,0.9944309072604323,2.7236799880761535,0.23829068376782653,nan,30,1
F0,2,3,2.1949226148930885,94.23184631167652,225.6655254484652,0.9416022949333198,3.296669231808527,0.24300130018384433,0.15440688576273903,30,1
F0,2,2,2.2969806558088077,88.28911312112047,226.8171405832597,0.9386488440963396,3.6346551417780963,0.39325105687410516,0.16536520460372645,30,1
F0,2,2,2.2347636429239484,89.62594764498061,179.9894287205072,0.9893283025874319,2.2786114336199,-1.0355888354900993,0.12443740701487266,30,1
F0,1,3,1.7837557795552321,105.55685658865315,154.5050144673307,0.9027885181778988,2.3242926712058734,-1.8502557368718566,0.037051303045519665,30,1
F0,1,4,1.238908116964136,122.27690282752309,134.06065545908675,0.9621710717025378,3.4267669222954185,-1.0580807015641456,0.04411563075837774,30,1
F0,1,4,1.0678841935191772,149.9341926709667,117.95623430614644,0.8664543903023633,2.659771902799432,-0.25837350328592185,0.0891250762538543,30,1
F0,1,5,1.0524236869410244,174.2449211008459,92.07496244139334,0.7740209091882513,5.1286153842925755,0.32991633697308187,0.0947200758101709,30,1
F0,1,5,1.2118882511948537,162.6446202011964,81.86171792574102,0.9956655800535298,3.2307028684868593,0.6425066129888273,0.10894466014175959,30,1
F0,3,3,3.773186028417632,104.58772284903705,5.312391680906637,0.8430645589589228,3.3702165073217767,1.247059546080394,nan,30,1
F0,4,3,4.150216643675585,106.44787003362126,53.0059130850028,0.9212299039435099,2.4715053549639183,1.022652173219565,0.35365817604778355,30,1
F0,4,3,4.395827123093772,109.2298597644401,42.916222831352485,0.7348118647157038,3.369262533378569,0.30593859351523206,nan,30,1
F0,4,3,4.320357291570697,115.85052969361612,144.91497269515457,0.5873220388058527,4.444496349981991,-0.34148775172678864,0.3198265273881961,30,1
F0,4,4,4.196507897614706,121.68752832521534,168.78892120940355,0.8038356653388639,3.413219895653628,-0.6835402643468005,0.3198265273881961,30,1
F0,3,4,3.678058401550321,127.44924211387928,188.6114203936032,0.8110692381859481,3.7990921385408227,-2.1795813535428072,0.2594304495451473,30,1
F0,3,4,3.1655478750629484,136.42684275676902,207.41756886145345,0.8613358771876027,3.8247376008934695,-1.5570699325225343,0.268481003831049,30,1
F0,2,4,2.6380348048046427,143.85949104062485,218.52097814838947,0.9806000369621154,3.985766768640522,-1.573115774421455,0.25552962179623717,30,1
F0,2,5,2.220431553492076,153.44654246491535,220.4218188293989,0.976567235689325,3.7063037447534666,-1.072564185938617,0.031949800938140004,30,1
F0,0,0,0.7984264091667321,10.560540634546953,3.3380789757800136,0.8927572680975695,3.1566705003231497,-0.1520508068572446,nan,30,1
F0,0,1,0.8535928729349026,45.675890486263086,354.6207666021816,0.8954676924857103,2.70215129226271,0.7570593838657897,0.3525924593117199,30,1
F0,1,2,1.029716571698699,63.28929663904944,359.1371059884294,0.783577851889504,2.981986669489359,-0.0683159556872452,nan,30,1
F0,1,2,1.0048308671051884,84.8772792870185,41.88741539537629,0.9283130573712264,1.6031499673236305,0.4125911535679975,0.34141765673707586,30,1
F0,1,3,1.254501035518858,108.10310664359162,47.280858584145186,0.9467170359578395,1.962690605147638,0.8848335748729321,0.34141765673707586,30,1
F0,1,4,1.1102177254282335,130.23159279489465,129.05841767762152,0.8446533584789799,1.2288072820549534,-1.0678013856807282,0.14464518175101818,30,1
F0,1,5,1.1096799209030819,165.82755185949748,132.2131921789278,0.9193678965771535,2.1342526426644537,0.4730629404463146,0.14629465299045621,30,1
F0,1,5,1.269237275777222,169.00871787398785,180.94010038722422,0.9712816596809626,3.760688082749668,0.3278146116019597,0.23939078486405696,30,1
F0,1,4,1.4306822278940845,148.44131833521675,177.39998343203146,0.9115393865252963,2.9225386273125675,1.1488241541610875,0.18964248978973175,30,1
F0,3,3,3.8888427484751116,107.67866924487305,350.1616050419187,0.7290482639397837,4.149840186874563,1.2336994455409018,nan,30,1
F0,4,3,4.292248902987746,108.25176034596171,350.167024191081,0.975257035182413,3.3319020555365895,1.106942455352472,0.3430084088766304,30,1
F0,4,3,4.272050342936414,105.91610440547362,239.08034270677015,0.7069217679740492,3.595532162650938,-1.5827355446049225,nan,30,1
F0,3,3,3.7599525820634945,108.32191546271093,190.22311022024354,0.8019372090768796,2.6293938303126496,-1.2538315369884985,0.306019229722691,30,1
F0,3,3,3.400234478607256,114.59161456835636,186.86024235026,0.8732030718072978,0.5532588089112774,-1.0586101349546821,0.306019229722691,30,1
F0,2,4,2.844856893251833,120.96873537581172,181.3450725717484,0.8671385321496401,3.5967065540810568,-2.1226308760251498,0.2745892944173998,30,1
F0,2,4,2.3724884027616526,131.35145175612132,183.4005506206787,0.90772439679325,2.071389211212218,-1.051345710796367,0.2594968971223939,30,1
F0,2,4,2.104334417993187,141.24992158825023,201.3253531727195,0.8737283958714888,3.0142308310591432,-0.7218648217824952,0.24818938562717183,30,1
F0,1,5,1.8652415886801341,150.95412764946576,213.63684939672714,0.8984423081225219,2.8255453855122346,-0.7134232171658855,nan,30,1
F0,0,1,0.48075709811411715,45.916624811617055,180.5753988635478,0.9357566049292242,1.7330523386299042,-0.39584062941245807,nan,30,1
F0,0,1,0.4907236278037909,41.16001727702218,240.49998387696678,0.9621919254826558,2.484988287844311,0.6639963149010175,0.32712776183780634,30,1
F0,0,0,0.6102564872734407,22.684851874140236,286.20029302276345,0.8664195420044025,2.090360845728965,0.06911445552008662,nan,30,1
F0,0,1,0.6922894494428155,54.12359628287737,351.3482727838081,0.5745095365987629,5.159727380969383,0.7729155024220528,0.48814837669790895,30,1
F0,1,2,1.0303654811570073,82.79122852237987,15.030240402536847,0.7198113931614297,3.9856029386538183,1.3809955365495956,0.48814837669790895,30,1
F0,1,3,1.266912649654603,94.25113376968511,18.288359037948023,0.9596662340485649,2.6656012539510114,0.022509992074410137,0.41404365820204353,30,1
F0,1,3,1.327964992119182,104.20445346157464,17.13381899347974,0.9392817489959443,2.960700605800515,0.2616703600861434,0.325086956361285,30,1
F0,1,3,1.406269563608476,111.63550765251148,32.85777077059957,0.9760439011263975,3.8629650820737544,0.23543967501294188,0.18487469017699562,30,1
F0,1,3,1.5664599125090233,119.75914955568123,32.91250945001901,0.9792051313114876,3.4883817521851967,0.7240673769212418,0.09166945164043094,30,1
F0,3,3,3.170658691431577,90.7846299890968,238.82773202587003,0.9145207309240053,2.7236799880761535,-0.20006273802433958,nan,30,1
F0,3,3,3.0347804838273764,90.10061140416644,224.94753058081236,0.8726758424651364,3.296669231808527,-0.35189176311361636,0.3934243052270402,30,1
F0,2,2,2.860355679154108,89.16524671351516,225.0210750025353,0.7258457131081382,3.6346551417780963,-1.1174710279854327,nan,30,1
F0,2,3,2.4977665528117723,93.25219569404169,179.79029627353503,0.8279084327538899,2.2786114336199,-0.8295121066003223,0.4398984956385758,30,1
F0,2,3,2.2533562626506614,104.68330018850713,153.47808037221023,0.9066357250626503,2.3242926712058734,-0.7825829944246407,0.4398984956385758,30,1
F0,1,3,1.7787627870025178,114.94141307449678,134.65025950538242,0.8614984085276406,3.4267669222954185,-1.645546317576492,0.2537513352828992,30,1
F0,1,4,1.5496139650727916,134.80128711056204,114.81181439840623,0.9524840938116722,2.659771902799432,-0.22239102532610042,0.17975051854031476,30,1
F0,1,5,1.584625085494613,152.4305070827188,89.68818994923214,0.8336692468919105,5.1286153842925755,0.42259866107687205,0.16888500949659668,30,1
F0,1,5,1.7133632680671587,165.18751622650035,79.1387021138304,0.9625681977826652,3.2307028684868593,0.4700617808228942,nan,30,1
F0,3,2,3.9112104646120676,63.662737673034826,3.0457078797177797,0.944337939421608,3.1566705003231497,-0.5065599901298063,nan,30,1
F0,3,2,3.8070087991602306,62.26828097029329,355.86256882728753,0.9247601049674741,2.70215129226271,-0.2565911554510243,0.22593885140430198,30,1
F0,3,1,3.7534223157379687,59.4000027928696,2.84923252888404,0.9461397634130677,2.981986669489359,-0.15407583465514554,0.19165298946923875,30,1
F0,3,1,3.4972513882825265,55.64620179259924,44.28890104298167,0.6326766968774699,1.6031499673236305,-1.4294634163082685,0.20811614666917386,30,1
F0,2,1,2.9916476295138352,52.66011020305774,49.57469554130298,0.8490770048577235,1.962690605147638,-1.7405562961839984,nan,30,1
F0,2,1,2.569714649370663,53.752458434430366,130.52151896713193,0.6850723559927486,1.2288072820549534,-0.939591101254615,nan,30,1
F0,2,1,2.265264176478169,57.488218866230795,134.54043742142403,0.7918845536564041,2.1342526426644537,-0.9833008427760805,nan,30,1
F0,2,2,2.0035989738621525,63.80475966614176,183.15498935277657,0.9524388313837766,3.760688082749668,-0.5649339189283018,nan,30,1
F0,1,2,1.9028654454055087,66.2252725443924,178.18260343818926,0.8735316109859574,2.9225386273125675,-0.1274541829436583,0.10471588105734486,30,1
F0,0,5,0.23679083070999501,166.9071492926729,349.8243643916261,0.8647597105019635,4.149840186874563,-0.1747467281056182,nan,30,1
F0,0,5,0.19449746185805908,150.44983598065653,351.27839861997177,0.9022159390522907,3.3319020555365895,-0.20509060213029756,0.20796881893396066,30,1
F0,0,0,0.27949868925599036,8.701230278944422,242.70398856004192,0.946941201171312,3.595532162650938,1.458017701896072,0.169883208159973,30,1
F0,0,0,0.7707920680334966,24.422725861641766,192.66626789230367,0.7323790842451702,2.6293938303126496,0.8819283643296191,0.1284209161269426,30,1
F0,0,1,0.9233811348815805,31.254857460238668,189.12391629436522,0.7019117722021591,0.5532588089112774,0.23517123845609136,nan,30,1
F0,0,1,0.9099133932604954,31.887522319012646,182.82012919179286,0.9353398656790213,3.5967065540810568,-0.24034324465089926,0.11161797477505489,30,1
F0,0,0,0.8293589075149186,28.913914929379303,185.65050640127362,0.7818555895565018,2.071389211212218,-0.6237677560425686,nan,30,1
F0,0,0,0.5443801458553295,26.003748966151704,203.35627493655062,0.8567780972864314,3.0142308310591432,-0.8623365304930132,nan,30,1
F0,0,0,0.3660546413001533,13.751027194643484,214.61915567395576,0.8773893212695478,2.8255453855122346,-0.3618111778027795,nan,30,1
F0,3,2,3.5470686423902262,68.76396173068184,180.1767743056438,0.8214675235614636,1.7330523386299042,1.1862988532481167,nan,30,1
F0,3,2,3.9701712004519876,67.10518957631422,241.93536667260437,0.9761148810905926,2.484988287844311,1.5710403633277719,0.17392054500455342,30,1
F0,4,2,4.401406640612774,62.81496534104639,289.84364710706814,0.8481016748719296,2.090360845728965,0.15533792418040654,0.17992549192983387,30,1
F0,4,1,4.038723970437388,55.46671070108607,353.7803637180947,0.9781848775279398,5.159727380969383,-1.522091540320016,0.19728954009645194,30,1
F0,3,1,3.4556956410966664,47.52180769918857,17.321729792440273,0.8954708334047196,3.9856029386538183,-2.3419469943818996,nan,30,1
F0,2,1,2.7082724597502086,37.709986877110566,19.820159335198852,0.8451576281518965,2.6656012539510114,-2.1546757895545268,0.17086787054165672,30,1
F0,2,0,2.1613858908629062,24.449704636173237,19.436534230204852,0.9170154515493756,2.960700605800515,-1.6807476023767425,nan,30,1
F0,1,0,1.6309759813035483,8.768562110055882,34.714353618349506,0.9571086855211925,3.8629650820737544,-1.4971632806822448,nan,30,1
F0,1,0,1.2632615852919291,16.90172008054435,33.84154744311886,0.997306084764252,3.4883817521851967,-0.6213376296683173,0.021148580710427887,30,1
F0,1,0,1.0266530750675233,27.949738518280128,238.64786077235058,0.9218648964984257,2.7236799880761535,1.4600923176292333,nan,30,1
F0,1,1,1.5041748315422896,38.950842491846004,226.18091511718725,0.8939407529664696,3.296669231808527,1.5755838774793078,0.2899297847054518,30,1
F0,1,1,1.9707744930690265,40.90625803765329,228.7311642562874,0.9719027311252459,3.6346551417780963,1.3611083830127932,0.20651364410600562,30,1
F0,2,1,2.2313472163904025,38.67242036714248,182.23123470514295,0.7094045857852064,2.2786114336199,0.08080469796935172,0.1585868422341296,30,1
F0,2,1,2.1453742554255557,40.42421220174015,155.76725133658007,0.8866137116793158,2.3242926712058734,-0.3446624055308002,nan,30,1
F0,1,1,1.979361671123142,41.32797664338034,135.99630149732016,0.9414634201961214,3.4267669222954185,-0.917702766335154,0.17196174815007545,30,1
F0,1,1,1.6171551022175106,42.01551068208022,117.10582861449369,0.8204087224505157,2.659771902799432,-1.363119734119706,nan,30,1
F0,1,1,1.096833612240206,48.574522765312736,91.51554837155363,0.8501623653560177,5.1286153842925755,-1.733755327054579,nan,30,1
