pt1_cam1_X,pt1_cam1_Y,pt1_cam2_X,pt1_cam2_Y
182.501388,177.902208,124.955519,156.301024
363.500682,192.760426,168.604074,178.108065
2208.322294,181.953489,2391.815183,179.764004
2105.073813,215.227082,2170.240471,215.149437
2164.451675,846.966939,2377.460336,886.662163
2077.207277,810.873878,2165.645788,858.863819
188.328368,828.047653,166.647742,1011.473084
359.539166,786.066339,186.092925,951.286415
