scorer,DLC_resnet50_Single_Fish_VentralJun22shuffle1_500000,DLC_resnet50_Single_Fish_VentralJun22shuffle1_500000,DLC_resnet50_Single_Fish_VentralJun22shuffle1_500000,DLC_resnet50_Single_Fish_VentralJun22shuffle1_500000,DLC_resnet50_Single_Fish_VentralJun22shuffle1_500000,DLC_resnet50_Single_Fish_VentralJun22shuffle1_500000,DLC_resnet50_Single_Fish_VentralJun22shuffle1_500000,DLC_resnet50_Single_Fish_VentralJun22shuffle1_500000,DLC_resnet50_Single_Fish_VentralJun22shuffle1_500000,DLC_resnet50_Single_Fish_VentralJun22shuffle1_500000,DLC_resnet50_Single_Fish_VentralJun22shuffle1_500000,DLC_resnet50_Single_Fish_VentralJun22shuffle1_500000
bodyparts,head,head,head,midline2,midline2,midline2,tailbase,tailbase,tailbase,tailtip,tailtip,tailtip
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,772.0380249023438,590.7571411132812,0.9997938275337219,879.388916015625,612.7760620117188,0.998370349407196,970.4400024414062,633.53076171875,0.9997970461845398,1023.8701171875,625.8060913085938,0.9998942613601685
1,772.0380249023438,590.7571411132812,0.999783456325531,879.388916015625,612.7760620117188,0.999297022819519,970.4400024414062,634.02197265625,0.9987308382987976,1023.8701171875,626.6776123046875,0.9998499155044556
2,772.0380249023438,590.7571411132812,0.9997561573982239,879.8878173828125,612.7760620117188,0.9993958473205566,970.4400024414062,635.9669799804688,0.9988129138946533,1023.8701171875,626.7384643554688,0.9990862607955933
3,768.5596313476562,589.8151245117188,0.9995848536491394,879.388916015625,611.1515502929688,0.9992226362228394,965.4346923828125,635.9669799804688,0.9997928738594055,1021.1057739257812,626.7384643554688,0.9991998076438904
4,767.3905029296875,589.1840209960938,0.999496340751648,878.0697021484375,609.7898559570312,0.9993270635604858,963.7291870117188,635.9669799804688,0.9997798800468445,1018.6827392578125,629.3539428710938,0.9993370175361633
5,765.2153930664062,588.4799194335938,0.9978854060173035,877.8659057617188,607.8153076171875,0.9990146160125732,961.9847412109375,634.7569580078125,0.9998224377632141,1014.5424194335938,635.079833984375,0.9998346567153931
6,763.246826171875,588.1336669921875,0.9970977306365967,875.845703125,605.693115234375,0.9976352453231812,961.3214111328125,633.5342407226562,0.9998366832733154,1012.1491088867188,640.9073486328125,0.9999599456787109
7,761.4428100585938,586.6029052734375,0.9988481998443604,872.3719482421875,602.9771118164062,0.9974678754806519,958.865966796875,631.4642333984375,0.9996008276939392,1005.5900268554688,646.4638061523438,0.9996395111083984
8,758.8912353515625,585.5481567382812,0.9996125102043152,871.0534057617188,601.81396484375,0.9986553192138672,958.3114624023438,627.9696044921875,0.9998237490653992,999.541748046875,646.4638061523438,0.999799907207489
