pt1_cam1_X,pt1_cam1_Y,pt1_cam2_X,pt1_cam2_Y
400.457777,811.417008,388.549542,878.563188
426.147621,811.85656,412.0796,879.66166
409.420003,264.505904,406.064183,294.547011
471.451104,784.403204,574.317528,860.385311
