scorer,"('DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000', 'x')","('DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000', 'x')","('DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000', 'x')","('DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000', 'x')","('DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000', 'x')","('DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000', 'x')","('DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000', 'x')","('DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000', 'x')","('DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000', 'x')","('DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000', 'x')","('DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000', 'x')","('DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000', 'x')","('DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000', 'x')","('DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000', 'x')","('DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000', 'x')","('DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000', 'x')","('DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000', 'x')","('DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000', 'x')","('DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000', 'x')","('DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000', 'x')","('DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000', 'x')","('DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000', 'x')","('DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000', 'x')","('DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000', 'x')","('DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000', 'x')","('DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000', 'x')","('DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000', 'x')","('DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000', 'x')","('DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000', 'x')","('DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000', 'x')","('DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000', 'x')","('DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000', 'x')","('DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000', 'x')","('DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000', 'x')","('DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000', 'x')","('DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000', 'x')","('DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000', 'x')","('DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000', 'x')","('DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000', 'x')","('DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000', 'x')","('DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000', 'x')","('DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000', 'x')","('DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000', 'x')","('DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000', 'x')","('DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000', 'x')","('DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000', 'x')","('DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000', 'x')","('DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000', 'x')","('DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000', 'x')","('DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000', 'x')","('DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000', 'x')","('DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000', 'x')","('DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000', 'x')","('DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000', 'x')","('DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000', 'x')","('DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000', 'x')","('DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000', 'x')","('DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000', 'x')","('DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000', 'x')","('DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000', 'x')","('DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000', 'x')","('DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000', 'x')","('DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000', 'x')","('DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000', 'x')","('DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000', 'x')","('DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000', 'x')","('DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000', 'x')","('DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000', 'x')","('DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000', 'x')","('DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000', 'x')","('DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000', 'x')","('DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000', 'x')","('DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000', 'x')","('DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000', 'x')","('DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000', 'x')","('DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000', 'x')","('DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000', 'x')","('DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000', 'x')","('DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000', 'x')","('DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000', 'x')","('DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000', 'x')","('DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000', 'x')","('DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000', 'x')","('DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000', 'x')","('DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000', 'x')","('DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000', 'x')","('DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000', 'x')","('DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000', 'x')","('DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000', 'x')","('DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000', 'x')","('DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000', 'x')","('DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000', 'x')","('DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000', 'x')","('DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000', 'x')","('DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000', 'x')","('DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000', 'x')"
individuals,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual6,individual6,individual6,individual6,individual6,individual6,individual6,individual6,individual6,individual6,individual6,individual6,individual7,individual7,individual7,individual7,individual7,individual7,individual7,individual7,individual7,individual7,individual7,individual7,individual8,individual8,individual8,individual8,individual8,individual8,individual8,individual8,individual8,individual8,individual8,individual8
bodyparts,head,head,head,midline2,midline2,midline2,tailbase,tailbase,tailbase,tailtip,tailtip,tailtip,head,head,head,midline2,midline2,midline2,tailbase,tailbase,tailbase,tailtip,tailtip,tailtip,head,head,head,midline2,midline2,midline2,tailbase,tailbase,tailbase,tailtip,tailtip,tailtip,head,head,head,midline2,midline2,midline2,tailbase,tailbase,tailbase,tailtip,tailtip,tailtip,head,head,head,midline2,midline2,midline2,tailbase,tailbase,tailbase,tailtip,tailtip,tailtip,head,head,head,midline2,midline2,midline2,tailbase,tailbase,tailbase,tailtip,tailtip,tailtip,head,head,head,midline2,midline2,midline2,tailbase,tailbase,tailbase,tailtip,tailtip,tailtip,head,head,head,midline2,midline2,midline2,tailbase,tailbase,tailbase,tailtip,tailtip,tailtip
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,749.445,362.498,0.996550024,817.822,319.862,0.998070002,870.618,275.908,0.989780009,-917.3444792388646,-1447.471507005623,0.01,992.917,374.103,0.999939978,1032.865,321.701,0.999790013,1101.1,289.642,0.999979973,1125.177,296.4,0.999660015,494.418,472.376,0.999539971,537.72,418.258,0.998889983,618.126,427.588,0.999549985,634.951,459.283,0.999859989,1289.397,433.788,0.999220014,1233.043,471.688,0.998749971,1189.983,524.634,0.999979973,1157.669,544.877,0.999979973,1285.619,352.783,0.999840021,1224.587,384.015,0.997669995,1168.237,415.683,0.999970019,1138.933,425.919,0.999949992,578.327,283.703,0.966660023,664.819,259.031,0.966139972,755.726,233.142,0.98672998,789.23,230.405,0.998520017,1081.443,276.415,0.999989986,1012.225,269.293,0.999890029,926.828,255.581,0.999800026,900.989,252.977,0.998820007,1277.358,221.472,0.999909997,1221.978,212.486,0.999989986,1161.373,197.633,0.999939978,1133.441,192.136,0.999989986
1,749.445,364.497,0.99476999,817.822,323.592,0.999159992,870.618,277.014,0.996010005,-413.59743944644674,-988.5507323677257,0.01,992.917,379.787,0.999890029,1032.865,322.037,0.99970001,1101.1,289.642,0.999960005,1125.564,296.4,0.99970001,495.808,480.832,0.999979973,537.72,420.435,0.999109983,618.126,427.588,0.999970019,634.951,459.283,0.999790013,1294.59,433.788,0.999570012,1236.581,471.688,0.999679983,1195.383,524.634,1.0,1162.211,544.877,0.999920011,1288.313,352.783,0.999570012,1227.092,384.015,0.997060001,1172.796,415.683,0.999870002,1140.168,425.919,0.999970019,578.327,284.179,0.941410005,664.819,260.018,0.979979992,755.726,233.233,0.990079999,789.23,230.405,0.995289981,1084.241,276.415,0.999890029,1014.279,269.387,0.999729991,929.766,255.7,0.999949992,900.994,252.977,0.999859989,1281.681,222.558,0.999949992,1227.06,213.648,0.999979973,1163.894,197.809,0.999979973,1136.045,192.752,0.999989986
2,749.445,366.489,0.998470008,817.822,327.597,0.99891001,874.307,281.148,0.999319971,-12.888407612512538,-616.8909126574079,0.01,992.917,381.656,0.999949992,1032.865,323.424,0.999930024,1101.1,289.642,0.999890029,1125.564,296.4,0.999629974,495.808,488.244,0.999970019,537.72,426.418,0.994639993,618.126,427.588,0.999059975,634.951,459.283,0.999130011,1301.089,433.788,0.99962002,1238.374,471.688,0.999040008,1198.652,524.634,0.999949992,1169.502,544.877,0.999819994,1291.332,352.783,0.999650002,1228.67,384.015,0.995440006,1174.547,415.683,0.999710023,1141.686,425.919,0.999930024,578.327,286.971,0.980560005,664.819,260.199,0.987330019,755.726,233.8,0.986240029,789.23,230.405,0.999109983,1084.453,276.548,0.976859987,1016.214,269.545,0.999779999,934.336,256.266,0.999909997,901.74,252.977,0.999220014,1284.609,223.327,0.999979973,1229.606,213.766,0.999989986,1168.411,200.152,0.999970019,1139.777,194.085,1.0
3,745.509,372.025,0.998650014,811.473,327.6,0.996699989,870.618,286.555,0.999369979,296.21572825832516,-323.47194177160526,0.01,992.752,385.06,0.999859989,1032.865,324.293,0.999840021,1097.356,283.168,0.999930024,1125.177,290.102,0.99940002,495.808,491.957,0.999979973,535.959,428.71,0.998199999,614.773,417.135,0.999750018,629.292,445.845,0.999779999,1304.27,433.672,0.997179985,1241.659,465.468,0.997860014,1200.047,518.969,0.999939978,1181.441,543.645,0.999790013,1294.723,351.641,0.999670029,1234.467,382.734,0.998880029,1179.366,411.515,0.999679983,1146.079,425.335,0.999890029,576.891,290.336,0.983820021,662.215,261.9,0.946699977,754.43,233.8,0.985080004,786.831,225.946,0.99861002,1085.564,276.565,0.997979999,1021.415,269.577,0.999859989,938.445,256.662,0.999960005,905.021,248.386,0.999170005,1289.009,224.591,0.999880016,1232.657,213.982,0.999960005,1171.027,200.561,0.999979973,1143.595,194.085,1.0
4,740.872,380.127,0.999490023,804.857,330.3,0.998749971,870.147,290.114,0.993730009,525.1480801614532,-99.27371360725323,0.01,991.48,387.355,0.999939978,1032.034,326.802,0.999840021,1092.024,283.168,0.999930024,1115.129,286.73,0.999819994,493.963,499.158,1.0,534.623,428.895,0.998839974,608.456,410.31,0.999300003,627.7,437.679,0.999960005,1309.558,429.999,0.999800026,1245.952,461.16,0.99879998,1202.827,513.554,0.999989986,1187.01,542.235,0.999970019,1295.921,350.741,0.999899983,1239.017,380.129,0.999570012,1182.794,410.172,0.999880016,1149.073,423.373,0.999960005,573.005,290.453,0.984510005,661.311,261.961,0.994080007,751.637,233.8,0.986000001,779.116,223.357,0.996829987,1089.391,278.593,0.999849975,1025.038,269.844,0.999639988,941.573,257.497,0.999979973,909.446,248.386,0.999499977,1290.817,224.591,0.999939978,1237.613,215.168,0.999989986,1175.3,200.713,0.999960005,1147.63,194.242,1.0
5,739.801,386.601,0.999459982,798.122,331.289,0.997560024,860.11,303.897,0.936559975,685.3417600922592,64.72387793871252,0.01,988.959,389.706,0.999979973,1031.886,330.12,0.999750018,1091.633,281.424,0.620500028,1107.355,279.415,0.999029994,493.943,503.401,0.999970019,528.006,434.931,0.997449994,603.883,403.265,0.999029994,624.895,427.067,0.998319983,1312.545,427.615,0.999490023,1251.826,458.741,0.999559999,1203.555,508.935,0.999989986,1188.844,537.46,0.999779999,1298.732,349.089,0.999949992,1240.775,379.461,0.999149978,1184.722,410.0,0.999920011,1153.553,420.642,0.999939978,571.325,291.112,0.956650019,656.655,262.644,0.975269973,747.757,234.132,0.985840023,776.794,220.165,0.998369992,1090.027,284.292,0.999960005,1025.652,270.01,0.998080015,943.798,258.785,0.999979973,915.606,248.386,0.999899983,1292.994,224.591,0.999970019,1239.307,216.319,0.999970019,1177.68,201.72,0.999939978,1151.33,195.627,1.0
6,738.744,395.845,0.999840021,788.575,338.751,0.999130011,854.595,304.011,0.95826,788.2298800461297,177.5409389693563,0.01,987.828,391.121,0.999930024,1029.606,333.927,0.999939978,1078.089,279.91,0.947399974,1099.295,273.216,0.999840021,492.855,505.573,0.999970019,527.973,439.544,0.998839974,595.854,397.866,0.999319971,624.012,415.1,0.998679996,1316.892,426.054,0.999729991,1255.397,457.496,0.998640001,1207.267,502.714,0.999989986,1191.158,529.008,0.999989986,1302.887,345.658,0.999890029,1242.034,377.535,0.997730017,1187.935,408.962,0.999930024,1157.804,420.269,0.999960005,564.036,292.13,0.976130009,653.346,263.908,0.990629971,742.01,234.88,0.960479975,771.244,219.537,0.995069981,1091.08,285.45,0.999989986,1028.075,270.142,0.999880016,944.455,262.023,0.999870002,916.125,250.957,0.999719977,1296.521,224.733,0.999960005,1244.95,216.319,0.999989986,1180.093,202.651,0.999989986,1153.403,196.121,1.0
