scorer,"('DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000', 'x')","('DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000', 'x')","('DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000', 'x')","('DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000', 'x')","('DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000', 'x')","('DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000', 'x')","('DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000', 'x')","('DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000', 'x')","('DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000', 'x')","('DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000', 'x')","('DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000', 'x')","('DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000', 'x')","('DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000', 'x')","('DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000', 'x')","('DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000', 'x')","('DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000', 'x')","('DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000', 'x')","('DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000', 'x')","('DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000', 'x')","('DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000', 'x')","('DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000', 'x')","('DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000', 'x')","('DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000', 'x')","('DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000', 'x')","('DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000', 'x')","('DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000', 'x')","('DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000', 'x')","('DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000', 'x')","('DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000', 'x')","('DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000', 'x')","('DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000', 'x')","('DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000', 'x')","('DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000', 'x')","('DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000', 'x')","('DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000', 'x')","('DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000', 'x')","('DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000', 'x')","('DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000', 'x')","('DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000', 'x')","('DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000', 'x')","('DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000', 'x')","('DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000', 'x')","('DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000', 'x')","('DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000', 'x')","('DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000', 'x')","('DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000', 'x')","('DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000', 'x')","('DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000', 'x')","('DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000', 'x')","('DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000', 'x')","('DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000', 'x')","('DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000', 'x')","('DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000', 'x')","('DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000', 'x')","('DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000', 'x')","('DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000', 'x')","('DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000', 'x')","('DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000', 'x')","('DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000', 'x')","('DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000', 'x')","('DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000', 'x')","('DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000', 'x')","('DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000', 'x')","('DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000', 'x')","('DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000', 'x')","('DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000', 'x')","('DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000', 'x')","('DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000', 'x')","('DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000', 'x')","('DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000', 'x')","('DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000', 'x')","('DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000', 'x')","('DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000', 'x')","('DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000', 'x')","('DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000', 'x')","('DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000', 'x')","('DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000', 'x')","('DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000', 'x')","('DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000', 'x')","('DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000', 'x')","('DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000', 'x')","('DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000', 'x')","('DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000', 'x')","('DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000', 'x')","('DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000', 'x')","('DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000', 'x')","('DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000', 'x')","('DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000', 'x')","('DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000', 'x')","('DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000', 'x')","('DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000', 'x')","('DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000', 'x')","('DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000', 'x')","('DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000', 'x')","('DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000', 'x')","('DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000', 'x')"
101,410.513,674.985,0.999920011,356.249,610.957,0.999949992,368.819,538.638,0.970130026,396.892,528.304,0.997900009,1096.008,527.082,0.999409974,1042.607,489.984,0.999970019,982.986,463.871,0.999949992,952.483,465.896,0.999840021,778.766,718.625,0.999939978,692.698,729.566,0.991230011,624.547,760.36,0.999379992,599.993,771.597,0.999689996,1305.767,551.734,0.97104001,1367.995,545.801,0.998459995,1408.173,500.764,0.999979973,1418.601,476.475,0.999159992,1502.223,468.897,0.999989986,1500.293,405.898,0.999989986,1491.904,339.657,0.999989986,1487.757,311.719,0.999949992,482.894,585.026,0.999989986,475.396,493.361,0.999069989,466.218,394.938,1.0,469.973,367.452,0.999909997,1118.308,438.233,0.986029983,1188.096,418.996,0.999840021,1250.354,386.907,0.997990012,1272.539,361.665,0.999909997,1098.0464444897382,482.3314691581329,0.01,1156.364,483.119,0.995609999,1206.076,455.438,0.999989986,1232.532,445.344,0.999840021
102,416.691,680.917,0.999960005,360.707,617.758,0.999960005,349.308,540.995,0.995800018,385.279,521.335,0.998179972,1100.289,527.292,0.999960005,1046.378,492.0,0.999960005,984.454,463.008,0.99980998,956.541,465.693,0.999870002,785.92,718.625,0.999849975,698.843,728.681,0.998529971,631.514,757.144,0.998449981,613.535,769.79,0.99921,1296.933,550.106,0.990649998,1365.108,549.418,0.983829975,1407.573,511.415,0.999920011,1408.195,482.852,0.999710023,1499.441,472.909,0.999989986,1502.612,408.386,0.999939978,1491.904,346.113,0.999979973,1487.757,313.801,0.999880016,482.894,589.217,1.0,476.538,496.407,0.995239973,465.897,397.479,0.999989986,470.545,368.22,0.999729991,1115.277304,438.5761781,0.01,1185.087,420.686,0.999230027,1247.571,388.909,0.997039974,1271.917,368.336,0.999069989,1092.7800691914251,480.17306935604483,0.01,1154.463,488.048,0.985769987,1197.398,455.438,0.999979973,1223.952,440.895,0.999960005
103,421.467,684.833,0.999930024,363.377,620.629,0.999970019,342.268,543.902,0.999849975,371.398,521.335,0.998979986,1104.535,529.176,1.0,1048.774,493.762,0.999769986,987.384,461.549,0.99970001,960.624,465.061,0.999260008,792.158,717.55,0.999930024,705.336,728.144,0.998210013,638.087,752.349,0.996460021,619.186,764.098,0.381220013,1291.009,549.202,0.987559974,1353.739,552.25,0.960210025,1406.83,521.773,0.999729991,1408.195,493.373,0.999119997,1493.491,477.391,1.0,1503.977,412.412,0.999970019,1491.904,354.948,0.999970019,1486.496,321.718,0.999819994,482.894,592.669,1.0,476.543,496.948,0.99812001,465.834,398.985,0.999979973,471.871,373.532,0.999710023,1111.097578,440.4068151,0.01,1176.464,424.709,0.993939996,1246.072,392.191,0.991810024,1270.432,371.512,0.99871999,1086.9642052018942,477.843444814922,0.01,1142.801,492.481,0.998939991,1190.973,455.438,0.999800026,1209.457,440.895,0.999840021
104,427.055,690.653,0.999960005,367.607,629.41,0.999949992,336.121,552.169,0.999759972,357.785,521.335,0.998070002,1107.841,529.552,1.0,1052.249,494.281,0.999870002,992.804,459.706,0.999989986,965.871,460.615,0.999689996,796.424,716.888,0.999960005,710.434,727.356,0.999059975,641.707,748.472,0.999870002,627.913,762.25,0.999339998,1284.288,548.867,0.995190024,1350.118,553.263,0.988680005,1406.002,530.339,0.999890029,1408.195,502.574,0.998939991,1488.293,479.729,0.999989986,1504.446,416.949,1.0,1491.904,360.664,1.0,1484.07,331.468,0.999960005,485.529,593.656,1.0,476.784,497.697,0.997380018,465.728,406.732,0.999960005,471.871,377.035,0.99970001,1105.922063,442.7040446,0.01,1174.664,425.725,0.999679983,1238.482,399.633,0.994520009,1264.674,375.882,0.996519983,1080.581,475.372,0.99970001,1137.76,495.512,0.999729991,1186.341,467.781,0.999989986,1199.77,440.895,0.999930024
105,431.74,695.317,0.999960005,372.583,631.54,0.999920011,333.278,558.175,0.999499977,349.809,523.652,0.997749984,1111.198,531.113,1.0,1053.882,496.474,0.999960005,994.211,458.223,0.999989986,969.977,452.994,0.990059972,804.463,715.649,0.999970019,717.024,725.848,0.998139977,651.642,741.869,0.996460021,633.155,755.886,0.999629974,1280.138,548.867,0.985549986,1341.409,553.378,0.989610016,1402.292,539.187,0.998109996,1408.195,513.37,0.999409974,1483.027,484.032,1.0,1504.446,417.525,0.999989986,1494.406,363.585,1.0,1479.37,342.705,0.999960005,485.529,596.937,1.0,476.915,498.047,0.997870028,465.728,407.557,0.999949992,471.871,377.495,0.998319983,1099.904,444.759,0.999539971,1172.029,426.05,0.999729991,1234.953,400.193,0.994369984,1262.752,378.807,0.999260008,1074.450739,472.9783687,1.0,1130.145,495.512,0.999920011,1185.347,476.217,0.999979973,1195.956,450.218,0.999989986
106,438.035,699.761,0.999949992,377.325,638.428,0.999759972,331.575,563.392,0.99980998,344.124,531.76,0.999530017,1111.198,531.113,0.999989986,1053.882,496.474,0.999729991,994.211,457.472,0.999979973,969.977,448.573,0.994229972,809.146,714.536,0.999909997,724.883,725.07,0.998510003,653.457,739.73,0.996140003,635.147,751.602,0.999369979,1270.388,548.867,0.975700021,1333.896,553.674,0.990559995,1397.553,549.61,0.994490027,1409.171,526.875,0.999689996,1481.377,487.219,0.999960005,1504.446,423.956,0.999819994,1499.885,366.555,0.999909997,1479.37,350.444,0.999949992,485.529,601.525,1.0,477.271,500.921,0.994589984,464.473,408.44,0.999870002,470.727,380.097,0.998170018,1093.53973,446.183237,0.01,1165.107,426.124,0.997730017,1233.723,402.131,0.996270001,1260.503,381.516,0.998520017,1069.2,471.249,0.999840021,1126.517,495.512,0.999800026,1184.789,489.246,0.999830008,1194.389,464.486,0.999909997
107,443.353,705.719,0.999880016,383.188,644.097,0.999840021,331.575,572.496,0.999970019,334.564,536.326,0.999490023,1111.198,531.113,0.999970019,1053.882,496.474,0.996930003,994.211,455.658,0.999949992,969.977,446.78,0.998870015,813.938,713.552,0.999819994,726.764,724.967,0.996479988,659.386,736.998,0.992879987,636.736,745.239,0.995589972,1264.159,549.303,0.992330015,1329.245,553.771,0.999430001,1384.159,555.617,0.992919981,1409.171,540.836,0.99891001,1478.047,491.809,0.999979973,1503.719,427.115,0.999989986,1507.765,369.083,0.999909997,1479.37,351.278,0.999930024,486.454,602.374,1.0,479.513,506.044,0.996110022,465.329,409.076,0.999939978,469.967,384.228,0.999660015,1088.698,447.837,0.999480009,1159.749,427.456,0.997269988,1232.692,403.443,0.994210005,1256.949,383.998,0.999530017,1058.267485,469.9295285,1.0,1121.59,493.775,0.999310017,1179.707,495.627,0.999840021,1192.243,480.246,0.999939978
108,450.948,705.719,0.999979973,389.633,648.468,0.999629974,331.575,579.017,0.999930024,327.624,548.834,0.995930016,1113.7371788710502,531.5664272270872,0.01,1055.3871053718901,497.24961322813874,0.01,994.8237046459033,454.83755023365654,0.01,971.3543504201526,446.32202012698497,0.01,821.098,710.923,0.999849975,733.423,721.9,0.996670008,662.467,736.505,0.990999997,638.078,743.881,0.997850001,1258.362,549.303,0.989300013,1322.218,553.771,0.998319983,1381.602,557.663,0.998759985,1407.944,547.773,0.999949992,1476.81,496.485,1.0,1503.189,430.799,0.999949992,1515.42,372.573,0.999989986,1491.341,353.324,0.999979973,487.133,607.602,1.0,480.037,508.872,0.996909976,465.329,410.075,0.999970019,468.994,385.351,0.999949992,1086.162,447.87,0.99980998,1156.938,430.89,0.999639988,1227.979,412.553,0.936540008,1255.026,388.992,0.997460008,1049.74162,469.422,1.0,1110.102,488.554,0.999920011,1169.392,503.305,0.999880016,1189.912,493.485,0.999710023
109,458.613,705.719,0.999949992,392.048,656.655,0.999239981,340.434,586.325,0.999710023,327.624,565.392,0.998199999,1118.6957040414964,532.3347749537694,0.01,1058.4605288976381,498.6586706953884,0.01,996.0969830421936,455.4969602968221,0.01,973.9439902368374,446.8750733609648,0.01,826.12,708.811,0.999880016,740.601,721.802,0.994440019,662.772,736.505,0.997659981,638.167,742.102,0.99842,1250.822,549.553,0.989419997,1317.486,553.771,0.996670008,1375.763,558.431,0.978619993,1405.397,554.798,0.999660015,1476.787,502.578,0.999989986,1500.651,437.07,0.999890029,1518.671,381.772,0.999880016,1503.422,355.99,0.999960005,487.636,607.842,0.999979973,480.456,512.327,0.995350003,465.329,417.411,0.999859989,466.723,390.763,0.999469995,1082.253,447.87,0.999870002,1154.024,431.398,0.999759972,1220.867,412.936,0.985130012,1248.496,394.863,0.99831003,1038.81194,468.1612201,1.0,1098.303,486.401,0.999930024,1161.978,503.305,0.999939978,1188.02,504.143,0.99921
110,470.422,700.48,0.99980998,395.964,665.116,0.999360025,354.542,593.132,0.999769986,327.624,567.906,0.999939978,1125.4543300467353,533.3234255450545,0.01,1062.788564838074,500.57163749939014,0.01,997.9080837194327,457.38578313699,0.01,977.4974453354502,448.2696577629143,0.01,830.803,707.916,0.999970019,749.299,719.594,0.992540002,666.963,736.505,0.997280002,639.787,737.802,0.999499977,1245.438,550.984,0.984109998,1314.576,553.301,0.988009989,1366.312,559.252,0.958819985,1398.707,560.308,0.997269988,1476.202,510.334,0.999989986,1499.789,440.943,0.999970019,1522.633,383.631,0.999989986,1511.458,360.74,0.999960005,488.538,610.406,0.999989986,481.916,516.488,0.996529996,465.329,419.11,0.999949992,465.692,392.195,0.999440014,1077.831,447.837,0.999570012,1152.662,431.839,0.999930024,1220.785,412.936,0.981769979,1247.999,399.36,0.998449981,1033.862,469.1762933,0.999890029,1094.46,484.525,0.999920011,1154.93,503.305,1.0,1181.071,506.75,0.999989986
111,478.809,692.962,0.999329984,399.515,670.741,0.999530017,359.191,599.205,0.999840021,343.809,571.476,1.0,1133.3938114221635,534.4377613659501,0.01,1068.0575074540286,502.85897873778464,0.01,1000.1342552081827,460.2535717016537,0.01,981.7662416013865,450.3362713938089,0.01,835.292,705.772,0.999949992,756.033,719.122,0.992049992,674.041,736.889,0.998780012,640.686,737.802,0.998520017,1237.221,550.984,0.992540002,1304.411,553.301,0.989639997,1360.586,559.252,0.975889981,1394.089,562.514,0.99871999,1474.697,515.007,1.0,1498.716,443.225,0.999759972,1522.633,393.339,0.999989986,1520.324,366.211,0.999939978,488.722,613.299,0.999979973,481.916,523.596,0.988290012,466.515,421.262,0.999970019,461.987,394.479,0.998669982,1075.875,445.768,0.999819994,1146.572,434.443,0.999909997,1217.953,412.936,0.998290002,1246.689,401.392,0.999890029,1025.308,469.1762933,0.999890029,1090.316,482.07,0.997919977,1149.788,500.598,1.0,1173.725,506.75,0.999790013
112,487.085,687.25,0.999369979,403.381,676.89,0.99980998,363.267,608.046,0.999830008,356.429,574.664,0.999989986,1141.8949027031774,535.5831647814638,0.01,1073.9536510063328,505.391159508213,0.01,1002.6527460390054,463.8498789383062,0.01,986.5019049200419,452.90541231462345,0.01,839.892,704.986,0.999870002,758.923,717.497,0.994400024,680.163,739.416,0.99970001,645.658,737.802,0.999930024,1230.735,551.143,0.996360004,1297.925,553.301,0.996320009,1357.303,558.496,0.994080007,1388.197,564.082,0.999790013,1474.425,521.933,0.999989986,1494.702,453.857,0.999899983,1522.633,397.662,0.999989986,1526.809,375.257,0.999979973,488.722,614.378,0.999989986,482.667,525.032,0.995329976,466.515,425.417,0.999949992,460.789,396.605,0.998059988,1072.091,443.095,0.999930024,1143.533,436.649,0.999960005,1216.128,412.936,0.998090029,1245.583,401.392,0.999979973,1013.791528,467.5857638,1.0,1074.469764,480.129823,1.0,1143.057,493.752,1.0,1163.721,506.75,0.999960005
113,493.229,680.945,0.997380018,407.956,681.157,0.99879998,363.267,621.126,0.999790013,364.303,584.079,0.999970019,1150.3383584251742,536.6650181566031,0.01,1080.1632897558163,508.0386449083161,0.01,1005.3408047424628,467.92425779444096,0.01,991.4559611768121,455.80757858633325,0.01,843.967,704.595,0.999840021,765.016,716.587,0.997380018,687.858,741.253,0.999670029,653.585,740.477,0.998740017,1225.014,551.143,0.99198997,1288.113,553.458,0.991999984,1348.815,558.431,0.99119997,1382.992,564.913,0.999170005,1474.39,529.705,0.999979973,1493.005,459.122,0.999899983,1521.917,401.647,0.999729991,1528.57,377.99,0.999660015,488.538,616.0,0.999979973,482.726,530.565,0.990130007,466.86,426.622,0.999920011,453.676,401.469,0.998969972,1070.312,437.223,0.998889983,1140.387,440.129,0.999920011,1207.563,412.936,0.999390006,1239.134,401.392,0.99980998,1007.244645,467.281,1.0,1067.804647,479.3636466,1.0,1137.061,489.273,0.999979973,1158.137,503.259,0.999939978
114,502.261,676.775,0.997110009,414.743,688.907,0.994159997,363.267,633.961,0.999970019,364.303,597.416,0.999819994,1158.1049331235497,537.5887038563754,0.01,1086.3727179633102,510.671900035735,0.01,1008.0756798491166,472.2262612175512,0.01,996.3799362570928,458.87326826991347,0.01,848.332,703.841,0.999819994,770.151,714.507,0.998210013,693.534,741.656,0.999930024,658.527,744.358,0.999140024,1216.343,551.012,0.993900001,1284.385,554.273,0.995109975,1344.152,557.689,0.976490021,1376.302,564.913,0.998929977,1473.485,533.544,1.0,1491.432,465.681,0.999610007,1519.459,404.104,0.993920028,1528.902,382.962,0.99713999,487.349,617.153,0.999989986,482.667,535.619,0.994369984,466.86,428.246,0.999989986,453.336,403.451,0.999710023,1066.535,430.215,0.998170018,1136.795,442.432,0.999960005,1203.769,413.476,0.999979973,1233.676,401.013,0.998730004,1003.954,465.579,0.999840021,1063.929,477.8758819,0.995109975,1124.051,484.85,1.0,1153.206,493.154,0.999970019
115,509.355,674.997,0.998920023,423.917,692.807,0.994679987,359.618,647.695,0.999979973,364.303,607.33,0.999970019,1164.5753813337017,538.2596042457886,0.01,1092.2682298896448,513.1613899881107,0.01,1010.7346198895287,476.50544215513025,0.01,1001.0253560462795,461.93297942633916,0.01,854.595,703.694,0.999819994,774.961,713.275,0.998920023,696.761,741.656,0.999849975,665.578,744.596,0.999830008,1212.848,550.883,0.987330019,1274.509,554.823,0.987900019,1340.987,557.68,0.969630003,1369.565,564.913,0.999909997,1471.925,539.022,0.999989986,1490.061,470.164,0.999289989,1517.853,406.225,0.972490013,1528.902,387.146,0.995700002,487.104,619.52,0.999989986,483.85,536.329,0.991649985,467.184,430.539,0.999920011,448.336,409.493,0.999379992,1061.943,429.486,0.998520017,1131.763,443.219,0.999800026,1199.901,414.992,0.999880016,1226.209,401.013,0.998650014,994.0964095,465.2702344,1.0,1051.713706,476.309,1.0,1121.933,484.831,1.0,1143.146,489.391,0.999970019
116,519.8732648,674.997,1.0,430.37,692.807,0.975679994,359.618,659.361,0.999979973,360.372,623.411,0.999930024,1169.1304575910258,538.5831016898501,0.01,1097.5361197956508,515.3775798630841,0.01,1013.1948733942613,480.51135355467136,0.01,1005.1437464297678,464.8172101165856,0.01,859.49,703.451,0.999960005,778.161,712.898,0.998849988,702.216,741.656,0.999899983,669.16,747.998,0.999779999,1205.54,550.0542913,0.994430006,1272.526,554.823,0.993290007,1333.086,557.384,0.984939992,1365.984,563.3,0.999199986,1471.642,545.319,1.0,1485.87,476.724,0.99940002,1509.257,416.363,0.993250012,1528.57,393.057,0.996699989,487.104,621.983,0.999989986,484.036,536.883,0.991039991,467.807,431.495,0.999949992,448.336,412.224,0.99940002,1059.614,427.407,0.999239981,1130.697,443.439,0.999960005,1199.767,422.309,0.999989986,1218.127,401.013,0.999530017,988.883,460.457,0.999440014,1049.563,476.19,0.994019985,1109.569,484.831,1.0,1135.106,484.304,0.999989986
117,520.7416558,674.1827446,1.0,436.998,692.807,0.981289983,359.618,674.289,0.999989986,350.849,637.711,0.999840021,1171.1509164309193,538.4645785535674,0.01,1101.8626819421581,517.1909347582961,0.01,1015.3336888938761,483.99354836366786,0.01,1008.4866332929538,467.3564584016277,0.01,862.161,702.894,0.999890029,783.918,710.573,0.998399973,708.472,740.78,0.999859989,678.083,747.998,0.999949992,1194.424323,549.709,1.0,1267.046,554.823,0.995100021,1326.885,556.311,0.984369993,1357.737,561.356,0.998520017,1470.96,548.946,1.0,1484.987,482.492,0.999859989,1505.58,421.706,0.999499977,1524.799,399.698,0.999270022,487.349,623.944,0.999989986,484.33,537.054,0.997269988,468.2,431.543,0.999960005,448.336,412.523,0.999440014,1055.461,425.9,0.995729983,1127.279,443.439,0.99958998,1198.421,426.964,0.999989986,1213.496,405.186,0.999920011,979.192,460.404,0.999220014,1045.557,474.916,0.999310017,1106.365,484.831,1.0,1127.701,479.896,1.0
118,529.7032457,672.2702614,1.0,444.801,691.833,0.993369997,362.457,681.267,0.999679983,344.528,655.177,0.999909997,1170.0175123887784,537.8094172019482,0.01,1104.9342105899977,518.4719197713878,0.01,1017.0283149189349,486.70157952961296,0.01,1010.8055425212326,469.3812223424408,0.01,869.174,702.033,0.999939978,790.651,708.549,0.998820007,710.962,739.842,0.99962002,684.539,747.998,0.999549985,1190.474154,547.5347148,1.0,1259.338,554.823,0.995419979,1319.417,556.094,0.988160014,1350.382,559.327,0.99940002,1468.813,553.954,0.999979973,1484.007,486.801,0.999989986,1503.455,426.676,0.999890029,1522.364,404.387,0.999769986,487.392,625.914,0.999960005,487.172,537.054,0.998329997,470.048,438.717,0.999949992,449.445,415.38,0.999870002,1052.259,421.315,0.996410012,1121.643,443.439,0.999350011,1196.333,436.188,0.999989986,1208.76,412.841,0.999989986,972.631,458.178,0.997250021,1041.476,474.825,0.998520017,1095.143,486.006,0.999970019,1119.708,479.896,0.999989986
119,540.793,672.226,0.999289989,453.939,690.299,0.990859985,368.125,690.749,0.998640001,344.528,666.789,0.99980998,1165.111,536.523,0.999790013,1106.437,519.091,0.883780003,1018.156,488.385,0.998939991,1011.852,470.722,0.937039971,873.373,701.941,0.999849975,794.376,707.519,0.999080002,718.761,734.841,0.999189973,698.269,747.551,0.997560024,1187.254915,542.5259966,1.0,1252.7,554.952,0.998019993,1315.12,556.094,0.995980024,1345.099,554.722,0.999499977,1467.013,561.29,0.999970019,1483.742,489.179,0.999979973,1502.488,431.315,0.998769999,1517.399,408.003,0.999670029,488.711,626.071,0.999970019,488.176,537.682,0.997810006,471.182,440.265,0.999909997,449.817,417.921,0.999960005,1048.622,420.085,0.99278003,1115.397,443.439,0.999650002,1193.334,441.206,0.999920011,1206.659,418.769,0.999930024,965.469,458.166,0.996039987,1034.527,474.639,0.996330023,1087.806,487.718,0.999939978,1116.039,479.896,0.999989986
