,Year,Month,Day,Trial,Ablation,Darkness,Flow,Fish,Tailbeat_Num,X,Y,Heading,Speed,TB_Frequency,Fish_Length
0,2022,09,13,30,N,Y,0,individual1,0,1021.1614210526316,667.0426842105263,-156.9728980233148,0.8170962071627,2.727272727272727,2.727272727272727
1,2022,09,13,30,N,Y,0,individual1,1,976.1095789473685,651.878,-162.72590135334275,0.7755370958092324,2.727272727272727,2.727272727272727
2,2022,09,13,30,N,Y,0,individual1,2,935.4670526315789,639.1527894736842,-164.61911497943058,0.6776225331357915,2.6239234449760764,2.6239234449760764
3,2022,09,13,30,N,Y,0,individual1,3,899.5212631578946,624.2923157894736,-161.90378803037018,0.6725277787961256,2.4,2.4
4,2022,09,13,30,N,Y,0,individual1,4,869.3700526315789,592.5335789473685,-146.4011840355986,0.9783528398812992,2.3076923076923075,2.3076923076923075
5,2022,09,13,30,N,Y,0,individual1,5,826.3947368421053,557.2514210526317,-143.8454653343085,0.9482347301144902,2.156917492670669,2.156917492670669
6,2022,09,13,30,N,Y,0,individual1,6,784.4484210526316,529.8462105263159,-148.24633377526692,0.7435333806097564,2.4253423527470717,2.4253423527470717
7,2022,09,13,30,N,Y,0,individual1,7,748.1301052631578,508.78905263157884,-151.26781414824654,0.7309193415298781,6.1722488038277525,6.1722488038277525
8,2022,09,13,30,N,Y,0,individual1,8,707.6870842842105,500.6292600631579,-163.56409556124137,0.9099190067715316,2.727272727272727,2.727272727272727
9,2022,09,13,30,N,Y,0,individual1,9,652.677,492.02678947368423,-169.8032625556778,0.9949343768201437,2.8571428571428568,2.8571428571428568
10,2022,09,13,30,N,Y,0,individual1,10,596.2733157894736,481.8111578947369,-172.42269619142536,0.9866404763621336,2.218045112781955,2.218045112781955
11,2022,09,13,30,N,Y,0,individual1,11,541.9157368421053,477.4608421052632,-179.29282294184225,0.9032460548624783,2.11174487943998,2.11174487943998
12,2022,09,13,30,N,Y,0,individual1,12,491.0667368421053,464.39121052631583,-173.42177053991549,0.8806671852195447,2.0689655172413794,2.0689655172413794
13,2022,09,13,30,N,Y,0,individual1,13,447.52989473684215,478.1266315789473,166.44691653465912,1.2295070244436435,2.282563171855368,2.282563171855368
14,2022,09,13,30,N,Y,0,individual1,14,415.0699473684211,537.3047894736842,126.68855459737716,1.115257114610869,2.3076923076923075,2.3076923076923075
0,2022,09,13,30,N,Y,0,individual2,0,121.47305263157897,594.4326315789473,-159.68395431176944,0.5177719704455432,3.640350877192983,3.640350877192983
1,2022,09,13,30,N,Y,0,individual2,1,,,,,1.666666666666667,1.666666666666667
2,2022,09,13,30,N,Y,0,individual2,2,537.7636842105262,683.2702631578946,21.629950477544387,2.014638348394864,1.6345742404792472,1.6345742404792472
3,2022,09,13,30,N,Y,0,individual2,3,628.6250526315789,711.0109473684211,17.23053651150812,1.3327722955118297,1.4634146341463417,1.4634146341463417
4,2022,09,13,30,N,Y,0,individual2,4,697.5578421052633,718.5261578947368,14.234240555873434,1.0904293085133556,1.4634146341463417,1.4634146341463417
5,2022,09,13,30,N,Y,0,individual2,5,760.000947368421,724.2195263157895,15.869969797153642,1.0759722347014176,2.727272727272727,2.727272727272727
6,2022,09,13,30,N,Y,0,individual2,6,815.0561578947368,734.7814210526315,17.810765492272708,0.7962803291468149,2.8366370471633626,2.8366370471633626
7,2022,09,13,30,N,Y,0,individual2,7,858.8601578947369,740.6565263157896,14.523554616519414,0.89561060129641,3.6992481203007523,3.6992481203007523
8,2022,09,13,30,N,Y,0,individual2,8,915.9144736842103,745.0765263157895,13.346811367072466,1.0686169680528852,3.5541795665634677,3.5541795665634677
9,2022,09,13,30,N,Y,0,individual2,9,978.6062105263156,750.8695789473685,14.65802985055435,1.0902640783973614,3.4232640424590888,3.4232640424590888
