,Year,Month,Day,Trial,Tailbeat_Num,Ablation,Darkness,Flow,X_Center,Y_Center,X_SD,Y_SD,School_Polar,School_Speed,School_TB_Freq,NND,Area,Groups
10,2021,10,06,34,10,Y,N,2,1048.9887735057303,269.26731354196863,1.2057582048338755,0.45778810567332123,0.7010869903535797,4.4468776919248,2.6326358750423653,0.725312029348804,1.9880894142288814,1.0
11,2021,10,06,34,11,Y,N,2,1023.2072736842103,280.19127368421056,1.1551458484366735,0.4425205285346802,0.6218301864349812,2.055438946815041,2.6471731112615244,0.5557257289903097,1.5427153551045523,1.0
12,2021,10,06,34,12,Y,N,2,1020.5992493533503,247.38613145839903,1.1501686663783908,0.513254904241471,0.7558844747948923,7.824156026552358,2.928803232225434,0.5465436038287581,1.9848051429387636,1.0
13,2021,10,06,34,13,Y,N,2,1034.8222387218043,226.0820056390978,1.3052424023266946,0.5141337112349272,0.9574853883871759,5.647459179362679,3.4274548999247534,0.608819501723672,2.6289652369600875,1.0
14,2021,10,06,34,14,Y,N,2,1025.2802434210528,228.94811685463662,1.4021987319995457,0.520169459408818,0.9573858506900641,3.2806267636806066,3.9170055614058836,0.673654021380882,2.8055919973535146,1.0
0,2021,10,06,38,0,Y,N,0,939.6607227443609,315.9194332706767,1.017631176558767,0.5812046166946908,0.16733959604020968,1.0205688430250233,2.817240376412653,0.7322149864707914,3.401478157417154,1.0
1,2021,10,06,38,1,Y,N,0,951.4939163533835,318.45138063909775,1.073585290743631,0.5758000090643888,0.22150487491273557,0.7373911632687521,2.283798533932408,0.7071301185688647,3.471949531030858,1.0
2,2021,10,06,38,2,Y,N,0,970.3892763157895,335.09540789473687,1.0983961414118892,0.5782168278155629,0.34567529871352176,0.31911802091205327,2.661747097506736,0.8520271282721681,3.5702643883134972,1.0
3,2021,10,06,38,3,Y,N,0,989.8404736842106,340.8663881578947,1.0710855489343996,0.5907572623872767,0.3038850976001199,0.3963083317168269,2.1252132092735634,0.8808273933619519,3.6288611367602948,1.0
4,2021,10,06,38,4,Y,N,0,1010.5636250000002,347.4791842105263,1.0991511870755553,0.610981133469414,0.29887527955529675,0.34421749825871034,1.948031829096054,0.829792497990002,3.9931009376217794,1.0
5,2021,10,06,38,5,Y,N,0,1029.5820460526318,352.16557236842107,1.1568689253403115,0.6176337131398121,0.283536199957601,0.3286433779055777,2.492912528916242,0.795985772602622,4.329491335419107,1.0
6,2021,10,06,38,6,Y,N,0,1049.4048552631577,358.0472302631579,1.2264813263595578,0.6166453858213284,0.26034716333197033,0.3707819305282662,1.7291921062515505,0.7983556164893794,4.500312470760783,1.0
7,2021,10,06,38,7,Y,N,0,1070.1994110294224,364.3555266955452,1.2510618553801736,0.6335974973147734,0.23372569683931418,2.209650649923835,1.5776378548879224,0.9542100807153924,4.3849454198724835,1.0
8,2021,10,06,38,8,Y,N,0,1064.8093684210526,381.35512500000004,1.2622427386914874,0.6339820183476796,0.18312295231902412,0.2062795432369605,1.6183304534574063,0.8391551534037491,4.451725144631223,1.0
9,2021,10,06,38,9,Y,N,0,1089.3798787593985,382.68171804511275,1.2641021370597711,0.6092529036984873,0.21117997218777293,1.130897833792418,1.7416156097946476,0.8541853149415566,3.6202740203255193,1.0
10,2021,10,06,38,10,Y,N,0,1082.61484962406,397.7824483082707,1.2718771490350158,0.5658957293663222,0.17498028064824192,0.9409724142558301,1.9389877154236175,0.7503496782621215,2.8124063523944836,1.0
11,2021,10,06,38,11,Y,N,0,1102.7572791353384,408.2056156015037,1.2577641682887222,0.5852303812042082,0.19315820428198616,1.0911264176084634,2.798219967752377,0.7556066539243919,2.209543510778106,1.0
12,2021,10,06,38,12,Y,N,0,1132.7546842105264,411.2003421052632,1.249084888091791,0.5969645975378362,0.23390719170064003,0.4725304611781295,2.715852797115827,0.6614899440853069,2.1822916016629197,1.0
13,2021,10,06,38,13,Y,N,0,1162.9660789473685,410.84226973684207,1.2617539247919354,0.5858281322698935,0.26632777090657334,0.513801807250802,2.2832715471149454,0.6135802665980482,2.2373363462692746,1.0
14,2021,10,06,38,14,Y,N,0,1194.5655986842105,406.8210855263158,1.3042403581907782,0.5482028524984913,0.343889152504915,0.5792296331125539,2.1406960305262706,0.619556007567519,2.3017961844288295,1.0
0,2021,10,08,15,0,N,Y,0,1248.0909979928842,371.62912138109084,1.422177574234727,1.0615639508020678,0.3512592464623188,3.3724439190044633,3.746302327460408,0.9851816267436305,7.4276751479386425,1.0
1,2021,10,08,15,1,N,Y,0,1238.427740528143,378.54081358511024,1.7112181743558008,0.7867003891840835,0.3689082283729518,4.9602844579437475,1.4349793832851714,0.8236351708263775,6.259653007879688,2.0
2,2021,10,08,15,2,N,Y,0,1228.324730168046,379.20734776179114,2.093235357122987,0.6459390061963228,0.2457145032896588,6.741058772599648,1.443416178828891,0.786512431877139,7.072043522711313,2.0
3,2021,10,08,15,3,N,Y,0,1219.3546554553095,363.7501653341236,2.4675587956638787,0.6431010321958653,0.210882757671686,2.6207114987520574,2.1747843545065004,1.1668916589873473,9.61324760865633,3.0
4,2021,10,08,15,4,N,Y,0,1190.105416690742,341.20900235127965,2.81928688098526,0.7209507440013285,0.2657741761783964,4.437234597411168,2.050631962231924,1.3267332479449891,11.799394307061219,3.0
5,2021,10,08,15,5,N,Y,0,1166.7778890301101,347.1681195357825,2.8721118724734938,0.8443631182867823,0.11955864434191919,5.867756840526317,1.7436279681990738,1.4821675246836001,12.52551499236744,3.0
6,2021,10,08,15,6,N,Y,0,1218.141289473684,368.90945043436466,2.9268737406918635,1.0051528129991303,0.21964461303365665,0.8615721349456292,1.8123567049745246,1.3067245004977257,14.393027240125132,2.0
7,2021,10,08,15,7,N,Y,0,1198.6658977382547,412.0995658540048,3.0907541333557846,1.0699328103431942,0.2916233741661402,0.7842115581876464,1.877918778142737,1.1381579140579328,14.21217360588279,3.0
8,2021,10,08,15,8,N,Y,0,1188.640652835235,423.74718444294683,3.1954825069330304,1.03873719339993,0.3131113277198034,13.020979099501952,1.6240526722781332,1.4642995645700423,14.91497273762388,4.0
9,2021,10,08,15,9,N,Y,0,1038.838527634236,484.2647584689701,2.847872290984205,0.9935635120766333,0.39067163969619434,11.019300673794271,1.8184881178946575,1.901880590515334,12.18501035192031,4.0
10,2021,10,08,15,10,N,Y,0,1119.0428417816565,523.7247952803106,2.583366024888906,0.8427076345012529,0.382540322834298,17.16375026150669,2.0277647930492795,1.773820233836008,9.577410468205285,3.0
11,2021,10,08,15,11,N,Y,0,1204.2636102756892,553.3444912280702,2.5183128225111364,0.7522602650542061,0.20209424074469026,6.723212767597178,2.1727461090707254,1.6446527396821211,9.013003568726678,3.0
12,2021,10,08,15,12,N,Y,0,1186.1937330827066,571.1505952380952,2.3344717013896013,0.6785469101568984,0.16273356435078842,7.295836565718476,1.8756820364298505,1.3315853164058629,7.550497487813874,3.0
13,2021,10,08,15,13,N,Y,0,1156.9241824561402,585.3872105263157,1.9678103234885942,0.48536093284416487,0.13619331854075642,9.732463720667031,1.6608149806936006,1.093544934678528,4.3797121288646395,3.0
14,2021,10,08,15,14,N,Y,0,1153.3581882920707,525.2497432846525,2.2899194403295917,0.8672523926449418,0.23989115604663694,8.86865821085105,1.726383635586196,1.417074256379637,10.393999371167888,2.0
15,2021,10,08,15,15,N,Y,0,1128.896404550458,478.0919158496428,2.435869206214927,0.9604101477373654,0.3733408719069817,14.368884769647615,2.08902706855327,1.6246716994742165,12.499198577757875,3.0
16,2021,10,08,15,16,N,Y,0,1122.4596250000002,425.11737781954884,2.548872633051208,0.8671748861190162,0.3829629430698309,11.156481642010613,2.4187523959003734,1.5427353892538285,12.064525032387303,3.0
17,2021,10,08,15,17,N,Y,0,1161.5233330200501,393.46123276942353,2.561593547629261,0.9202074300989466,0.38299526057218086,7.3488261412261275,2.8418347561986614,1.5771064958155834,12.397287333433182,4.0
0,2021,03,25,30,0,N,N,2,706.5461398037266,466.6737823564539,1.6285478892137428,0.9381734624800329,0.5699288148088015,1.787442855783858,3.002893740228005,1.372120466473948,8.213958636225115,2.0
1,2021,03,25,30,1,N,N,2,730.822404169151,456.6912791030382,1.7310867920657107,0.8749275291884144,0.5228830674091595,1.564263838522544,2.622475998355154,1.3614906681184629,8.613634294750497,2.0
2,2021,03,25,30,2,N,N,2,748.2349956931729,444.7397970309772,1.8449134195964398,0.67952132742068,0.5652657877927343,2.1946054954685077,3.2736545564895603,1.1639569774231104,7.3494625878495015,2.0
3,2021,03,25,30,3,N,N,2,742.5068550163177,420.6368298862367,1.9335221346357312,0.4894588533605889,0.6442067518141134,3.5086303705434814,3.2600415497922937,0.9685732450303681,5.047989688289759,2.0
4,2021,03,25,30,4,N,N,2,715.8769344279787,409.18066592153747,1.8629168825189404,0.33170245215641636,0.68115455435703,3.3515668461492236,3.0875449661569836,0.6766045254358877,3.2196951833369867,2.0
5,2021,03,25,30,5,N,N,2,697.046480263158,395.00350657894734,1.8546546917459785,0.3126652992986047,0.7510071860626559,2.213542261131197,2.658532500701631,0.5877150684420976,3.1379419421672923,2.0
6,2021,03,25,30,6,N,N,2,694.8717434210525,380.2494868421052,1.8670289092812375,0.3446699825199378,0.7722383504848589,1.9160159763432703,3.6484976791532016,0.5967535694059608,3.569486160147712,2.0
7,2021,03,25,30,7,N,N,2,701.9995394736842,365.34169078947366,1.8920042745961707,0.41440506753961,0.7819126942757746,1.9779700640346285,3.1092864783195404,0.7226575093181423,4.468114011279003,1.0
8,2021,03,25,30,8,N,N,2,686.8312236842106,355.2432039473684,1.7817390152487242,0.41786246122506193,0.96675618838815,2.444436664183,3.054788080056309,0.7934798822294958,4.071724237025791,1.0
9,2021,03,25,30,9,N,N,2,671.3637105263157,348.32846804511274,1.6534322818643692,0.44730264238725026,0.975755709315113,3.6693581224550305,2.8447415075887164,0.8046896221506811,3.766435933932524,1.0
10,2021,03,25,30,10,N,N,2,660.0852236842105,353.0242828947368,1.5528960607005724,0.3981550964714465,0.9777194541539423,2.1079983177771062,3.2287858979188204,0.8022553415703618,3.5109592344930487,1.0
11,2021,03,25,30,11,N,N,2,662.9036079926158,358.7948119512456,1.4353628369943698,0.3315953531878676,0.9012034001071842,2.517098844767667,2.9876697632930314,0.8161733785670622,2.889203177181662,1.0
