,Year,Month,Day,Trial,Ablation,Darkness,Flow,Fish,Tailbeat_Num,Fish1_X,Fish1_Y,Fish2_X,Fish2_Y,X_Distance,Y_Distance,Distance,Angle,Heading_Diff,Fish1_Speed,Fish2_Speed,Speed_Diff,Spatial_Auto,Sync
0,2021,03,25,01,N,N,0,individual1xindividual4,0,0.18201298980592479,0.030525593203394787,0.31970745827298835,0.22382608123458111,-1.7513923742948811,2.4586681255556644,3.0186792145509047,125.46604574798987,16.262871900088346,1.4338495253489318,1.5616362601371592,-0.12778673478822772,0.9100655343334032,0.9938097243902961
1,2021,03,25,01,N,N,0,individual1xindividual4,1,0.21756441493973327,0.03153085749589303,0.35162114340633527,0.19928140068154018,-1.705122468412643,2.133687906202583,2.731312269470627,128.68501331706491,41.00663202170378,1.5417334208328002,1.7171659591425126,-0.17543253830971253,0.382608410220367,0.9938097243902961
2,2021,03,25,01,N,N,0,individual1xindividual4,2,0.2500819812308266,0.03604470785376892,,,,,,,,1.1827302575903673,,,,0.9925763759729624
3,2021,03,25,01,N,N,0,individual1xindividual4,3,0.27635890397235874,0.043094229396029846,,,,,,,,1.02797503994497,,,,0.9879513194079608
4,2021,03,25,01,N,N,0,individual1xindividual4,4,0.29916733903380244,0.05046204072982465,0.30374355875521136,0.13243621607325368,-0.05820681406014891,1.0426631307991485,1.0442865686826175,92.88126593192487,171.32693162137238,0.9470892300473189,0.9766737757141123,-0.02958454566679364,-0.827822024293039,0.9879513194079608
0,2021,03,25,01,N,N,0,individual5xindividual1,0,0.2703801540912727,0.10299142658105577,0.18201298980592479,0.030525593203394787,1.1239781771222068,-0.9217226326336937,1.4535816296844652,-39.31101133212392,34.92068497896562,1.0864174641996196,1.4338495253489318,-0.3474320611493119,0.8666719202972516,0.5820564216909171
1,2021,03,25,01,N,N,0,individual5xindividual1,1,0.29515982391861334,0.102926213469227,0.21756441493973327,0.03153085749589303,0.9869678069051142,-0.9081067918256672,1.3411798526771108,-42.64218446522567,7.925213290056453,0.90098666575674,1.5417334208328002,-0.6407467550760602,0.9637778398087239,0.5820564216909171
2,2021,03,25,01,N,N,0,individual5xindividual1,2,0.3153929751792383,0.10107146826292605,0.2500819812308266,0.03604470785376892,0.8307172977411816,-0.8271020148709888,1.1722580653465602,-44.89210009694491,15.75971527752089,0.7455450437998624,1.1827302575903673,-0.43718521379050507,0.9340087169961948,0.6326090362678123
3,2021,03,25,01,N,N,0,individual5xindividual1,3,0.3324998566588694,0.0996404663320474,0.27635890397235874,0.043094229396029846,0.7140797848703981,-0.7192347613332174,1.0135129900847863,-45.176916221024875,23.783104714956934,0.7088930248112766,1.02797503994497,-0.3190820151336934,0.8672457466148713,0.6833275925803611
0,2021,03,25,01,N,N,0,individual6xindividual1,0,0.1362217001998797,0.09150756333509276,0.18201298980592479,0.030525593203394787,-0.5824381786574039,-0.7756546696985241,0.9699868033034679,-127.06296752810965,44.5855990688571,1.2980771153090247,1.4338495253489318,-0.13577241003990714,0.7946898243535573,0.9999999999999998
1,2021,03,25,01,N,N,0,individual6xindividual1,1,0.16568397630967577,0.09805357467555158,0.21756441493973327,0.03153085749589303,-0.6598885605451221,-0.846129702107079,1.0730276721157417,-127.94097701878256,8.678857036062977,1.390471213485258,1.5417334208328002,-0.15126220734754217,0.9867880985514507,0.9867639553389455
2,2021,03,25,01,N,N,0,individual6xindividual1,2,0.2029988029280601,0.1025913547835857,0.2500819812308266,0.03604470785376892,-0.5988702404320339,-0.846434074406217,1.0368684618557125,-125.25448172860024,3.6406985121690436,1.5144490165626632,1.1827302575903673,0.3317187589722955,0.9881103899907248,0.755102672574974
3,2021,03,25,01,N,N,0,individual6xindividual1,3,0.2355069086991693,0.1037937376128684,0.27635890397235874,0.043094229396029846,-0.5196132698192503,-0.7720619208450593,0.9306328813185227,-123.94836016916784,12.651765207274103,1.1424469611061974,1.02797503994497,0.11447192116122724,0.9314793308151611,0.7427140772021195
0,2021,03,25,01,N,N,0,individual1xindividual7,0,0.18201298980592479,0.030525593203394787,0.07603475727906552,0.16226476439260096,1.347980571443135,1.6756445076215492,2.1505432190287235,51.52334991930193,158.50516529899102,1.4338495253489318,1.2585505806026671,0.17529894474626462,-0.7458666142464916,0.5470897862531848
1,2021,03,25,01,N,N,0,individual1xindividual7,1,0.21756441493973327,0.03153085749589303,0.049270924200007025,0.17102158393529285,2.1405938786533483,1.7742397155863625,2.7803001136014367,39.80931967022179,160.37562203815605,1.5417334208328002,0.9750798374742481,0.5666535833585521,-0.7316735958070953,0.5470897862531848
2,2021,03,25,01,N,N,0,individual1xindividual7,2,0.2500819812308266,0.03604470785376892,,,,,,,,1.1827302575903673,,,,0.5152135157187283
3,2021,03,25,01,N,N,0,individual1xindividual7,3,0.27635890397235874,0.043094229396029846,0.040109818574566226,0.2123714461215594,3.004948936629261,2.153106292616758,3.6966991788696046,35.62342742489275,39.16582573541914,1.02797503994497,,,,0.3956775012145169
4,2021,03,25,01,N,N,0,individual1xindividual7,4,0.29916733903380244,0.05046204072982465,,,,,,,,0.9470892300473189,,,,0.3956775012145169
0,2021,03,25,01,N,N,0,individual8xindividual1,0,0.2686239215622505,0.1501742790300048,0.18201298980592479,0.030525593203394787,1.1016399358474396,-1.5218606693794208,1.8787417186132662,-54.31186241745943,141.6747021265826,0.8350777916106269,1.4338495253489318,-0.5987717337383047,,0.15094212189018422
1,2021,03,25,01,N,N,0,individual8xindividual1,1,0.24772684665411937,0.14821654628437955,0.21756441493973327,0.03153085749589303,0.3836483301244739,-1.4841730957579053,1.5329565614781462,-75.84855983361608,174.95095893077385,0.8246157357946903,1.5417334208328002,-0.7171176850381098,-0.9562924708966346,0.45462549748733716
2,2021,03,25,01,N,N,0,individual8xindividual1,2,0.22940314493096098,0.14726679662943679,0.2500819812308266,0.03604470785376892,-0.2630225934859527,-1.4146793281056713,1.4389226824446095,-100.53184469765753,177.09659709754493,0.6785982074825637,1.1827302575903673,-0.5041320501078039,-0.9067255197233794,0.7279405355247748
3,2021,03,25,01,N,N,0,individual8xindividual1,3,0.21375715981542864,0.1433763216174706,0.27635890397235874,0.043094229396029846,-0.7962572393402453,-1.2755290285098033,1.5036621607837684,-121.8754822640102,173.84163430972026,0.8254896251312571,1.02797503994497,-0.20248541481371296,-0.805839854184355,0.7279405355247748
4,2021,03,25,01,N,N,0,individual8xindividual1,4,0.20202161773988866,0.12763771803617135,0.29916733903380244,0.05046204072982465,-1.2356362413369852,-0.9816290677479867,1.5780977623560506,-141.41670727906234,156.91907685277468,0.8736437368895325,0.9470892300473189,-0.07344549315778626,-0.6295786918280694,0.6971467550761119
5,2021,03,25,01,N,N,0,individual8xindividual1,5,0.21029468242573146,0.1077305371910458,0.3195058888225648,0.056829206898340597,-1.3891020910306962,-0.6474348803447626,1.5325718722438075,-155.09489211138182,103.71301880574684,1.1725304256233715,0.7927994253167616,0.37973100030660994,0.3832631317667671,0.6548053069592003
0,2021,03,25,01,N,N,0,individual3xindividual2,0,0.30766440767932923,0.17659812985521467,0.23358468826157464,0.19737846503916523,0.9422503105794277,0.26431359938883947,0.9786201135317584,15.57065871116869,33.37589037325024,1.133850992564052,0.9294101489540885,0.2044408436099634,0.7455690248931376,0.5075801258266772
1,2021,03,25,01,N,N,0,individual3xindividual2,1,,,0.25513712122662424,0.20420930264619977,,,,,,,0.9732931771542416,,,0.5288699881539346
2,2021,03,25,01,N,N,0,individual3xindividual2,2,,,0.2774153554716385,0.20991003222243737,,,,,,,0.9121526690219809,,,0.4440238362587465
3,2021,03,25,01,N,N,0,individual3xindividual2,3,,,0.29713090913601464,0.21203006145719766,,,,,,,0.846398812594521,,,0.4440238362587465
4,2021,03,25,01,N,N,0,individual3xindividual2,4,0.37187378500595225,0.20159166187693356,0.31829559210921216,0.2033740390727895,0.6814829928356657,0.022670786006816972,0.6818599812735917,1.590743969971575,47.83655776596544,0.7049692778399683,1.1686427975799634,-0.4636735197399952,0.7104684518847907,0.4440238362587465
5,2021,03,25,01,N,N,0,individual3xindividual2,5,0.38874443111619267,0.19467749267267506,0.34406198069126637,0.1849618213746173,0.5683343986889637,-0.12357760491042669,0.581614488444488,-12.283432841036946,35.645258551607576,1.0828175871407344,1.4665468487329765,-0.383729261592242,0.9172746973027032,0.4440238362587465
6,2021,03,25,01,N,N,0,individual3xindividual2,6,,,0.35862447786635426,0.152192948636425,,,,,,,2.7682952022710614,,,0.2877023902428599
7,2021,03,25,01,N,N,0,individual3xindividual2,7,,,,,,,,,,,,,,0.2877023902428599
0,2021,03,25,01,N,N,0,individual4xindividual2,0,0.31970745827298835,0.22382608123458111,0.23358468826157464,0.19737846503916523,1.0954308065557583,-0.3363980691352819,1.1459198544703486,-17.121361157778882,39.38529347479536,1.5616362601371592,0.9294101489540885,0.6322261111830708,0.5733391353805568,0.6343083307446115
1,2021,03,25,01,N,N,0,individual4xindividual2,1,0.35162114340633527,0.19928140068154018,0.25513712122662424,0.20420930264619977,1.2272198191263166,0.062680004638255,1.22881946088019,2.885790713140038,57.58076401409099,1.7171659591425126,0.9732931771542416,0.7438727819882711,0.20704930188724574,0.6278705498590238
2,2021,03,25,01,N,N,0,individual4xindividual2,2,,,0.2774153554716385,0.20991003222243737,,,,,,,0.9121526690219809,,,0.6278705498590238
3,2021,03,25,01,N,N,0,individual4xindividual2,3,,,0.29713090913601464,0.21203006145719766,,,,,,,0.846398812594521,,,0.34944567288675865
4,2021,03,25,01,N,N,0,individual4xindividual2,4,0.30374355875521136,0.13243621607325368,0.31829559210921216,0.2033740390727895,-0.18509327593488734,0.9022872424260465,0.9210764293157803,101.55322606772123,139.13796815151625,0.9766737757141123,1.1686427975799634,-0.19196902186585096,-0.8198938978395955,0.31668980500766863
5,2021,03,25,01,N,N,0,individual4xindividual2,5,0.2795587883042097,0.13675497803529574,0.34406198069126637,0.1849618213746173,-0.8204425386295681,0.6131625965316913,1.0242530590525056,142.4442016534373,135.68864227665512,1.1346517616120686,1.4665468487329765,-0.33189508712090793,-0.6105077726140082,0.08351820186558562
6,2021,03,25,01,N,N,0,individual4xindividual2,6,0.2537029292147136,0.1373308487645815,0.35862447786635426,0.152192948636425,-1.3345401761846933,0.18903713904659747,1.3478622043035389,133.72358104635373,97.75223000200447,0.9352232412244387,2.7682952022710614,-1.8330719610466222,-0.0903610750903654,0.03979852627644506
7,2021,03,25,01,N,N,0,individual4xindividual2,7,0.2326759372948414,0.1394937249010831,,,,,,,,0.7323455794424669,,,,0.6967784819820353
0,2021,03,25,01,N,N,0,individual5xindividual2,0,0.2703801540912727,0.10299142658105577,0.23358468826157464,0.19737846503916523,0.46801660938308404,1.2005474237866887,1.2885471133875133,68.71473280233944,19.130932694797316,1.0864174641996196,0.9294101489540885,0.15700731524553133,0.9159780318849734,0.39296408401480815
1,2021,03,25,01,N,N,0,individual5xindividual2,1,0.29515982391861334,0.102926213469227,0.25513712122662424,0.20420930264619977,0.5090651576187876,1.2882611190151716,1.3851945875824316,68.4299405153924,19.150745266005387,0.90098666575674,0.9732931771542416,-0.07230651139750163,0.882097529712102,0.39296408401480815
2,2021,03,25,01,N,N,0,individual5xindividual2,2,0.3153929751792383,0.10107146826292605,0.2774153554716385,0.20991003222243737,0.48305290902569115,1.3843622991543036,1.4662193179186982,70.75136084074181,20.5837690947431,0.7455450437998624,0.9121526690219809,-0.16660762522211853,0.892777072054699,0.5378180581948823
3,2021,03,25,01,N,N,0,individual5xindividual2,3,0.3324998566588694,0.0996404663320474,0.29713090913601464,0.21203006145719766,0.44987213842349033,1.429529319831471,1.4986457277113734,72.529980060193,15.50301802960581,0.7088930248112766,0.846398812594521,-0.13750578778324432,0.8801400883068429,0.7861391567892952
0,2021,03,25,01,N,N,0,individual2xindividual6,0,0.23358468826157464,0.19737846503916523,0.1362217001998797,0.09150756333509276,1.2383997463965266,-1.346615386721858,1.829482695089254,-47.40667744846936,9.46772519524058,0.9294101489540885,1.2980771153090247,-0.3686669663549361,0.9445006715630334,0.6422646034636701
1,2021,03,25,01,N,N,0,individual2xindividual6,1,0.25513712122662424,0.20420930264619977,0.16568397630967577,0.09805357467555158,1.1377912098314487,-1.3502382087337597,1.7657044083011924,-49.89065246524391,7.963889815332607,0.9732931771542416,1.390471213485258,-0.4171780363310164,0.9058683373548374,0.5211234634269463
2,2021,03,25,01,N,N,0,individual2xindividual6,2,0.2774153554716385,0.20991003222243737,0.2029988029280601,0.1025913547835857,0.9465346291475244,-1.3650302396190752,1.6610946268199025,-55.29210870875307,8.46461016693172,0.9121526690219809,1.5144490165626632,-0.6022963475406821,0.9538838355082156,0.5211234634269463
3,2021,03,25,01,N,N,0,individual2xindividual6,3,0.29713090913601464,0.21203006145719766,0.2355069086991693,0.1037937376128684,0.7838209162661581,-1.376702160319629,1.5841982410686652,-60.360834549973774,7.625704776123905,0.846398812594521,1.1424469611061974,-0.2960481485116762,0.8635676352504574,0.5211234634269463
4,2021,03,25,01,N,N,0,individual2xindividual6,4,0.31829559210921216,0.2033740390727895,0.2634656972146791,0.10440748081788258,0.6974039035173375,-1.2587962128581391,1.4390761307683528,-60.99049497794452,19.76535546999477,1.1686427975799634,1.0623468201130484,0.10629597746691488,0.8809872166261661,0.2976151864363901
5,2021,03,25,01,N,N,0,individual2xindividual6,5,0.34406198069126637,0.1849618213746173,0.2878213565420029,0.1052590480059538,0.7153475470524477,-1.013772238217547,1.2407482678023647,-54.57592231722328,45.95603344995148,1.4665468487329765,0.9446740424348226,0.5218728062981538,0.5412818932564264,0.3643396659099048
6,2021,03,25,01,N,N,0,individual2xindividual6,6,0.35862447786635426,0.152192948636425,0.3110501694123317,0.10726384186587913,0.6051171261005157,-0.5714717218334503,0.8323140423875088,-43.5148611485757,83.98938968758416,2.7682952022710614,0.9836503950708737,1.7846448072001873,-0.09270476999982165,0.9040416023742534
0,2021,03,25,01,N,N,0,individual7xindividual2,0,0.07603475727906552,0.16226476439260096,0.23358468826157464,0.19737846503916523,-2.003942139182258,0.44662554879883326,2.0531094656715756,167.29593768068813,147.43962723886085,1.2585505806026671,0.9294101489540885,0.32914043164857865,-0.6567240278365399,0.4668256679420435
1,2021,03,25,01,N,N,0,individual7xindividual2,1,0.049270924200007025,0.17102158393529285,0.25513712122662424,0.20420930264619977,-2.618496527939675,0.42212819525447626,2.652303956951566,170.8005364563148,144.2498521918278,0.9750798374742481,0.9732931771542416,0.0017866603200064816,-0.585975398800076,0.5498833484008913
2,2021,03,25,01,N,N,0,individual7xindividual2,2,,,0.2774153554716385,0.20991003222243737,,,,,,,0.9121526690219809,,,0.3407426117923068
3,2021,03,25,01,N,N,0,individual7xindividual2,3,0.040109818574566226,0.2123714461215594,0.29713090913601464,0.21203006145719766,-3.269156583076169,-0.0043422114520699495,3.2691594668156747,9.571770437895099,48.15697552643601,,0.846398812594521,,,0.3893966079324954
4,2021,03,25,01,N,N,0,individual7xindividual2,4,,,0.31829559210921216,0.2033740390727895,,,,,,,1.1686427975799634,,,0.5112199886315179
5,2021,03,25,01,N,N,0,individual7xindividual2,5,0.10962874652681674,0.20616365904436648,0.34406198069126637,0.1849618213746173,-2.9818523806213384,-0.26967486224560117,2.9940220692480417,-174.79397301320532,35.14155877032418,1.6445923215419895,1.4665468487329765,0.17804547280901287,0.6882887997804072,0.5867406756401294
0,2021,03,25,01,N,N,0,individual8xindividual2,0,0.2686239215622505,0.1501742790300048,0.23358468826157464,0.19737846503916523,0.44567836810831674,0.6004093870409616,0.7477436993025054,54.2681874591623,164.2739131484913,0.8350777916106269,0.9294101489540885,-0.09433235734346146,,0.508006216797055
1,2021,03,25,01,N,N,0,individual8xindividual2,1,0.24772684665411937,0.14821654628437955,0.25513712122662424,0.20420930264619977,-0.09425431916185278,0.7121948150829334,0.7184047127571463,96.80374310437375,168.26121352070567,0.8246157357946903,0.9732931771542416,-0.14867744135955133,-0.9014689846935273,0.4672151636109588
2,2021,03,25,01,N,N,0,individual8xindividual2,2,0.22940314493096098,0.14726679662943679,0.2774153554716385,0.20991003222243737,-0.610686982201443,0.7967849859196212,1.0038948670140895,126.92266214203245,172.64635169842555,0.6785982074825637,0.9121526690219809,-0.2335544615394173,-0.870700868476299,0.3631759261577211
3,2021,03,25,01,N,N,0,individual8xindividual2,3,0.21375715981542864,0.1433763216174706,0.29713090913601464,0.21203006145719766,-1.0604648857871535,0.8732350526548848,1.373726767291349,140.30534893777357,170.68139018505488,0.8254896251312571,0.846398812594521,-0.02090918746326392,-0.5119164722463561,0.31421062464081156
4,2021,03,25,01,N,N,0,individual8xindividual2,4,0.20202161773988866,0.12763771803617135,0.31829559210921216,0.2033740390727895,-1.4789363313320216,0.9633213054772082,1.765004422011495,146.78891607696235,120.85642883289535,0.8736437368895325,1.1686427975799634,-0.29499906069043075,-0.06678065380917164,0.2896890267474273
5,2021,03,25,01,N,N,0,individual8xindividual2,5,0.21029468242573146,0.1077305371910458,0.34406198069126637,0.1849618213746173,-1.701441087071163,0.9823363544081851,1.964659381665398,150.00388366749175,40.652110696435074,1.1725304256233715,1.4665468487329765,-0.294016423109605,0.9360979655309877,0.24753293731922005
0,2021,03,25,01,N,N,0,individual4xindividual3,0,0.31970745827298835,0.22382608123458111,0.30766440767932923,0.17659812985521467,0.15318049597633063,-0.6007116685241214,0.6199344909331861,-75.50993618175215,7.92955831046888,1.5616362601371592,1.133850992564052,0.4277852675731076,0.9215207427686786,0.7824763688749884
1,2021,03,25,01,N,N,0,individual4xindividual3,1,0.35162114340633527,0.19928140068154018,,,,,,,,1.7171659591425126,,,,0.8919149345417466
2,2021,03,25,01,N,N,0,individual4xindividual3,2,,,,,,,,,,,,,,0.8919149345417466
3,2021,03,25,01,N,N,0,individual4xindividual3,3,,,,,,,,,,,,,,0.9785305922574401
4,2021,03,25,01,N,N,0,individual4xindividual3,4,0.30374355875521136,0.13243621607325368,0.37187378500595225,0.20159166187693356,-0.8665762687705532,0.8796164564192296,1.2347791462443056,134.23544653939192,173.02667694085693,0.9766737757141123,0.7049692778399683,0.27170449787414425,-0.8567580713319941,0.9887206696357568
5,2021,03,25,01,N,N,0,individual4xindividual3,5,0.2795587883042097,0.13675497803529574,0.38874443111619267,0.19467749267267506,-1.388776937318532,0.7367402014421179,1.5720965320389249,151.67874883827625,162.76328136051728,1.1346517616120686,1.0828175871407344,0.05183417447133405,-0.7408746983871651,0.7865240137988854
6,2021,03,25,01,N,N,0,individual4xindividual3,6,0.2537029292147136,0.1373308487645815,,,,,,,,0.9352232412244387,,,,0.748612140829472
7,2021,03,25,01,N,N,0,individual4xindividual3,7,0.2326759372948414,0.1394937249010831,,,,,,,,0.7323455794424669,,,,0.6988366525722158
0,2021,03,25,01,N,N,0,individual5xindividual3,0,0.2703801540912727,0.10299142658105577,0.30766440767932923,0.17659812985521467,-0.47423370119634356,0.9362338243978494,1.0494910086784954,116.88699876536992,14.245050432453636,1.0864174641996196,1.133850992564052,-0.047433528364432063,0.9175484584460123,0.8343932420348456
1,2021,03,25,01,N,N,0,individual5xindividual3,1,0.29515982391861334,0.102926213469227,,,,,,,,0.90098666575674,,,,0.8343932420348456
2,2021,03,25,01,N,N,0,individual5xindividual3,2,0.3153929751792383,0.10107146826292605,,,,,,,,0.7455450437998624,,,,0.7563839624479328
3,2021,03,25,01,N,N,0,individual5xindividual3,3,0.3324998566588694,0.0996404663320474,,,,,,,,0.7088930248112766,,,,0.6226537688703677
0,2021,03,25,01,N,N,0,individual6xindividual3,0,0.1362217001998797,0.09150756333509276,0.30766440767932923,0.17659812985521467,-2.180650056975954,1.0823017873330187,2.4344633556193607,153.61551713490968,23.90811574955885,1.2980771153090247,1.133850992564052,0.16422612274497278,0.8424060950551354,1.0
1,2021,03,25,01,N,N,0,individual6xindividual3,1,0.16568397630967577,0.09805357467555158,,,,,,,,1.390471213485258,,,,1.0
2,2021,03,25,01,N,N,0,individual6xindividual3,2,0.2029988029280601,0.1025913547835857,,,,,,,,1.5144490165626632,,,,0.8308150273252981
3,2021,03,25,01,N,N,0,individual6xindividual3,3,0.2355069086991693,0.1037937376128684,,,,,,,,1.1424469611061974,,,,0.6785485519180666
0,2021,03,25,01,N,N,0,individual7xindividual3,0,0.07603475727906552,0.16226476439260096,0.30766440767932923,0.17659812985521467,-2.946192449761685,0.18231194940999385,2.9518278401577613,176.34710833331482,178.45840257183252,1.2585505806026671,1.133850992564052,0.12469958803861528,-0.8493024583532442,0.5490528120015504
1,2021,03,25,01,N,N,0,individual7xindividual3,1,0.049270924200007025,0.17102158393529285,,,,,,,,0.9750798374742481,,,,1.0
2,2021,03,25,01,N,N,0,individual7xindividual3,2,,,,,,,,,,,,,,1.0
3,2021,03,25,01,N,N,0,individual7xindividual3,3,0.040109818574566226,0.2123714461215594,,,,,,,,,,,,0.9972082310722441
4,2021,03,25,01,N,N,0,individual7xindividual3,4,,,0.37187378500595225,0.20159166187693356,,,,,,,0.7049692778399683,,,0.7952798123272609
5,2021,03,25,01,N,N,0,individual7xindividual3,5,0.10962874652681674,0.20616365904436648,0.38874443111619267,0.19467749267267506,-3.550186779310302,-0.1460972573351745,3.553191604260952,-177.62419924082246,17.090540892198067,1.6445923215419895,1.0828175871407344,0.5617747344012549,0.7988656801879602,0.5229064246819469
0,2021,03,25,01,N,N,0,individual8xindividual3,0,0.2686239215622505,0.1501742790300048,0.30766440767932923,0.17659812985521467,-0.4965719424711108,0.3360957876521223,0.5996199400679005,143.5235598384097,162.35026549494413,0.8350777916106269,1.133850992564052,-0.29877320095342486,,0.5130355839960974
1,2021,03,25,01,N,N,0,individual8xindividual3,1,0.24772684665411937,0.14821654628437955,,,,,,,,0.8246157357946903,,,,0.7683647267921836
2,2021,03,25,01,N,N,0,individual8xindividual3,2,0.22940314493096098,0.14726679662943679,,,,,,,,0.6785982074825637,,,,0.9957899397461903
3,2021,03,25,01,N,N,0,individual8xindividual3,3,0.21375715981542864,0.1433763216174706,,,,,,,,0.8254896251312571,,,,0.9940655647916661
4,2021,03,25,01,N,N,0,individual8xindividual3,4,0.20202161773988866,0.12763771803617135,0.37187378500595225,0.20159166187693356,-2.1604193241676874,0.9406505194703912,2.356318114350667,156.5173200417854,167.12491437660222,0.8736437368895325,0.7049692778399683,0.1686744590495643,-0.5554309750861994,0.9940655647916661
5,2021,03,25,01,N,N,0,individual8xindividual3,5,0.21029468242573146,0.1077305371910458,0.38874443111619267,0.19467749267267506,-2.269775485760127,1.1059139593186116,2.524861667730212,154.02105182744182,75.71627032987013,1.1725304256233715,1.0828175871407344,0.08971283848263703,0.9091779193046168,0.9940655647916661
0,2021,03,25,01,N,N,0,individual4xindividual5,0,0.31970745827298835,0.22382608123458111,0.2703801540912727,0.10299142658105577,0.6274141971726741,-1.5369454929219708,1.6600753064325096,-67.72438744838114,20.256612354293594,1.5616362601371592,1.0864174641996196,0.4752187959375397,0.7919101857497953,0.8302814045803002
1,2021,03,25,01,N,N,0,individual4xindividual5,1,0.35162114340633527,0.19928140068154018,0.29515982391861334,0.102926213469227,0.7181546615075289,-1.2255811143769164,1.4204911776432678,-59.454409938801376,38.423296143765704,1.7171659591425126,0.90098666575674,0.8161792933857729,0.5186770273490476,0.8405902637671797
2,2021,03,25,01,N,N,0,individual4xindividual5,2,,,0.3153929751792383,0.10107146826292605,,,,,,,0.7455450437998624,,,0.8405902637671797
3,2021,03,25,01,N,N,0,individual4xindividual5,3,,,0.3324998566588694,0.0996404663320474,,,,,,,0.7088930248112766,,,0.8534587288887798
4,2021,03,25,01,N,N,0,individual4xindividual5,4,0.30374355875521136,0.13243621607325368,0.3502951202028591,0.09887084593068841,-0.5921083877848863,-0.4269316985826163,0.7299746695193301,-143.04083669512582,151.03818404502377,0.9766737757141123,0.8295632580116058,0.14711051770250655,-0.9329363964616504,0.8549726659619091
5,2021,03,25,01,N,N,0,individual4xindividual5,5,0.2795587883042097,0.13675497803529574,0.36774393525248816,0.11060315112332687,-1.1216630240177887,-0.33263580401893755,1.1699463737984128,-162.84588975179918,152.2148885296738,1.1346517616120686,1.3607378928856164,-0.22608613127354785,-0.3333876425299773,0.919108331036181
6,2021,03,25,01,N,N,0,individual4xindividual5,6,0.2537029292147136,0.1373308487645815,0.37970625087434023,0.1390618454182274,-1.6026878867925036,0.022017255833704924,1.6028391129573385,27.88801284176987,123.22306612339037,0.9352232412244387,1.1157412607497819,-0.18051801952534322,-0.39908012905232715,0.931133768237607
