,Year,Month,Day,Trial,Ablation,Darkness,Flow,Fish,Tailbeat_Num,Fish1_X,Fish1_Y,Fish2_X,Fish2_Y,X_Distance,Y_Distance,Distance,Angle,Heading_Diff,Fish1_Speed,Fish2_Speed,Speed_Diff,Spatial_Auto,Sync
6,2021,10,06,34,Y,N,2,individual5xindividual1,6,912.0475263157894,185.8252105263158,1116.681894736842,302.0052631578947,-1.0602817016634851,0.60196918461958,1.2192473851167276,150.42544735139268,74.33246368836173,1.91238773979233,1.940483464763231,-0.028095724970900987,0.6599808627216747,0.4353606973742688
7,2021,10,06,34,Y,N,2,individual5xindividual1,7,920.9191052631579,174.7075789473684,1134.0605789473684,268.5353684210527,-1.1043599672757023,0.48615434960458137,1.2066304276623576,156.2632128649585,35.185175700024956,1.8914207005973602,2.323102658037166,-0.43168195743980603,,0.4518996451793954
0,2021,10,06,34,Y,N,2,individual1xindividual6,0,499.0880419263127,354.18880273325533,1045.6842631578947,309.4477894736843,-2.832104773220632,-0.231818721552182,2.8415765634874552,-175.33627658507064,14.125424775474734,2.2027567472607745,1.8695935113532962,0.33316323590747815,-0.3993063118152988,0.33532409676534947
1,2021,10,06,34,Y,N,2,individual1xindividual6,1,506.45978947368417,373.179052631579,1060.0716315789475,290.9076842105264,-2.868455140441778,-0.4262765203163349,2.8999563038949168,-171.54773669413913,17.715070354888596,1.8318740569029652,1.6739501474752227,0.1579239094277424,,0.22765072811022036
2,2021,10,06,34,Y,N,2,individual1xindividual6,2,599.7304210526315,408.9321052631579,1082.9444763198567,279.62801573253495,-2.5036997682239637,-0.6699693758063366,2.591789245660816,-164.61509007357313,98.4221761481621,2.593537701090719,2.118596054222308,0.47494164686841067,,0.22765072811022036
3,2021,10,06,34,Y,N,2,individual1xindividual6,3,,,1111.4850000000001,271.09078947368425,,,,,,,1.4178364792443685,,,0.22765072811022036
4,2021,10,06,34,Y,N,2,individual1xindividual6,4,,,1151.9253868705746,267.1803209794246,,,,,,,1.5726461463095023,,,0.2542919109235833
5,2021,10,06,34,Y,N,2,individual1xindividual6,5,1075.7848421052631,352.756,1192.7638028145966,260.0334998779884,-0.6061086047115715,-0.480427461772081,0.7734197998048488,-141.42758818493863,126.52867712797408,0.9718881072959952,1.743592980535211,-0.7717048732392158,0.6171319441792019,0.4807419648371682
6,2021,10,06,34,Y,N,2,individual1xindividual6,6,1116.681894736842,302.0052631578947,1241.2711578947367,258.74889473684215,-0.6455402236160348,-0.22412626124897736,0.6833408822013249,-160.6550249099905,73.6892938479245,1.940483464763231,1.2918148436328707,0.6486686211303603,0.25541186660235915,0.4691960068540926
7,2021,10,06,34,Y,N,2,individual1xindividual6,7,1134.0605789473684,268.5353684210527,1292.3065789473683,257.5426842105263,-0.8199274611398965,-0.056956913007908394,0.8219033589605939,-137.8540664133065,38.40529476339024,2.323102658037166,1.2453503273529756,1.0777523306841905,,0.4533203146273635
0,2021,10,06,34,Y,N,2,individual1xindividual7,0,499.0880419263127,354.18880273325533,,314.88336842105264,,-0.20365510006322643,,,,2.2027567472607745,,,,0.2315528468258533
1,2021,10,06,34,Y,N,2,individual1xindividual7,1,506.45978947368417,373.179052631579,,,,,,,,1.8318740569029652,,,,0.427548550197087
2,2021,10,06,34,Y,N,2,individual1xindividual7,2,599.7304210526315,408.9321052631579,,,,,,,,2.593537701090719,,,,0.427548550197087
3,2021,10,06,34,Y,N,2,individual1xindividual7,3,,,791.139,320.60668421052634,,,,,,,1.6952268919989295,,,0.427548550197087
4,2021,10,06,34,Y,N,2,individual1xindividual7,4,,,813.7009473684211,321.27573684210523,,,,,,,1.7531375912744993,,,0.4386104066478915
5,2021,10,06,34,Y,N,2,individual1xindividual7,5,1075.7848421052631,352.756,821.2834736842105,325.19605263157894,1.318659940005454,-0.1427976547586583,1.3263691822338757,-6.632255056554838,135.1877531668596,0.9718881072959952,2.0291581380283765,-1.057270030732381,,0.5326361864797305
6,2021,10,06,34,Y,N,2,individual1xindividual7,6,1116.681894736842,302.0052631578947,818.7583157894737,331.0095789473685,1.5436454867739298,0.15028142896100358,1.550943550464711,5.474893056368149,81.38365677104314,1.940483464763231,2.1767201374246716,-0.23623667266144027,,0.5228807125709474
7,2021,10,06,34,Y,N,2,individual1xindividual7,7,1134.0605789473684,268.5353684210527,808.6007894736842,332.32536842105264,1.6863201527133898,0.3305181347150259,1.7184056258121394,11.08633616801401,43.15758583985968,2.323102658037166,2.1111658867161593,0.21193677132100697,,0.47893161896097086
0,2021,10,06,34,Y,N,2,individual1xindividual8,0,499.0880419263127,354.18880273325533,700.2808421052631,424.50642105263154,-1.0424497418598466,0.3643399912921049,1.1042848788054611,160.7309625194481,7.352565264577574,2.2027567472607745,1.7733677777729124,0.4293889694878617,,0.689034714767341
1,2021,10,06,34,Y,N,2,individual1xindividual8,1,506.45978947368417,373.179052631579,718.881,428.22905263157895,-1.1006280338151075,0.2852331606217618,1.1369872579488256,165.46058912823355,10.780569421397168,1.8318740569029652,1.5805900364432506,0.25128402045971454,,0.5295414234927979
2,2021,10,06,34,Y,N,2,individual1xindividual8,2,599.7304210526315,408.9321052631579,753.1452105263157,426.5661578947369,-0.7948952822470684,0.09136814835015007,0.8001291447457601,116.37632920417582,95.7165335827027,2.593537701090719,1.4198567553581494,1.1736809457325692,0.7249811150030474,0.5295414234927979
3,2021,10,06,34,Y,N,2,individual1xindividual8,3,,,785.2465885952004,416.24951569186436,,,,,,,2.6200187899901803,,,0.5295414234927979
4,2021,10,06,34,Y,N,2,individual1xindividual8,4,,,,,,,,,,,,,,0.52643340690456
5,2021,10,06,34,Y,N,2,individual1xindividual8,5,1075.7848421052631,352.756,860.3145789473683,405.02568421052626,1.1164262339787292,0.27082737932915196,1.1488059041066183,13.522746438295718,,0.9718881072959952,1.888288406718301,-0.9164002994223057,,0.5000152659045392
6,2021,10,06,34,Y,N,2,individual1xindividual8,6,1116.681894736842,302.0052631578947,860.5129473684211,407.521052631579,1.3273002454322333,0.5467139350968094,1.4354867008626395,22.284550166399367,81.93398386174356,1.940483464763231,2.2319394188500215,-0.2914559540867906,-0.2521367619651529,0.4599080370038839
7,2021,10,06,34,Y,N,2,individual1xindividual8,7,1134.0605789473684,268.5353684210527,851.1674210526315,409.5685263157895,1.4657676574856833,0.7307417507499319,1.6378212149133198,26.485875660328613,42.6901577389855,2.323102658037166,2.030364780549495,0.29273787748767166,,0.3885334680577872
0,2021,10,06,34,Y,N,2,individual3xindividual2,0,1187.0624210526316,367.88347368421046,,,,,,,,1.6283460644911778,,,,0.3462239766858015
1,2021,10,06,34,Y,N,2,individual3xindividual2,1,1219.2356842105264,347.02115789473686,,,,,,,,1.9696755471536667,,,,0.3462239766858015
2,2021,10,06,34,Y,N,2,individual3xindividual2,2,1226.6973684210527,326.0348421052631,,,,,,,,1.973273814226691,,,,0.3572862577931492
3,2021,10,06,34,Y,N,2,individual3xindividual2,3,1219.4695789473685,308.90836842105256,,,,,,,,2.436198388792083,,,,0.398769811945703
4,2021,10,06,34,Y,N,2,individual3xindividual2,4,,,,,,,,,,,,,,0.398769811945703
5,2021,10,06,34,Y,N,2,individual3xindividual2,5,,,1423.1885789473686,285.5808421052631,,,,,,,0.9642806287831103,,,0.5116657067846009
6,2021,10,06,34,Y,N,2,individual3xindividual2,6,1052.3125263157895,275.2378947368421,1503.6680000000001,245.535,-2.3386293973275163,-0.15390100899918194,2.3436879012819576,-176.33634222373635,131.41467815052283,3.0163952376267518,1.714482313775635,1.3019129238511167,,0.6436086650056326
