X,Y,Distance
620.0,100.0,41.86751591495359
620.0,150.0,42.52580915684553
620.0,200.0,43.430659933072924
620.0,250.0,44.567053102288746
620.0,300.0,45.91780095392687
620.0,350.0,47.464606696873524
620.0,400.0,49.18897798852462
620.0,450.0,51.072932600786174
620.0,500.0,53.099487337973024
670.0,-500.0,55.73349282273826
670.0,-450.0,53.80623673061616
670.0,-400.0,52.02136313306505
670.0,-350.0,50.39400317057131
670.0,-300.0,48.93987240595451
670.0,-250.0,47.67482447674963
670.0,-200.0,46.61425628376887
670.0,-150.0,45.77238371672495
670.0,-100.0,45.16143881183982
670.0,-50.0,44.790872085975494
670.0,0.0,44.66666666666663
670.0,50.0,44.790872085975494
670.0,100.0,45.16143881183982
670.0,150.0,45.77238371672495
670.0,200.0,46.61425628376887
670.0,250.0,47.67482447674963
670.0,300.0,48.93987240595451
670.0,350.0,50.39400317057131
670.0,400.0,52.02136313306505
670.0,450.0,53.80623673061616
670.0,500.0,55.73349282273826
720.0,-500.0,58.43895200216299
720.0,-450.0,56.60388679233962
720.0,-400.0,54.910027418597345
720.0,-350.0,53.37082015900115
720.0,-300.0,52.0
720.0,-250.0,50.81119736610994
720.0,-200.0,49.81744451271841
720.0,-150.0,49.03060268852505
720.0,-100.0,48.46075158769666
720.0,-50.0,48.115601535376356
720.0,0.0,48.0
720.0,50.0,48.115601535376356
720.0,100.0,48.46075158769666
720.0,150.0,49.03060268852505
720.0,200.0,49.81744451271841
720.0,250.0,50.81119736610994
720.0,300.0,52.0
720.0,350.0,53.37082015900115
720.0,400.0,54.910027418597345
720.0,450.0,56.60388679233962
720.0,500.0,58.43895200216299
770.0,-500.0,61.20639037079564
770.0,-450.0,59.45680037734216
770.0,-400.0,57.84654027876021
770.0,-350.0,56.3875478767747
770.0,-300.0,55.091842509677555
770.0,-250.0,53.97118572802429
770.0,-200.0,53.03667494186351
770.0,-150.0,52.29828975321387
770.0,-100.0,51.764423647477805
770.0,-50.0,51.441444596961176
770.0,0.0,51.33333333333337
770.0,50.0,51.441444596961176
770.0,100.0,51.764423647477805
770.0,150.0,52.29828975321387
770.0,200.0,53.03667494186351
770.0,250.0,53.97118572802429
770.0,300.0,55.091842509677555
770.0,350.0,56.3875478767747
770.0,400.0,57.84654027876021
770.0,450.0,59.45680037734216
770.0,500.0,61.20639037079564
820.0,-500.0,64.02777175222913
820.0,-450.0,62.3573928611872
820.0,-400.0,60.82397188243754
820.0,-350.0,59.43810973515968
820.0,-300.0,58.210346541181494
820.0,-250.0,57.1508724537274
820.0,-200.0,56.26919425602448
820.0,-150.0,55.5737747903131
820.0,-100.0,55.07167047483565
820.0,-50.0,54.76819839610896
820.0,0.0,54.66666666666663
820.0,50.0,54.76819839610896
820.0,100.0,55.07167047483565
820.0,150.0,55.5737747903131
820.0,200.0,56.26919425602448
820.0,250.0,57.1508724537274
820.0,300.0,58.210346541181494
820.0,350.0,59.43810973515968
820.0,400.0,60.82397188243754
820.0,450.0,62.3573928611872
820.0,500.0,64.02777175222913
870.0,-500.0,66.89627127957962
870.0,-450.0,65.29931086925804
870.0,-400.0,63.836596957475045
870.0,-350.0,62.51755309066761
870.0,-300.0,61.35144660071187
870.0,-250.0,60.3471439073779
870.0,-200.0,59.51283708392482
870.0,-150.0,58.855755878248644
870.0,-100.0,58.38188455715047
870.0,-50.0,58.09570647742492
870.0,0.0,58.0
870.0,50.0,58.09570647742492
870.0,100.0,58.38188455715047
870.0,150.0,58.855755878248644
870.0,200.0,59.51283708392482
870.0,250.0,60.3471439073779
870.0,300.0,61.35144660071187
870.0,350.0,62.51755309066761
870.0,400.0,63.836596957475045
870.0,450.0,65.29931086925804
870.0,500.0,66.89627127957962
920.0,-500.0,69.80608060111162
920.0,-450.0,68.27721272707156
920.0,-400.0,66.87965975458378
920.0,-350.0,65.62181209188167
920.0,-300.0,64.51184215148241
920.0,-250.0,63.557498027813836
920.0,-200.0,62.765878911679074
920.0,-150.0,62.143203793961106
920.0,-100.0,61.694588273382834
920.0,-50.0,61.42384625606649
920.0,0.0,61.33333333333337
920.0,50.0,61.42384625606649
920.0,100.0,61.694588273382834
920.0,150.0,62.143203793961106
920.0,200.0,62.765878911679074
920.0,250.0,63.557498027813836
920.0,300.0,64.51184215148241
920.0,350.0,65.62181209188167
920.0,400.0,66.87965975458378
920.0,450.0,68.27721272707156
920.0,500.0,69.80608060111162
970.0,-500.0,72.75224318802056
970.0,-450.0,71.2865890457509
970.0,-400.0,69.94918790728657
970.0,-350.0,68.74752520798269
970.0,-300.0,67.6888305245243
970.0,-250.0,66.77990383008611
970.0,-200.0,66.02693053259065
970.0,-150.0,65.43529458769001
970.0,-100.0,65.00940102956046
970.0,-50.0,64.75252032846971
970.0,0.0,64.66666666666663
970.0,50.0,64.75252032846971
970.0,100.0,65.00940102956046
970.0,150.0,65.43529458769001
970.0,200.0,66.02693053259065
970.0,250.0,66.77990383008611
970.0,300.0,67.6888305245243
970.0,350.0,68.74752520798269
970.0,400.0,69.94918790728657
970.0,450.0,71.2865890457509
970.0,500.0,72.75224318802056
1020.0,-500.0,75.7305163795356
1020.0,-450.0,74.32361670424818
1020.0,-400.0,73.04184493227915
1020.0,-350.0,71.89189414978884
1020.0,-300.0,70.8801805866774
1020.0,-250.0,70.01269726112383
1020.0,-200.0,69.29486112099352
1020.0,-150.0,68.73136110975832
1020.0,-100.0,68.32601586836778
1020.0,-50.0,68.08165032599541
1020.0,0.0,68.0
1020.0,50.0,68.08165032599541
1020.0,100.0,68.32601586836778
1020.0,150.0,68.73136110975832
1020.0,200.0,69.29486112099352
1020.0,250.0,70.01269726112383
1020.0,300.0,70.8801805866774
1020.0,350.0,71.89189414978884
1020.0,400.0,73.04184493227915
1020.0,450.0,74.32361670424818
1020.0,500.0,75.7305163795356
1070.0,-500.0,78.73725646449437
1070.0,-450.0,77.3850401850671
1070.0,-400.0,76.1548130820079
1070.0,-350.0,75.05257416564001
1070.0,-300.0,74.08403636711792
1070.0,-250.0,73.25450308494507
1070.0,-200.0,72.56874135757232
1070.0,-150.0,72.03085758509647
1070.0,-100.0,71.64418251951022
1070.0,-50.0,71.41117248411176
1070.0,0.0,71.33333333333337
1070.0,50.0,71.41117248411176
1070.0,100.0,71.64418251951022
1070.0,150.0,72.03085758509647
1070.0,200.0,72.56874135757232
1070.0,250.0,73.25450308494507
1070.0,300.0,74.08403636711792
1070.0,350.0,75.05257416564001
1070.0,400.0,76.1548130820079
1070.0,450.0,77.3850401850671
1070.0,500.0,78.73725646449437
1120.0,-500.0,81.76932323446387
1120.0,-450.0,80.46807510504475
1120.0,-400.0,79.28569998569877
1120.0,-350.0,78.22758819978772
1120.0,-300.0,77.2988428833907
1120.0,-250.0,76.50417563041184
1120.0,-200.0,75.84780081774883
1120.0,-150.0,75.33333333333341
1120.0,-100.0,74.96369491664326
1120.0,-50.0,74.7410343935795
1120.0,0.0,74.66666666666674
1120.0,50.0,74.7410343935795
1120.0,100.0,74.96369491664326
1120.0,150.0,75.33333333333341
1120.0,200.0,75.84780081774883
1120.0,250.0,76.50417563041184
1120.0,300.0,77.2988428833907
1120.0,350.0,78.22758819978772
1120.0,400.0,79.28569998569877
1120.0,450.0,80.46807510504475
1120.0,500.0,81.76932323446387
1170.0,-500.0,84.8240007964203
1170.0,-450.0,83.57032966310472
1170.0,-400.0,82.43246393934317
1170.0,-350.0,81.41525928500408
1170.0,-300.0,80.52328855678958
1170.0,-250.0,79.76075336766684
1170.0,-200.0,79.13139565164877
1170.0,-150.0,78.63841300535
1170.0,-100.0,78.28438186793356
1170.0,-50.0,78.07119258158615
1170.0,0.0,78.0
1170.0,50.0,78.07119258158615
1170.0,100.0,78.28438186793356
1170.0,150.0,78.63841300535
1170.0,200.0,79.13139565164877
1170.0,250.0,79.76075336766684
1170.0,300.0,80.52328855678958
1170.0,350.0,81.41525928500408
1170.0,400.0,82.43246393934317
1170.0,450.0,83.57032966310472
1170.0,500.0,84.8240007964203
1220.0,-500.0,87.89893186053064
1220.0,-450.0,86.68974051818992
1220.0,-400.0,85.59335384375478
1220.0,-350.0,84.61415694525084
1220.0,-300.0,83.75626013087678
1220.0,-250.0,83.02342373624974
1220.0,-200.0,82.41898378946975
1220.0,-150.0,81.94578153334739
1220.0,-100.0,81.60609998986315
1220.0,-50.0,81.40161068567507
1220.0,0.0,81.33333333333326
1220.0,50.0,81.40161068567507
1220.0,100.0,81.60609998986315
1220.0,150.0,81.94578153334739
1220.0,200.0,82.41898378946975
1220.0,250.0,83.02342373624974
1220.0,300.0,83.75626013087678
1220.0,350.0,84.61415694525084
1220.0,400.0,85.59335384375478
1220.0,450.0,86.68974051818992
1220.0,500.0,87.89893186053064
1270.0,-500.0,90.99206314594458
1270.0,-450.0,89.82452028507838
1270.0,-400.0,88.76686068322778
1270.0,-350.0,87.82305442700624
1270.0,-300.0,86.99680709338968
1270.0,-250.0,86.29149565410391
1270.0,-200.0,85.71010571818375
1270.0,-150.0,85.25517253776721
1270.0,-100.0,84.92872828960117
1270.0,-50.0,84.73225805769351
1270.0,0.0,84.66666666666674
1270.0,50.0,84.73225805769351
1270.0,100.0,84.92872828960117
1270.0,150.0,85.25517253776721
1270.0,200.0,85.71010571818375
1270.0,250.0,86.29149565410391
1270.0,300.0,86.99680709338968
1270.0,350.0,87.82305442700624
1270.0,400.0,88.76686068322778
1270.0,450.0,89.82452028507838
1270.0,500.0,90.99206314594458
