X,Y,Distance
-630.0,250.0,45.18603520754811
-630.0,300.0,46.51881339845203
-630.0,350.0,48.046273991272656
-630.0,400.0,49.7504885514817
-630.0,450.0,51.61395160225576
-630.0,500.0,53.620062580261035
-580.0,-500.0,51.05117258420435
-580.0,-450.0,48.93987240595452
-580.0,-400.0,46.970439876822745
-580.0,-350.0,45.161438811839815
-580.0,-300.0,43.53287391283865
-580.0,-250.0,42.1056871323683
-580.0,-200.0,40.90096440047455
-580.0,-150.0,39.93884213533372
-580.0,-100.0,39.23717058549906
-580.0,-50.0,38.810078874207655
-580.0,0.0,38.66666666666663
-580.0,50.0,38.810078874207655
-580.0,100.0,39.23717058549906
-580.0,150.0,39.93884213533372
-580.0,200.0,40.90096440047455
-580.0,250.0,42.1056871323683
-580.0,300.0,43.53287391283865
-580.0,350.0,45.161438811839815
-580.0,400.0,46.970439876822745
-580.0,450.0,48.93987240595452
-580.0,500.0,51.05117258420435
-530.0,-500.0,48.57525661852496
-530.0,-450.0,46.35131545538318
-530.0,-400.0,44.26686746942407
-530.0,-350.0,42.342518688534426
-530.0,-300.0,40.60103994289362
-530.0,-250.0,39.06689419728961
-530.0,-200.0,37.765357435382775
-530.0,-150.0,36.72117161045441
-530.0,-100.0,35.956764160431455
-530.0,-50.0,35.49021774454975
-530.0,0.0,35.333333333333314
-530.0,50.0,35.49021774454975
-530.0,100.0,35.956764160431455
-530.0,150.0,36.72117161045441
-530.0,200.0,37.765357435382775
-530.0,250.0,39.06689419728961
-530.0,300.0,40.60103994289362
-530.0,350.0,42.342518688534426
-530.0,400.0,44.26686746942407
-530.0,450.0,46.35131545538318
-530.0,500.0,48.57525661852496
-480.0,-500.0,46.20726253643587
-480.0,-450.0,43.86342439892262
-480.0,-400.0,41.654664938168835
-480.0,-350.0,39.603591307411044
-480.0,-300.0,37.73592452822641
-480.0,-250.0,36.080157673959484
-480.0,-200.0,34.66666666666667
-480.0,-150.0,33.52610922848042
-480.0,-100.0,32.6870684590167
-480.0,-50.0,32.173142698703074
-480.0,0.0,32.0
-480.0,50.0,32.173142698703074
-480.0,100.0,32.6870684590167
-480.0,150.0,33.52610922848042
-480.0,200.0,34.66666666666667
-480.0,250.0,36.080157673959484
-480.0,300.0,37.73592452822641
-480.0,350.0,39.603591307411044
-480.0,400.0,41.654664938168835
-480.0,450.0,43.86342439892262
-480.0,500.0,46.20726253643587
-430.0,-500.0,43.96463225012679
-430.0,-450.0,41.49431018558784
-430.0,-400.0,39.15212496006942
-430.0,-350.0,36.96244340167763
-430.0,-300.0,34.95393794378222
-430.0,-250.0,33.15954697452238
-430.0,-200.0,31.61574853701169
-430.0,-150.0,30.360793431295217
-430.0,-100.0,29.431653406192172
-430.0,-50.0,28.859814429217835
-430.0,0.0,28.666666666666686
-430.0,50.0,28.859814429217835
-430.0,100.0,29.431653406192172
-430.0,150.0,30.360793431295217
-430.0,200.0,31.61574853701169
-430.0,250.0,33.15954697452238
-430.0,300.0,34.95393794378222
-430.0,350.0,36.96244340167763
-430.0,400.0,39.15212496006942
-430.0,450.0,41.49431018558784
-430.0,500.0,43.96463225012679
-380.0,-500.0,41.86751591495353
-380.0,-450.0,39.26547819367258
-380.0,-400.0,36.781637931023255
-380.0,-350.0,34.441576941571945
-380.0,-300.0,32.276582498427196
-380.0,-250.0,30.32417444145107
-380.0,-200.0,28.627880738111838
-380.0,-150.0,27.23559762108731
-380.0,-100.0,26.195843605851316
-380.0,-50.0,25.55169052898238
-380.0,0.0,25.333333333333314
-380.0,50.0,25.55169052898238
-380.0,100.0,26.195843605851316
-380.0,150.0,27.23559762108731
-380.0,200.0,28.627880738111838
-380.0,250.0,30.32417444145107
-380.0,300.0,32.276582498427196
-380.0,350.0,34.441576941571945
-380.0,400.0,36.781637931023255
-380.0,450.0,39.26547819367258
-380.0,500.0,41.86751591495353
-330.0,-500.0,39.93884213533374
-330.0,-450.0,37.20215047547655
-330.0,-400.0,34.57037909990448
-330.0,-350.0,32.06936925548183
-330.0,-300.0,29.732137494637012
-330.0,-250.0,27.600322059312596
-330.0,-200.0,25.725041842099657
-330.0,-150.0,24.166091947189145
-330.0,-100.0,22.98791953275556
-330.0,-50.0,22.25109235770485
-330.0,0.0,22.0
-330.0,50.0,22.25109235770485
-330.0,100.0,22.98791953275556
-330.0,150.0,24.166091947189145
-330.0,200.0,25.725041842099657
-330.0,250.0,27.600322059312596
-330.0,300.0,29.732137494637012
-330.0,350.0,32.06936925548183
-330.0,400.0,34.57037909990448
-330.0,450.0,37.20215047547655
-330.0,500.0,39.93884213533374
-280.0,-500.0,38.20413008505174
-280.0,-450.0,35.33333333333334
-280.0,-400.0,32.5508149752899
-280.0,-350.0,29.88124644135329
-280.0,-300.0,27.357712704910934
-280.0,-250.0,25.024432505497956
-280.0,-200.0,22.939534045447026
-280.0,-150.0,21.176506899024805
-280.0,-100.0,19.821424996424692
-280.0,-50.0,18.96195020443721
-280.0,0.0,18.666666666666686
-280.0,50.0,18.96195020443721
-280.0,100.0,19.821424996424692
-280.0,150.0,21.176506899024805
-280.0,200.0,22.939534045447026
-280.0,250.0,25.024432505497956
-280.0,300.0,27.357712704910934
-280.0,350.0,29.88124644135329
-280.0,400.0,32.5508149752899
-280.0,450.0,35.33333333333334
-280.0,500.0,38.20413008505174
-230.0,-500.0,36.69090108217869
-230.0,-450.0,33.69141004931541
-230.0,-400.0,30.76072532015823
-230.0,-350.0,27.920522121829222
-230.0,-300.0,25.20141089524774
-230.0,-250.0,22.64705033528404
-230.0,-200.0,20.319667538837574
-230.0,-150.0,18.30604029032798
-230.0,-100.0,16.719914938645946
-230.0,-50.0,15.691469727919769
-230.0,0.0,15.333333333333343
-230.0,50.0,15.691469727919769
-230.0,100.0,16.719914938645946
-230.0,150.0,18.30604029032798
-230.0,200.0,20.319667538837574
-230.0,250.0,22.64705033528404
-230.0,300.0,25.20141089524774
-230.0,350.0,27.920522121829222
-230.0,400.0,30.76072532015823
-230.0,450.0,33.69141004931541
-230.0,500.0,36.69090108217869
-180.0,-500.0,35.42754734823044
-180.0,-450.0,32.31098884280702
-180.0,-400.0,29.242282932615094
-180.0,-350.0,26.238224872205887
-180.0,-300.0,23.323807579381203
-180.0,-250.0,20.53722906766581
-180.0,-200.0,17.938165396098288
-180.0,-150.0,15.620499351813308
-180.0,-100.0,13.727506854649336
-180.0,-50.0,12.454361128179603
-180.0,0.0,12.0
-180.0,50.0,12.454361128179603
-180.0,100.0,13.727506854649336
-180.0,150.0,15.620499351813308
-180.0,200.0,17.938165396098288
-180.0,250.0,20.53722906766581
-180.0,300.0,23.323807579381203
-180.0,350.0,26.238224872205887
-180.0,400.0,29.242282932615094
-180.0,450.0,32.31098884280702
-180.0,500.0,35.42754734823044
-130.0,-500.0,34.44157694157196
-130.0,-450.0,31.22676914301432
-130.0,-400.0,28.039654459750807
-130.0,-350.0,24.890872936792608
-130.0,-300.0,21.79704363236242
-130.0,-250.0,18.785337071473823
-130.0,-200.0,15.90248058916876
-130.0,-150.0,13.232955494186141
-130.0,-100.0,10.934146311237823
-130.0,-50.0,9.285592184789419
-130.0,0.0,8.666666666666671
-130.0,50.0,9.285592184789419
-130.0,100.0,10.934146311237823
-130.0,150.0,13.232955494186141
-130.0,200.0,15.90248058916876
-130.0,250.0,18.785337071473823
-130.0,300.0,21.79704363236242
-130.0,350.0,24.890872936792608
-130.0,400.0,28.039654459750807
-130.0,450.0,31.22676914301432
-130.0,500.0,34.44157694157196
-80.0,-500.0,33.75730373645908
-80.0,-450.0,30.470386352070502
-80.0,-400.0,27.194770739161534
-80.0,-350.0,23.935097428021635
-80.0,-300.0,20.698899595013366
-80.0,-250.0,17.499206331208907
-80.0,-200.0,14.360439485692018
-80.0,-150.0,11.333333333333332
-80.0,-100.0,8.537498983243799
-80.0,-50.0,6.289320754704399
-80.0,0.0,5.333333333333329
-80.0,50.0,6.289320754704399
-80.0,100.0,8.537498983243799
-80.0,150.0,11.333333333333332
-80.0,200.0,14.360439485692018
-80.0,250.0,17.499206331208907
-80.0,300.0,20.698899595013366
-80.0,350.0,23.935097428021635
-80.0,400.0,27.194770739161534
-80.0,450.0,30.470386352070502
-80.0,500.0,33.75730373645908
-30.0,-500.0,33.39327943031517
-30.0,-450.0,30.066592756745816
-30.0,-400.0,26.74156149350879
-30.0,-350.0,23.41889076033371
-30.0,-300.0,20.09975124224178
-30.0,-250.0,16.78623774935222
-30.0,-200.0,13.482498944104465
-30.0,-150.0,10.198039027185569
-30.0,-100.0,6.960204339273704
-30.0,-50.0,3.8873012632302024
-30.0,0.0,2.0
-30.0,50.0,3.8873012632302024
-30.0,100.0,6.960204339273704
-30.0,150.0,10.198039027185569
-30.0,200.0,13.482498944104465
-30.0,250.0,16.78623774935222
-30.0,300.0,20.09975124224178
-30.0,350.0,23.41889076033371
-30.0,400.0,26.74156149350879
-30.0,450.0,30.066592756745816
-30.0,500.0,33.39327943031517
20.0,-500.0,33.359989341858125
20.0,-450.0,30.02961501214722
20.0,-400.0,26.699979192667733
20.0,-350.0,23.371397523944122
20.0,-300.0,20.044395171163877
20.0,-250.0,16.71991493864593
20.0,-200.0,13.39983416149453
20.0,-150.0,10.088497300281038
20.0,-100.0,6.7986926847903835
20.0,-50.0,3.5901098714230044
20.0,0.0,1.3333333333333321
20.0,50.0,3.5901098714230044
20.0,100.0,6.7986926847903835
20.0,150.0,10.088497300281038
20.0,200.0,13.39983416149453
20.0,250.0,16.71991493864593
20.0,300.0,20.044395171163877
20.0,350.0,23.371397523944122
20.0,400.0,26.699979192667733
20.0,450.0,30.02961501214722
20.0,500.0,33.359989341858125
70.0,-500.0,33.658414830304885
70.0,-450.0,30.3607934312952
70.0,-400.0,27.07192067232929
70.0,-350.0,23.79542439676631
70.0,-300.0,20.53722906766582
70.0,-250.0,17.307673314329552
70.0,-200.0,14.126413400278071
70.0,-150.0,11.035296904831235
70.0,-100.0,8.137703743822476
70.0,-50.0,5.7348835113617564
70.0,0.0,4.666666666666671
70.0,50.0,5.7348835113617564
70.0,100.0,8.137703743822476
70.0,150.0,11.035296904831235
70.0,200.0,14.126413400278071
70.0,250.0,17.307673314329552
70.0,300.0,20.53722906766582
70.0,350.0,23.79542439676631
70.0,400.0,27.07192067232929
70.0,450.0,30.3607934312952
70.0,500.0,33.658414830304885
120.0,-500.0,34.27989368581983
120.0,-450.0,31.04834939252005
120.0,-400.0,27.840817357094817
120.0,-350.0,24.66666666666665
120.0,-300.0,21.540659228538015
120.0,-250.0,18.487232831816055
120.0,-200.0,15.54920505292081
120.0,-150.0,12.806248474865697
120.0,-100.0,10.413666234542209
120.0,-50.0,8.666666666666668
120.0,0.0,8.0
120.0,50.0,8.666666666666668
120.0,100.0,10.413666234542209
120.0,150.0,12.806248474865697
120.0,200.0,15.54920505292081
120.0,250.0,18.487232831816055
120.0,300.0,21.540659228538015
120.0,350.0,24.66666666666665
120.0,400.0,27.840817357094817
120.0,450.0,31.04834939252005
120.0,500.0,34.27989368581983
170.0,-500.0,35.2073224706957
170.0,-450.0,32.06936925548185
170.0,-400.0,28.975085082800994
170.0,-350.0,25.94010194445828
170.0,-300.0,22.987919532755562
170.0,-250.0,20.154955277107963
170.0,-200.0,17.499206331208928
170.0,-150.0,15.114378731672852
170.0,-100.0,13.148721948877357
170.0,-50.0,11.81336343111291
170.0,0.0,11.333333333333343
170.0,50.0,11.81336343111291
170.0,100.0,13.148721948877357
170.0,150.0,15.114378731672852
170.0,200.0,17.499206331208928
170.0,250.0,20.154955277107963
170.0,300.0,22.987919532755562
170.0,350.0,25.94010194445828
170.0,400.0,28.975085082800994
170.0,450.0,32.06936925548185
170.0,500.0,35.2073224706957
220.0,-500.0,36.41733408999375
220.0,-450.0,33.39327943031518
220.0,-400.0,30.433899228035553
220.0,-350.0,27.56003547812583
220.0,-300.0,24.801433650317694
220.0,-250.0,22.201101073795606
220.0,-200.0,19.821424996424675
220.0,-150.0,17.751369274259122
220.0,-100.0,16.110727964792755
220.0,-50.0,15.040685563571294
220.0,0.0,14.666666666666657
220.0,50.0,15.040685563571294
220.0,100.0,16.110727964792755
220.0,150.0,17.751369274259122
220.0,200.0,19.821424996424675
220.0,250.0,22.201101073795606
220.0,300.0,24.801433650317694
220.0,350.0,27.56003547812583
220.0,400.0,30.433899228035553
220.0,450.0,33.39327943031518
220.0,500.0,36.41733408999375
270.0,-500.0,37.88286038713431
270.0,-450.0,34.9857113690718
270.0,-400.0,32.173142698703096
270.0,-350.0,29.469381473733776
270.0,-300.0,26.90724809414742
270.0,-250.0,24.531159323965458
270.0,-200.0,22.40039682188193
270.0,-150.0,20.591260281974
270.0,-100.0,19.194906731850626
270.0,-50.0,18.306040290327974
270.0,0.0,18.0
270.0,50.0,18.306040290327974
270.0,100.0,19.194906731850626
270.0,150.0,20.591260281974
270.0,200.0,22.40039682188193
270.0,250.0,24.531159323965458
270.0,300.0,26.90724809414742
270.0,350.0,29.469381473733776
270.0,400.0,32.173142698703096
270.0,450.0,34.9857113690718
270.0,500.0,37.88286038713431
320.0,-500.0,39.57552554574886
320.0,-450.0,36.811833846076055
320.0,-400.0,34.149995932975195
320.0,-350.0,31.615748537011644
320.0,-300.0,29.242282932615066
320.0,-250.0,27.07192067232925
320.0,-200.0,25.157283018817598
320.0,-150.0,23.56079606276304
320.0,-100.0,22.350739485653598
320.0,-50.0,21.592179654268843
320.0,0.0,21.333333333333314
320.0,50.0,21.592179654268843
320.0,100.0,22.350739485653598
320.0,150.0,23.56079606276304
320.0,200.0,25.157283018817598
320.0,250.0,27.07192067232925
320.0,300.0,29.242282932615066
320.0,350.0,31.615748537011644
320.0,400.0,34.149995932975195
320.0,450.0,36.811833846076055
320.0,500.0,39.57552554574886
370.0,-500.0,41.46752410689063
370.0,-450.0,38.8386977696787
370.0,-400.0,36.32568726886743
370.0,-350.0,33.95421754199158
370.0,-300.0,31.75601430350549
370.0,-250.0,29.769484749021487
370.0,-200.0,28.03965445975081
370.0,-150.0,26.616619703569523
370.0,-100.0,25.55169052898242
370.0,-50.0,24.890872936792643
370.0,0.0,24.666666666666686
370.0,50.0,24.890872936792643
370.0,100.0,25.55169052898242
370.0,150.0,26.616619703569523
370.0,200.0,28.03965445975081
370.0,250.0,29.769484749021487
370.0,300.0,31.75601430350549
370.0,350.0,33.95421754199158
370.0,400.0,36.32568726886743
370.0,450.0,38.8386977696787
370.0,500.0,41.46752410689063
420.0,-500.0,43.532873912838674
420.0,-450.0,41.036569057366385
420.0,-400.0,38.66666666666668
420.0,-350.0,36.447831820897704
420.0,-300.0,34.40930106817051
420.0,-250.0,32.584931759599826
420.0,-200.0,31.01254226563469
420.0,-150.0,29.732137494637012
420.0,-100.0,28.782710859897204
420.0,-50.0,28.1977146434088
420.0,0.0,28.0
420.0,50.0,28.1977146434088
420.0,100.0,28.782710859897204
420.0,150.0,29.732137494637012
420.0,200.0,31.01254226563469
420.0,250.0,32.584931759599826
420.0,300.0,34.40930106817051
420.0,350.0,36.447831820897704
420.0,400.0,38.66666666666668
420.0,450.0,41.036569057366385
420.0,500.0,43.532873912838674
470.0,-500.0,45.74810257146067
470.0,-450.0,43.37946262665982
470.0,-400.0,41.14473099789193
470.0,-350.0,39.066894197289606
470.0,-300.0,37.17227162520172
470.0,-250.0,35.49021774454975
470.0,-200.0,34.052247437659005
470.0,-150.0,32.89039035611734
470.0,-100.0,32.03470340462388
470.0,-50.0,31.510139461590576
470.0,0.0,31.333333333333314
470.0,50.0,31.510139461590576
470.0,100.0,32.03470340462388
470.0,150.0,32.89039035611734
470.0,200.0,34.052247437659005
470.0,250.0,35.49021774454975
470.0,300.0,37.17227162520172
470.0,350.0,39.066894197289606
470.0,400.0,41.14473099789193
470.0,450.0,43.37946262665982
470.0,500.0,45.74810257146067
520.0,-500.0,48.092503458323826
520.0,-450.0,45.84514999187787
520.0,-400.0,43.73658524495129
520.0,-350.0,41.78782385123952
520.0,-300.0,40.02221605280971
520.0,-250.0,38.46499129800443
520.0,-200.0,37.142368739157675
520.0,-150.0,36.080157673959505
520.0,-100.0,35.30187278632996
520.0,-50.0,34.82655436429062
520.0,0.0,34.666666666666686
520.0,50.0,34.82655436429062
520.0,100.0,35.30187278632996
520.0,150.0,36.080157673959505
520.0,200.0,37.142368739157675
520.0,250.0,38.46499129800443
520.0,300.0,40.02221605280971
520.0,350.0,41.78782385123952
520.0,400.0,43.73658524495129
520.0,450.0,45.84514999187787
520.0,500.0,48.092503458323826
570.0,-500.0,50.548106899379626
570.0,-450.0,48.41487374764082
570.0,-400.0,46.423174289476506
570.0,-350.0,44.59197735517504
570.0,-300.0,42.941821107167776
570.0,-250.0,41.49431018558782
570.0,-200.0,40.27130216143722
570.0,-150.0,39.293765408777
570.0,-100.0,38.5803634566141
570.0,-50.0,38.145918669119915
570.0,0.0,38.0
570.0,50.0,38.145918669119915
570.0,100.0,38.5803634566141
570.0,150.0,39.293765408777
570.0,200.0,40.27130216143722
570.0,250.0,41.49431018558782
570.0,300.0,42.941821107167776
570.0,350.0,44.59197735517504
570.0,400.0,46.423174289476506
570.0,450.0,48.41487374764082
570.0,500.0,50.548106899379626
620.0,-500.0,53.099487337973024
620.0,-450.0,51.072932600786174
620.0,-400.0,49.18897798852462
620.0,-350.0,47.464606696873524
620.0,-300.0,45.91780095392687
620.0,-250.0,44.567053102288746
620.0,-200.0,43.430659933072924
620.0,-150.0,42.52580915684553
620.0,-100.0,41.86751591495359
620.0,-50.0,41.467524106890664
620.0,0.0,41.33333333333337
620.0,50.0,41.467524106890664
