,Year,Month,Day,Trial,Ablation,Darkness,Flow,Fish,Tailbeat_Num,X,Y,Heading,Speed,TB_Frequency,Fish_Length
0,2022,06,10,08,N,N,0,individual1,0,1913.0329075863488,1005.9880049856085,28.508111602512688,1.5133097620587486,0.8450704225352114,0.8450704225352114
1,2022,06,10,08,N,N,0,individual1,1,1836.8010575143915,990.9872822008634,97.90784431112802,1.7914535262882798,0.8450704225352114,0.8450704225352114
2,2022,06,10,08,N,N,0,individual1,2,1766.8546528063323,915.9921746504934,156.86052363626328,1.149622512476004,0.8450704225352114,0.8450704225352114
3,2022,06,10,08,N,N,0,individual1,3,1701.0694194592927,888.3928351151316,174.74036970326245,1.6306397720618875,2.201630837657524,2.201630837657524
4,2022,06,10,08,N,N,0,individual1,4,1560.1957815069902,880.1152407997533,176.52564348245423,2.979046203981192,5.708502024291498,5.708502024291498
5,2022,06,10,08,N,N,0,individual1,5,1378.3357126336348,890.2276579204358,175.35164110818906,2.910766170704936,4.291497975708502,4.291497975708502
6,2022,06,10,08,N,N,0,individual1,6,1218.7490298622533,916.8290051912006,168.32125608689373,2.3832177243177672,3.8157894736842106,3.8157894736842106
7,2022,06,10,08,N,N,0,individual1,7,1073.7857633891858,928.7890785618832,172.86160885666754,2.6542299034051346,4.680451127819549,4.680451127819549
8,2022,06,10,08,N,N,0,individual1,8,902.1214503238076,939.5934930098684,174.9292040694705,2.8924785863755207,4.2857142857142865,4.2857142857142865
9,2022,06,10,08,N,N,0,individual1,9,738.8654592413651,936.5150788959704,176.53354517992122,2.448794397298625,3.533834586466165,3.533834586466165
10,2022,06,10,08,N,N,0,individual1,10,600.9085211502878,940.5260587993421,172.33589064534326,2.1423642814768473,3.6842105263157894,3.6842105263157894
11,2022,06,10,08,N,N,0,individual1,11,465.81322760331005,945.1256264134457,171.00685222125048,2.4690205646711614,3.8157894736842106,3.8157894736842106
12,2022,06,10,08,N,N,0,individual1,12,345.3397152549342,962.7505718030428,166.14750044874907,1.2472504696956994,2.5,2.5
13,2022,06,10,08,N,N,0,individual1,13,305.2798622532895,973.9954416375411,159.96009691474185,0.6037912305619895,4.643962848297214,4.643962848297214
14,2022,06,10,08,N,N,0,individual1,14,378.73278969212583,979.5774311266447,124.82728521344002,1.7537650504573217,1.7647058823529413,1.7647058823529413
0,2022,06,10,08,N,N,0,individual2,0,1037.603261847245,937.4652228104441,71.12919902731795,1.731009692237215,2.3076923076923075,2.3076923076923075
1,2022,06,10,08,N,N,0,individual2,1,1018.8619545384457,957.4808092619244,97.64232467806227,3.4989708611505543,2.338056680161943,2.338056680161943
2,2022,06,10,08,N,N,0,individual2,2,1088.8875732421875,940.6278011924342,35.212182766585364,4.159275444399557,2.5,2.5
3,2022,06,10,08,N,N,0,individual2,3,1167.3413214432567,952.1363396895559,24.6845662180975,0.8547961679445591,3.4210526315789473,3.4210526315789473
4,2022,06,10,08,N,N,0,individual2,4,1235.7429520456415,931.2833187705592,10.641839722715966,2.14699826922541,4.473684210526316,4.473684210526316
5,2022,06,10,08,N,N,0,individual2,5,1367.3715563322369,933.1595972964639,10.002816614902516,2.2317217815496435,3.947368421052631,3.947368421052631
6,2022,06,10,08,N,N,0,individual2,6,1499.6808246813323,936.9088584498355,8.176222632914177,2.4419760338617453,4.473684210526316,4.473684210526316
7,2022,06,10,08,N,N,0,individual2,7,1656.7530389083058,947.3826743678043,10.718633394887524,2.838584742572153,5.421052631578948,5.421052631578948
8,2022,06,10,08,N,N,0,individual2,8,1847.7685932360198,949.9688238846628,5.594147502338206,3.512551296207686,5.142857142857142,5.142857142857142
9,2022,06,10,08,N,N,0,individual2,9,2054.9394210012338,942.353515625,1.5360524213496518,3.1688861054213886,3.383458646616541,3.383458646616541
10,2022,06,10,08,N,N,0,individual2,10,2193.5045872738488,968.1827938682154,19.627452457796377,1.3946013425962414,1.8596491228070178,1.8596491228070178
11,2022,06,10,08,N,N,0,individual2,11,2152.742611533717,966.7426950555099,62.617014217958854,1.1473425631151177,1.333333333333333,1.333333333333333
12,2022,06,10,08,N,N,0,individual2,12,2118.842837685033,961.6357164884869,90.93631635343296,0.6688109052948561,1.333333333333333,1.333333333333333
13,2022,06,10,08,N,N,0,individual2,13,2090.5263543379933,958.7863351922286,107.76351780555648,1.0616229355528348,2.1538461538461537,2.1538461538461537
14,2022,06,10,08,N,N,0,individual2,14,2101.6510202508225,953.4473523591694,82.74942011291576,0.8863856967585036,2.635627530364373,2.635627530364373
0,2022,06,10,08,N,N,0,individual3,0,517.1953349866366,720.9423539011102,175.42326246163424,1.4050470162914048,4.105263157894737,4.105263157894737
1,2022,06,10,08,N,N,0,individual3,1,438.6319066097862,680.3405151367188,-160.82364524939305,2.207244139913841,3.7263157894736847,3.7263157894736847
2,2022,06,10,08,N,N,0,individual3,2,364.3809959010074,594.0851825914884,-136.74164816699854,1.7409510666125827,4.010526315789474,4.010526315789474
3,2022,06,10,08,N,N,0,individual3,3,338.4780048571135,487.5365841514186,-116.34509001405219,2.109077975194561,3.9473684210526314,3.9473684210526314
4,2022,06,10,08,N,N,0,individual3,4,345.3947336297286,380.4238618549548,-95.61729408599936,1.5280106720441136,3.0,3.0
5,2022,06,10,08,N,N,0,individual3,5,351.35985846268505,287.55741962633635,-91.08816084915304,1.5909531477931906,3.9078947368421053,3.9078947368421053
6,2022,06,10,08,N,N,0,individual3,6,355.3095365825452,199.65565490722656,-91.0661597214963,1.3388029191932755,4.02327935222672,4.02327935222672
