,Year,Month,Day,Trial,Tailbeat_Num,Ablation,Darkness,Flow,X_Center,Y_Center,X_SD,Y_SD,School_Polar,School_Speed,School_TB_Freq,NND,Area
0,2021,10,08,27,0,N,Y,0,943.3182593984963,437.30797368421054,1.1788852384355601,0.8224307795672466,0.31838544948841085,3.7029333727926907,3.077768363094581,1.5074401636331805,4.482679060520876
1,2021,10,08,27,1,N,Y,0,966.6749736842105,442.2250733082706,1.6206609960396028,0.8439459336884036,0.30893452273929256,4.014210944750465,1.84865891090351,1.4278527139462425,6.850017048031668
2,2021,10,08,27,2,N,Y,0,977.537356516291,462.84535839599,1.6183212763084303,0.811719448721143,0.22416590797322442,7.721904234873014,2.2161928165004974,1.48065016671658,7.061021289868608
3,2021,10,08,27,3,N,Y,0,933.8140721573934,480.11891830601513,1.292010511692982,0.8144183489550161,0.16743563224871547,9.987917710621575,2.0661282701974315,1.7236251501978843,4.223280306104422
4,2021,10,08,27,4,N,Y,0,933.7626842105265,497.77618170426075,1.034340024197408,0.7321919653882315,0.16965506254219986,1.3798736884248086,2.3866508368924735,1.6490048468415313,3.4038726646925173
5,2021,10,08,27,5,N,Y,0,948.882760651629,527.4085751879699,0.8976323361711215,0.6467668624135674,0.22140086256287245,0.8237083425991851,3.408199485232237,1.3760886713458647,2.2906352459232395
6,2021,10,08,27,6,N,Y,0,1014.6133790957392,551.2522641146616,1.2963819545846444,0.7522027425524084,0.3052373778941254,5.8544858707653225,2.329639830413824,1.8717465672262055,3.404160232955949
7,2021,10,08,27,7,N,Y,0,991.3662105263157,573.2072631578949,1.006215287241175,0.5317654870092106,0.27182604990350456,0.5772844462010926,2.565339784868871,1.1896472618536755,2.5962391418490918
8,2021,10,08,27,8,N,Y,0,1023.6952443609022,586.7710664160401,1.1643369306342133,0.49480523354610423,0.33827021299594673,2.2391277200685606,2.4321989764681438,1.3811829340240647,3.0242165337508182
9,2021,10,08,27,9,N,Y,0,1068.0037499421053,598.5109521486215,1.2753669243039734,0.5191950919199332,0.40579532850043026,1.9793379983094774,2.8041563699799394,1.4842052564517085,3.385761208007703
10,2021,10,08,27,10,N,Y,0,1117.681037593985,607.0890363408522,1.3542777476601766,0.531371119459522,0.5471441094389725,1.2323849511903238,2.7922122553010036,1.4063907929986867,3.374752054897977
11,2021,10,08,27,11,N,Y,0,1212.5468260651628,589.6040518796993,1.397235597324522,0.5272408854702069,0.660350094952876,4.189532230559404,2.0494367466549446,1.748144670426256,3.3533685813762575
12,2021,10,08,27,12,N,Y,0,1300.9839829478947,570.9254101966667,1.494457315628487,0.5622307305798436,0.6120671901798229,6.696853260761558,2.059867308239358,2.1477524811263495,3.743700760425107
13,2021,10,08,27,13,N,Y,0,1331.4205128984963,555.4513654220552,1.511376277506633,0.5765219577175604,0.7095399064647103,3.887144543175674,2.5832070359356223,1.6361548903870635,4.037482626270639
14,2021,10,08,27,14,N,Y,0,1384.6124473684208,491.23198903508774,1.5183151277009481,0.7741451711113757,0.559082472707977,4.431130103440256,2.8176064167082506,1.4332374291002505,6.132279956105497
15,2021,10,08,27,15,N,Y,0,1410.630310150376,481.6695845864662,1.5667897192642566,0.7416008128110242,0.47814117818046376,1.3054828242663081,3.2736697149271357,0.9596534497609027,6.833965091645696
0,2021,08,03,07,0,Y,N,0,1159.797233592105,404.733216768515,1.6884047535322275,0.7471442670696156,0.3317488211330238,1.7207628040337883,2.168956043956044,1.5768491742354065,7.56177919598548
1,2021,08,03,07,1,Y,N,0,1176.2797914072682,391.84398067230575,1.6883546183762288,0.7349651258325383,0.28468628741921226,1.917476480050549,2.245227102618743,1.9264841209774881,6.446563218553275
2,2021,08,03,07,2,Y,N,0,1186.3712080751882,431.75799763374056,1.4944905762854048,0.8476595137974634,0.3563454922421972,1.2083949033717563,2.005879833869894,1.5793052768021936,6.827992206471964
3,2021,08,03,07,3,Y,N,0,1213.435325107143,451.583603393609,1.3674285009819114,0.8614092795046268,0.35099534128117676,0.7959110764145858,2.3661391482011744,1.2465660500673421,6.3164992554240245
4,2021,08,03,07,4,Y,N,0,1239.5974422302631,465.1454492282895,1.301757020564283,0.8825962319276207,0.37558275510346767,0.5664993682569457,2.2404912569290314,0.9852939802126247,6.133721070561413
5,2021,08,03,07,5,Y,N,0,1260.5565000000004,487.3346620151316,1.3074724514154732,0.8060991843617659,0.4445266666382343,0.5003064321762383,2.055758819442982,0.8292531645547994,5.089532692822774
6,2021,08,03,07,6,Y,N,0,1262.5799872631578,497.90834421052625,1.3219361587027247,0.8244853462243781,0.21098782749015302,0.27675303939866663,2.2279358919027725,0.8295751381477513,5.073759406965297
7,2021,08,03,07,7,Y,N,0,1249.144427631579,502.78667105263156,1.4159347030001599,0.9016905900358907,0.10023332917864397,0.3758489296885995,3.0193670822224385,0.8932009973691547,6.229009081271698
8,2021,08,03,07,8,Y,N,0,1237.4692445122182,503.80390225563906,1.542701487026789,0.9616589816907535,0.09143685021521092,0.684538624516331,2.5859554292596685,1.0089026766250253,7.180871288712802
9,2021,08,03,07,9,Y,N,0,1239.7727391256267,466.36809569990595,1.760033486914594,0.9873208410010472,0.15771716728449522,5.68952072058033,2.0128397183172346,1.8397701044709387,7.116827848791898
10,2021,08,03,07,10,Y,N,0,1221.1852652796995,465.12128684204265,1.6424571438651032,1.0279897323971656,0.13872622724342146,6.015816652610897,2.9235417100410723,1.5571691707729658,7.859226567305307
11,2021,08,03,07,11,Y,N,0,1241.4835072111844,457.1159515342105,1.9227424342555481,1.0180589315886364,0.2947540242612435,0.4691100072079467,2.436261486146243,0.8870067333040874,9.945000561089596
12,2021,08,03,07,12,Y,N,0,1235.9718044210526,427.6742815138158,2.065941704316613,1.03431959461621,0.38512655386487066,0.6536862327850246,2.1979458020163136,1.105306048102512,11.153785934410989
13,2021,08,03,07,13,Y,N,0,1219.5478927302636,393.7541842105263,2.2264774098760713,1.050827267209604,0.5002843190724695,0.5747618539496682,2.3841367704674714,1.1290399128245083,11.929087961184317
14,2021,08,03,07,14,Y,N,0,1202.567572368421,368.8142565789474,2.359399481199201,0.9833180970848477,0.46208997770115695,0.5837674481249289,2.117741729726795,1.1264914182888617,11.687675085345987
15,2021,08,03,07,15,Y,N,0,1204.4196196578946,354.7908847956767,2.427069305745749,0.8946056628153961,0.4516398295195511,1.110518061392216,2.1598927827639405,1.329743517521593,10.66400130108394
16,2021,08,03,07,16,Y,N,0,1194.932819601504,344.72389650075183,2.4088711758951336,0.8515866753728991,0.3074351605592198,1.3385432298034445,4.323908662551842,1.4805584953047548,9.54502827651352
0,2021,10,08,26,0,N,Y,0,1288.7889586393483,404.06544958549495,1.8439745191651282,1.3023508846273066,0.1245734705702678,7.156721302944675,2.4277506166051053,2.1734486004884146,13.807305279938012
1,2021,10,08,26,1,N,Y,0,1348.3385121528825,386.18258025037596,1.867189833878874,1.2692390372221467,0.24849470927768275,9.658408809601747,2.5991989743415522,1.6777944429684142,12.472853368970078
2,2021,10,08,26,2,N,Y,0,1293.8039680451127,396.4180347744361,1.988283318492305,1.2111350866760164,0.3112674193011486,4.885850182502087,2.792275750983181,2.1574471504741726,12.841108436074581
3,2021,10,08,26,3,N,Y,0,1263.4809539473686,394.01158740601505,1.9935876818069185,1.139406846096528,0.40067597111516745,1.125279966492397,3.1676108029023964,2.037730666090836,12.71294500752758
4,2021,10,08,26,4,N,Y,0,1217.1413750000002,379.32699342105263,2.0096150637423706,1.096761368281876,0.4865261936423658,0.712751835121045,2.8755543131544274,1.5754021577094175,12.84787940426518
5,2021,10,08,26,5,N,Y,0,1169.3426842105262,371.2393815789474,2.122587414713098,1.020447843912601,0.5547636995843825,0.9206880003352199,2.997925272667835,1.4476697857887109,12.511419390644187
6,2021,10,08,26,6,N,Y,0,1111.4055065789476,360.19140789473687,2.179628773717327,0.9712090605387982,0.6089491464411022,0.9378824407161904,2.4557734032999,1.3214319563031747,11.887863723456372
7,2021,10,08,26,7,N,Y,0,1040.7367687969925,372.79802349624055,2.272804667317972,0.908982372570219,0.5508475360390183,2.88671032567977,2.1562117413579234,1.560307534261362,10.586082792987023
8,2021,10,08,26,8,N,Y,0,1011.2969652255639,344.48937781954885,2.2457599808854694,0.8524530586520185,0.5746127340097956,2.7901106591823353,3.0920275019602825,1.5868120923897735,10.859066216351975
9,2021,10,08,26,9,N,Y,0,987.247427631579,374.31504605263154,2.082424838255961,0.9456056987006818,0.4885050402704585,0.6422684363021357,2.4112827569767075,1.2433226091103062,11.409933019775874
10,2021,10,08,26,10,N,Y,0,1000.7519219924811,431.265507518797,1.989738092493842,0.8778153478465313,0.3774224839183751,1.3560566921242476,4.668516859306333,1.7130447986626145,9.811085042656037
11,2021,10,08,26,11,N,Y,0,1010.2172697368422,443.0286240601504,1.757594261065028,0.8707323226011575,0.15819387866165086,3.4085888838034717,5.7026125151125155,1.740326529232651,8.812772749513588
12,2021,10,08,26,12,N,Y,0,976.3048016917295,419.5803684210526,1.7015647622640153,0.9183715325679254,0.1666098151701656,6.885960804340243,5.741550582511681,1.3079071298246487,9.537120730969818
0,2020,07,28,11,0,N,N,0,1250.5896578947365,492.05278947368424,2.310546578401677,0.9754689425970529,0.2221585136782547,0.48332026638295106,2.960721030627857,0.8359998619111175,7.479180635690679
1,2020,07,28,11,1,N,N,0,1191.0635977443608,532.3802828947369,2.333807676795743,0.975397200690691,0.3070203241175287,2.4424124662197397,1.6780222984250326,1.2120802457861455,7.3350217934928645
2,2020,07,28,11,2,N,N,0,1143.7312597293233,568.92926132406,2.3370275911323457,1.0169726623892124,0.3115976086348017,4.034264781977317,1.6027232896668844,1.5197592531510218,7.714949826240582
3,2020,07,28,11,3,N,N,0,1168.786847744361,575.2907593984961,2.1630006196097646,1.1277220361124716,0.19069328077002753,7.687616793263514,2.062161977662297,1.2414164404889072,8.33096838549463
4,2020,07,28,11,4,N,N,0,1172.0293439849625,569.7331315789475,1.842845318073078,1.1906725328100993,0.1375587591914875,2.658209292055463,2.1556199549177193,1.1533280412997922,7.279365643823713
5,2020,07,28,11,5,N,N,0,1180.0470000000003,566.3355263157894,1.4860877668813048,1.1314516142854794,0.1279390006168316,0.2650925692071972,2.2485230184475036,1.0343115081976528,5.703877198001076
6,2020,07,28,11,6,N,N,0,1188.3272500000003,559.3833157894736,1.2485945861819827,1.1226612844521335,0.13077720523196223,0.40558461383526806,1.8862975595546576,1.0402306503778138,5.637133034101939
7,2020,07,28,11,7,N,N,0,1206.9401447368418,567.6149276315789,1.1041133962814422,1.0676032491244938,0.02422962446664954,0.393317733322645,2.6699447093870834,0.9899295509856585,5.797721907323545
8,2020,07,28,11,8,N,N,0,1240.6686578947367,567.3804276315789,1.0665942188379203,1.0272751686668804,0.10402729311164804,0.7988063875383664,3.256563190479686,0.8680761230278238,5.7342106638835935
9,2020,07,28,11,9,N,N,0,1290.2043745563913,556.6791392428571,1.2297187261487583,0.9904171370155904,0.2251409870919388,1.4688420543162921,2.348538206702966,1.0412857876179398,6.748589940178713
10,2020,07,28,11,10,N,N,0,1350.8367672434208,546.6005369678571,1.521359044910942,0.9291817684985364,0.28466273402758707,3.084206766784304,2.433591584842845,1.3224311215967024,8.035692812478445
11,2020,07,28,11,11,N,N,0,1411.643437969925,542.7947293233084,1.7162797510628063,0.877019253753479,0.34541754579250766,1.4177964386821973,2.196688004528908,1.2712322677973875,8.797896752834765
12,2020,07,28,11,12,N,N,0,1469.5021941353384,562.0180725110275,1.9741387911717594,0.8686039247747915,0.3691996390019941,4.3501377582757,1.9286535602496138,1.6534162803894896,9.26419419195217
13,2020,07,28,11,13,N,N,0,1504.4497819548872,582.059947368421,2.23998381469159,0.8652603474059354,0.30128158479393624,0.6119339680655128,1.9939252476717357,1.8931083957367754,9.413489885588591
14,2020,07,28,11,14,N,N,0,1507.330543466792,585.5845531153509,2.2566207456392022,0.9875500753516012,0.26063408947354505,3.075706230895767,1.909040908956942,1.459075977138849,11.081052169481401
