"","Year","Month","Day","Trial","Flow","Ablation","Darkness","Frame","Fish","X","Y","BL_X","BL_Y"
"1072",2020,7,28,10,"Still Water","No Ablation","Light",133,"8",1462.020435,245.1597989,7.57523541450777,1.2702580253886
"1073",2020,7,28,10,"Still Water","No Ablation","Light",134,"1",1622.551014,543.6760176,8.40700007253886,2.81697418445596
"1074",2020,7,28,10,"Still Water","No Ablation","Light",134,"2",1571.060288,247.8822241,8.14020874611399,1.28436385544041
"1075",2020,7,28,10,"Still Water","No Ablation","Light",134,"3",1352.481112,333.3637555,7.00767415544041,1.72727334455959
"1076",2020,7,28,10,"Still Water","No Ablation","Light",134,"4",1756.794749,302.4230153,9.10256346632124,1.56695862849741
"1077",2020,7,28,10,"Still Water","No Ablation","Light",134,"5",1284.867525,601.2493611,6.65734468911917,3.11528166373057
"1078",2020,7,28,10,"Still Water","No Ablation","Light",134,"6",1237.167983,746.7503674,6.41019680310881,3.8691728880829
"1079",2020,7,28,10,"Still Water","No Ablation","Light",134,"7",1088.211443,456.1396653,5.63840125906736,2.36341795492228
"1080",2020,7,28,10,"Still Water","No Ablation","Light",134,"8",1460.376268,239.8745213,7.56671641450777,1.24287316735751
"1081",2020,7,28,10,"Still Water","No Ablation","Light",135,"1",1629.130327,537.859515,8.44108977720207,2.78683686528497
"1082",2020,7,28,10,"Still Water","No Ablation","Light",135,"2",1572.349429,241.8952009,8.14688823316062,1.25334300984456
"1083",2020,7,28,10,"Still Water","No Ablation","Light",135,"3",1356.814734,333.3744273,7.03012815544041,1.7273286388601
"1084",2020,7,28,10,"Still Water","No Ablation","Light",135,"4",1757.854224,301.9822654,9.10805297409326,1.56467495025907
"1085",2020,7,28,10,"Still Water","No Ablation","Light",135,"5",1291.970168,601.2205151,6.69414594818653,3.11513220259067
"1086",2020,7,28,10,"Still Water","No Ablation","Light",135,"6",1243.938866,746.7503674,6.4452790984456,3.8691728880829
"1087",2020,7,28,10,"Still Water","No Ablation","Light",135,"7",1092.15279,459.3939435,5.65882274611399,2.3802795
"1088",2020,7,28,10,"Still Water","No Ablation","Light",135,"8",1458.846138,238.3916749,7.55878827979275,1.2351900253886
"1089",2020,7,28,10,"Still Water","No Ablation","Light",136,"1",1634.843986,529.8163579,8.47069422797927,2.7451624761658
"1090",2020,7,28,10,"Still Water","No Ablation","Light",136,"2",1573.904165,238.3643832,8.15494386010363,1.23504861761658
"1091",2020,7,28,10,"Still Water","No Ablation","Light",136,"3",1357.639363,333.5607315,7.03440084455959,1.72829394559585
"1092",2020,7,28,10,"Still Water","No Ablation","Light",136,"4",1758.576974,299.1481458,9.11179779274612,1.54999039274611
"1093",2020,7,28,10,"Still Water","No Ablation","Light",136,"5",1298.798019,601.152758,6.72952341450777,3.11478112953368
"1094",2020,7,28,10,"Still Water","No Ablation","Light",136,"6",1250.549162,746.7503674,6.47952933678757,3.8691728880829
"1095",2020,7,28,10,"Still Water","No Ablation","Light",136,"7",1096.4618,460.245295,5.68114922279793,2.38469064766839
"1096",2020,7,28,10,"Still Water","No Ablation","Light",136,"8",1457.447339,237.2699944,7.55154061658031,1.22937820932642
"1097",2020,7,28,10,"Still Water","No Ablation","Light",137,"1",1637.935026,522.4616885,8.48670997927461,2.70705538082902
"1098",2020,7,28,10,"Still Water","No Ablation","Light",137,"2",1575.555412,237.5956767,8.16349954404145,1.23106568238342
"1099",2020,7,28,10,"Still Water","No Ablation","Light",137,"3",1360.855255,336.7483363,7.05106349740933,1.74481003264249
"1100",2020,7,28,10,"Still Water","No Ablation","Light",137,"4",1759.331209,294.7493811,9.11570574611399,1.52719886580311
"1101",2020,7,28,10,"Still Water","No Ablation","Light",137,"5",1305.464041,601.0305605,6.76406238860104,3.11414798186529
"1102",2020,7,28,10,"Still Water","No Ablation","Light",137,"6",1256.99482,746.4070681,6.51292652849741,3.86739413523316
"1103",2020,7,28,10,"Still Water","No Ablation","Light",137,"7",1101.030041,460.245295,5.70481886528497,2.38469064766839
"1104",2020,7,28,10,"Still Water","No Ablation","Light",137,"8",1456.197164,232.9589844,7.54506302590674,1.20704136994819
"1105",2020,7,28,10,"Still Water","No Ablation","Light",138,"1",1643.157318,517.7402508,8.51376848704663,2.68259197305699
"1106",2020,7,28,10,"Still Water","No Ablation","Light",138,"2",1577.083302,237.5144689,8.17141607253886,1.23064491658031
"1107",2020,7,28,10,"Still Water","No Ablation","Light",138,"3",1366.151416,341.8290423,7.07850474611399,1.77113493419689
"1108",2020,7,28,10,"Still Water","No Ablation","Light",138,"4",1760.409301,290.3528099,9.12129171502591,1.50441870414508
"1109",2020,7,28,10,"Still Water","No Ablation","Light",138,"5",1312.081198,600.8383935,6.7983481761658,3.11315229792746
"1110",2020,7,28,10,"Still Water","No Ablation","Light",138,"6",1263.318471,745.40681,6.54569155958549,3.8622114507772
"1111",2020,7,28,10,"Still Water","No Ablation","Light",138,"7",1105.143499,460.245295,5.72613211917098,2.38469064766839
"1112",2020,7,28,10,"Still Water","No Ablation","Light",138,"8",1455.112908,227.585747,7.53944511917098,1.17920076165803
"1113",2020,7,28,10,"Still Water","No Ablation","Light",139,"1",1649.082715,513.7151974,8.54447002590673,2.66173677409326
"1114",2020,7,28,10,"Still Water","No Ablation","Light",139,"2",1578.330497,234.5398448,8.17787822279793,1.21523235647668
"1115",2020,7,28,10,"Still Water","No Ablation","Light",139,"3",1371.22202,344.6709901,7.10477730569948,1.78586005233161
"1116",2020,7,28,10,"Still Water","No Ablation","Light",139,"4",1761.800281,287.2409588,9.12849886528497,1.48829512331606
"1117",2020,7,28,10,"Still Water","No Ablation","Light",139,"5",1318.762455,600.5607278,6.8329660880829,3.11171361554404
"1118",2020,7,28,10,"Still Water","No Ablation","Light",139,"6",1269.562745,736.8188922,6.57804531088083,3.81771446735751
"1119",2020,7,28,10,"Still Water","No Ablation","Light",139,"7",1108.838216,458.0342148,5.74527573056995,2.37323427357513
"1120",2020,7,28,10,"Still Water","No Ablation","Light",139,"8",1454.202636,223.8516755,7.53472868393782,1.15985324093264
"1121",2020,7,28,10,"Still Water","No Ablation","Light",140,"1",1653.176952,508.247076,8.56568368911917,2.6334045388601
"1122",2020,7,28,10,"Still Water","No Ablation","Light",140,"2",1579.389772,229.2765172,8.18336669430052,1.18796122901554
"1123",2020,7,28,10,"Still Water","No Ablation","Light",140,"3",1374.338476,345.2294193,7.12092474611399,1.78875346787565
"1124",2020,7,28,10,"Still Water","No Ablation","Light",140,"4",1763.417346,286.03332,9.13687744041451,1.48203792746114
"1125",2020,7,28,10,"Still Water","No Ablation","Light",140,"5",1325.592191,600.1820342,6.86835332124352,3.10975147253886
"1126",2020,7,28,10,"Still Water","No Ablation","Light",140,"6",1275.76565,729.3153637,6.61018471502591,3.77883608134715
"1127",2020,7,28,10,"Still Water","No Ablation","Light",140,"7",1112.337747,454.8439044,5.76340801554404,2.35670416787565
"1128",2020,7,28,10,"Still Water","No Ablation","Light",140,"8",1453.437508,221.0777326,7.53076429015544,1.14548047979275
"1129",2020,7,28,10,"Still Water","No Ablation","Light",141,"1",1656.811681,502.2676065,8.58451648186528,2.60242283160622
"1130",2020,7,28,10,"Still Water","No Ablation","Light",141,"2",1580.416433,224.2225181,8.18868618134715,1.16177470518135
"1131",2020,7,28,10,"Still Water","No Ablation","Light",141,"3",1374.929049,346.8193454,7.12398470984456,1.796991426943
"1132",2020,7,28,10,"Still Water","No Ablation","Light",141,"4",1765.173692,285.1962112,9.14597767875648,1.4777005761658
"1133",2020,7,28,10,"Still Water","No Ablation","Light",141,"5",1332.540438,599.6867838,6.90435460103627,3.10718540829016
"1134",2020,7,28,10,"Still Water","No Ablation","Light",141,"6",1281.946696,724.2418605,6.64221086010363,3.7525485
"1135",2020,7,28,10,"Still Water","No Ablation","Light",141,"7",1115.865648,450.8242331,5.78168729533679,2.33587685544041
"1136",2020,7,28,10,"Still Water","No Ablation","Light",141,"8",1452.779456,217.7397732,7.52735469430052,1.12818535336788
"1137",2020,7,28,10,"Still Water","No Ablation","Light",142,"1",1662.33503,497.4763025,8.61313487046632,2.57759742227979
"1138",2020,7,28,10,"Still Water","No Ablation","Light",142,"2",1581.612537,221.2738488,8.19488361139896,1.14649662590674
"1139",2020,7,28,10,"Still Water","No Ablation","Light",142,"3",1376.472166,348.0858602,7.13198013471503,1.80355367979275
"1140",2020,7,28,10,"Still Water","No Ablation","Light",142,"4",1766.982516,283.4626016,9.1553498238342,1.46871814300518
"1141",2020,7,28,10,"Still Water","No Ablation","Light",142,"5",1339.493643,599.0594471,6.94038156994819,3.10393495906736
"1142",2020,7,28,10,"Still Water","No Ablation","Light",142,"6",1288.120768,720.0635572,6.67420087046632,3.73089926010363
"1143",2020,7,28,10,"Still Water","No Ablation","Light",142,"7",1119.598309,446.5532898,5.80102750777202,2.31374761554404
"1144",2020,7,28,10,"Still Water","No Ablation","Light",142,"8",1452.190411,212.7977618,7.52430264766839,1.10257907668394
"1145",2020,7,28,10,"Still Water","No Ablation","Light",143,"1",1670.016508,494.5762727,8.6529352746114,2.5625713611399
"1146",2020,7,28,10,"Still Water","No Ablation","Light",143,"2",1583.367148,221.1036164,8.20397486010363,1.14561459274611
"1147",2020,7,28,10,"Still Water","No Ablation","Light",143,"3",1381.915978,349.6766581,7.16018641450777,1.81179615595855
"1148",2020,7,28,10,"Still Water","No Ablation","Light",143,"4",1768.832182,280.1433613,9.16493358549223,1.45152000673575
"1149",2020,7,28,10,"Still Water","No Ablation","Light",143,"5",1346.118239,598.2844953,6.9747059015544,3.09991966476684
"1150",2020,7,28,10,"Still Water","No Ablation","Light",143,"6",1294.302753,715.5863954,6.70623188082901,3.70770153056995
"1151",2020,7,28,10,"Still Water","No Ablation","Light",143,"7",1123.523457,444.7715143,5.82136506217617,2.30451561813471
"1152",2020,7,28,10,"Still Water","No Ablation","Light",143,"8",1451.632306,207.148102,7.5214109119171,1.07330622797927
"1153",2020,7,28,10,"Still Water","No Ablation","Light",144,"1",1670.016508,490.2850078,8.6529352746114,2.54033682797927
"1154",2020,7,28,10,"Still Water","No Ablation","Light",144,"2",1586.116081,221.1036164,8.21821803626943,1.14561459274611
"1155",2020,7,28,10,"Still Water","No Ablation","Light",144,"3",1387.10254,349.6766581,7.18705979274611,1.81179615595855
"1156",2020,7,28,10,"Still Water","No Ablation","Light",144,"4",1771.011725,276.002357,9.17622655440415,1.43006402590674
"1157",2020,7,28,10,"Still Water","No Ablation","Light",144,"5",1352.14456,597.3144392,7.0059303626943,3.09489346735751
"1158",2020,7,28,10,"Still Water","No Ablation","Light",144,"6",1300.507538,710.9793862,6.73838102590674,3.68383101658031
"1159",2020,7,28,10,"Still Water","No Ablation","Light",144,"7",1127.581649,444.3220403,5.84239196373057,2.3021867373057
"1160",2020,7,28,10,"Still Water","No Ablation","Light",144,"8",1451.067073,206.615434,7.51848224352332,1.07054629015544
"1161",2020,7,28,10,"Still Water","No Ablation","Light",145,"1",1670.290768,482.279219,8.65435631088083,2.49885605699482
"1162",2020,7,28,10,"Still Water","No Ablation","Light",145,"2",1590.107054,221.1036164,8.23889665284974,1.14561459274611
"1163",2020,7,28,10,"Still Water","No Ablation","Light",145,"3",1388.037358,349.7554076,7.19190340932643,1.81220418445596
"1164",2020,7,28,10,"Still Water","No Ablation","Light",145,"4",1773.885347,272.1667044,9.19111578756477,1.41019017823834
"1165",2020,7,28,10,"Still Water","No Ablation","Light",145,"5",1357.778562,595.9739508,7.03512208290155,3.08794793160622
"1166",2020,7,28,10,"Still Water","No Ablation","Light",145,"6",1306.747286,706.7152062,6.77071132642487,3.66173681968912
"1167",2020,7,28,10,"Still Water","No Ablation","Light",145,"7",1131.713448,442.4276288,5.86380024870466,2.29237113367876
"1168",2020,7,28,10,"Still Water","No Ablation","Light",145,"8",1450.456643,203.9873707,7.51531939378238,1.05692938186528
"1169",2020,7,28,10,"Still Water","No Ablation","Light",146,"1",1672.883728,476.0581176,8.66779133678756,2.46662237098446
"1170",2020,7,28,10,"Still Water","No Ablation","Light",146,"2",1594.835399,221.1036164,8.26339584974093,1.14561459274611
"1171",2020,7,28,10,"Still Water","No Ablation","Light",146,"3",1389.776411,351.1853789,7.20091404663212,1.81961336217617
"1172",2020,7,28,10,"Still Water","No Ablation","Light",146,"4",1773.885347,271.6871918,9.19111578756477,1.40770565699482
"1173",2020,7,28,10,"Still Water","No Ablation","Light",146,"5",1363.345105,594.0557423,7.0639642746114,3.07800902746114
"1174",2020,7,28,10,"Still Water","No Ablation","Light",146,"6",1313.023278,703.1181261,6.80322941968912,3.64309909896373
"1175",2020,7,28,10,"Still Water","No Ablation","Light",146,"7",1135.859411,438.5281779,5.88528192227979,2.27216672487047
"1176",2020,7,28,10,"Still Water","No Ablation","Light",146,"8",1449.762949,200.1756484,7.51172512435233,1.0371795253886
"1177",2020,7,28,10,"Still Water","No Ablation","Light",147,"1",1672.883728,474.8121653,8.66779133678756,2.46016665958549
"1178",2020,7,28,10,"Still Water","No Ablation","Light",147,"2",1599.608348,221.1036164,8.28812615544041,1.14561459274611
"1179",2020,7,28,10,"Still Water","No Ablation","Light",147,"3",1390.070357,351.5535281,7.20243708290155,1.82152087098446
"1180",2020,7,28,10,"Still Water","No Ablation","Light",147,"4",1773.885347,270.4551392,9.19111578756477,1.40132196476684
"1181",2020,7,28,10,"Still Water","No Ablation","Light",147,"5",1369.169047,591.3525259,7.09414013989637,3.06400272487047
"1182",2020,7,28,10,"Still Water","No Ablation","Light",147,"6",1319.33407,700.4753152,6.8359278238342,3.62940577823834
"1183",2020,7,28,10,"Still Water","No Ablation","Light",147,"7",1139.970771,435.8233109,5.90658430569948,2.25815186994819
"1184",2020,7,28,10,"Still Water","No Ablation","Light",147,"8",1448.947923,194.7494985,7.50750219170984,1.00906475906736
"1185",2020,7,28,10,"Still Water","No Ablation","Light",148,"1",1676.557646,468.8893497,8.68682718134715,2.42947849585492
"1186",2020,7,28,10,"Still Water","No Ablation","Light",148,"2",1603.854115,219.2940538,8.31012494818653,1.13623862072539
"1187",2020,7,28,10,"Still Water","No Ablation","Light",148,"3",1397.057206,352.7078981,7.23863837305699,1.8275020626943
"1188",2020,7,28,10,"Still Water","No Ablation","Light",148,"4",1773.780586,266.3371007,9.19057298445596,1.37998497772021
"1189",2020,7,28,10,"Still Water","No Ablation","Light",148,"5",1375.471479,588.1508919,7.12679522797928,3.04741394766839
"1190",2020,7,28,10,"Still Water","No Ablation","Light",148,"6",1325.678219,699.2379693,6.86879906217617,3.62299465958549
"1191",2020,7,28,10,"Still Water","No Ablation","Light",148,"7",1144.041449,434.3225671,5.9276759015544,2.25037599533679
"1192",2020,7,28,10,"Still Water","No Ablation","Light",148,"8",1447.973496,193.4694867,7.50245334715026,1.00243257357513
"1193",2020,7,28,10,"Still Water","No Ablation","Light",149,"1",1678.434601,461.2333866,8.69655233678756,2.38981029326425
"1194",2020,7,28,10,"Still Water","No Ablation","Light",149,"2",1607.484831,216.4230819,8.32893694818653,1.12136311865285
"1195",2020,7,28,10,"Still Water","No Ablation","Light",149,"3",1403.673447,352.7078981,7.27291941450777,1.8275020626943
"1196",2020,7,28,10,"Still Water","No Ablation","Light",149,"4",1766.000635,257.2167272,9.15026235751295,1.33272915647668
"1197",2020,7,28,10,"Still Water","No Ablation","Light",149,"5",1382.058411,587.6922838,7.16092440932642,3.04503773989637
"1198",2020,7,28,10,"Still Water","No Ablation","Light",149,"6",1332.021245,699.0739428,6.90166448186528,3.62214478134715
"1199",2020,7,28,10,"Still Water","No Ablation","Light",149,"7",1148.07604,433.3503332,5.94858051813471,2.24533851398964
"1200",2020,7,28,10,"Still Water","No Ablation","Light",149,"8",1446.741751,190.917884,7.49607124870466,0.989211834196891
"1201",2020,7,28,10,"Still Water","No Ablation","Light",150,"1",1680.043037,456.9725327,8.70488620207254,2.36773333005181
"1202",2020,7,28,10,"Still Water","No Ablation","Light",150,"2",1610.533608,213.1221899,8.34473372020725,1.10426005129534
"1203",2020,7,28,10,"Still Water","No Ablation","Light",150,"3",1405.842886,352.7078981,7.28416003108808,1.8275020626943
"1204",2020,7,28,10,"Still Water","No Ablation","Light",150,"4",1757.060062,251.1637595,9.10393814507772,1.30136662953368
"1205",2020,7,28,10,"Still Water","No Ablation","Light",150,"5",1388.63208,586.7129443,7.19498487046632,3.03996344196891
"1206",2020,7,28,10,"Still Water","No Ablation","Light",150,"6",1338.196508,698.9629004,6.93366066321243,3.62156943212435
"1207",2020,7,28,10,"Still Water","No Ablation","Light",150,"7",1152.079136,432.2309958,5.96932194818653,2.23953883834197
"1208",2020,7,28,10,"Still Water","No Ablation","Light",150,"8",1444.915378,188.3301373,7.4866081761658,0.975803820207254
"1209",2020,7,28,10,"Still Water","No Ablation","Light",151,"1",1683.538995,453.1131065,8.72299997409326,2.34773630310881
"1210",2020,7,28,10,"Still Water","No Ablation","Light",151,"2",1613.033558,209.9876837,8.35768682901555,1.0880190865285
"1211",2020,7,28,10,"Still Water","No Ablation","Light",151,"3",1406.117802,352.7098281,7.28558446632124,1.8275120626943
"1212",2020,7,28,10,"Still Water","No Ablation","Light",151,"4",1749.047399,249.9148646,9.06242175647668,1.29489567150259
"1213",2020,7,28,10,"Still Water","No Ablation","Light",151,"5",1394.894727,585.950251,7.22743381865285,3.03601166321243
"1214",2020,7,28,10,"Still Water","No Ablation","Light",151,"6",1344.004331,698.756653,6.96375301036269,3.62050079274611
"1215",2020,7,28,10,"Still Water","No Ablation","Light",151,"7",1156.05367,430.5179375,5.98991538860104,2.23066288860104
"1216",2020,7,28,10,"Still Water","No Ablation","Light",151,"8",1443.997574,183.4360749,7.48185271502591,0.950445983937824
"1217",2020,7,28,10,"Still Water","No Ablation","Light",152,"1",1689.90546,446.6525264,8.75598683937824,2.31426179481865
"1218",2020,7,28,10,"Still Water","No Ablation","Light",152,"2",1615.017792,207.6158693,8.36796783419689,1.07572989274611
"1219",2020,7,28,10,"Still Water","No Ablation","Light",152,"3",1407.780622,352.7098281,7.29420011398964,1.8275120626943
"1220",2020,7,28,10,"Still Water","No Ablation","Light",152,"4",1742.723125,242.1698866,9.02965349740933,1.25476625181347
"1221",2020,7,28,10,"Still Water","No Ablation","Light",152,"5",1400.643684,583.7422409,7.25722116062176,3.02457119637306
"1222",2020,7,28,10,"Still Water","No Ablation","Light",152,"6",1349.254092,696.376455,6.99095384455959,3.60816816062176
"1223",2020,7,28,10,"Still Water","No Ablation","Light",152,"7",1159.995928,428.680524,6.01034159585492,2.22114261139896
"1224",2020,7,28,10,"Still Water","No Ablation","Light",152,"8",1443.291949,179.4792934,7.478196626943,0.929944525388601
"1225",2020,7,28,10,"Still Water","No Ablation","Light",153,"1",1694.805592,442.6745503,8.78137612435233,2.29365051968912
"1226",2020,7,28,10,"Still Water","No Ablation","Light",153,"2",1616.519423,207.6158693,8.37574830569948,1.07572989274611
"1227",2020,7,28,10,"Still Water","No Ablation","Light",153,"3",1410.69983,357.0147794,7.30932554404145,1.84981750984456
"1228",2020,7,28,10,"Still Water","No Ablation","Light",153,"4",1738.36627,236.7848209,9.00707911917099,1.22686435699482
"1229",2020,7,28,10,"Still Water","No Ablation","Light",153,"5",1406.056668,582.0504143,7.28526770984456,3.01580525544041
"1230",2020,7,28,10,"Still Water","No Ablation","Light",153,"6",1353.791395,690.954879,7.0144631865285,3.58007709326425
"1231",2020,7,28,10,"Still Water","No Ablation","Light",153,"7",1163.900536,428.680524,6.0305727253886,2.22114261139896
"1232",2020,7,28,10,"Still Water","No Ablation","Light",153,"8",1443.133381,175.7843859,7.47737503108808,0.910799926943005
"1233",2020,7,28,10,"Still Water","No Ablation","Light",154,"1",1696.189346,442.575697,8.78854583419689,2.29313832642487
"1234",2020,7,28,10,"Still Water","No Ablation","Light",154,"2",1617.651616,207.6158693,8.38161459067357,1.07572989274611
"1235",2020,7,28,10,"Still Water","No Ablation","Light",154,"3",1413.890422,364.5993355,7.32585710880829,1.88911572797927
"1236",2020,7,28,10,"Still Water","No Ablation","Light",154,"4",1735.658112,233.1353903,8.99304721243523,1.20795539015544
"1237",2020,7,28,10,"Still Water","No Ablation","Light",154,"5",1411.406488,580.8843071,7.31298698445596,3.0097632492228
"1238",2020,7,28,10,"Still Water","No Ablation","Light",154,"6",1357.53289,684.3159758,7.03384917098446,3.54567863108808
"1239",2020,7,28,10,"Still Water","No Ablation","Light",154,"7",1167.762117,428.680524,6.05058091709845,2.22114261139896
"1240",2020,7,28,10,"Still Water","No Ablation","Light",154,"8",1443.133381,172.9549678,7.47737503108808,0.896139729533679
"1241",2020,7,28,10,"Still Water","No Ablation","Light",155,"1",1701.321464,433.9954842,8.81513711917098,2.24868126528497
"1242",2020,7,28,10,"Still Water","No Ablation","Light",155,"2",1618.847752,207.1750046,8.3878121865285,1.07344561968912
"1243",2020,7,28,10,"Still Water","No Ablation","Light",155,"3",1416.541263,364.9326246,7.33959203626943,1.89084261450777
"1244",2020,7,28,10,"Still Water","No Ablation","Light",155,"4",1734.130495,227.6622632,8.9851320984456,1.17959721865285
"1245",2020,7,28,10,"Still Water","No Ablation","Light",155,"5",1416.965954,580.5844636,7.34179250777202,3.00820965595855
"1246",2020,7,28,10,"Still Water","No Ablation","Light",155,"6",1360.643182,681.9043685,7.04996467357513,3.53318325647668
"1247",2020,7,28,10,"Still Water","No Ablation","Light",155,"7",1171.575298,428.9230923,6.07033833160622,2.22239944196891
"1248",2020,7,28,10,"Still Water","No Ablation","Light",155,"8",1441.258926,170.6727009,7.46766282901554,0.884314512435233
"1249",2020,7,28,10,"Still Water","No Ablation","Light",156,"1",1704.019214,428.3077276,8.82911509844559,2.2192110238342
"1250",2020,7,28,10,"Still Water","No Ablation","Light",156,"2",1620.621267,207.1750046,8.39700138341969,1.07344561968912
"1251",2020,7,28,10,"Still Water","No Ablation","Light",156,"3",1418.536695,374.5844404,7.34993106217617,1.94085202279793
"1252",2020,7,28,10,"Still Water","No Ablation","Light",156,"4",1733.31526,221.9134246,8.98090808290156,1.14981049015544
"1253",2020,7,28,10,"Still Water","No Ablation","Light",156,"5",1423.007876,580.5844636,7.37309780310881,3.00820965595855
"1254",2020,7,28,10,"Still Water","No Ablation","Light",156,"6",1363.348867,671.8163824,7.06398376683938,3.4809138984456
"1255",2020,7,28,10,"Still Water","No Ablation","Light",156,"7",1175.334703,428.9230923,6.08981711398964,2.22239944196891
"1256",2020,7,28,10,"Still Water","No Ablation","Light",156,"8",1438.75265,168.3887588,7.45467694300518,0.872480615544041
"1257",2020,7,28,10,"Still Water","No Ablation","Light",157,"1",1706.232165,421.5806366,8.84058116580311,2.18435563005181
"1258",2020,7,28,10,"Still Water","No Ablation","Light",157,"2",1623.285198,204.877732,8.41080413471503,1.06154265284974
"1259",2020,7,28,10,"Still Water","No Ablation","Light",157,"3",1420.2269,381.1088388,7.35868860103627,1.97465719585492
"1260",2020,7,28,10,"Still Water","No Ablation","Light",157,"4",1732.793112,217.8722406,8.97820265284974,1.12887171295337
"1261",2020,7,28,10,"Still Water","No Ablation","Light",157,"5",1429.62857,580.5844636,7.40740191709845,3.00820965595855
"1262",2020,7,28,10,"Still Water","No Ablation","Light",157,"6",1365.876538,670.3292419,7.07708050777202,3.47320850725389
"1263",2020,7,28,10,"Still Water","No Ablation","Light",157,"7",1179.034957,428.9230923,6.10898941450777,2.22239944196891
"1264",2020,7,28,10,"Still Water","No Ablation","Light",157,"8",1436.627265,165.5543153,7.44366458549223,0.857794379792746
"1265",2020,7,28,10,"Still Water","No Ablation","Light",158,"1",1709.879318,415.3974722,8.85947833160622,2.15231850880829
"1266",2020,7,28,10,"Still Water","No Ablation","Light",158,"2",1626.351001,200.6704822,8.42668912435233,1.03974343108808
"1267",2020,7,28,10,"Still Water","No Ablation","Light",158,"3",1423.129966,381.2249219,7.37373039378238,1.9752586626943
"1268",2020,7,28,10,"Still Water","No Ablation","Light",158,"4",1732.340213,214.1562847,8.97585602590673,1.10961805544041
"1269",2020,7,28,10,"Still Water","No Ablation","Light",158,"5",1436.218374,581.2582123,7.44154597927461,3.01170058186528
"1270",2020,7,28,10,"Still Water","No Ablation","Light",158,"6",1368.452792,661.0687387,7.09042897409326,3.4252266253886
"1271",2020,7,28,10,"Still Water","No Ablation","Light",158,"7",1182.670686,427.3703722,6.12782738860104,2.21435426010363
"1272",2020,7,28,10,"Still Water","No Ablation","Light",158,"8",1435.514157,162.0256122,7.4378971865285,0.839510944041451
"1273",2020,7,28,10,"Still Water","No Ablation","Light",159,"1",1715.507496,412.6158553,8.88863987564767,2.13790598601036
"1274",2020,7,28,10,"Still Water","No Ablation","Light",159,"2",1629.129734,196.5730848,8.44108670466321,1.01851339274611
"1275",2020,7,28,10,"Still Water","No Ablation","Light",159,"3",1429.055959,381.852347,7.40443502072539,1.97850956994819
"1276",2020,7,28,10,"Still Water","No Ablation","Light",159,"4",1731.781585,209.2478335,8.97296158031088,1.08418566580311
"1277",2020,7,28,10,"Still Water","No Ablation","Light",159,"5",1442.186969,581.7528571,7.47247134196891,3.01426350829016
"1278",2020,7,28,10,"Still Water","No Ablation","Light",159,"6",1371.425584,654.8193541,7.10583204145078,3.39284639430052
"1279",2020,7,28,10,"Still Water","No Ablation","Light",159,"7",1186.248168,424.4424557,6.14636356476684,2.19918370829016
"1280",2020,7,28,10,"Still Water","No Ablation","Light",159,"8",1435.153673,159.2791659,7.43602939378238,0.825280652331606
"1281",2020,7,28,10,"Still Water","No Ablation","Light",160,"1",1721.749939,408.8057514,8.92098413989637,2.11816451502591
"1282",2020,7,28,10,"Still Water","No Ablation","Light",160,"2",1631.095829,193.7333348,8.4512737253886,1.00379966217617
"1283",2020,7,28,10,"Still Water","No Ablation","Light",160,"3",1437.013301,382.0193818,7.44566477202073,1.97937503523316
"1284",2020,7,28,10,"Still Water","No Ablation","Light",160,"4",1730.942254,204.1430834,8.96861271502591,1.05773618341969
"1285",2020,7,28,10,"Still Water","No Ablation","Light",160,"5",1447.727384,581.7528571,7.50117815544041,3.01426350829016
"1286",2020,7,28,10,"Still Water","No Ablation","Light",160,"6",1375.628308,653.1236947,7.1276078134715,3.38406059430052
"1287",2020,7,28,10,"Still Water","No Ablation","Light",160,"7",1189.820301,421.2052403,6.16487202590674,2.18241057150259
"1288",2020,7,28,10,"Still Water","No Ablation","Light",160,"8",1435.063402,158.40132,7.43556166839378,0.820732227979275
"1289",2020,7,28,10,"Still Water","No Ablation","Light",161,"1",1726.761496,401.3434344,8.94695075647669,2.07949966010363
"1290",2020,7,28,10,"Still Water","No Ablation","Light",161,"2",1632.3772,191.819686,8.45791295336788,0.993884383419689
"1291",2020,7,28,10,"Still Water","No Ablation","Light",161,"3",1440.569235,381.852347,7.46408930051813,1.97850956994819
"1292",2020,7,28,10,"Still Water","No Ablation","Light",161,"4",1729.647243,199.3016336,8.9619028134715,1.03265095129534
"1293",2020,7,28,10,"Still Water","No Ablation","Light",161,"5",1453.140627,581.7528571,7.52922604663212,3.01426350829016
"1294",2020,7,28,10,"Still Water","No Ablation","Light",161,"6",1382.015722,652.2996903,7.16070322279793,3.37979114145078
"1295",2020,7,28,10,"Still Water","No Ablation","Light",161,"7",1193.451636,418.006188,6.18368723316062,2.16583517098446
"1296",2020,7,28,10,"Still Water","No Ablation","Light",161,"8",1434.760932,157.6270155,7.43399446632124,0.816720287564767
"1297",2020,7,28,10,"Still Water","No Ablation","Light",162,"1",1729.570729,398.1648915,8.96150636787565,2.06303052590674
"1298",2020,7,28,10,"Still Water","No Ablation","Light",162,"2",1633.265138,190.1307568,8.46251366839378,0.98513345492228
"1299",2020,7,28,10,"Still Water","No Ablation","Light",162,"3",1448.628778,381.852347,7.50584859067358,1.97850956994819
"1300",2020,7,28,10,"Still Water","No Ablation","Light",162,"4",1727.832317,194.8407048,8.95249905181347,1.00953733056995
