,Year,Month,Day,Trial,Ablation,Darkness,Flow,Fish,Tailbeat_Num,X_Distance,Y_Distance,Distance,Angle,Heading_Diff,Speed_Diff,Sync
0,2021,08,03,21,Y,N,0,individual1xindividual2,0,,0.1887976721843469,,,,,0.5745437570312686
1,2021,08,03,21,Y,N,0,individual1xindividual2,1,,0.18193550076356688,,,,,0.5745437570312686
2,2021,08,03,21,Y,N,0,individual1xindividual2,2,,,,,,,0.8524305896029621
3,2021,08,03,21,Y,N,0,individual1xindividual2,3,,,,,,,0.9265337449554136
4,2021,08,03,21,Y,N,0,individual1xindividual2,4,,,,,,,0.9065720255068478
5,2021,08,03,21,Y,N,0,individual1xindividual2,5,,,,,,,0.8506792110508632
6,2021,08,03,21,Y,N,0,individual1xindividual2,6,-0.7012661576220341,0.44323125170439054,0.8295951821903333,147.5511857156775,6.630315497451199,-0.6462046059344012,0.829619505521614
7,2021,08,03,21,Y,N,0,individual1xindividual2,7,-0.48102727024815917,0.5425500409053722,0.7250846720272168,131.4347186867545,4.761814679310378,-0.6467249374547879,0.7173010760322847
8,2021,08,03,21,Y,N,0,individual1xindividual2,8,-0.40798991000818113,0.31507335696754835,0.5154871355710866,142.83098219173297,,0.06891384778912558,0.621815901956546
0,2021,08,03,21,Y,N,0,individual1xindividual3,0,-0.056788110171802866,0.6753896918461958,0.6777729157387333,94.34363631198279,132.674855077541,-0.6355725943179857,0.9333209116694178
1,2021,08,03,21,Y,N,0,individual1xindividual3,1,,0.536045945268612,,,,,0.9333209116694178
2,2021,08,03,21,Y,N,0,individual1xindividual3,2,,,,,,,0.43323439819645687
3,2021,08,03,21,Y,N,0,individual1xindividual3,3,,,,,,,0.2998779946036674
4,2021,08,03,21,Y,N,0,individual1xindividual3,4,,,,,,,0.32435997745406836
5,2021,08,03,21,Y,N,0,individual1xindividual3,5,-3.143890475865831,1.96853688241069,3.7093375125015355,148.0379716926322,79.87239592049076,-0.49462763982789043,0.5382214241398847
6,2021,08,03,21,Y,N,0,individual1xindividual3,6,-3.1387360239978186,2.4091093536951185,3.9566995976954007,142.4916315512894,46.425982720718956,-0.9093744441936064,0.8474053877506251
7,2021,08,03,21,Y,N,0,individual1xindividual3,7,-2.9640223616034906,2.647475593127897,3.974236477147962,138.22908071686865,23.90315873673861,-1.0014334811558636,0.8172268548647849
8,2021,08,03,21,Y,N,0,individual1xindividual3,8,,2.4655312244341423,,,,,0.7574253537838407
0,2021,08,03,21,Y,N,0,individual1xindividual4,0,0.4545906735751299,1.6536880283610582,1.715032587342344,74.81905883813293,102.96361780286765,-0.5665473471122633,0.22969615932841653
1,2021,08,03,21,Y,N,0,individual1xindividual4,1,,1.2668065124897736,,,,,0.22969615932841653
2,2021,08,03,21,Y,N,0,individual1xindividual4,2,,,,,,,0.5356704691320244
3,2021,08,03,21,Y,N,0,individual1xindividual4,3,,,,,,,0.6169382663776165
4,2021,08,03,21,Y,N,0,individual1xindividual4,4,,,,,,,0.5828859440657027
5,2021,08,03,21,Y,N,0,individual1xindividual4,5,,,,,,,0.3778385110589651
6,2021,08,03,21,Y,N,0,individual1xindividual4,6,,,,,,,0.17989299800258557
7,2021,08,03,21,Y,N,0,individual1xindividual4,7,-2.300397054813199,0.8971112626124899,2.469136534762591,158.7005535448133,6.02119552394111,0.20799587330339656,0.40131304357981323
8,2021,08,03,21,Y,N,0,individual1xindividual4,8,-2.3857703845104994,0.7269151895282248,2.4940541334089423,163.05832736119788,,0.2582955274172341,0.4537869270084352
0,2021,08,03,21,Y,N,0,individual1xindividual5,0,-2.2950632669757285,2.13952904281429,3.137658350500758,137.0602913326125,55.88072392550155,-0.9048019759559734,0.5291204274334507
1,2021,08,03,21,Y,N,0,individual1xindividual5,1,,2.374254017262067,,,,,0.5291204274334507
2,2021,08,03,21,Y,N,0,individual1xindividual5,2,,,,,,,0.5832483324096073
3,2021,08,03,21,Y,N,0,individual1xindividual5,3,,,,,,,0.5460174402509274
4,2021,08,03,21,Y,N,0,individual1xindividual5,4,,,,,,,0.393029995862814
5,2021,08,03,21,Y,N,0,individual1xindividual5,5,,2.6876268742296157,,,,,0.14510728109101037
6,2021,08,03,21,Y,N,0,individual1xindividual5,6,-1.9975364057812923,2.3914447777474774,3.115952473552401,129.88918924521045,23.730720025267473,-0.9446857694211551,0.25837611111291486
7,2021,08,03,21,Y,N,0,individual1xindividual5,7,-1.8784914098718302,2.1369517316607585,2.84522278221059,131.31859684907715,24.94877581466525,-0.5089960807995717,0.2818522901596782
8,2021,08,03,21,Y,N,0,individual1xindividual5,8,-1.8526209435505863,1.8157313880556312,2.5940479629437645,135.6358988851824,,0.029066151687286358,0.20473882212420555
0,2021,08,03,21,Y,N,0,individual6xindividual1,0,1.8004177802017995,-1.5407761112626124,2.3697036119110577,-40.53614341897215,30.106448266300927,0.3699996297983434,0.3001247581705264
1,2021,08,03,21,Y,N,0,individual6xindividual1,1,,-1.3273849144532313,,,,,0.15797307128930252
2,2021,08,03,21,Y,N,0,individual6xindividual1,2,,,,,,,0.18846563847323822
3,2021,08,03,21,Y,N,0,individual6xindividual1,3,,,,,,,0.2658127935927245
4,2021,08,03,21,Y,N,0,individual6xindividual1,4,,,,,,,0.35532588484362254
5,2021,08,03,21,Y,N,0,individual6xindividual1,5,,,,,,,0.38761237024813017
6,2021,08,03,21,Y,N,0,individual6xindividual1,6,3.1910823561494404,-1.6756092173438777,3.604257600807138,-27.593329297136226,117.1580865210801,0.6108830015241177,0.26029380285152043
7,2021,08,03,21,Y,N,0,individual6xindividual1,7,,-2.276626397600219,,,,,0.1860246385368315
0,2021,08,03,21,Y,N,0,individual1xindividual7,0,-0.6929999999999998,1.2394436869375511,1.4200245255238904,119.33400725283661,80.87079138903374,-0.17808792915526325,0.2717433054313291
1,2021,08,03,21,Y,N,0,individual1xindividual7,1,,0.8793974587673847,,,,,0.2717433054313291
2,2021,08,03,21,Y,N,0,individual1xindividual7,2,,,,,,,0.4209473504934912
3,2021,08,03,21,Y,N,0,individual1xindividual7,3,,,,,,,0.3776509481821948
4,2021,08,03,21,Y,N,0,individual1xindividual7,4,,,,,,,0.4053121003291561
5,2021,08,03,21,Y,N,0,individual1xindividual7,5,-1.4809964008726477,0.4974444041450776,1.5623063958817385,161.43828067576143,4.644649101120021,0.2259603876801072,0.6706072382692563
6,2021,08,03,21,Y,N,0,individual1xindividual7,6,-1.5448221979820016,0.507416962094355,1.6260220160868075,161.84603225741097,7.968260953689431,0.31012192756697887,0.6451116485313131
7,2021,08,03,21,Y,N,0,individual1xindividual7,7,-1.5906741003545128,0.563653269566403,1.6875867686822905,160.48821298279566,7.026923224490732,-0.282300811782737,0.7579047897593515
8,2021,08,03,21,Y,N,0,individual1xindividual7,8,-1.4849264390509953,0.5044441498772839,1.568269884215751,161.2652458639251,,-0.3954217873436304,0.7262183447650155
0,2021,08,03,21,Y,N,0,individual8xindividual1,0,,,,,,,1.0
1,2021,08,03,21,Y,N,0,individual8xindividual1,1,,,,,,,0.8828779609631177
2,2021,08,03,21,Y,N,0,individual8xindividual1,2,,,,,,,0.80214469383859
3,2021,08,03,21,Y,N,0,individual8xindividual1,3,,,,,,,0.7550060697968066
4,2021,08,03,21,Y,N,0,individual8xindividual1,4,,,,,,,0.49838458138675096
5,2021,08,03,21,Y,N,0,individual8xindividual1,5,0.8819837742023452,-0.08040823946004912,0.8856414979715427,-5.259129966085891,11.452177955018835,,0.3943749376995698
6,2021,08,03,21,Y,N,0,individual8xindividual1,6,,,,,,,0.3943749376995698
7,2021,08,03,21,Y,N,0,individual8xindividual1,7,1.5178287428415598,-0.16447995636760301,1.5267146913037415,-6.087438059593137,14.096159176497734,-0.486486436596371,0.42680582232726705
8,2021,08,03,21,Y,N,0,individual8xindividual1,8,1.7174494136896645,-0.14666239432778838,1.7237001904313094,-4.949297828291569,,-0.9085686449315918,0.6669392997227993
9,2021,08,03,21,Y,N,0,individual8xindividual1,9,2.0011483501499865,-0.12907635669484596,2.0053068157181406,-3.6829803591127934,,-1.0355608610758646,0.4656428532505385
10,2021,08,03,21,Y,N,0,individual8xindividual1,10,2.2482187073902375,-0.27409544586855744,2.2648654860069093,-6.96946210464585,9.947651865988684,-0.6352345384879022,0.38228055395225646
11,2021,08,03,21,Y,N,0,individual8xindividual1,11,2.383206708481047,-0.174080992637033,2.389556110943319,-4.17419701968535,,-0.6127778589103646,0.7782006196305019
12,2021,08,03,21,Y,N,0,individual8xindividual1,12,2.431768202890646,-0.03804608671938915,2.432065808588382,-0.898036193686919,6.650783988091789,-0.15944502457005952,0.7991705197999892
13,2021,08,03,21,Y,N,0,individual8xindividual1,13,2.452704935914917,-0.022728388328333803,2.452810241803756,-0.5305621559460566,5.010453503349816,-0.1306860418304514,0.7991705197999892
0,2021,08,03,21,Y,N,0,individual3xindividual2,0,,-0.4865920196618488,,,,,0.5594754446729032
1,2021,08,03,21,Y,N,0,individual3xindividual2,1,-0.2471510771748021,-0.35411044450504503,0.43183082550487933,-121.55543044744421,134.52407150113098,,0.5594754446729032
2,2021,08,03,21,Y,N,0,individual3xindividual2,2,,,,,,,0.5594754446729032
3,2021,08,03,21,Y,N,0,individual3xindividual2,3,,,,,,,0.5594754446729032
4,2021,08,03,21,Y,N,0,individual3xindividual2,4,,,,,,,0.5028047769801284
5,2021,08,03,21,Y,N,0,individual3xindividual2,5,,,,,,,0.4285622730381044
6,2021,08,03,21,Y,N,0,individual3xindividual2,6,2.437469866375784,-1.9658781019907279,3.1314431275973464,-38.88221448118243,39.68711986680732,0.2631698382592054,0.30462145693929565
7,2021,08,03,21,Y,N,0,individual3xindividual2,7,2.482995091355331,-2.1049255522225248,3.25514611102082,-40.2852476058328,21.575999668638843,0.3547085437010759,0.678840396038083
8,2021,08,03,21,Y,N,0,individual3xindividual2,8,,-2.150457867466594,,,,,0.9509996244735647
9,2021,08,03,21,Y,N,0,individual3xindividual2,9,1.7209100081810746,-2.2899869102808834,2.8645368396157123,-53.13827709815094,59.47307215071286,0.7589643457384015,0.9793682629362378
10,2021,08,03,21,Y,N,0,individual3xindividual2,10,1.2332672484319607,-2.171399509135533,2.497183199993339,-60.46432031527594,73.44994769458184,0.30606377682498126,1.0
11,2021,08,03,21,Y,N,0,individual3xindividual2,11,,,,,,,1.0
12,2021,08,03,21,Y,N,0,individual3xindividual2,12,,,,,,,0.9930715177941396
0,2021,08,03,21,Y,N,0,individual2xindividual4,0,,1.464890356176711,,,,,0.7481531448827534
1,2021,08,03,21,Y,N,0,individual2xindividual4,1,1.0627120261794385,1.0848710117262066,1.5186513631081529,45.54587262416556,85.18492967597783,-0.6823664748548064,0.6354657384107892
2,2021,08,03,21,Y,N,0,individual2xindividual4,2,,,,,,,0.6177348496457457
3,2021,08,03,21,Y,N,0,individual2xindividual4,3,,,,,,,0.6177348496457457
4,2021,08,03,21,Y,N,0,individual2xindividual4,4,-0.6532687469320971,0.7932317637305699,1.027607262873002,127.8525860092828,166.72190901499914,0.13039635199657934,0.4484917342918948
5,2021,08,03,21,Y,N,0,individual2xindividual4,5,,,,,,,0.4052548180785679
6,2021,08,03,21,Y,N,0,individual2xindividual4,6,,,,,,,0.463115861973413
7,2021,08,03,21,Y,N,0,individual2xindividual4,7,-1.8193697845650398,0.35456122170711757,1.8535965237685041,168.9439951913629,8.67583919254078,0.8547208107581843,0.29993238977170683
8,2021,08,03,21,Y,N,0,individual2xindividual4,8,-1.9777804745023182,0.41184183256067636,2.020205261939873,168.19301141156507,16.978827712541484,0.18938167962810853,0.08695353753955502
0,2021,08,03,21,Y,N,0,individual5xindividual2,0,,-1.9507313706299423,,,,,0.34373576419343876
1,2021,08,03,21,Y,N,0,individual5xindividual2,1,1.1419498227433873,-2.1923185164984997,2.471904099160369,-62.525504461698944,56.03007747732345,1.1404354947601043,0.34451002213123194
2,2021,08,03,21,Y,N,0,individual5xindividual2,2,,,,,,,0.3700066058734012
3,2021,08,03,21,Y,N,0,individual5xindividual2,3,,,,,,,0.3993794874211785
4,2021,08,03,21,Y,N,0,individual5xindividual2,4,0.7652050760839922,-2.473970762148896,2.589608105569701,-72.81143693350015,18.87409963021076,-0.8067170925001068,0.520851012230166
5,2021,08,03,21,Y,N,0,individual5xindividual2,5,,,,,,,0.2113773841041022
6,2021,08,03,21,Y,N,0,individual5xindividual2,6,1.2962702481592583,-1.9482135260430875,2.3400539522242014,-56.26168769527646,30.39116532134976,0.29848116348675396,0.46582084203471635
7,2021,08,03,21,Y,N,0,individual5xindividual2,7,1.3974641396236707,-1.5944016907553857,2.1201468753408945,-48.7364022959645,29.60646132338002,-0.1377288566552161,0.9999999999999998
8,2021,08,03,21,Y,N,0,individual5xindividual2,8,1.444631033542405,-1.500658031088083,2.083010645518395,-46.10927555423322,15.02653673655392,0.03984769610183919,0.9289052000653671
9,2021,08,03,21,Y,N,0,individual5xindividual2,9,1.105680119989092,-1.451326697572948,1.8245212278367966,-52.796291415255915,38.90066225674185,1.0046649409913557,0.8771998910219977
10,2021,08,03,21,Y,N,0,individual5xindividual2,10,0.5345655849468229,-1.1772533406053995,1.2929368865401405,-66.25314184977245,74.79973881821788,1.0666317669070258,0.9612210182174729
11,2021,08,03,21,Y,N,0,individual5xindividual2,11,,,,,,,1.0
0,2021,08,03,21,Y,N,0,individual2xindividual6,0,,1.3519784390782654,,,,,0.4259288300420006
1,2021,08,03,21,Y,N,0,individual2xindividual6,1,-0.7502356149440962,1.1454494136896645,1.369272740272201,123.19196154697525,4.923667778995859,-0.502421771063454,0.4436736737527604
2,2021,08,03,21,Y,N,0,individual2xindividual6,2,,,,,,,0.4436736737527604
3,2021,08,03,21,Y,N,0,individual2xindividual6,3,,,,,,,0.4436736737527604
4,2021,08,03,21,Y,N,0,individual2xindividual6,4,,,,,,,0.4771543513519226
5,2021,08,03,21,Y,N,0,individual2xindividual6,5,,,,,,,0.6114443986661545
6,2021,08,03,21,Y,N,0,individual2xindividual6,6,-2.489816198527406,1.2323779656394875,2.7781180955177525,153.7726887761709,110.45137781444838,0.03532160441028336,0.5949032078792889
7,2021,08,03,21,Y,N,0,individual2xindividual6,7,,1.7340763566948458,,,,,0.8209384929981413
8,2021,08,03,21,Y,N,0,individual2xindividual6,8,-2.816442323425143,2.1853733296973004,3.564856792541979,142.15585070418282,52.22354055027454,-0.5954526158693074,0.905961793731982
0,2021,08,03,21,Y,N,0,individual2xindividual7,0,,1.0506460147532042,,,,,0.4853438095637463
1,2021,08,03,21,Y,N,0,individual2xindividual7,1,0.0005759476411236187,0.6974619580038179,0.697462195805769,90.43756249703496,67.41305653365269,-0.5512186602467185,0.15945460743355241
2,2021,08,03,21,Y,N,0,individual2xindividual7,2,,,,,,,0.15945460743355241
3,2021,08,03,21,Y,N,0,individual2xindividual7,3,,,,,,,0.15945460743355241
4,2021,08,03,21,Y,N,0,individual2xindividual7,4,,,,,,,0.30083824072087173
5,2021,08,03,21,Y,N,0,individual2xindividual7,5,,,,,,,0.4324453155746994
6,2021,08,03,21,Y,N,0,individual2xindividual7,6,-0.8435560403599676,0.06418571038996457,0.8459944436259919,175.57304106618926,14.324472573254571,0.9563265335013797,0.7009253803448319
7,2021,08,03,21,Y,N,0,individual2xindividual7,7,-1.1096468301063538,0.0211032286610308,1.1098474822357345,103.11363899792538,9.780271707810362,0.36442412567205074,0.9425845768121517
8,2021,08,03,21,Y,N,0,individual2xindividual7,8,-1.0769365290428141,0.1893707929097355,1.0934594573161118,169.62305741689445,28.752533796716357,-0.464335635132756,0.9591563509348614
0,2021,08,03,21,Y,N,0,individual2xindividual8,0,,,,,,,0.35202644903479746
1,2021,08,03,21,Y,N,0,individual2xindividual8,1,,,,,,,0.4661815289596565
2,2021,08,03,21,Y,N,0,individual2xindividual8,2,,,,,,,0.3293335792440234
3,2021,08,03,21,Y,N,0,individual2xindividual8,3,,,,,,,0.3293335792440234
4,2021,08,03,21,Y,N,0,individual2xindividual8,4,,,,,,,0.2862568261013284
5,2021,08,03,21,Y,N,0,individual2xindividual8,5,,,,,,,0.4733684924958336
6,2021,08,03,21,Y,N,0,individual2xindividual8,6,,,,,,,0.2484267430286203
7,2021,08,03,21,Y,N,0,individual2xindividual8,7,-1.0368014725934007,-0.37807008453776936,1.1035824764802313,-159.63416558833404,18.74689724530615,1.1332113740511587,0.24640391381551185
8,2021,08,03,21,Y,N,0,individual2xindividual8,8,-1.3094595036814836,-0.16841096263976,1.3202448424890771,-172.66799444693606,22.044092311938186,0.8396547971424664,0.30410790324387266
0,2021,08,03,21,Y,N,0,individual3xindividual4,0,0.5113787837469326,0.9782983365148623,1.1038912517518376,62.042545621147596,29.687273856533036,0.06902524720572256,0.41257835418457645
1,2021,08,03,21,Y,N,0,individual3xindividual4,1,0.815560949004636,0.7307605672211617,1.0950573812119329,41.984435072207226,49.33636469648401,,0.41257835418457645
2,2021,08,03,21,Y,N,0,individual3xindividual4,2,,,,,,,0.41257835418457645
3,2021,08,03,21,Y,N,0,individual3xindividual4,3,,,,,,,0.41257835418457645
4,2021,08,03,21,Y,N,0,individual3xindividual4,4,,,,,,,0.42872669970332994
5,2021,08,03,21,Y,N,0,individual3xindividual4,5,,,,,,,0.4544632455834216
6,2021,08,03,21,Y,N,0,individual3xindividual4,6,,,,,,,0.5142127651205591
7,2021,08,03,21,Y,N,0,individual3xindividual4,7,0.6636253067902913,-1.7503643305154077,1.8719438659727914,-69.25446066176485,28.65480370965882,1.2094293544592605,0.39818502355920377
8,2021,08,03,21,Y,N,0,individual3xindividual4,8,,-1.7386160349059174,,,,,0.3138012115145817
