,Year,Month,Day,Trial,Ablation,Darkness,Flow,Fish,Tailbeat_Num,X_Distance,Y_Distance,Distance,Angle,Heading_Diff,Fish1_Speed,Fish2_Speed,Speed_Diff,Sync
10,2022,06,16,04,Y,N,2,individual4xindividual8,10,-0.08756758973616034,1.854179921187918,1.8562465522954201,92.70350771463177,1.3477131139772116,1.9913169645636946,2.0007123671917055,-0.009395402628010599,1.0
11,2022,06,16,04,Y,N,2,individual4xindividual8,11,-0.08337498881493728,1.8555506073489056,1.8574227965632337,92.5712165220971,1.166872315529779,2.0273890404137815,1.9338996866852665,0.09348935372851518,1.0
0,2022,06,16,04,Y,N,2,individual5xindividual6,0,-0.08843003796529861,1.8031712915125613,1.8053383555859057,92.80677046432521,1.4370019957544475,1.9432981795535444,2.0166332157462916,-0.07333503619274728,0.6285646335230023
1,2022,06,16,04,Y,N,2,individual5xindividual6,1,-0.07965668781531224,1.8055426080317274,1.8072988954048852,92.52604839244678,1.425156688570121,2.03340495663519,2.0150660402576284,0.018338916377561295,0.7121441092624023
2,2022,06,16,04,Y,N,2,individual5xindividual6,2,-0.08604582200623807,1.8009965291685133,1.8030508538479333,92.73538276266916,1.088954398287373,2.0205661978920904,1.9924301203855908,0.028136077506500046,0.7850949658171574
3,2022,06,16,04,Y,N,2,individual5xindividual6,3,-0.103945917026009,1.8018669001504124,1.8048626206789353,93.30331247957817,1.6682147519941362,2.0547004188527174,1.9872808707170606,0.0674195481356569,0.27610180246635685
4,2022,06,16,04,Y,N,2,individual5xindividual6,4,-0.10361595767572265,1.7930624581891703,1.7960537980952707,93.30649046194166,2.004803744352664,1.9570521272083021,1.985013038316512,-0.027960911108210463,0.7968801782611736
5,2022,06,16,04,Y,N,2,individual5xindividual6,5,-0.09272583440567903,1.7810737187510652,1.783485820518901,92.98117106179579,2.0303650654350673,1.9705354035330525,2.0363922584384127,-0.06585685490536038,0.9958712662416357
6,2022,06,16,04,Y,N,2,individual5xindividual6,6,-0.1007897320058972,1.791199246446346,1.7940326949495036,93.22092071708529,2.320403216131529,2.113675425946718,1.9743330001918864,0.1393424257548316,0.9413544359103941
7,2022,06,16,04,Y,N,2,individual5xindividual6,7,-0.12443322357768612,1.8031528494746216,1.8074412371356314,93.94756101742873,1.7824058911294405,2.032764518287327,2.027493159264842,0.005271359022485241,0.9857188870869216
8,2022,06,16,04,Y,N,2,individual5xindividual6,8,-0.12297750098002455,1.7894367002680154,1.793657484029037,93.9315564345704,1.3422950525380297,1.9761311765994154,1.986144926230801,-0.010013749631385927,0.9919777762529148
9,2022,06,16,04,Y,N,2,individual5xindividual6,9,-0.12160233746506001,1.7946445952977996,1.798759670414191,93.87682950149015,1.8228698878078995,1.9768926236184687,2.0060553407199273,-0.029162717101458686,0.9782253926864829
10,2022,06,16,04,Y,N,2,individual5xindividual6,10,-0.09892036182080037,1.779326718478363,1.7820742995379675,93.18149308207282,0.9853197155868967,1.9835292445526211,2.005279707147016,-0.021750462594394573,0.9609004403673079
11,2022,06,16,04,Y,N,2,individual5xindividual6,11,-0.11838676508811699,1.790394620996813,1.7943044125906702,93.78324393509438,2.4922602144858006,2.038201343218246,1.9832864437317421,0.054914899486503424,0.9689791524340513
0,2022,06,16,04,Y,N,2,individual7xindividual5,0,0.08087060000937416,-1.8208803416663828,1.822675306414436,-87.45687283476413,1.4248758474033456,2.011030233108364,1.9432981795535444,0.06773205355481983,0.5546143085116794
1,2022,06,16,04,Y,N,2,individual7xindividual5,1,0.07674577524202346,-1.8356776803138632,1.8372812686194744,-87.60821626628226,1.8917231170286608,1.942043486184664,2.03340495663519,-0.09136147045052624,0.5259910909712168
2,2022,06,16,04,Y,N,2,individual7xindividual5,2,0.07637060959657077,-1.836527345614177,1.838114566940485,-87.61948161370567,1.1225496281246008,2.0671843067529525,2.0205661978920904,0.046618108860861554,0.7078662122309097
3,2022,06,16,04,Y,N,2,individual7xindividual5,3,0.09507436468843743,-1.8466244612528124,1.8490703165964646,-87.05301539290811,1.4757625983128286,2.003568493753259,2.0547004188527174,-0.051131925099458526,0.717970385634226
4,2022,06,16,04,Y,N,2,individual7xindividual5,4,0.09082277587690893,-1.8367809236358486,1.8390249965812178,-87.16889137776606,1.7979484734426143,1.9947857205777393,1.9570521272083021,0.037733593369437414,0.7062967458194122
5,2022,06,16,04,Y,N,2,individual7xindividual5,5,0.07782679823851242,-1.783895134178143,1.7855920195466022,-87.50211085781316,2.541086929196988,1.9958930658610268,1.9705354035330525,0.025357662327974564,0.49617122915276357
6,2022,06,16,04,Y,N,2,individual7xindividual5,6,0.0971959979845582,-1.7670690382017828,1.7697401074156591,-86.85136923332881,1.8839196319241829,1.976383063775134,2.113675425946718,-0.13729236217158436,0.49617122915276357
7,2022,06,16,04,Y,N,2,individual7xindividual5,7,0.1234392842838151,-1.7919488287375156,1.79619538517341,-86.05880208966214,1.704162221940154,2.037150420433424,2.032764518287327,0.0043859021460973474,0.48636375010891253
0,2022,06,16,04,Y,N,2,individual8xindividual5,0,0.0900286364236774,-1.8493702277065722,1.8515602594848932,-87.21282120058156,1.3850875174256894,1.94754785672463,1.9432981795535444,0.004249677171085854,0.35104441101183675
1,2022,06,16,04,Y,N,2,individual8xindividual5,1,0.08041381003715574,-1.824745729569684,1.8265167282090493,-87.47596803280268,1.6479725423602307,2.0443268681115225,2.03340495663519,0.010921911476332707,0.35104441101183675
2,2022,06,16,04,Y,N,2,individual8xindividual5,2,0.08942630748056996,-1.820266744438361,1.822462094359671,-87.18867442476899,1.9129974918550061,1.9867283655595456,2.0205661978920904,-0.033837832332544955,0.35104441101183675
3,2022,06,16,04,Y,N,2,individual8xindividual5,3,0.10299565273895554,-1.8432253839405934,1.8461007341112432,-86.80210198783564,2.204794848839874,1.9998468381945822,2.0547004188527174,-0.05485358065813544,0.4019099289555159
4,2022,06,16,04,Y,N,2,individual8xindividual5,4,0.09262683328504227,-1.8354264990913467,1.837762270755152,-87.11230670766295,1.5004073054162501,2.022295092704473,1.9570521272083021,0.06524296549617145,0.4253863218525986
5,2022,06,16,04,Y,N,2,individual8xindividual5,5,0.07947180139163486,-1.7949895013539252,1.7967479169842508,-87.46535618672745,1.9349625428301342,2.001288653466311,1.9705354035330525,0.03075324993325847,0.4253863218525986
6,2022,06,16,04,Y,N,2,individual8xindividual5,6,0.09362250360052496,-1.7915990292164494,1.7940435487104973,-87.00968376415976,1.3228902491722017,2.018579225541507,2.113675425946718,-0.09509620040521154,0.4067530233932345
0,2022,06,16,04,Y,N,2,individual6xindividual7,0,0.0075594379559244616,0.017709050153821248,0.01925501388106557,57.28876826810784,0.4092701295937106,2.0166332157462916,2.011030233108364,0.00560298263792745,0.9039835205936976
1,2022,06,16,04,Y,N,2,individual6xindividual7,1,0.0029109125732887913,0.030135072282136282,0.030275336388864604,79.90526755940608,1.4523940550316174,2.0150660402576284,1.942043486184664,0.07302255407296494,0.9299702567141265
2,2022,06,16,04,Y,N,2,individual6xindividual7,2,0.009675212409667303,0.035530816445664026,0.036824565882948974,71.97394137237006,0.6040462740726552,1.9924301203855908,2.0671843067529525,-0.0747541863673616,0.9226862327445594
3,2022,06,16,04,Y,N,2,individual6xindividual7,3,0.008871552337571585,0.04475756110239984,0.045628321432125106,78.87936388362533,0.5705447476317518,1.9872808707170606,2.003568493753259,-0.016287623036198375,0.7626440764041645
4,2022,06,16,04,Y,N,2,individual6xindividual7,4,0.012793181798813745,0.043718465446678054,0.04555183554534199,71.9106820981021,0.26655728891641967,1.985013038316512,1.9947857205777393,-0.00977268226122695,0.41588607099997527
5,2022,06,16,04,Y,N,2,individual6xindividual7,5,0.014899036167166623,0.0028214154270776526,0.015163827476026324,-4.338772342488266,4.513485414677954,2.0363922584384127,1.9958930658610268,0.04049919257738581,0.41588607099997527
6,2022,06,16,04,Y,N,2,individual6xindividual7,6,0.003593734021338969,-0.024130208244562995,0.024396349606900312,-80.88417063454504,4.12542712980137,1.9743330001918864,1.976383063775134,-0.0020500635832472543,0.22179126589501605
7,2022,06,16,04,Y,N,2,individual6xindividual7,7,0.0009939392938710118,-0.011204020737106286,0.011248021870418306,-19.26921502290148,2.3968690897492215,2.027493159264842,2.037150420433424,-0.009657261168582587,0.35479650093909676
8,2022,06,16,04,Y,N,2,individual6xindividual7,8,0.008147918726138534,0.036474156646270794,0.03737315457148967,76.28578867055595,1.1155616147918321,1.986144926230801,1.9995460267419456,-0.013401100511144386,0.35479650093909676
9,2022,06,16,04,Y,N,2,individual6xindividual7,9,0.020379850056244885,0.03759286265169069,0.042761683908189414,60.075493205499974,0.7213705475535898,2.0060553407199273,2.030734572324687,-0.024679231604759606,0.419400328996865
10,2022,06,16,04,Y,N,2,individual6xindividual7,10,0.00263321676012408,0.0573040556771118,0.05736452412032481,83.5602520394221,1.9040818558539532,2.005279707147016,1.9614400113073798,0.043839695839636074,0.4663849312206964
11,2022,06,16,04,Y,N,2,individual6xindividual7,11,0.02101793125340878,0.06984547369805877,0.07293931470941606,72.90345340748355,0.7650600957001882,1.9832864437317421,2.001643412904548,-0.018356969172806374,0.4663849312206964
0,2022,06,16,04,Y,N,2,individual8xindividual6,0,0.0015985984583787838,-0.04619893619401096,0.046226585667659116,-89.05501818635817,0.3188174068404165,1.94754785672463,2.0166332157462916,-0.06908535902166142,0.35570722372990476
1,2022,06,16,04,Y,N,2,individual8xindividual6,1,0.0007571222218434688,-0.019203121537956804,0.019218041285738507,-17.161660542416556,1.4469614321186008,2.0443268681115225,2.0150660402576284,0.029260827853894004,0.35570722372990476
2,2022,06,16,04,Y,N,2,individual8xindividual6,2,0.003380485474331879,-0.019270215269847627,0.019564480023461842,-45.09134712995481,1.9750457627627414,1.9867283655595456,1.9924301203855908,-0.005701754826044911,0.35570722372990476
3,2022,06,16,04,Y,N,2,individual8xindividual6,3,-0.0009502642870534497,-0.041358483790181026,0.041369399121064306,-91.21674788253567,1.4369195019683525,1.9998468381945822,1.9872808707170606,0.01256596747752146,0.3659584946142711
4,2022,06,16,04,Y,N,2,individual8xindividual6,4,-0.010989124390680392,-0.0423640409021766,0.04376611493421753,-104.68745145169565,1.2517761746422296,2.022295092704473,1.985013038316512,0.03728205438796099,0.3706898504070555
5,2022,06,16,04,Y,N,2,individual8xindividual6,5,-0.01325403301404418,-0.013915782602859967,0.01921765845745608,-44.24940323741611,3.96548932562142,2.001288653466311,2.0363922584384127,-0.0351036049721019,0.3706898504070555
6,2022,06,16,04,Y,N,2,individual8xindividual6,6,-0.007167228405372238,-0.0003997827701032861,0.007178369541758499,-33.678810704779785,3.4733078820244074,2.018579225541507,1.9743330001918864,0.0442462253496201,0.4299692563325132
0,2022,06,16,04,Y,N,2,individual8xindividual7,0,0.009158036414303244,-0.028489886040189715,0.029925628440330223,-70.35964853819144,0.5560039584263218,1.94754785672463,2.011030233108364,-0.06348237638373397,0.311400840654675
1,2022,06,16,04,Y,N,2,individual8xindividual7,1,0.0036680347951322605,0.010931950744179474,0.011530916109809624,26.053521975754332,2.769546900776201,2.0443268681115225,1.942043486184664,0.10228338192685896,0.311400840654675
2,2022,06,16,04,Y,N,2,individual8xindividual7,2,0.013055697883999183,0.016260601175816403,0.02085325868628744,32.5312694679978,2.150210386110324,1.9867283655595456,2.0671843067529525,-0.0804559411934065,0.311400840654675
3,2022,06,16,04,Y,N,2,individual8xindividual7,3,0.007921288050518135,0.003399077312218806,0.008619775574440556,34.33891092132931,1.0457336246609006,1.9998468381945822,2.003568493753259,-0.0037216555586769137,0.27727998853512975
4,2022,06,16,04,Y,N,2,individual8xindividual7,4,0.0018040574081333517,0.00135442454450145,0.002255900923930124,-0.5188133849676717,1.1860653287798522,2.022295092704473,1.9947857205777393,0.02750937212673404,0.26153190294149337
5,2022,06,16,04,Y,N,2,individual8xindividual7,5,0.0016450031531224437,-0.011094367175782313,0.011215659517159872,-52.26450093044399,0.7771300827959802,2.001288653466311,1.9958930658610268,0.0053955876052839075,0.26153190294149337
6,2022,06,16,04,Y,N,2,individual8xindividual7,6,-0.0035734943840332696,-0.024529991014666283,0.024788915290756993,-94.54997864988815,0.6522530242666793,2.018579225541507,1.976383063775134,0.04219616176637284,0.2868677127761801
0,2022,06,14,07,N,Y,0,individual2xindividual1,0,4.16738862473795,1.118547396403683,4.314890059734631,14.983438286049367,30.518745122056888,0.8547045945976479,1.5363414223011713,-0.6816368277035236,0.2998647220913281
1,2022,06,14,07,N,Y,0,individual2xindividual1,1,3.562346405120841,0.7068853698181202,3.6318037992353442,11.12913649461997,50.08134343437482,1.6787751685199785,1.2473655945902054,0.43140957392977325,0.3746697582800039
2,2022,06,14,07,N,Y,0,individual2xindividual1,2,2.9423485249565378,0.3945055842757192,2.9686780725330664,7.5743064560122155,94.78754689746891,1.469055137605559,1.1887801575145547,0.28027498009100443,0.28584329530560604
3,2022,06,14,07,N,Y,0,individual2xindividual1,3,2.6269619132635667,-0.10177136273744286,2.628932540787385,-2.424659205235976,90.27772411897196,1.6218111503534822,1.3329844702189797,0.28882668013450274,0.4249600249167817
4,2022,06,14,07,N,Y,0,individual2xindividual1,4,2.0935062255526486,-0.3689277530334156,2.1257648043435995,-9.72026249133746,102.99481211267012,1.1868871563527488,2.189484260599882,-1.002597104247133,0.6308006231812305
5,2022,06,14,07,N,Y,0,individual2xindividual1,5,1.738042502173098,0.44074142535115773,1.793054584607143,14.019443759437353,153.30046249012196,2.240910840361535,1.7008454515675868,0.5400653887939476,0.6308006231812305
6,2022,06,14,07,N,Y,0,individual2xindividual1,6,1.903162190333549,0.8250061214083965,2.074285762154414,23.39470339414925,86.977381741725,1.767068663665828,1.5921029346825597,0.17496572898326815,0.4906310085259255
7,2022,06,14,07,N,Y,0,individual2xindividual1,7,1.8523133639129397,0.89549730985926,2.057420771280304,25.80589511529314,53.499617732018436,1.0178524930954937,1.3107082777553167,-0.2928557846598235,0.15776786741719884
8,2022,06,14,07,N,Y,0,individual2xindividual1,8,1.5293592916446517,1.1269765187584155,1.8997410130785375,36.5336692597722,66.77735073190618,0.9773888754449508,1.5178392709121564,-0.5404503954672055,0.10772146707516946
0,2022,06,14,07,N,Y,0,individual1xindividual3,0,0.2013353899645487,2.0430223201255493,2.052918931615021,84.58287271976674,92.35457016407683,1.5363414223011713,0.9290232109596346,0.607318211341537,0.0693741534256749
1,2022,06,14,07,N,Y,0,individual1xindividual3,1,0.7393154688352194,2.32376699497045,2.438540631068721,72.47201697053931,102.11814664878015,1.2473655945902054,1.0123249645144283,0.23504063007577694,0.0693741534256749
2,2022,06,14,07,N,Y,0,individual1xindividual3,2,1.2233464116454613,2.5089666170484857,2.791324045744161,64.05546399564285,104.23529707483054,1.1887801575145547,1.0974050964933744,0.0913750610211802,0.32188256605022575
3,2022,06,14,07,N,Y,0,individual1xindividual3,3,1.3491333607012288,2.4622626927492566,2.8076499769490164,61.279872640310366,50.64651433594887,1.3329844702189797,2.204829568231203,-0.8718450980122242,0.43832492350277635
4,2022,06,14,07,N,Y,0,individual1xindividual3,4,1.7637443448855503,2.0929980146680114,2.7370485570263448,49.71969481206891,42.00890912279558,2.189484260599882,1.887599377725478,0.3018848828744039,0.5984331650000335
5,2022,06,14,07,N,Y,0,individual1xindividual3,5,2.071261915420686,0.9926494705537245,2.2968410684378577,25.46519192678025,102.89235233275515,1.7008454515675868,2.0929089577018454,-0.3920635061342582,0.6188008532114824
6,2022,06,14,07,N,Y,0,individual1xindividual3,6,2.380371043816684,0.15928002017572265,2.38569411934307,4.006141210840124,104.54319681439245,1.5921029346825597,1.5622891688230856,0.029813765859474407,0.7919262030087978
7,2022,06,14,07,N,Y,0,individual1xindividual3,7,2.675294400171717,-0.46897383440993995,2.7160884714882374,-9.836365487241828,100.59043441543866,1.3107082777553167,1.3396152317362537,-0.028906953980936737,0.79186319955948
8,2022,06,14,07,N,Y,0,individual1xindividual3,8,2.7107364851153446,-0.7979532766641244,2.8257426852908076,-16.385708046724165,69.4779823879674,1.5178392709121564,2.3430404802847673,-0.8252012093726114,0.8626861011282102
9,2022,06,14,07,N,Y,0,individual1xindividual3,9,2.268945432339958,-1.038568651185297,2.495343306673694,-24.661012859726053,41.67140950136124,2.0623671334359925,1.9424762362833197,0.11989089715267247,0.8189610185132606
0,2022,06,14,07,N,Y,0,individual4xindividual1,0,5.567381148056142,-0.9213222465171845,5.643099106843543,-9.49578801540101,127.05243880225892,2.4792466500352157,1.5363414223011713,0.9429052277340443,0.691222869572135
1,2022,06,14,07,N,Y,0,individual4xindividual1,1,4.673340376372034,-1.6472420048772198,4.955150501857741,-19.49559532436375,164.66175063133525,2.043740736299993,1.2473655945902054,0.7963751417097873,0.861150299491205
2,2022,06,14,07,N,Y,0,individual4xindividual1,2,4.010969250931024,-2.2380790450379866,4.593133151102015,-29.192179111668878,153.67309407323194,1.6317196193533723,1.1887801575145547,0.4429394618388179,0.861150299491205
3,2022,06,14,07,N,Y,0,individual4xindividual1,3,3.6967388285191403,-2.8063200988852754,4.6412617318665115,-37.194134184476276,122.42269022135255,1.4058802897317986,1.3329844702189797,0.07289581951281904,0.8793506419679228
4,2022,06,14,07,N,Y,0,individual4xindividual1,4,3.1203152230301505,-2.9256177787271027,4.277336376564018,-43.163412232111305,110.4108029852669,2.4380085841573074,2.189484260599882,0.24852432355742593,0.8645809949938205
5,2022,06,14,07,N,Y,0,individual4xindividual1,5,2.1268921730659427,-2.055547305924515,2.957861565851705,-44.19890053013025,168.03653510682327,2.089443240956911,1.7008454515675868,0.38859778938932404,0.8352074845934656
6,2022,06,14,07,N,Y,0,individual4xindividual1,6,1.1427880446592926,-1.5089693550586312,1.892868994284145,-53.446753164599876,176.49796080240642,1.7733349275270003,1.5921029346825597,0.18123199284444066,0.7988816379993611
7,2022,06,14,07,N,Y,0,individual4xindividual1,7,0.27858629062840873,-1.1016997750071373,1.1363770129569117,-77.20193905747017,177.4249919816318,1.5289990160844475,1.3107082777553167,0.21829073832913082,0.7644754203789661
8,2022,06,14,07,N,Y,0,individual4xindividual1,8,-0.4916279805529043,-0.7326571857503368,0.8823177563067233,-123.64797210593171,177.40047938424783,1.481048067871038,1.5178392709121564,-0.03679120304111828,0.5762353798071038
9,2022,06,14,07,N,Y,0,individual4xindividual1,9,-1.0749441479219215,-0.02228253408514711,1.0751750706172654,-6.2906416826352105,147.46131749618218,1.4999577275726084,2.0623671334359925,-0.5624094058633844,0.28241375212101816
0,2022,06,14,07,N,Y,0,individual1xindividual5,0,-1.0433845946533271,2.1838071233802965,2.4202613421873296,115.42368342983177,56.080916607699216,1.5363414223011713,2.4429888471317334,-0.906647424830562,0.17399627375002816
1,2022,06,14,07,N,Y,0,individual1xindividual5,1,-1.597911442532213,2.515767002027692,2.980336321066262,122.31161434861396,52.02917633472449,1.2473655945902054,2.574175735476306,-1.3268101408861008,0.17399627375002816
2,2022,06,14,07,N,Y,0,individual1xindividual5,2,-2.1887668082198495,2.7871957513139787,3.5438905593863366,128.0624096479303,52.901224258553995,1.1887801575145547,2.477828271083925,-1.28904811356937,0.15312577285633377
3,2022,06,14,07,N,Y,0,individual1xindividual5,3,-3.0848883011700643,3.256360351795522,4.485578956103859,133.3900581164812,92.11170580250248,1.3329844702189797,2.639354936911638,-1.306370466692658,0.1983143861281532
4,2022,06,14,07,N,Y,0,individual1xindividual5,4,-3.715942349523623,3.3005981549340238,4.970128340932156,138.4350117688788,67.22875137980535,2.189484260599882,2.6643069392374583,-0.4748226786375767,0.26044872937690483
5,2022,06,14,07,N,Y,0,individual1xindividual5,5,-3.8545680195621426,2.2164316169566085,4.446376471923639,150.26861126774196,58.16388535265156,1.7008454515675868,2.9102829625937106,-1.2094375110261233,0.2995061252596548
6,2022,06,14,07,N,Y,0,individual1xindividual5,6,-3.429304744490557,1.0993716591282894,3.6012149443597408,162.46855790162323,115.67783658170711,1.5921029346825597,2.898211284510649,-1.3061083498280892,0.6314939902630295
7,2022,06,14,07,N,Y,0,individual1xindividual5,7,-2.3834200552968197,0.3456812458854948,2.4083576735501815,172.2151909832386,161.08403705810497,1.3107082777553167,2.7211984340449185,-1.4104901562896013,0.5177406614874842
8,2022,06,14,07,N,Y,0,individual1xindividual5,8,-1.412844759585066,-0.3148061119310532,1.4474920389405013,-147.16843613703912,170.65627000617997,1.5178392709121564,2.350902033284507,-0.8330627623723506,0.6017902303617245
9,2022,06,14,07,N,Y,0,individual1xindividual5,9,-0.6853621217318311,-1.1564861013611691,1.3443144500251099,-120.81273989709466,155.2304552377405,2.0623671334359925,2.397729723295116,-0.3353625898591232,0.6399195323599629
0,2022,06,14,07,N,Y,0,individual1xindividual6,0,-0.6515214481567017,2.8892403907661444,2.9617883504806195,102.80124150422394,113.4059539799876,1.5363414223011713,1.861616441957065,-0.32527501965589367,0.7137048600354731
1,2022,06,14,07,N,Y,0,individual1xindividual6,1,0.19806302676319198,3.260372223241602,3.2663827082349033,86.66448403071324,126.37597481617983,1.2473655945902054,1.7796464818287123,-0.5322808872385071,0.7137048600354731
2,2022,06,14,07,N,Y,0,individual1xindividual6,2,0.8938318673355689,3.6401525559333034,3.748285746515646,76.28743169017113,131.5219723294924,1.1887801575145547,2.0689329769235045,-0.88015281940895,0.6421376058506142
3,2022,06,14,07,N,Y,0,individual1xindividual6,3,1.4743493888694779,4.120676153519513,4.376491526627713,70.40649673643978,105.94089172687723,1.3329844702189797,2.4489228534632868,-1.1159383832443075,0.6506754531690672
4,2022,06,14,07,N,Y,0,individual1xindividual6,4,2.2368978141990645,4.263635184415719,4.814799769144737,62.34527629630343,105.38981740786198,2.189484260599882,1.8024677362810395,0.3870165243188424,0.6624149932319401
5,2022,06,14,07,N,Y,0,individual1xindividual6,5,3.1366879411441997,3.697088782001263,4.848430333841977,49.75772196657789,162.14890999489327,1.7008454515675868,1.7600054975080688,-0.05916004594048193,0.6880565437258269
6,2022,06,14,07,N,Y,0,individual1xindividual6,6,4.09397346823229,3.385326742313199,5.312349377705765,39.63459215178395,144.2763892896529,1.5921029346825597,2.1773834091357056,-0.5852804744531459,0.9060097229238635
7,2022,06,14,07,N,Y,0,individual1xindividual6,7,4.71457767200496,2.626381812968175,5.396769779493813,29.079144380463493,157.0932941596356,1.3107082777553167,2.981824850593308,-1.6711165728379906,0.9150586211393099
8,2022,06,14,07,N,Y,0,individual1xindividual6,8,4.651414174750094,1.7049703522602346,4.954046601229392,20.078069485690783,93.25243504533827,1.5178392709121564,2.464087155207899,-0.9462478842957425,0.8764556545602413
9,2022,06,14,07,N,Y,0,individual1xindividual6,9,4.560287621224775,0.5443615566198526,4.592662919551304,6.76860501278342,125.39323404595706,2.0623671334359925,2.021232780497667,0.04113435293832542,0.7051028994417358
0,2022,06,14,07,N,Y,0,individual7xindividual1,0,4.325473707379584,-1.2085752963109533,4.491144290722042,-15.604228836222674,34.07022655664276,1.4208848092549482,1.5363414223011713,-0.11545661304622319,0.645511019340174
1,2022,06,14,07,N,Y,0,individual7xindividual1,1,4.411519928852348,-1.3660756598254917,4.618189124649302,-17.203360168405677,26.688326145767725,1.8113095610955285,1.2473655945902054,0.5639439665053231,0.6155001489119108
2,2022,06,14,07,N,Y,0,individual7xindividual1,2,3.9993351212567325,-1.1466257695056843,4.160460559530892,-15.97783439561474,37.98942481704556,1.942960119742868,1.1887801575145547,0.7541799622283134,0.5432557657632188
3,2022,06,14,07,N,Y,0,individual7xindividual1,3,3.9407504591201934,-0.9657022326916479,4.0573507345658015,-13.769256345304735,26.064900310764894,1.5092723799622119,1.3329844702189797,0.1762879097432323,0.5279640566856859
4,2022,06,14,07,N,Y,0,individual7xindividual1,4,3.67925920530662,-0.7638602588363327,3.757716167416455,-11.596239584605456,35.15095085542502,1.1801845448228794,2.189484260599882,-1.0092997157770027,0.5057388329311054
5,2022,06,14,07,N,Y,0,individual7xindividual1,5,3.1541594585151347,0.07460255410907246,3.1550415893962613,1.5347652654414372,126.43297513055806,1.2732552342736256,1.7008454515675868,-0.4275902172939616,0.44436290042618715
6,2022,06,14,07,N,Y,0,individual7xindividual1,6,2.5242504809576967,0.6253814489210142,2.600565793682158,14.097185000776664,149.77065244436298,2.0209859079262524,1.5921029346825597,0.42888297324369284,0.3096707392981245
7,2022,06,14,07,N,Y,0,individual7xindividual1,7,1.5595382886001838,0.4278217707858412,1.617155261923951,15.512212005750422,141.5881115062697,2.47935807379854,1.3107082777553167,1.1686497960432234,0.48855175936943435
8,2022,06,14,07,N,Y,0,individual7xindividual1,8,0.5859343375566709,0.28498851567027284,0.6515654241838804,29.194649557703684,127.24956708359053,1.9124298874269794,1.5178392709121564,0.3945906165148231,0.7731324945071681
9,2022,06,14,07,N,Y,0,individual7xindividual1,9,-0.017210282907519775,0.5101515512749907,0.5104417685750612,90.45159724768156,92.4126496885633,2.015796483648767,2.0623671334359925,-0.046570649787224985,0.7831454652532498
10,2022,06,14,07,N,Y,0,individual7xindividual1,10,-0.656245039957305,0.5145793880465765,0.8339361480778693,140.00991018451717,57.004664243481486,2.575669293213248,1.8598532425494667,0.7158160506637814,0.484334417110291
0,2022,06,14,07,N,Y,0,individual8xindividual1,0,3.267560981228269,-0.9693722939471767,3.4083188539686042,-16.465678015904402,53.16571096287608,2.147814563209918,1.5363414223011713,0.611473140908747,0.1947187899643519
1,2022,06,14,07,N,Y,0,individual8xindividual1,1,3.600194693326885,-1.8018175244233834,4.0259096141342114,-26.40600654532294,83.16793767639744,2.8996927085141886,1.2473655945902054,1.6523271139239826,0.3394884165859863
2,2022,06,14,07,N,Y,0,individual8xindividual1,2,3.9191710443759376,-2.7537732359691374,4.789902787136156,-35.00341657203552,109.65061793080719,2.626404038539092,1.1887801575145547,1.437623881024537,0.4667981989279158
3,2022,06,14,07,N,Y,0,individual8xindividual1,3,3.9610713878638872,-3.80822916605637,5.494788068793585,-43.791731362500606,159.52896525704972,2.6386189597819403,1.3329844702189797,1.3056344895629615,0.7691924034784418
4,2022,06,14,07,N,Y,0,individual8xindividual1,4,3.1443190666970615,-4.246700000788946,5.284051787207948,-53.599741177226555,133.8415722310732,4.334649442439326,2.189484260599882,2.1451651818394444,0.8267311462327456
5,2022,06,14,07,N,Y,0,individual8xindividual1,5,2.0291543653169315,-3.5553577757024755,4.093658064803754,-60.51518875734214,168.53902687894362,2.6415823373115384,1.7008454515675868,0.9407368857439509,0.7348204594754851
6,2022,06,14,07,N,Y,0,individual8xindividual1,6,0.7279200869878306,-3.2115140300633183,3.2929758605756447,-77.50264662585865,152.25399356710932,2.910789513657827,1.5921029346825597,1.3186865789752673,0.6199048382735346
7,2022,06,14,07,N,Y,0,individual8xindividual1,7,-0.5770043632397054,-2.9602509751643673,3.0159608537179734,-101.03371932372148,159.84001869928488,2.6934289369233855,1.3107082777553167,1.3827206591680683,0.786772850532835
8,2022,06,14,07,N,Y,0,individual8xindividual1,8,-1.723001954989177,-2.7231973773424714,3.222505188958032,-122.16068299957033,161.5072243176424,2.443785332522119,1.5178392709121564,0.9259460616099623,0.9449507263923663
9,2022,06,14,07,N,Y,0,individual8xindividual1,9,-2.5826663019093434,-2.13171281858787,3.3487855661343753,-140.3708666214291,130.75647982516935,2.056035797992084,2.0623671334359925,-0.006331335443908783,0.7692542060439258
10,2022,06,14,07,N,Y,0,individual8xindividual1,10,-3.418229751441275,-1.455122648873185,3.715060774321464,-156.78478230026812,118.56609471295121,1.8740650116281083,1.8598532425494667,0.014211769078642095,0.7438813803035972
0,2022,06,14,07,N,Y,0,individual2xindividual3,0,4.368724014702499,3.1615697165292325,5.392705498088418,35.89218272701915,114.28039699438463,0.8547045945976479,0.9290232109596346,-0.07431861636198656,0.5153662734208396
1,2022,06,14,07,N,Y,0,individual2xindividual3,1,4.301661873956061,3.03065236478857,5.262047950565038,35.16329775636447,52.12908897491718,1.6787751685199785,1.0123249645144283,0.6664502040055502,0.47437772408696127
