,Year,Month,Day,Trial,Ablation,Darkness,Flow,Fish,Tailbeat_Num,X_Distance,Y_Distance,Distance,Angle,Heading_Diff,Fish1_Speed,Fish2_Speed,Speed_Diff,Sync
1,2022,06,10,08,N,N,0,individual5xindividual2,1,0.42050840837090114,1.4908040641990647,1.5489751706670698,73.32534026113446,87.43376211172512,1.5702174769617179,3.4989708611505543,-1.928753384188836,0.8234110156537351
2,2022,06,10,08,N,N,0,individual5xindividual2,2,0.48972036144796505,1.3554765395972528,1.441229572904771,69.6239425983542,43.29399919370694,1.1683248915672186,4.159275444399557,-2.9909505528323392,0.8680745279375807
3,2022,06,10,08,N,N,0,individual5xindividual2,3,0.420447606236791,1.3754496162191934,1.4382759944975005,73.00167571130812,20.676290667229523,0.9908503251530074,0.8547961679445591,0.13605415720844813,0.8910106881195922
4,2022,06,10,08,N,N,0,individual5xindividual2,4,0.3519359679127182,1.3856856629866035,1.4296795732321577,75.64934347450681,19.7594530683706,1.5708057430950908,2.14699826922541,-0.5761925261303191,0.8888107507990887
5,2022,06,10,08,N,N,0,individual5xindividual2,5,0.05930626512646577,1.6489358511353374,1.6500020224965393,87.76499231651368,38.86819756070684,1.2899156736895272,2.2317217815496435,-0.9418061078601159,0.7461533230370199
6,2022,06,10,08,N,N,0,individual5xindividual2,6,-0.2839947344985683,1.8494565790538928,1.8711340537301544,98.63563635603987,37.43848774208187,1.2787006808150818,2.4419760338617453,-1.1632753530466637,0.5433278858182148
7,2022,06,10,08,N,N,0,individual5xindividual2,7,-0.7638218081026725,2.076886986658884,2.2128902616004833,110.04921357268431,39.408886545776916,1.1784702841991719,2.838584742572153,-1.6601144583729814,0.48043408684125355
8,2022,06,10,08,N,N,0,individual5xindividual2,8,-1.3953772202349501,2.2612040124148876,2.6570888529576506,121.54194794517207,32.445386091262236,1.5577599102815356,3.512551296207686,-1.9547913859261503,0.5587551287233989
9,2022,06,10,08,N,N,0,individual5xindividual2,9,-1.974338170517879,2.42742837531904,3.1289646416774866,129.07258336176034,26.459933380120784,2.034528455052379,3.1688861054213886,-1.1343576503690105,0.3762447193080226
10,2022,06,10,08,N,N,0,individual5xindividual2,10,-1.9301404617513471,2.5078775381437266,3.164631407986646,127.50763450107468,20.15692623587249,2.9782959579605173,1.3946013425962414,1.5836946153642757,0.3839378225352715
0,2022,06,10,08,N,N,0,individual2xindividual6,0,-3.0767486880187738,-4.092789878044202,5.1202843158409,-126.93777650622546,140.2304914180093,1.731009692237215,1.1026722450229094,0.6283374472143052,0.6187814710416427
1,2022,06,10,08,N,N,0,individual2xindividual6,1,-2.8173079957486116,-4.207827640613547,5.0638955159067445,-123.79397124910645,142.0746787196181,3.4989708611505543,1.6297310765659054,1.8692397845846473,0.8164406198047051
2,2022,06,10,08,N,N,0,individual2xindividual6,2,-2.1758961299150363,-4.14016357039053,4.677122871784329,-117.76573681847647,140.80882343887527,4.159275444399557,1.347871693548478,2.8114037508510803,0.9545628397608309
3,2022,06,10,08,N,N,0,individual2xindividual6,3,-1.7426801420929063,-4.188382367461001,4.536461278761583,-112.55011471255882,122.37001414908062,0.8547961679445591,1.3100915506936892,-0.45529538274913,0.9936846394939846
4,2022,06,10,08,N,N,0,individual2xindividual6,4,-1.4538546921870739,-4.084559665052645,4.335587748318484,-109.5518718432169,90.26097471996327,2.14699826922541,1.8609192887342048,0.2860789804912052,0.9478641978598181
5,2022,06,10,08,N,N,0,individual2xindividual6,5,-0.6481553101884203,-4.1053115016665735,4.156162632987466,-98.97644886155312,114.11357120489392,2.2317217815496435,1.3469701799561289,0.8847516015935142,0.7649744948365358
6,2022,06,10,08,N,N,0,individual2xindividual6,6,-0.36337272783440144,-4.054308863989104,4.070560170781711,-95.0888609111605,61.22224435277561,2.4419760338617453,1.5550880529898685,0.886887980871877,0.43656541836311974
7,2022,06,10,08,N,N,0,individual2xindividual6,7,0.16398410469431757,-4.119243038230543,4.122505790730099,-87.76317269325487,62.503447750263,2.838584742572153,1.6672269270975466,1.1713578154746065,0.2596256768148195
0,2022,06,10,08,N,N,0,individual7xindividual2,0,-2.2881442762572006,4.313602843855459,4.882906278384471,117.94921388048597,162.07260469375444,0.2221368927617568,1.731009692237215,-1.5088727994754578,0.4598520924951754
1,2022,06,10,08,N,N,0,individual7xindividual2,1,-2.183332548825462,4.327962777059996,4.847494488741329,116.80890565336104,166.3845233435708,1.0828284665331307,3.4989708611505543,-2.4161423946174225,0.49341604686355167
2,2022,06,10,08,N,N,0,individual7xindividual2,2,-2.3261770847092738,4.083991636136327,4.700009309933121,119.63389880283977,94.30787324441046,0.331638237780796,4.159275444399557,-3.827637206618762,0.4005520281295897
3,2022,06,10,08,N,N,0,individual7xindividual2,3,-2.7611956818733807,4.225114629416236,5.047355270367175,123.13926986880568,84.71295147482876,0.8011467593944818,0.8547961679445591,-0.05364940855007737,0.4005520281295897
0,2022,06,10,08,N,N,0,individual8xindividual2,0,2.027817267632985,2.4491395890501426,3.17967413386391,50.42398491064119,106.2985127773618,0.5211301206449249,1.731009692237215,-1.2098795715922899,0.4660623223664268
1,2022,06,10,08,N,N,0,individual8xindividual2,1,2.2798892672132793,2.517227518223663,3.39622282090807,47.71738062084121,82.02376303153176,0.5992121353565153,3.4989708611505543,-2.8997587257940376,0.4447066352065523
2,2022,06,10,08,N,N,0,individual8xindividual2,2,2.077386952304762,2.405950732994444,3.178700281436199,49.192810114482306,132.9546923200712,0.5140166700130018,4.159275444399557,-3.6452587743865554,0.5461763116409294
3,2022,06,10,08,N,N,0,individual8xindividual2,3,1.7209808208131647,2.4320476897119794,2.979367542053201,54.73271714664303,153.54839801596052,0.2326800711709287,0.8547961679445591,-0.6221160967736304,0.5513369246489798
4,2022,06,10,08,N,N,0,individual8xindividual2,4,1.4130938269638837,2.293216594012583,2.693636298919753,58.46213318327736,167.2237904740095,0.2519938001760478,2.14699826922541,-1.895004469049362,0.6494451300921934
5,2022,06,10,08,N,N,0,individual8xindividual2,5,0.8453863147561871,2.323826723538272,2.472822003745451,69.95736117067558,170.77636222480712,1.1121334915811711,2.2317217815496435,-1.1195882899684722,0.5632754022996737
6,2022,06,10,08,N,N,0,individual8xindividual2,6,0.2834823853903906,2.718575807628106,2.733316060145156,83.93406333201823,154.19342956488245,1.266625639175468,2.4419760338617453,-1.1753503946862776,0.44925798814616347
7,2022,06,10,08,N,N,0,individual8xindividual2,7,-0.7891368007737933,3.049412802516,3.149865922620197,104.22554041207955,165.01091808621987,2.090332262461566,2.838584742572153,-0.7482524801105876,0.21780884157273667
8,2022,06,10,08,N,N,0,individual8xindividual2,8,-2.349967929495756,3.0643631784539473,3.8616927582503178,127.13729846486548,172.00246197631915,1.4219152758856943,3.512551296207686,-2.090636020321991,0.4271860203842206
9,2022,06,10,08,N,N,0,individual8xindividual2,9,-3.7192920094977167,2.9913953079460813,4.773005231540752,141.04835627901267,175.76724558110902,0.5281259432569796,3.1688861054213886,-2.64076016216441,0.6068068639373191
10,2022,06,10,08,N,N,0,individual8xindividual2,10,-4.519337075979599,3.1123266165478207,5.4873476812022615,145.43635593845445,161.64203021366745,0.13744385155227007,1.3946013425962414,-1.2571574910439713,0.4105479741402613
0,2022,06,10,08,N,N,0,individual3xindividual4,0,-4.256973869962461,-3.0662977074549507,5.246332829728463,-144.21860226802727,57.84465738458366,1.4050470162914048,0.8001261078258225,0.6049209084655823,0.46816164504834934
1,2022,06,10,08,N,N,0,individual3xindividual4,1,-4.763517481187789,-2.828845383784801,5.540168318647209,-149.31723444367032,55.45962907077361,2.207244139913841,0.9228085472022984,1.2844355927115425,0.32622367353514636
2,2022,06,10,08,N,N,0,individual3xindividual4,2,-5.068859964812325,-2.376733834521791,5.5984109408865175,-154.83434694409075,24.35696464853168,1.7409510666125827,0.9035482642250552,0.8374028023875275,0.37293167521075077
3,2022,06,10,08,N,N,0,individual3xindividual4,3,-4.995647396090767,-1.8123808882364565,5.314246643703435,-160.10630855840165,24.193334361109844,2.109077975194561,1.3788340672895278,0.7302439079050331,0.4741323455078938
4,2022,06,10,08,N,N,0,individual3xindividual4,4,-5.026879886141389,-1.2486499612650626,5.17963783632216,-165.99876986080253,24.95694652207337,1.5280106720441136,1.5962104051189392,-0.06819973307482545,0.5566748821786329
5,2022,06,10,08,N,N,0,individual3xindividual4,5,-5.133404534357849,-0.7875791226676481,5.193469263202361,-171.30630848340365,17.50050926933798,1.5909531477931906,0.9237999820097054,0.6671531657834852,0.23559696801535204
6,2022,06,10,08,N,N,0,individual3xindividual4,6,-4.981171153630032,-0.33152397744558726,4.992191323394696,-176.18400165723128,18.737270277650858,1.3388029191932755,0.702836436946769,0.6359664822465065,0.3755291357259529
7,2022,06,10,08,N,N,0,individual3xindividual4,7,-5.0687087500878825,0.07433968641012217,5.069253868390596,103.372340713822,4.251914547383514,1.5118553868216027,0.35165660960142975,1.1601987772201732,0.5441442029895007
8,2022,06,10,08,N,N,0,individual3xindividual4,8,-5.301627103723881,0.17298741856874875,5.304448566432023,178.13218915603528,30.373090450666645,0.573434695559564,1.636489343902248,-1.0630546483426846,0.6532049494684555
9,2022,06,10,08,N,N,0,individual3xindividual4,9,-5.221776000543806,0.14467492479376876,5.223779803333918,178.41152002276394,19.09724547079037,1.128750297321479,1.2928332048849387,-0.16408290756345983,0.8060089435673928
0,2022,06,10,08,N,N,0,individual5xindividual3,0,2.467339933097346,0.3052054749284156,2.4861449530112067,7.142511902603064,127.40569560660978,1.8909210687632083,1.4050470162914048,0.4858740524718036,0.4640471224553159
1,2022,06,10,08,N,N,0,individual5xindividual3,1,3.426881713700743,0.05484399101147055,3.427320548627835,1.1349236799954696,161.30331191388078,1.5702174769617179,2.207244139913841,-0.6370266629521233,0.1484124872409709
