pt1_cam1_X,pt1_cam1_Y,pt1_cam2_X,pt1_cam2_Y
224.823242,202.930347,338.492374,217.477774
1650.418318,195.69641,1987.014491,184.769161
1617.629797,753.973519,1955.887617,889.815564
194.34602,773.64551,305.553805,845.941122
146.198377,138.72231,133.96012,163.101244
1756.938927,144.698689,1956.11167,123.825007
1730.501634,789.518833,1899.946195,938.112022
113.852773,812.868829,89.8183,880.439396
