,id,x,y,frame,camera
61,2,913.1945,575.55084,5,0
62,3,899.5503,608.55237,5,0
63,4,885.91644,642.3133,5,0
64,5,881.55444,479.88913,5,0
65,6,868.0735,510.5125,5,0
66,7,854.11206,541.80585,5,0
67,8,839.74524,574.6727,5,0
68,9,825.12384,607.53253,5,0
69,13,779.7234,540.0519,5,0
70,14,764.0997,572.41284,5,0
71,19,703.1383,537.2594,5,0
72,2,913.47723,575.45795,6,0
73,3,899.8309,608.37134,6,0
74,4,886.13184,642.30707,6,0
75,5,881.6854,479.78638,6,0
76,6,868.03314,510.51416,6,0
77,7,854.10675,541.84546,6,0
78,8,839.8718,574.45215,6,0
79,9,825.34393,607.4779,6,0
80,10,824.0749,447.13092,6,0
81,11,810.8712,476.38577,6,0
82,12,795.0044,508.04575,6,0
83,13,779.6493,539.7049,6,0
84,14,764.4718,572.3106,6,0
85,15,767.0635,413.73834,6,0
86,16,751.87494,443.19156,6,0
87,17,736.0695,473.82196,6,0
88,18,719.84375,505.2024,6,0
89,19,703.3858,537.2541,6,0
90,2,913.68176,575.608,7,0
91,3,900.05493,608.2998,7,0
92,4,886.3786,642.26514,7,0
93,5,881.947,479.85226,7,0
94,6,868.40466,510.62354,7,0
95,7,854.3281,541.8421,7,0
96,8,840.19495,574.3543,7,0
97,9,825.64856,607.59753,7,0
98,10,824.4833,446.93253,7,0
99,11,811.1965,476.27054,7,0
100,12,795.1517,507.93597,7,0
101,13,779.93024,539.7131,7,0
102,14,764.73175,572.21185,7,0
103,15,767.3216,413.63004,7,0
104,16,752.1553,443.2422,7,0
105,17,736.3224,473.58823,7,0
106,18,720.12854,505.11078,7,0
107,19,703.58514,537.1264,7,0
108,2,913.93585,575.55176,8,0
109,3,900.3081,608.2562,8,0
110,4,886.5595,642.32666,8,0
111,5,882.23816,479.9029,8,0
112,6,868.6422,510.5816,8,0
113,7,854.6255,541.8604,8,0
114,8,840.4103,574.252,8,0
115,9,825.8047,607.39526,8,0
116,10,824.6789,447.15378,8,0
117,11,811.4376,476.4668,8,0
118,12,795.4088,507.9366,8,0
119,13,780.21796,539.7006,8,0
120,14,764.9163,572.04193,8,0
121,15,767.59467,413.5638,8,0
122,16,752.3359,443.06287,8,0
123,17,736.63043,473.42456,8,0
124,18,720.40186,505.11984,8,0
125,19,703.842,537.04626,8,0
126,2,914.0246,575.33185,9,0
127,3,900.62335,608.1878,9,0
128,4,886.8637,642.1439,9,0
129,5,882.4285,479.7429,9,0
130,6,868.8377,510.34958,9,0
131,7,854.8297,541.8367,9,0
132,8,840.6001,574.3267,9,0
133,9,826.0254,607.3147,9,0
134,10,824.9916,447.13055,9,0
135,11,811.75085,476.7092,9,0
136,12,795.6878,507.83966,9,0
137,13,780.5383,539.69507,9,0
138,14,765.09644,571.9749,9,0
139,15,767.81964,413.459,9,0
140,16,752.41125,442.92166,9,0
141,17,736.8178,473.5127,9,0
142,18,720.75757,504.9888,9,0
143,19,704.0374,536.9507,9,0
144,2,914.1866,575.09076,10,0
145,3,900.85596,608.1188,10,0
146,4,887.1371,641.9982,10,0
147,5,882.7254,479.71094,10,0
148,6,869.0384,510.15137,10,0
149,7,855.15216,541.71173,10,0
150,8,840.7351,574.3255,10,0
151,9,826.2851,607.26166,10,0
152,10,825.353,447.03458,10,0
153,11,811.88544,476.80914,10,0
154,12,795.93256,507.8075,10,0
155,13,780.8529,539.62384,10,0
156,14,765.3113,571.92035,10,0
157,15,767.95215,413.37637,10,0
158,16,752.5107,443.0463,10,0
159,17,737.048,473.55072,10,0
160,18,721.0391,504.72803,10,0
161,19,704.26544,536.96484,10,0
162,2,914.38873,575.04144,11,0
163,3,901.08044,608.0726,11,0
164,4,887.2086,642.0834,11,0
165,6,869.3844,510.1655,11,0
166,7,855.14374,541.64575,11,0
167,8,841.12054,574.17523,11,0
168,9,826.40497,607.10315,11,0
169,10,825.5199,446.90494,11,0
170,11,811.8676,476.42477,11,0
171,12,796.1126,507.76624,11,0
172,13,780.8564,539.4398,11,0
173,14,765.59595,571.9114,11,0
174,15,768.39795,413.37317,11,0
175,16,752.8632,442.89545,11,0
176,17,737.1778,473.3552,11,0
177,18,721.1396,504.61423,11,0
178,19,704.529,536.8152,11,0
179,2,914.659,575.24194,12,0
180,3,901.27045,608.01373,12,0
181,4,887.42676,642.0605,12,0
182,6,869.6085,510.19843,12,0
183,7,855.412,541.625,12,0
184,8,841.3665,574.1209,12,0
185,9,826.7839,607.01764,12,0
186,10,825.901,446.67432,12,0
187,11,812.6455,477.65433,12,0
188,12,796.46875,507.63345,12,0
189,13,781.2149,539.3422,12,0
190,14,765.93994,571.8565,12,0
191,15,768.53876,413.37686,12,0
192,16,753.0938,442.78598,12,0
193,17,737.49475,473.2355,12,0
194,18,721.3121,504.5172,12,0
195,2,914.9541,574.99115,13,0
196,3,901.4505,607.95764,13,0
197,4,887.6611,641.96954,13,0
198,6,869.71747,510.10226,13,0
199,7,855.75433,541.5449,13,0
200,8,841.6001,574.0742,13,0
201,9,826.92596,606.9041,13,0
202,11,812.7813,477.5354,13,0
203,12,796.7328,507.5442,13,0
204,13,781.4364,539.2819,13,0
205,14,766.1017,571.8501,13,0
206,19,705.01227,536.6743,13,0
207,2,915.16046,574.9522,14,0
208,3,901.6548,607.9421,14,0
209,4,887.9404,641.84283,14,0
210,6,869.8725,510.13107,14,0
211,7,856.1533,541.5032,14,0
212,8,841.87244,573.9966,14,0
213,9,827.06683,606.877,14,0
214,10,826.2357,446.44467,14,0
215,11,812.5997,475.9875,14,0
216,12,796.9459,507.62854,14,0
217,13,781.65295,539.0948,14,0
218,14,766.28406,571.82666,14,0
219,15,769.03925,413.0164,14,0
220,16,753.4098,442.85947,14,0
221,17,738.05206,473.0677,14,0
222,18,721.99976,504.55536,14,0
223,19,705.23956,536.5838,14,0
224,2,915.4489,574.9633,15,0
225,3,901.8886,607.8522,15,0
226,4,888.1511,641.6964,15,0
227,7,856.25745,541.46576,15,0
228,8,842.0689,573.88184,15,0
229,9,827.3119,606.83167,15,0
230,13,781.9103,539.1357,15,0
231,14,766.4567,571.5489,15,0
232,18,722.07275,504.39423,15,0
233,19,705.52344,536.4259,15,0
234,2,915.6851,575.05286,16,0
235,3,901.9954,607.77606,16,0
236,4,888.3221,641.5751,16,0
237,6,870.22876,510.15894,16,0
238,7,856.35046,541.547,16,0
239,8,842.25464,573.7947,16,0
240,9,827.55,606.8333,16,0
241,10,826.4679,446.5122,16,0
242,11,813.68463,479.16104,16,0
243,12,797.1894,507.49118,16,0
244,13,782.14136,539.1748,16,0
245,14,766.6573,571.48615,16,0
246,15,769.514,413.05115,16,0
247,16,754.0391,442.67554,16,0
248,17,738.3264,472.8673,16,0
249,18,722.3329,504.34018,16,0
250,19,705.76953,536.36035,16,0
251,2,916.03827,574.88654,18,0
252,3,902.42346,607.5998,18,0
253,4,888.82336,641.5193,18,0
254,5,884.31866,479.31805,18,0
255,6,870.6356,510.02768,18,0
256,7,856.8437,541.2353,18,0
257,8,842.8319,573.59534,18,0
258,9,828.0026,606.62823,18,0
259,10,826.8104,446.4699,18,0
260,11,813.04504,476.10803,18,0
261,12,797.4813,507.36365,18,0
262,13,782.57135,538.86005,18,0
263,14,767.09314,571.4677,18,0
264,15,769.78815,412.9226,18,0
265,16,754.4083,442.6373,18,0
266,17,738.5831,472.78433,18,0
267,18,722.8604,504.1631,18,0
268,19,706.2062,536.2558,18,0
269,2,916.0909,574.82367,19,0
270,3,902.62665,607.6301,19,0
271,4,889.04645,641.5112,19,0
272,7,857.14514,541.1477,19,0
273,8,842.96124,573.49414,19,0
274,9,828.2305,606.5264,19,0
275,12,797.8985,507.40796,19,0
276,13,782.81885,538.77155,19,0
277,14,767.3035,571.369,19,0
278,15,770.07904,412.84888,19,0
279,16,754.7416,442.50687,19,0
280,17,738.924,472.71158,19,0
281,18,723.12524,504.17087,19,0
282,19,706.4548,536.1427,19,0
283,3,902.8453,607.41016,20,0
284,4,889.3349,641.4499,20,0
285,9,828.5146,606.4461,20,0
286,14,767.51855,571.2754,20,0
287,19,706.8218,536.0511,20,0
288,2,916.6712,574.7738,21,0
289,3,903.11255,607.3478,21,0
290,4,889.58026,641.4318,21,0
291,7,857.58923,541.0673,21,0
292,8,843.3437,573.3705,21,0
293,9,828.68494,606.3936,21,0
294,12,798.4605,507.3704,21,0
295,13,783.29034,538.73846,21,0
296,14,767.8124,571.29254,21,0
297,15,770.543,412.54593,21,0
298,16,755.31323,442.33588,21,0
299,17,739.3151,472.62323,21,0
300,18,723.5665,504.08533,21,0
301,19,707.01306,535.98944,21,0
302,2,916.9206,574.76715,22,0
303,3,903.36584,607.2962,22,0
304,4,889.79645,641.3799,22,0
305,7,857.8407,540.94507,22,0
306,8,843.505,573.36414,22,0
307,9,828.8459,606.3605,22,0
308,12,798.7307,507.3462,22,0
309,13,783.5114,538.7086,22,0
310,14,768.0592,571.2551,22,0
311,17,739.44305,472.6108,22,0
312,18,723.7354,503.96866,22,0
313,19,707.18695,535.85864,22,0
314,2,917.28564,574.6519,23,0
315,3,903.7069,607.28314,23,0
316,4,890.0185,641.354,23,0
317,7,858.07074,540.95984,23,0
318,8,843.6876,573.3293,23,0
319,9,829.0387,606.3354,23,0
320,13,783.7884,538.786,23,0
321,14,768.1755,571.1188,23,0
322,3,903.92285,607.2367,24,0
323,4,890.19214,641.3009,24,0
324,8,843.89264,573.23267,24,0
325,9,829.2391,606.2468,24,0
326,12,799.07745,507.19196,24,0
327,13,783.8714,538.73755,24,0
328,14,768.31067,571.069,24,0
329,19,707.68994,535.81104,24,0
330,2,917.7202,574.785,25,0
331,3,904.1755,607.2671,25,0
332,4,890.42706,641.26447,25,0
333,7,858.4949,540.86,25,0
334,8,844.19965,573.27435,25,0
335,9,829.50214,606.14453,25,0
336,12,799.3538,507.04572,25,0
337,13,784.0818,538.5767,25,0
338,14,768.69855,570.9775,25,0
339,15,771.3576,412.66156,25,0
340,16,756.19507,442.09653,25,0
341,17,740.3338,472.43616,25,0
342,18,724.49664,503.75473,25,0
343,2,917.9832,574.74677,26,0
344,3,904.3933,607.25775,26,0
345,4,890.65967,641.20636,26,0
346,7,858.7393,540.76135,26,0
347,8,844.34753,573.2434,26,0
348,9,829.7669,606.0506,26,0
349,12,799.53546,506.94437,26,0
350,13,784.34686,538.3676,26,0
351,14,768.92065,570.93207,26,0
352,15,771.60736,412.42487,26,0
353,16,756.35205,442.03088,26,0
354,17,740.60425,472.40833,26,0
355,18,724.76917,503.63144,26,0
356,19,708.122,535.7249,26,0
357,2,918.34106,574.5964,27,0
358,3,904.50574,607.19354,27,0
359,4,890.88715,641.1331,27,0
360,7,858.7904,540.75714,27,0
361,8,844.6381,573.1353,27,0
362,9,830.00793,605.98724,27,0
363,12,799.8477,506.8043,27,0
364,13,784.5787,538.3724,27,0
365,14,769.1146,571.04785,27,0
366,17,740.79407,472.19754,27,0
367,18,725.0072,503.6461,27,0
368,19,708.23267,535.6578,27,0
369,2,918.72003,574.5922,28,0
370,3,904.8471,607.3079,28,0
371,4,891.06665,641.0912,28,0
372,7,859.0335,540.7125,28,0
373,8,844.88196,573.03235,28,0
374,9,830.2628,605.97,28,0
375,12,800.0198,506.64035,28,0
376,13,784.7676,538.30505,28,0
377,14,769.4181,570.8161,28,0
378,15,772.2009,412.38538,28,0
379,16,756.7998,442.09982,28,0
380,17,741.0736,472.29553,28,0
381,18,725.2404,503.52933,28,0
382,19,708.64874,535.6428,28,0
383,2,918.7641,574.60535,29,0
384,3,905.05927,607.1955,29,0
385,4,891.26685,641.01855,29,0
386,7,859.28577,540.67,29,0
387,8,845.1058,573.06696,29,0
388,9,830.423,605.91064,29,0
389,12,800.1226,506.90555,29,0
390,13,785.0286,538.32495,29,0
391,14,769.6953,570.8662,29,0
392,15,772.4683,412.52634,29,0
393,16,757.054,442.06192,29,0
394,17,741.3326,472.2495,29,0
395,18,725.4794,503.55667,29,0
396,19,708.8902,535.5314,29,0
397,3,905.3744,607.0986,30,0
398,4,891.4295,640.90247,30,0
399,8,845.4455,573.033,30,0
400,9,830.56085,605.77716,30,0
401,13,785.21594,538.23206,30,0
402,14,769.9852,570.8662,30,0
403,18,725.75,503.4622,30,0
404,19,709.1073,535.4147,30,0
405,2,919.0523,574.634,31,0
406,3,905.70526,606.99225,31,0
407,4,891.69696,640.8057,31,0
408,7,859.84454,540.533,31,0
409,8,845.7195,572.9825,31,0
410,9,831.0105,605.682,31,0
411,12,800.8468,506.49567,31,0
412,13,785.4846,538.1378,31,0
413,14,770.1418,570.73096,31,0
414,17,741.87366,471.9774,31,0
415,18,725.99176,503.44476,31,0
416,19,709.35333,535.30084,31,0
417,2,919.16644,574.6309,32,0
418,3,905.9442,606.9276,32,0
419,4,891.92126,640.7539,32,0
420,7,860.0186,540.47565,32,0
421,8,846.0294,572.9719,32,0
422,9,831.1285,605.4833,32,0
423,12,801.09985,506.45746,32,0
424,13,785.71313,537.9954,32,0
425,14,770.32166,570.6595,32,0
426,15,772.8374,412.1525,32,0
427,16,757.8462,441.93213,32,0
428,17,742.0486,471.86404,32,0
429,18,726.22363,503.44476,32,0
430,19,709.56665,535.1841,32,0
431,2,919.3787,574.6869,33,0
432,3,906.06464,606.888,33,0
433,4,892.14667,640.8398,33,0
434,7,860.1362,540.4319,33,0
435,8,846.2316,572.8714,33,0
436,9,831.4015,605.4716,33,0
437,12,801.3345,506.36728,33,0
438,13,785.9188,538.03534,33,0
439,14,770.64655,570.5124,33,0
440,15,773.1411,412.26334,33,0
441,16,758.0935,441.86588,33,0
442,17,742.2481,471.80148,33,0
443,18,726.49347,503.34296,33,0
444,19,709.86365,535.17206,33,0
445,2,919.51416,574.6949,34,0
446,3,906.1597,606.8479,34,0
447,4,892.3744,640.92725,34,0
448,7,860.3846,540.31525,34,0
449,8,846.4674,572.7583,34,0
450,9,831.7337,605.5631,34,0
451,13,786.14954,537.9282,34,0
452,14,770.86743,570.4914,34,0
453,18,726.76654,503.2596,34,0
454,19,710.0217,535.07855,34,0
455,2,919.7246,574.6483,35,0
456,3,906.30994,606.7826,35,0
457,4,892.70026,640.78284,35,0
458,7,860.6633,540.22266,35,0
459,8,846.5039,572.79443,35,0
460,9,831.9702,605.4941,35,0
461,12,801.6865,506.26376,35,0
462,13,786.45905,537.84296,35,0
463,14,771.0657,570.40985,35,0
464,15,773.6316,411.94894,35,0
465,16,758.6326,441.84448,35,0
466,17,742.57,471.52396,35,0
467,18,726.86975,503.1319,35,0
468,19,710.2222,534.9115,35,0
469,2,920.0058,574.46277,36,0
470,3,906.4171,606.5461,36,0
471,4,892.98126,640.6927,36,0
472,7,860.91736,540.1803,36,0
473,8,846.74207,572.7229,36,0
474,9,832.1892,605.494,36,0
475,12,801.9285,506.23978,36,0
476,13,786.74896,537.81757,36,0
477,14,771.30365,570.34686,36,0
478,15,773.84644,412.09738,36,0
479,16,758.8174,441.7219,36,0
480,17,742.8978,471.58722,36,0
481,18,727.28796,503.13916,36,0
482,19,710.4935,534.9171,36,0
483,2,920.10144,574.51794,37,0
484,3,906.67303,606.73334,37,0
485,4,893.2643,640.6327,37,0
486,7,861.1851,540.2103,37,0
487,8,847.004,572.66656,37,0
488,9,832.46625,605.4637,37,0
489,12,802.1268,506.09998,37,0
490,13,786.97833,537.8365,37,0
491,14,771.6312,570.23126,37,0
492,15,774.2423,412.19916,37,0
493,16,758.9723,441.48267,37,0
494,17,743.07776,471.4543,37,0
495,18,727.352,502.9029,37,0
496,19,710.6476,534.927,37,0
497,3,906.9458,606.9031,38,0
498,4,893.5678,640.6318,38,0
499,8,847.21063,572.78314,38,0
500,9,832.7583,605.4793,38,0
501,13,787.1868,537.89594,38,0
502,14,771.90967,570.1745,38,0
503,18,727.3886,502.61923,38,0
504,19,710.7939,534.8901,38,0
505,2,920.4882,574.6273,39,0
506,3,907.1646,606.8127,39,0
507,4,893.7644,640.4742,39,0
508,7,861.7564,540.0937,39,0
509,8,847.61237,572.6604,39,0
510,9,832.9521,605.3741,39,0
511,12,802.46765,505.83392,39,0
512,13,787.3884,537.6777,39,0
513,14,772.0404,570.03424,39,0
514,15,774.7107,412.116,39,0
515,16,759.337,441.30182,39,0
516,17,743.65497,471.3652,39,0
517,18,727.68445,502.7407,39,0
518,19,711.20593,534.8487,39,0
519,2,920.8178,574.33026,40,0
520,3,907.482,606.72485,40,0
521,4,893.7964,640.34753,40,0
522,7,861.95087,540.0623,40,0
523,8,847.67816,572.29297,40,0
524,9,833.1817,605.28485,40,0
525,12,802.4955,505.68286,40,0
526,13,787.5339,537.5075,40,0
527,14,772.2072,569.8899,40,0
528,17,743.91254,471.28455,40,0
529,18,728.0519,502.66464,40,0
530,19,711.5013,534.5547,40,0
531,2,920.8525,574.6388,41,0
532,3,907.72076,606.7186,41,0
533,4,894.33295,640.20605,41,0
534,7,862.20715,540.0414,41,0
535,8,847.98816,572.29535,41,0
536,9,833.34174,605.11163,41,0
537,12,802.791,505.78796,41,0
538,13,787.8331,537.4702,41,0
539,14,772.4527,569.85767,41,0
540,15,775.06464,411.88467,41,0
541,16,759.96265,441.33136,41,0
542,17,744.09735,471.23843,41,0
543,18,728.2314,502.66882,41,0
544,19,711.6927,534.59106,41,0
545,2,921.1501,574.6,42,0
546,3,907.9783,606.6007,42,0
547,4,894.65125,640.1248,42,0
548,7,862.4788,540.01154,42,0
549,8,848.2309,572.2805,42,0
550,9,833.5325,604.97766,42,0
551,12,803.27875,505.6959,42,0
552,13,788.0507,537.2928,42,0
553,14,772.73737,569.80347,42,0
554,15,775.28595,411.77487,42,0
555,16,760.3411,441.57513,42,0
556,17,744.31934,471.1662,42,0
557,18,728.42786,502.59525,42,0
558,19,711.9032,534.50323,42,0
559,2,921.38513,574.5494,43,0
560,3,908.23724,606.57855,43,0
561,4,894.9159,640.05865,43,0
562,7,862.5133,539.99774,43,0
563,8,848.41113,572.13403,43,0
564,9,833.78424,604.91254,43,0
565,12,803.4871,505.82803,43,0
566,13,788.21265,537.1347,43,0
567,14,773.01855,569.79047,43,0
568,17,744.46674,471.14465,43,0
569,18,728.45825,502.49194,43,0
570,2,921.52594,574.228,44,0
571,3,908.48755,606.52716,44,0
572,4,895.15375,640.01056,44,0
573,3,908.6766,606.39264,45,0
574,4,895.50684,639.95575,45,0
575,8,848.91046,572.09015,45,0
576,9,834.24506,604.79297,45,0
577,13,788.8507,537.2635,45,0
578,14,773.54535,569.69244,45,0
579,19,712.5796,534.27405,45,0
580,2,921.7598,574.4248,46,0
581,3,908.84674,606.2354,46,0
582,4,895.4803,639.94727,46,0
583,7,863.2939,539.8504,46,0
584,8,849.03345,572.10785,46,0
585,9,834.4932,604.7152,46,0
586,12,804.2262,505.48505,46,0
587,13,789.0511,537.38416,46,0
588,14,773.7043,569.56226,46,0
589,15,775.9059,411.69626,46,0
590,16,760.8995,440.98062,46,0
591,17,745.35376,470.97592,46,0
592,18,729.22064,502.20764,46,0
593,19,712.7978,534.1322,46,0
594,2,922.0319,574.0279,47,0
595,3,909.043,606.3901,47,0
596,4,895.7958,639.91956,47,0
597,7,863.4574,539.8018,47,0
598,8,849.29944,571.91565,47,0
599,9,834.8216,604.73474,47,0
600,12,804.42975,505.3606,47,0
601,13,789.27637,537.28973,47,0
602,14,773.9923,569.6301,47,0
603,17,745.6413,470.86182,47,0
604,18,729.3976,502.07465,47,0
605,19,713.0345,534.15424,47,0
606,2,922.2172,573.9985,48,0
607,3,909.2798,606.49426,48,0
608,4,896.0425,639.90027,48,0
609,7,863.73816,539.8041,48,0
610,8,849.60754,571.6933,48,0
611,9,835.05475,604.63324,48,0
612,12,804.711,505.35492,48,0
613,13,789.48346,537.21313,48,0
614,14,774.1565,569.41156,48,0
615,17,745.9052,470.79193,48,0
616,18,729.6768,501.91678,48,0
617,19,713.2384,534.1541,48,0
618,2,922.4056,574.0221,49,0
619,3,909.6874,606.48926,49,0
620,4,896.19415,639.78955,49,0
621,6,878.34485,508.21878,49,0
622,7,863.9178,539.72986,49,0
623,8,849.80096,571.80084,49,0
624,9,835.2495,604.57227,49,0
625,10,833.9027,445.0267,49,0
626,11,820.40015,475.11462,49,0
627,12,804.8892,505.34485,49,0
628,13,789.77814,537.1296,49,0
629,14,774.4044,569.45514,49,0
630,15,776.7826,411.39307,49,0
631,16,761.63214,440.78143,49,0
632,17,746.09076,470.78305,49,0
633,18,729.983,502.0181,49,0
634,19,713.55835,534.00165,49,0
635,2,922.27106,574.0404,50,0
636,3,909.8895,606.43207,50,0
637,4,896.4091,639.7492,50,0
638,5,891.1523,477.8527,50,0
639,6,878.6059,508.05283,50,0
640,7,864.1191,539.61676,50,0
641,8,850.00696,571.80493,50,0
642,9,835.4663,604.4852,50,0
643,11,820.5738,475.1151,50,0
644,12,805.1139,505.3304,50,0
645,13,790.03674,537.0784,50,0
646,14,774.6575,569.2772,50,0
647,16,761.8655,440.59875,50,0
648,17,746.39233,470.70715,50,0
649,18,730.275,502.1029,50,0
650,19,713.8281,533.79565,50,0
651,2,922.24713,573.9725,51,0
652,3,909.87756,606.1852,51,0
653,4,896.64813,639.58844,51,0
654,7,864.4517,539.46735,51,0
655,8,850.05286,571.75116,51,0
656,9,835.77295,604.5648,51,0
657,12,805.29565,505.18167,51,0
658,13,790.279,536.991,51,0
659,14,774.9145,569.2262,51,0
660,16,762.2531,440.6431,51,0
661,17,746.41614,470.48117,51,0
662,18,730.602,501.89938,51,0
663,19,713.9975,533.73944,51,0
664,3,910.0945,606.191,52,0
665,4,896.8528,639.588,52,0
666,2,923.072,573.71204,53,0
667,3,910.4081,606.1931,53,0
668,4,897.35504,639.48096,53,0
669,5,891.97345,477.65152,53,0
670,6,879.21747,507.86206,53,0
671,7,864.8827,539.3422,53,0
672,8,850.6899,571.61566,53,0
673,9,836.13666,604.45374,53,0
674,10,834.69684,444.82944,53,0
675,11,818.8743,472.79453,53,0
676,12,805.7052,505.2205,53,0
677,13,790.8085,536.8323,53,0
678,14,775.3637,569.1018,53,0
679,15,777.599,411.16797,53,0
680,16,762.73865,440.69308,53,0
681,17,746.97516,470.36954,53,0
682,18,731.06067,501.89417,53,0
683,19,714.67145,533.68994,53,0
684,2,923.4001,573.5902,54,0
685,3,910.82153,606.28705,54,0
686,4,897.57166,639.43036,54,0
687,6,879.3876,507.80508,54,0
688,7,865.1862,539.2608,54,0
689,8,850.89453,571.5859,54,0
690,9,836.3398,604.31854,54,0
691,10,834.9624,444.7895,54,0
692,11,830.3392,479.11902,54,0
693,12,806.01294,505.1807,54,0
694,13,791.0142,536.8099,54,0
695,14,775.52795,569.1017,54,0
696,15,777.75854,411.07214,54,0
697,16,762.88617,440.84793,54,0
698,19,714.8895,533.67773,54,0
699,2,923.6721,573.5347,55,0
700,3,911.0721,606.11316,55,0
701,4,897.7864,639.40967,55,0
702,6,879.8742,507.7752,55,0
703,7,865.6609,539.08124,55,0
704,8,851.04706,571.5916,55,0
705,9,836.54816,604.21313,55,0
706,10,835.1496,444.52695,55,0
707,11,830.2153,479.10135,55,0
708,12,806.2497,505.1313,55,0
709,13,791.1942,536.7368,55,0
710,14,775.82605,569.04315,55,0
711,15,778.1703,411.37656,55,0
712,16,763.1012,440.62225,55,0
713,17,747.5518,470.43277,55,0
714,18,731.4521,501.78024,55,0
715,19,715.1348,533.6462,55,0
716,2,924.07153,573.32,56,0
717,3,911.2874,606.0246,56,0
718,4,898.05493,639.3684,56,0
719,5,892.7381,477.61038,56,0
720,6,879.814,507.77847,56,0
721,7,865.5709,539.3131,56,0
722,8,851.2298,571.4964,56,0
723,9,836.7616,604.19165,56,0
724,10,835.35175,444.8868,56,0
725,11,823.13513,474.31366,56,0
726,12,806.4976,505.1537,56,0
727,13,791.406,536.7315,56,0
728,14,776.03973,568.9547,56,0
729,15,778.2782,411.1878,56,0
730,16,763.421,440.38904,56,0
731,17,747.83167,470.47583,56,0
732,18,731.6453,501.84946,56,0
733,19,715.3512,533.6077,56,0
734,2,924.2825,573.3999,57,0
735,3,911.4248,605.8785,57,0
736,4,898.4302,639.2691,57,0
737,6,880.1197,507.94156,57,0
738,7,865.82263,539.22516,57,0
739,8,851.48285,571.3865,57,0
740,9,837.01337,604.18304,57,0
741,10,835.6018,444.76566,57,0
742,11,820.24756,474.2048,57,0
743,12,806.88513,505.0552,57,0
744,13,791.7454,536.61255,57,0
745,14,776.2837,568.9323,57,0
746,15,778.46735,411.112,57,0
747,16,763.56915,440.21423,57,0
748,17,748.0151,470.4525,57,0
749,18,731.889,501.65543,57,0
750,19,715.54285,533.5012,57,0
751,2,924.4598,573.548,58,0
752,3,911.61914,605.77435,58,0
753,4,898.66724,639.19684,58,0
754,6,880.43164,508.0438,58,0
755,7,866.04266,539.17566,58,0
756,8,851.7026,571.43945,58,0
757,9,837.3574,604.26324,58,0
758,10,835.8194,444.60257,58,0
759,11,830.65344,479.30908,58,0
760,12,807.16754,505.01074,58,0
761,13,792.04114,536.5931,58,0
762,14,776.49225,568.87225,58,0
763,15,778.68774,411.02127,58,0
764,16,763.89185,440.3093,58,0
765,17,748.27783,470.29495,58,0
766,18,732.05396,501.50403,58,0
767,19,715.6991,533.3412,58,0
768,3,912.0163,606.12067,59,0
769,4,898.7627,639.14044,59,0
770,8,852.1357,571.28735,59,0
771,9,837.63214,603.8779,59,0
772,13,792.07715,536.5776,59,0
773,14,776.5845,568.8648,59,0
774,19,715.9855,533.26514,59,0
775,2,924.9658,573.4685,60,0
776,3,912.242,605.8373,60,0
777,4,898.9054,639.08704,60,0
778,6,880.5,507.92285,60,0
779,7,866.5297,539.211,60,0
