scorer,DLC_resnet50_Single_Fish_VentralJun22shuffle1_500000,DLC_resnet50_Single_Fish_VentralJun22shuffle1_500000,DLC_resnet50_Single_Fish_VentralJun22shuffle1_500000,DLC_resnet50_Single_Fish_VentralJun22shuffle1_500000,DLC_resnet50_Single_Fish_VentralJun22shuffle1_500000,DLC_resnet50_Single_Fish_VentralJun22shuffle1_500000,DLC_resnet50_Single_Fish_VentralJun22shuffle1_500000,DLC_resnet50_Single_Fish_VentralJun22shuffle1_500000,DLC_resnet50_Single_Fish_VentralJun22shuffle1_500000,DLC_resnet50_Single_Fish_VentralJun22shuffle1_500000,DLC_resnet50_Single_Fish_VentralJun22shuffle1_500000,DLC_resnet50_Single_Fish_VentralJun22shuffle1_500000
bodyparts,head,head,head,midline2,midline2,midline2,tailbase,tailbase,tailbase,tailtip,tailtip,tailtip
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,1666.4669189453125,557.3517456054688,0.999983549118042,1551.4078369140625,584.5056762695312,0.9951828122138977,1445.874267578125,592.3973388671875,0.9996649026870728,1404.2821044921875,595.53564453125,0.9988622665405273
1,1671.87109375,557.3517456054688,0.9998695850372314,1560.51220703125,584.5056762695312,0.9955199956893921,1454.804931640625,592.9401245117188,0.9995392560958862,1409.1700439453125,595.53564453125,0.9996102452278137
2,1678.196533203125,557.3517456054688,0.9995297193527222,1571.173828125,584.5056762695312,0.9975487589836121,1461.1881103515625,594.8240356445312,0.9997764229774475,1410.7711181640625,595.53564453125,0.9999611377716064
3,1683.266357421875,554.1321411132812,0.9998722076416016,1579.640380859375,583.795166015625,0.9953044652938843,1465.00732421875,594.868896484375,0.9996645450592041,1413.9071044921875,589.6819458007812,0.9998206496238708
4,1689.1319580078125,553.069091796875,0.9994076490402222,1584.284912109375,582.6664428710938,0.9983744621276855,1468.9818115234375,598.1548461914062,0.9991833567619324,1421.151123046875,589.6819458007812,0.9990285634994507
5,1694.330322265625,551.4969482421875,0.9997194409370422,1589.583251953125,582.2413940429688,0.9997733235359192,1476.6124267578125,603.0745849609375,0.9977060556411743,1428.3634033203125,589.6819458007812,0.9998732805252075
6,1698.916748046875,551.4969482421875,0.9999444484710693,1592.6607666015625,581.8189086914062,0.9993822574615479,1485.2291259765625,606.4531860351562,0.9989614486694336,1434.278076171875,598.5469360351562,0.9999140501022339
7,1705.7718505859375,551.4969482421875,0.9996496438980103,1596.34912109375,579.6652221679688,0.99919193983078,1489.9732666015625,607.7026977539062,0.9998302459716797,1441.3123779296875,607.489501953125,0.9999446868896484
8,1713.5196533203125,553.0000610351562,0.9998588562011719,1597.7935791015625,578.0816650390625,0.9986743927001953,1493.6903076171875,608.5201416015625,0.9999010562896729,1453.9949951171875,614.3222045898438,0.9998753070831299
