,Year,Month,Day,Trial,Ablation,Darkness,Flow,Fish,Tailbeat_Num,X,Y,Heading,Speed,TB_Frequency,Fish_Length
7,1995,09,07,02,S,S,0,individual8,7,713.5381657894737,577.0607051210527,23.002383414309268,0.523687046763004,1.1764705882352942,1.1764705882352942
8,1995,09,07,02,S,S,0,individual8,8,738.8045245999999,574.508863005263,2.118140370252476,0.5587873993580089,2.0681114551083595,2.0681114551083595
9,1995,09,07,02,S,S,0,individual8,9,774.8130763684211,558.9203096684209,-13.565176912521036,0.8740336910378709,2.526315789473685,2.526315789473685
10,1995,09,07,02,S,S,0,individual8,10,819.0300876789473,554.7620504368421,-6.354804022042084,0.6924713767157545,1.2,1.2
11,1995,09,07,02,S,S,0,individual8,11,850.3220803421053,550.2618724789472,-33.14859317557119,0.4658013979072228,1.2,1.2
12,1995,09,07,02,S,S,0,individual8,12,873.6454679210525,536.0812731578948,-59.258976905227044,1.0364452178696162,1.9157894736842105,1.9157894736842105
13,1995,09,07,02,S,S,0,individual8,13,882.4891705631579,476.92774473684204,-63.66455272728358,0.7590458538812769,2.0,2.0
0,1995,09,07,08,S,S,0,individual1,0,1392.3895263157895,139.31526315789472,1.7858932386405346,0.6260825242195238,2.8571428571428568,2.8571428571428568
1,1995,09,07,08,S,S,0,individual1,1,1426.0085263157896,134.87578947368422,-12.789241822432063,0.6488858889675475,2.4772457459438075,2.4772457459438075
2,1995,09,07,08,S,S,0,individual1,2,,,,,1.0526315789473686,1.0526315789473686
3,1995,09,07,08,S,S,0,individual1,3,,,,,1.0526315789473686,1.0526315789473686
4,1995,09,07,08,S,S,0,individual1,4,1529.7042631578945,159.21331578947368,22.921966170896688,0.7372651842170711,1.2025419586116997,1.2025419586116997
5,1995,09,07,08,S,S,0,individual1,5,1549.1145263157894,206.99605263157895,77.10945181725671,1.1259294082946054,1.7647058823529413,1.7647058823529413
6,1995,09,07,08,S,S,0,individual1,6,,,,,1.4572435144656775,1.4572435144656775
7,1995,09,07,08,S,S,0,individual1,7,,,,,1.0344827586206897,1.0344827586206897
8,1995,09,07,08,S,S,0,individual1,8,1598.7975263157896,343.2704736842105,2.635342205401448,1.188425846077824,1.0344827586206897,1.0344827586206897
9,1995,09,07,08,S,S,0,individual1,9,1648.0751578947368,317.64942105263157,-28.33439880570179,0.7687841511631712,1.8167924348075268,1.8167924348075268
10,1995,09,07,08,S,S,0,individual1,10,1672.8437894736842,290.36457894736844,-27.163750690550724,0.5950033808008715,2.8131732840874113,2.8131732840874113
11,1995,09,07,08,S,S,0,individual1,11,1683.8865789473684,262.7766842105263,-91.64095986929681,0.7471227334041276,2.2222222222222223,2.2222222222222223
