pt1_cam1_X,pt1_cam1_Y,pt1_cam2_X,pt1_cam2_Y
198.97401,99.152964,259.771719,165.779891
206.596474,159.383057,368.515689,219.540715
2069.311151,108.28783,2293.144805,126.303407
2027.929773,164.015747,2400.994351,190.406827
182.138662,777.399433,232.995109,861.170363
246.660629,741.978682,403.442631,833.396994
2072.345251,760.644808,2278.461898,929.476149
1982.03007,725.854586,2347.543896,883.009681
