pt1_cam1_X,pt1_cam1_Y,pt1_cam2_X,pt1_cam2_Y
316.469174,802.950085,341.117595,890.347466
342.725423,802.791984,365.269429,891.754631
323.520621,237.177477,358.999095,306.425017
409.329439,771.216246,533.691619,868.328566
