scorer,DLC_resnet50_Single_Fish_VentralJun22shuffle1_500000,DLC_resnet50_Single_Fish_VentralJun22shuffle1_500000,DLC_resnet50_Single_Fish_VentralJun22shuffle1_500000,DLC_resnet50_Single_Fish_VentralJun22shuffle1_500000,DLC_resnet50_Single_Fish_VentralJun22shuffle1_500000,DLC_resnet50_Single_Fish_VentralJun22shuffle1_500000,DLC_resnet50_Single_Fish_VentralJun22shuffle1_500000,DLC_resnet50_Single_Fish_VentralJun22shuffle1_500000,DLC_resnet50_Single_Fish_VentralJun22shuffle1_500000,DLC_resnet50_Single_Fish_VentralJun22shuffle1_500000,DLC_resnet50_Single_Fish_VentralJun22shuffle1_500000,DLC_resnet50_Single_Fish_VentralJun22shuffle1_500000
bodyparts,head,head,head,midline2,midline2,midline2,tailbase,tailbase,tailbase,tailtip,tailtip,tailtip
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,2063.166015625,557.247802734375,0.9994986057281494,2176.90380859375,565.2002563476562,0.9990584254264832,2262.117431640625,572.8817138671875,0.9997480511665344,2308.89453125,584.9926147460938,0.9996194839477539
1,2063.26416015625,557.6043090820312,0.999417781829834,2177.85107421875,565.2002563476562,0.9994356036186218,2263.410400390625,572.8817138671875,0.9996981620788574,2309.38525390625,588.2877807617188,0.9993442893028259
2,2063.5302734375,557.9812622070312,0.9995498061180115,2179.349609375,565.2002563476562,0.9996848106384277,2263.7783203125,572.8817138671875,0.9992318153381348,2309.4892578125,588.2877807617188,0.9992818236351013
3,2064.044921875,557.986083984375,0.999594509601593,2180.823486328125,564.49462890625,0.9997566342353821,2263.709228515625,570.1463623046875,0.9980044960975647,2309.69970703125,588.2877807617188,0.9992121458053589
4,2064.3037109375,557.986083984375,0.999629020690918,2181.242431640625,564.49462890625,0.9997473359107971,2264.919189453125,569.7109375,0.9973821043968201,2312.433837890625,585.0418090820312,0.9967508316040039
5,2065.146728515625,557.986083984375,0.9997206330299377,2181.242431640625,564.49462890625,0.9997376799583435,2265.505126953125,569.7109375,0.9989677667617798,2312.561767578125,577.7032470703125,0.9980583786964417
6,2065.464111328125,557.386474609375,0.9997406601905823,2181.242431640625,564.7658081054688,0.9997432827949524,2264.96484375,569.7109375,0.9974324107170105,2312.561767578125,572.377685546875,0.9972321391105652
7,2065.855712890625,556.9609375,0.9997569918632507,2179.5654296875,566.2042236328125,0.9997456669807434,2264.919189453125,571.181640625,0.9982921481132507,2312.561767578125,567.9292602539062,0.9986769556999207
8,2066.206787109375,556.6837768554688,0.9997658133506775,2178.761474609375,567.3375244140625,0.9992117881774902,2264.96484375,574.0673217773438,0.9977841973304749,2312.259765625,564.4832153320312,0.999617338180542
