pt1_cam1_X,pt1_cam1_Y,pt1_cam2_X,pt1_cam2_Y
252.331483,205.168173,470.192254,219.243291
163.707069,146.183927,261.664701,169.220692
1919.12244,213.643575,2392.358554,191.46901
2072.284483,157.197767,2417.020072,122.013086
1863.741397,757.172359,2319.296379,887.104756
1969.400687,794.568866,2259.421536,934.59774
271.8086,778.323739,482.060325,842.069448
219.843697,821.075296,299.847256,879.93306
