scorer,DLC_resnet50_Multi_VidsJun3shuffle1_3000,DLC_resnet50_Multi_VidsJun3shuffle1_3000,DLC_resnet50_Multi_VidsJun3shuffle1_3000,DLC_resnet50_Multi_VidsJun3shuffle1_3000,DLC_resnet50_Multi_VidsJun3shuffle1_3000,DLC_resnet50_Multi_VidsJun3shuffle1_3000,DLC_resnet50_Multi_VidsJun3shuffle1_3000,DLC_resnet50_Multi_VidsJun3shuffle1_3000,DLC_resnet50_Multi_VidsJun3shuffle1_3000,DLC_resnet50_Multi_VidsJun3shuffle1_3000,DLC_resnet50_Multi_VidsJun3shuffle1_3000,DLC_resnet50_Multi_VidsJun3shuffle1_3000,DLC_resnet50_Multi_VidsJun3shuffle1_3000,DLC_resnet50_Multi_VidsJun3shuffle1_3000,DLC_resnet50_Multi_VidsJun3shuffle1_3000,DLC_resnet50_Multi_VidsJun3shuffle1_3000,DLC_resnet50_Multi_VidsJun3shuffle1_3000,DLC_resnet50_Multi_VidsJun3shuffle1_3000,DLC_resnet50_Multi_VidsJun3shuffle1_3000,DLC_resnet50_Multi_VidsJun3shuffle1_3000,DLC_resnet50_Multi_VidsJun3shuffle1_3000,DLC_resnet50_Multi_VidsJun3shuffle1_3000,DLC_resnet50_Multi_VidsJun3shuffle1_3000,DLC_resnet50_Multi_VidsJun3shuffle1_3000,DLC_resnet50_Multi_VidsJun3shuffle1_3000,DLC_resnet50_Multi_VidsJun3shuffle1_3000,DLC_resnet50_Multi_VidsJun3shuffle1_3000,DLC_resnet50_Multi_VidsJun3shuffle1_3000,DLC_resnet50_Multi_VidsJun3shuffle1_3000,DLC_resnet50_Multi_VidsJun3shuffle1_3000,DLC_resnet50_Multi_VidsJun3shuffle1_3000,DLC_resnet50_Multi_VidsJun3shuffle1_3000,DLC_resnet50_Multi_VidsJun3shuffle1_3000,DLC_resnet50_Multi_VidsJun3shuffle1_3000,DLC_resnet50_Multi_VidsJun3shuffle1_3000,DLC_resnet50_Multi_VidsJun3shuffle1_3000,DLC_resnet50_Multi_VidsJun3shuffle1_3000,DLC_resnet50_Multi_VidsJun3shuffle1_3000,DLC_resnet50_Multi_VidsJun3shuffle1_3000,DLC_resnet50_Multi_VidsJun3shuffle1_3000,DLC_resnet50_Multi_VidsJun3shuffle1_3000,DLC_resnet50_Multi_VidsJun3shuffle1_3000,DLC_resnet50_Multi_VidsJun3shuffle1_3000,DLC_resnet50_Multi_VidsJun3shuffle1_3000,DLC_resnet50_Multi_VidsJun3shuffle1_3000,DLC_resnet50_Multi_VidsJun3shuffle1_3000,DLC_resnet50_Multi_VidsJun3shuffle1_3000,DLC_resnet50_Multi_VidsJun3shuffle1_3000,DLC_resnet50_Multi_VidsJun3shuffle1_3000,DLC_resnet50_Multi_VidsJun3shuffle1_3000,DLC_resnet50_Multi_VidsJun3shuffle1_3000,DLC_resnet50_Multi_VidsJun3shuffle1_3000,DLC_resnet50_Multi_VidsJun3shuffle1_3000,DLC_resnet50_Multi_VidsJun3shuffle1_3000,DLC_resnet50_Multi_VidsJun3shuffle1_3000,DLC_resnet50_Multi_VidsJun3shuffle1_3000,DLC_resnet50_Multi_VidsJun3shuffle1_3000,DLC_resnet50_Multi_VidsJun3shuffle1_3000,DLC_resnet50_Multi_VidsJun3shuffle1_3000,DLC_resnet50_Multi_VidsJun3shuffle1_3000,DLC_resnet50_Multi_VidsJun3shuffle1_3000,DLC_resnet50_Multi_VidsJun3shuffle1_3000,DLC_resnet50_Multi_VidsJun3shuffle1_3000,DLC_resnet50_Multi_VidsJun3shuffle1_3000,DLC_resnet50_Multi_VidsJun3shuffle1_3000,DLC_resnet50_Multi_VidsJun3shuffle1_3000,DLC_resnet50_Multi_VidsJun3shuffle1_3000,DLC_resnet50_Multi_VidsJun3shuffle1_3000,DLC_resnet50_Multi_VidsJun3shuffle1_3000,DLC_resnet50_Multi_VidsJun3shuffle1_3000,DLC_resnet50_Multi_VidsJun3shuffle1_3000,DLC_resnet50_Multi_VidsJun3shuffle1_3000,DLC_resnet50_Multi_VidsJun3shuffle1_3000,DLC_resnet50_Multi_VidsJun3shuffle1_3000,DLC_resnet50_Multi_VidsJun3shuffle1_3000
individuals,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5
bodyparts,head,head,head,tail,tail,tail,midline2,midline2,midline2,midline1,midline1,midline1,midline3,midline3,midline3,head,head,head,tail,tail,tail,midline2,midline2,midline2,midline1,midline1,midline1,midline3,midline3,midline3,head,head,head,tail,tail,tail,midline2,midline2,midline2,midline1,midline1,midline1,midline3,midline3,midline3,head,head,head,tail,tail,tail,midline2,midline2,midline2,midline1,midline1,midline1,midline3,midline3,midline3,head,head,head,tail,tail,tail,midline2,midline2,midline2,midline1,midline1,midline1,midline3,midline3,midline3
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,842.9925752,792.4503041,0.995140016,794.1336507,900.5054703,0.995790005,821.3760958,843.5406967,0.972980022,835.8635524,816.545686,0.991400003,805.7409492,876.0145781,0.990170002,1095.728791,816.7049023,0.998619974,1002.668317,888.433092,0.99770999,1050.957069,850.252408,0.994040012,1069.556944,830.3173235,0.99871999,1026.926129,870.4267151,0.996320009,1050.213946,965.4795102,0.998920023,966.3872503,1014.923554,0.997510016,998.449322,978.4877487,0.983640015,1025.290805,969.0347378,0.995249987,977.4088372,995.7761067,0.995890021,668.2707639,774.2698012,0.998679996,611.4125917,841.9605733,0.99763,638.4212928,801.9999955,0.993340015,652.29173,789.0576059,0.998250008,623.1673257,821.7010149,0.994809985,848.5243912,1025.167448,0.997359991,836.4726252,1130.226534,0.993960023,845.3780392,1076.270224,0.983020008,845.3916194,1049.253001,0.994390011,837.8282494,1099.323292,0.987030029
1,848.0538509,792.4503041,0.997229993,796.7483667,900.5054703,0.993130028,829.5511399,843.5406967,0.962610006,836.015019,816.545686,0.991379976,808.6769799,876.0145781,0.98951,1097.446222,816.7049023,0.998510003,1009.334767,888.433092,0.996609986,1051.035841,850.252408,0.995050013,1073.929081,830.3173235,0.997889996,1029.541221,870.4267151,0.995819986,1054.016467,965.7530193,0.997449994,966.3998476,1014.923554,0.995660007,1003.725125,978.4877487,0.989679992,1027.224035,969.0347378,0.995570004,977.908282,995.7761067,0.995090008,672.1704942,774.2698012,0.997990012,614.5586217,841.9605733,0.998290002,642.9905747,801.9999955,0.995930016,653.7397769,789.0576059,0.993889987,629.6056373,821.7010149,0.997959971,854.5763241,1025.167448,0.998030007,837.3016179,1130.226534,0.988749981,845.6675227,1076.270224,0.986000001,846.3905009,1049.253001,0.994480014,837.8282494,1099.992408,0.985740006
2,851.311773,792.4503041,0.996800005,798.9521272,900.5054703,0.990249991,829.7883255,843.5406967,0.980369985,836.3602777,816.545686,0.988569975,811.0748996,876.0145781,0.986999989,1097.928397,816.7049023,0.998809993,1013.197879,888.433092,0.997870028,1054.394186,850.252408,0.991890013,1077.690258,830.3173235,0.996420026,1032.380542,870.4267151,0.995970011,1064.313719,965.7530193,0.99476999,966.638893,1014.923554,0.995920002,1005.203872,978.4877487,0.986930013,1035.659348,969.0347378,0.995079994,980.2213809,995.7761067,0.995209992,681.7796362,774.2698012,0.997889996,620.7402831,841.9605733,0.993049979,644.9296456,801.9999955,0.996280015,660.0187966,789.0576059,0.998340011,632.031115,821.7010149,0.994279981,855.9792734,1025.167448,0.998239994,837.3016179,1130.226534,0.992169976,845.704426,1076.270224,0.989260018,848.1040466,1049.253001,0.995859981,837.8282494,1099.992408,0.992410004
3,853.2069771,788.403126,0.998480022,800.9241844,896.679304,0.991620004,830.0611491,839.5544891,0.984189987,837.458185,811.9656925,0.990639985,813.1119771,869.9445734,0.988550007,1099.873357,812.7429755,0.998139977,1015.141043,884.8298853,0.998939991,1059.317668,842.2996995,0.990509987,1081.015008,827.4269761,0.996110022,1035.408661,867.6030675,0.995999992,1065.965851,965.7530193,0.998489976,966.7575661,1009.351059,0.99575001,1013.040003,976.3267909,0.993529975,1037.918957,968.5557564,0.995899975,983.8343655,991.3690166,0.992959976,686.017503,768.9048669,0.999230027,628.9134909,828.9799225,0.99131,647.8791084,794.5360028,0.992359996,667.349206,783.5101989,0.997399986,633.8050194,813.2465966,0.993719995,856.1467125,1019.854548,0.996980011,837.2750734,1122.240517,0.993409991,845.7254264,1067.784034,0.981159985,849.9893691,1045.252114,0.995389998,837.8282494,1099.323292,0.99296999
4,854.1800991,784.7821173,0.99782002,802.8437905,892.8478618,0.99684,830.8324538,836.0097522,0.986280024,841.9528775,808.9610052,0.990700006,814.9654814,865.2464186,0.992609978,1105.071662,808.9999019,0.998019993,1016.380302,882.5792477,0.99770999,1063.697987,840.3218281,0.989419997,1084.077862,825.0714276,0.99713999,1038.590148,864.9446017,0.994050026,1071.128727,965.1297133,0.998220026,967.6672601,1004.042973,0.997730017,1018.320735,974.3690654,0.990450025,1043.591823,968.0174995,0.996330023,988.2334672,987.4995951,0.994490027,692.2613764,764.1765586,0.997659981,629.6388665,823.0638517,0.977259994,654.5192199,788.0703951,0.994599998,674.273379,778.152094,0.99634999,637.5679892,803.8230786,0.980120003,856.2585477,1014.839998,0.996969998,837.2750734,1117.279517,0.997489989,845.7571968,1066.511761,0.988219976,851.5035809,1041.489865,0.992739975,837.8282494,1092.913464,0.992940009
5,854.6717747,781.3467405,0.998059988,804.8901977,889.0273218,0.997150004,831.5897421,832.6803813,0.984780014,844.5924043,806.6496576,0.984809995,816.8126817,863.0405987,0.99436003,1111.062113,806.4793278,0.998340011,1019.462313,876.0463473,0.997319996,1066.113444,840.304307,0.990949988,1087.053353,822.9835768,0.998380005,1041.88957,862.3717364,0.995050013,1077.915802,964.23545,0.996969998,969.2727972,998.8872246,0.996420026,1020.531158,972.5958105,0.994910002,1050.991537,967.4152537,0.997799993,992.9049176,984.308302,0.994870007,701.5928945,759.779994,0.99752003,630.8003672,810.5059681,0.994700015,663.6888517,782.6921806,0.985830009,682.5748882,772.4525769,0.998409986,643.0781765,795.0570278,0.995760024,858.1858462,1009.820657,0.997189999,836.0449029,1113.312682,0.995589972,846.0364145,1060.815862,0.987299979,851.7764182,1032.836956,0.992309988,838.3529736,1084.656894,0.992609978
6,855.1226395,777.8564582,0.996720016,807.2426583,885.2338624,0.996869981,833.387028,829.2521027,0.980509996,845.2929714,803.3242422,0.985490024,818.8308469,861.9249873,0.99563998,1113.224586,804.7749539,0.998350024,1025.357438,875.5982959,0.998260021,1067.573649,839.6312656,0.99425,1090.116013,820.8963226,0.998640001,1045.271495,859.8048906,0.995949984,1081.291581,963.1219979,0.998790026,971.7306426,993.7717419,0.994970024,1022.666945,970.9882646,0.991779983,1053.886085,966.7443054,0.998570025,997.3349483,981.7055065,0.99496001,712.1843255,755.410291,0.998170018,632.4524977,801.2207634,0.996860027,673.2665289,778.0929835,0.987980008,691.6477216,766.8009394,0.996529996,649.3731115,788.5750111,0.995069981,859.1363674,1004.493386,0.997420013,836.0449029,1107.369955,0.99733001,846.6947545,1053.024312,0.984719992,852.2291924,1029.397044,0.993399978,839.9528094,1083.456511,0.991299987
