scorer,DLC_resnet50_Single_Fish_VentralJun22shuffle1_500000,DLC_resnet50_Single_Fish_VentralJun22shuffle1_500000,DLC_resnet50_Single_Fish_VentralJun22shuffle1_500000,DLC_resnet50_Single_Fish_VentralJun22shuffle1_500000,DLC_resnet50_Single_Fish_VentralJun22shuffle1_500000,DLC_resnet50_Single_Fish_VentralJun22shuffle1_500000,DLC_resnet50_Single_Fish_VentralJun22shuffle1_500000,DLC_resnet50_Single_Fish_VentralJun22shuffle1_500000,DLC_resnet50_Single_Fish_VentralJun22shuffle1_500000,DLC_resnet50_Single_Fish_VentralJun22shuffle1_500000,DLC_resnet50_Single_Fish_VentralJun22shuffle1_500000,DLC_resnet50_Single_Fish_VentralJun22shuffle1_500000
bodyparts,head,head,head,midline2,midline2,midline2,tailbase,tailbase,tailbase,tailtip,tailtip,tailtip
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,1481.935791015625,270.7733154296875,0.9996610879898071,1364.3038330078125,243.35879516601562,0.9986459612846375,1252.0360107421875,210.4815673828125,0.9984982013702393,1196.7344970703125,179.2626953125,0.9967798590660095
1,1488.1358642578125,274.29522705078125,0.9999548196792603,1373.3621826171875,245.4254608154297,0.986690878868103,1260.6065673828125,221.8126983642578,0.9985308647155762,1231.8367919921875,191.941162109375,0.9997428059577942
2,1495.16650390625,278.79547119140625,0.9998724460601807,1386.5958251953125,249.92921447753906,0.9773277044296265,1260.6268310546875,224.162841796875,0.9995786547660828,1231.8367919921875,202.7266387939453,0.999731719493866
3,1500.59912109375,284.7264404296875,0.9992520213127136,1396.7861328125,251.0897674560547,0.9972087740898132,1265.787109375,227.93809509277344,0.9999212026596069,1232.3453369140625,215.4136962890625,0.9999114274978638
4,1507.8961181640625,289.7925109863281,0.9999847412109375,1403.9287109375,252.0357666015625,0.9982625842094421,1273.1409912109375,227.93809509277344,0.9995946288108826,1232.844970703125,237.83139038085938,0.9979172348976135
5,1512.6319580078125,293.85748291015625,0.99992835521698,1406.992919921875,252.2597198486328,0.9996938705444336,1286.101318359375,227.93809509277344,0.9997958540916443,1233.9461669921875,241.801025390625,0.9999716281890869
6,1519.97509765625,299.09234619140625,0.9997979998588562,1414.348388671875,253.47325134277344,0.9997370839118958,1296.471923828125,226.71676635742188,0.999693751335144,1241.336669921875,241.801025390625,0.999890923500061
7,1525.93701171875,303.1708984375,0.9999666213989258,1418.077880859375,254.62879943847656,0.9991587400436401,1308.634765625,222.14706420898438,0.9995988011360168,1250.962158203125,241.801025390625,0.9999357461929321
8,1531.4051513671875,306.2381591796875,0.9998703002929688,1424.516845703125,257.148193359375,0.9997807145118713,1317.958251953125,218.65866088867188,0.9994658827781677,1256.10009765625,238.1017303466797,0.9959022402763367
