scorer,DLC_resnet50_Single_Fish_VentralJun22shuffle1_500000,DLC_resnet50_Single_Fish_VentralJun22shuffle1_500000,DLC_resnet50_Single_Fish_VentralJun22shuffle1_500000,DLC_resnet50_Single_Fish_VentralJun22shuffle1_500000,DLC_resnet50_Single_Fish_VentralJun22shuffle1_500000,DLC_resnet50_Single_Fish_VentralJun22shuffle1_500000,DLC_resnet50_Single_Fish_VentralJun22shuffle1_500000,DLC_resnet50_Single_Fish_VentralJun22shuffle1_500000,DLC_resnet50_Single_Fish_VentralJun22shuffle1_500000,DLC_resnet50_Single_Fish_VentralJun22shuffle1_500000,DLC_resnet50_Single_Fish_VentralJun22shuffle1_500000,DLC_resnet50_Single_Fish_VentralJun22shuffle1_500000
bodyparts,head,head,head,midline2,midline2,midline2,tailbase,tailbase,tailbase,tailtip,tailtip,tailtip
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,882.2861328125,198.8463897705078,0.9948036074638367,777.83154296875,242.73410034179688,0.9995239973068237,663.89892578125,280.50543212890625,0.9990121126174927,623.7196044921875,283.017333984375,0.9991382360458374
1,883.0403442382812,198.8463897705078,0.9956425428390503,778.5184326171875,242.73410034179688,0.99949049949646,666.2996215820312,280.7001647949219,0.9991047978401184,624.867431640625,283.017333984375,0.9991853833198547
2,884.6022338867188,198.8463897705078,0.9962685108184814,779.8135986328125,242.73410034179688,0.9995649456977844,667.4707641601562,280.7001647949219,0.9990371465682983,624.867431640625,283.017333984375,0.9986458420753479
3,885.3997802734375,198.3306884765625,0.9974803328514099,780.9423217773438,242.55043029785156,0.9995669722557068,668.5239868164062,280.7001647949219,0.9986931681632996,624.867431640625,282.24908447265625,0.9994457364082336
4,885.4559326171875,197.7486114501953,0.996678352355957,781.4359130859375,241.8260040283203,0.9995098114013672,669.885986328125,281.13177490234375,0.9982252717018127,625.1550903320312,280.6813659667969,0.9987138509750366
5,885.4949340820312,197.30838012695312,0.9987531900405884,782.36181640625,241.3301239013672,0.9995667338371277,670.2828369140625,281.16571044921875,0.9988522529602051,625.9122314453125,279.5773010253906,0.9983036518096924
6,885.75439453125,197.30838012695312,0.9989663362503052,783.588623046875,241.1145477294922,0.9996490478515625,671.344482421875,281.1796569824219,0.9993003606796265,626.0633544921875,278.8416442871094,0.999110996723175
7,885.771240234375,197.26905822753906,0.9955588579177856,783.589111328125,240.98048400878906,0.9996188879013062,671.344482421875,281.1796569824219,0.9994096755981445,626.0633544921875,278.8416442871094,0.9982288479804993
8,885.8756103515625,197.30838012695312,0.9913526177406311,784.4793701171875,240.849365234375,0.9996042847633362,671.344482421875,281.1796569824219,0.999047577381134,626.0633544921875,278.8416442871094,0.9977037310600281
