scorer,DLC_resnet50_Single_Fish_VentralJun22shuffle1_500000,DLC_resnet50_Single_Fish_VentralJun22shuffle1_500000,DLC_resnet50_Single_Fish_VentralJun22shuffle1_500000,DLC_resnet50_Single_Fish_VentralJun22shuffle1_500000,DLC_resnet50_Single_Fish_VentralJun22shuffle1_500000,DLC_resnet50_Single_Fish_VentralJun22shuffle1_500000,DLC_resnet50_Single_Fish_VentralJun22shuffle1_500000,DLC_resnet50_Single_Fish_VentralJun22shuffle1_500000,DLC_resnet50_Single_Fish_VentralJun22shuffle1_500000,DLC_resnet50_Single_Fish_VentralJun22shuffle1_500000,DLC_resnet50_Single_Fish_VentralJun22shuffle1_500000,DLC_resnet50_Single_Fish_VentralJun22shuffle1_500000
bodyparts,head,head,head,midline2,midline2,midline2,tailbase,tailbase,tailbase,tailtip,tailtip,tailtip
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,1614.4547119140625,115.35316467285156,0.9999493360519409,1616.56884765625,211.71731567382812,0.9914109706878662,1538.453369140625,179.76043701171875,0.9982872605323792,1520.365966796875,146.99539184570312,0.9974741339683533
1,1614.4547119140625,115.35316467285156,0.9998288154602051,1623.8184814453125,211.71731567382812,0.9076820611953735,1547.8409423828125,189.2532958984375,0.9418182969093323,1527.944091796875,149.99794006347656,0.9732859134674072
2,1614.4547119140625,115.35316467285156,0.9997395873069763,1652.9420166015625,211.71731567382812,0.9978702068328857,1556.2655029296875,219.33824157714844,0.32239723205566406,1540.0823974609375,159.50770568847656,0.01678508147597313
3,1603.984375,114.31121826171875,0.9999696016311646,1653.28759765625,211.71731567382812,0.9982340335845947,1558.3489990234375,226.3457794189453,0.5315434336662292,1540.706298828125,184.2207794189453,0.02224886417388916
4,1601.088623046875,112.4090576171875,0.9999536275863647,1653.9637451171875,211.71731567382812,0.9981635212898254,1575.9776611328125,258.8897399902344,0.2904297113418579,1540.9332275390625,214.41848754882812,0.06887990981340408
5,1598.7821044921875,111.11614227294922,0.9997625946998596,1654.0015869140625,213.810791015625,0.9986956715583801,1591.7005615234375,275.29949951171875,0.843665361404419,1549.6002197265625,245.88998413085938,0.9671397805213928
6,1595.9112548828125,110.2395248413086,0.9993603825569153,1654.8231201171875,220.33200073242188,0.9993495345115662,1602.72265625,286.53424072265625,0.9495699405670166,1552.961669921875,267.9631042480469,0.9997568726539612
7,1590.9903564453125,107.97589874267578,0.9998164772987366,1654.8231201171875,223.72068786621094,0.9992802739143372,1613.4134521484375,296.19146728515625,0.9941249489784241,1554.8984375,290.9832458496094,0.9999136924743652
