pt1_cam1_X,pt1_cam1_Y,pt1_cam2_X,pt1_cam2_Y
196.358749,164.081205,367.142963,215.197328
189.692799,104.927204,255.490906,162.805999
2024.059864,165.635724,2407.712281,188.48403
2068.311609,110.581681,2299.820427,124.912073
1983.842047,728.791186,2353.675621,883.14814
2073.847507,764.460434,2291.929549,929.0849
236.302096,748.53921,396.727971,833.773611
172.924466,783.858668,226.290868,861.474179
