scorer,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000
individuals,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual6,individual6,individual6,individual6,individual6,individual6,individual6,individual6,individual6,individual6,individual6,individual6,individual7,individual7,individual7,individual7,individual7,individual7,individual7,individual7,individual7,individual7,individual7,individual7,individual8,individual8,individual8,individual8,individual8,individual8,individual8,individual8,individual8,individual8,individual8,individual8,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3
bodyparts,head,head,head,midline2,midline2,midline2,tailbase,tailbase,tailbase,tailtip,tailtip,tailtip,head,head,head,midline2,midline2,midline2,tailbase,tailbase,tailbase,tailtip,tailtip,tailtip,head,head,head,midline2,midline2,midline2,tailbase,tailbase,tailbase,tailtip,tailtip,tailtip,head,head,head,midline2,midline2,midline2,tailbase,tailbase,tailbase,tailtip,tailtip,tailtip,head,head,head,midline2,midline2,midline2,tailbase,tailbase,tailbase,tailtip,tailtip,tailtip,head,head,head,midline2,midline2,midline2,tailbase,tailbase,tailbase,tailtip,tailtip,tailtip,head,head,head,midline2,midline2,midline2,tailbase,tailbase,tailbase,tailtip,tailtip,tailtip,head,head,head,midline2,midline2,midline2,tailbase,tailbase,tailbase,tailtip,tailtip,tailtip
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,386.637,235.727,0.210810006,444.26,220.174,0.29866001,492.235,204.478,0.910470009,514.3,181.031,0.890160024,627.706,338.509,0.726209998,684.564,292.051,0.903400004,737.585,244.642,0.988009989,773.053,234.996,0.951650023,686.324,597.75,0.999549985,747.613,672.939,0.992169976,679.97,742.433,0.98763001,649.974,727.597,0.998369992,370.782,507.721,0.990620017,428.347,444.402,0.915929973,454.26,349.598,0.940880001,452.701,332.692,0.878449976,962.878,766.002,0.999949992,930.585,682.167,0.987380028,914.832,589.221,0.999939978,918.518,544.443,0.999130011,1379.076,385.157,0.996900022,1458.597,436.267,0.917559981,1548.269,493.216,0.999790013,1551.542,522.927,0.997839987,676.582,805.651,0.984589994,751.295,831.388,0.95836997,818.072,844.136,0.973959982,851.423,844.844,0.965219975,,,,,,,,,,,,
1,386.902,235.727,0.791670024,444.761,220.649,0.720499992,493.012,204.869,0.923749983,525.081,186.766,0.96754998,627.8,338.543,0.977180004,684.682,292.649,0.831579983,737.585,245.638,0.984000027,776.784,234.996,0.969780028,686.324,597.75,0.999469995,747.613,672.939,0.954190016,688.935,748.712,0.993319988,659.137,740.24,0.996789992,370.918,508.127,0.992950022,433.019,446.54,0.896950006,467.452,350.471,0.738399982,459.153,339.868,0.679329991,967.038,772.798,0.999960005,940.332,685.026,0.981830001,915.084,594.388,0.999939978,918.939,549.936,0.999660015,1379.076,385.157,0.997340024,1460.309,436.267,0.83148998,1548.327,493.216,0.918690026,1566.826,522.927,0.992380023,686.091,812.074,0.989520013,755.666,832.57,0.985140026,830.364,844.284,0.921090007,862.221,846.48,0.974839985,,,,,,,,,,,,
2,387.477,235.727,0.783389986,460.007,226.552,0.684289992,493.265,205.165,0.64270997,549.039,193.125,0.88252002,627.876,338.707,0.979089975,684.909,293.903,0.765290022,738.094,245.853,0.978919983,776.784,234.996,0.910860002,686.324,597.75,0.999469995,747.613,672.939,0.982869983,704.772,756.1,0.99101001,674.771,755.319,0.996710002,370.918,508.127,0.999010026,433.485,448.313,0.921159983,474.631,363.406,0.728160024,471.337,342.389,0.960020006,972.667,776.421,0.999960005,944.866,688.738,0.996590018,919.233,595.651,0.999960005,919.471,553.27,0.999930024,1379.076,385.157,0.99812001,1460.621,436.267,0.970889986,1548.327,493.216,0.90933001,1572.203,522.927,0.969479978,690.29,812.212,0.987879992,757.998,832.57,0.98645997,831.836,844.34,0.885969996,869.924,848.324,0.985549986,,,,,,,,,,,,
3,386.902,235.492,0.34472999,468.154,226.552,0.607599974,525.774,204.869,0.724110007,549.38,193.125,0.860669971,628.123,338.707,0.981480002,685.284,298.502,0.656899989,737.585,253.13,0.977460027,773.053,227.782,0.980350018,684.332,593.816,0.999800026,747.598,661.835,0.986039996,724.854,756.1,0.968439996,688.788,765.749,0.96912998,371.094,508.127,0.998629987,433.805,449.512,0.96578002,476.067,374.287,0.916599989,480.765,343.574,0.99466002,979.371,778.692,0.999989986,949.81,694.212,0.996680021,922.859,602.371,0.999109983,919.471,561.582,0.999740005,1378.732,381.474,0.998939991,1460.621,434.208,0.963540018,1548.269,483.905,0.881290019,1579.343,515.849,0.991559982,691.36,812.212,0.972890019,762.765,831.882,0.984229982,830.364,844.34,0.825129986,869.924,849.221,0.98676002,,,,,,,,,,,,
4,386.637,235.277,0.177579999,468.47,226.552,0.529690027,525.774,204.869,0.813059986,549.38,193.125,0.938809991,628.21,339.747,0.970430017,689.871,300.977,0.858539999,737.511,254.153,0.927359998,772.903,226.836,0.978609979,683.52,589.05,0.999520004,747.249,656.455,0.978590012,748.405,756.1,0.972519994,706.977,774.985,0.986810029,371.094,,,435.877,451.201,0.928439975,476.067,378.549,0.984619975,482.336,346.052,0.998570025,985.005,781.673,0.999920011,955.877,694.628,0.992959976,926.143,604.825,0.999220014,919.471,566.068,0.999859989,1377.442,373.904,0.998839974,1460.621,433.035,0.881649971,1548.269,482.218,0.875060022,1580.92,505.183,0.946359992,692.454,812.212,0.991249979,763.188,832.501,0.991419971,830.364,844.446,0.910489976,869.924,849.221,0.986750007,,,,,,,,,,,,
5,,,,468.47,227.585,0.409020007,525.774,205.261,0.178369999,549.039,193.125,0.898069978,628.298,340.217,0.85729003,691.402,301.59,0.825100005,737.511,268.769,0.77068001,772.816,226.836,0.987420022,682.862,583.109,0.997200012,747.249,653.358,0.990320027,762.964,747.568,0.860530019,723.082,780.562,0.998139977,371.58,507.248,0.952620029,443.285,451.55,0.894259989,476.858,380.153,0.958589971,483.189,349.121,0.869790018,989.814,788.509,0.999949992,960.977,701.017,0.997250021,930.904,610.389,0.999539971,923.368,569.504,0.999769986,1377.098,370.017,0.998579979,1452.571,421.841,0.867259979,1548.207,477.505,0.961440027,1581.869,494.079,0.965420008,692.795,812.509,0.995869994,763.743,832.501,0.991299987,820.975,844.462,0.755840003,868.422,848.324,0.975040019,,,,,,,,,,,,
6,,,,468.47,228.1,0.315180004,493.214,220.02,0.189160004,548.612,197.36,0.45153001,628.482,340.536,0.789390028,691.402,305.296,0.935559988,738.154,274.73,0.922280014,771.887,226.836,0.992070019,678.886,578.584,0.999520004,747.249,648.499,0.988120019,770.257,740.794,0.953050017,740.691,780.562,0.998669982,379.651,,,444.402,451.694,0.896489978,476.858,378.549,0.370709985,490.592,372.098,0.969619989,996.553,790.402,0.999970019,965.941,706.792,0.993579984,936.037,617.09,0.999769986,925.45,572.88,0.999300003,1377.098,367.088,0.998260021,1449.727,421.551,0.733129978,1547.6,475.552,0.960039973,1582.033,488.948,0.988200009,693.252,812.832,0.987110019,767.926,832.501,0.986790001,820.975,845.613,0.923640013,868.422,845.186,0.971669972,,,,,,,,,,,,
