scorer,DLC_dlcrnetms5_Eight_Fish_VentralJul7shuffle1_100000,DLC_dlcrnetms5_Eight_Fish_VentralJul7shuffle1_100000,DLC_dlcrnetms5_Eight_Fish_VentralJul7shuffle1_100000,DLC_dlcrnetms5_Eight_Fish_VentralJul7shuffle1_100000,DLC_dlcrnetms5_Eight_Fish_VentralJul7shuffle1_100000,DLC_dlcrnetms5_Eight_Fish_VentralJul7shuffle1_100000,DLC_dlcrnetms5_Eight_Fish_VentralJul7shuffle1_100000,DLC_dlcrnetms5_Eight_Fish_VentralJul7shuffle1_100000,DLC_dlcrnetms5_Eight_Fish_VentralJul7shuffle1_100000,DLC_dlcrnetms5_Eight_Fish_VentralJul7shuffle1_100000,DLC_dlcrnetms5_Eight_Fish_VentralJul7shuffle1_100000,DLC_dlcrnetms5_Eight_Fish_VentralJul7shuffle1_100000,DLC_dlcrnetms5_Eight_Fish_VentralJul7shuffle1_100000,DLC_dlcrnetms5_Eight_Fish_VentralJul7shuffle1_100000,DLC_dlcrnetms5_Eight_Fish_VentralJul7shuffle1_100000,DLC_dlcrnetms5_Eight_Fish_VentralJul7shuffle1_100000,DLC_dlcrnetms5_Eight_Fish_VentralJul7shuffle1_100000,DLC_dlcrnetms5_Eight_Fish_VentralJul7shuffle1_100000,DLC_dlcrnetms5_Eight_Fish_VentralJul7shuffle1_100000,DLC_dlcrnetms5_Eight_Fish_VentralJul7shuffle1_100000,DLC_dlcrnetms5_Eight_Fish_VentralJul7shuffle1_100000,DLC_dlcrnetms5_Eight_Fish_VentralJul7shuffle1_100000,DLC_dlcrnetms5_Eight_Fish_VentralJul7shuffle1_100000,DLC_dlcrnetms5_Eight_Fish_VentralJul7shuffle1_100000,DLC_dlcrnetms5_Eight_Fish_VentralJul7shuffle1_100000,DLC_dlcrnetms5_Eight_Fish_VentralJul7shuffle1_100000,DLC_dlcrnetms5_Eight_Fish_VentralJul7shuffle1_100000,DLC_dlcrnetms5_Eight_Fish_VentralJul7shuffle1_100000,DLC_dlcrnetms5_Eight_Fish_VentralJul7shuffle1_100000,DLC_dlcrnetms5_Eight_Fish_VentralJul7shuffle1_100000,DLC_dlcrnetms5_Eight_Fish_VentralJul7shuffle1_100000,DLC_dlcrnetms5_Eight_Fish_VentralJul7shuffle1_100000,DLC_dlcrnetms5_Eight_Fish_VentralJul7shuffle1_100000,DLC_dlcrnetms5_Eight_Fish_VentralJul7shuffle1_100000,DLC_dlcrnetms5_Eight_Fish_VentralJul7shuffle1_100000,DLC_dlcrnetms5_Eight_Fish_VentralJul7shuffle1_100000,DLC_dlcrnetms5_Eight_Fish_VentralJul7shuffle1_100000,DLC_dlcrnetms5_Eight_Fish_VentralJul7shuffle1_100000,DLC_dlcrnetms5_Eight_Fish_VentralJul7shuffle1_100000,DLC_dlcrnetms5_Eight_Fish_VentralJul7shuffle1_100000,DLC_dlcrnetms5_Eight_Fish_VentralJul7shuffle1_100000,DLC_dlcrnetms5_Eight_Fish_VentralJul7shuffle1_100000,DLC_dlcrnetms5_Eight_Fish_VentralJul7shuffle1_100000,DLC_dlcrnetms5_Eight_Fish_VentralJul7shuffle1_100000,DLC_dlcrnetms5_Eight_Fish_VentralJul7shuffle1_100000,DLC_dlcrnetms5_Eight_Fish_VentralJul7shuffle1_100000,DLC_dlcrnetms5_Eight_Fish_VentralJul7shuffle1_100000,DLC_dlcrnetms5_Eight_Fish_VentralJul7shuffle1_100000,DLC_dlcrnetms5_Eight_Fish_VentralJul7shuffle1_100000,DLC_dlcrnetms5_Eight_Fish_VentralJul7shuffle1_100000,DLC_dlcrnetms5_Eight_Fish_VentralJul7shuffle1_100000,DLC_dlcrnetms5_Eight_Fish_VentralJul7shuffle1_100000,DLC_dlcrnetms5_Eight_Fish_VentralJul7shuffle1_100000,DLC_dlcrnetms5_Eight_Fish_VentralJul7shuffle1_100000,DLC_dlcrnetms5_Eight_Fish_VentralJul7shuffle1_100000,DLC_dlcrnetms5_Eight_Fish_VentralJul7shuffle1_100000,DLC_dlcrnetms5_Eight_Fish_VentralJul7shuffle1_100000,DLC_dlcrnetms5_Eight_Fish_VentralJul7shuffle1_100000,DLC_dlcrnetms5_Eight_Fish_VentralJul7shuffle1_100000,DLC_dlcrnetms5_Eight_Fish_VentralJul7shuffle1_100000,DLC_dlcrnetms5_Eight_Fish_VentralJul7shuffle1_100000,DLC_dlcrnetms5_Eight_Fish_VentralJul7shuffle1_100000,DLC_dlcrnetms5_Eight_Fish_VentralJul7shuffle1_100000,DLC_dlcrnetms5_Eight_Fish_VentralJul7shuffle1_100000,DLC_dlcrnetms5_Eight_Fish_VentralJul7shuffle1_100000,DLC_dlcrnetms5_Eight_Fish_VentralJul7shuffle1_100000,DLC_dlcrnetms5_Eight_Fish_VentralJul7shuffle1_100000,DLC_dlcrnetms5_Eight_Fish_VentralJul7shuffle1_100000,DLC_dlcrnetms5_Eight_Fish_VentralJul7shuffle1_100000,DLC_dlcrnetms5_Eight_Fish_VentralJul7shuffle1_100000,DLC_dlcrnetms5_Eight_Fish_VentralJul7shuffle1_100000,DLC_dlcrnetms5_Eight_Fish_VentralJul7shuffle1_100000,DLC_dlcrnetms5_Eight_Fish_VentralJul7shuffle1_100000,DLC_dlcrnetms5_Eight_Fish_VentralJul7shuffle1_100000,DLC_dlcrnetms5_Eight_Fish_VentralJul7shuffle1_100000,DLC_dlcrnetms5_Eight_Fish_VentralJul7shuffle1_100000,DLC_dlcrnetms5_Eight_Fish_VentralJul7shuffle1_100000,DLC_dlcrnetms5_Eight_Fish_VentralJul7shuffle1_100000,DLC_dlcrnetms5_Eight_Fish_VentralJul7shuffle1_100000,DLC_dlcrnetms5_Eight_Fish_VentralJul7shuffle1_100000,DLC_dlcrnetms5_Eight_Fish_VentralJul7shuffle1_100000,DLC_dlcrnetms5_Eight_Fish_VentralJul7shuffle1_100000,DLC_dlcrnetms5_Eight_Fish_VentralJul7shuffle1_100000,DLC_dlcrnetms5_Eight_Fish_VentralJul7shuffle1_100000,DLC_dlcrnetms5_Eight_Fish_VentralJul7shuffle1_100000,DLC_dlcrnetms5_Eight_Fish_VentralJul7shuffle1_100000,DLC_dlcrnetms5_Eight_Fish_VentralJul7shuffle1_100000,DLC_dlcrnetms5_Eight_Fish_VentralJul7shuffle1_100000,DLC_dlcrnetms5_Eight_Fish_VentralJul7shuffle1_100000,DLC_dlcrnetms5_Eight_Fish_VentralJul7shuffle1_100000,DLC_dlcrnetms5_Eight_Fish_VentralJul7shuffle1_100000,DLC_dlcrnetms5_Eight_Fish_VentralJul7shuffle1_100000,DLC_dlcrnetms5_Eight_Fish_VentralJul7shuffle1_100000,DLC_dlcrnetms5_Eight_Fish_VentralJul7shuffle1_100000,DLC_dlcrnetms5_Eight_Fish_VentralJul7shuffle1_100000,DLC_dlcrnetms5_Eight_Fish_VentralJul7shuffle1_100000
individuals,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual6,individual6,individual6,individual6,individual6,individual6,individual6,individual6,individual6,individual6,individual6,individual6,individual7,individual7,individual7,individual7,individual7,individual7,individual7,individual7,individual7,individual7,individual7,individual7,individual8,individual8,individual8,individual8,individual8,individual8,individual8,individual8,individual8,individual8,individual8,individual8
bodyparts,head,head,head,midline2,midline2,midline2,tailbase,tailbase,tailbase,tailtip,tailtip,tailtip,head,head,head,midline2,midline2,midline2,tailbase,tailbase,tailbase,tailtip,tailtip,tailtip,head,head,head,midline2,midline2,midline2,tailbase,tailbase,tailbase,tailtip,tailtip,tailtip,head,head,head,midline2,midline2,midline2,tailbase,tailbase,tailbase,tailtip,tailtip,tailtip,head,head,head,midline2,midline2,midline2,tailbase,tailbase,tailbase,tailtip,tailtip,tailtip,head,head,head,midline2,midline2,midline2,tailbase,tailbase,tailbase,tailtip,tailtip,tailtip,head,head,head,midline2,midline2,midline2,tailbase,tailbase,tailbase,tailtip,tailtip,tailtip,head,head,head,midline2,midline2,midline2,tailbase,tailbase,tailbase,tailtip,tailtip,tailtip
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,1009.274,202.539,1.0,916.947,190.487,1.0,850.87,188.364,0.9639999866485596,,,0.0,1505.327,254.764,1.0,1605.434,311.41,1.0,1693.872,370.973,1.0,1716.91,402.543,1.0,1464.393,718.961,1.0,1578.556,751.259,0.9990000128746033,1660.466,801.743,1.0,1705.71,838.086,1.0,804.124,115.973,1.0,824.182,195.282,1.0,804.192,292.022,1.0,806.34,336.173,1.0,2102.773,457.455,1.0,2022.761,470.607,1.0,1943.198,480.778,1.0,1897.77,494.178,1.0,791.211,357.336,1.0,780.024,440.278,1.0,784.016,519.174,1.0,784.659,559.138,1.0,1680.629,344.675,1.0,1765.338,361.094,1.0,1833.784,380.033,1.0,1866.402,402.026,1.0,437.586,410.855,1.0,532.786,397.494,1.0,600.838,383.736,1.0,647.138,391.701,1.0
1,1018.002,204.917,1.0,925.48,190.519,1.0,853.592,188.364,1.0,,,0.0,1505.327,254.764,1.0,1605.434,311.41,1.0,1693.872,370.973,1.0,1716.91,409.693,1.0,1464.393,720.13,1.0,1578.556,751.259,0.9990000128746033,1660.466,801.743,1.0,1705.71,838.086,1.0,804.124,115.973,1.0,828.472,195.282,1.0,805.842,294.724,1.0,806.34,336.173,1.0,2104.504,457.455,1.0,2026.059,470.607,1.0,1946.826,481.62,1.0,1902.929,498.155,1.0,792.136,357.336,1.0,780.024,440.278,1.0,785.758,519.174,1.0,788.574,559.138,1.0,1680.629,344.675,1.0,1765.338,361.094,1.0,1833.784,380.033,1.0,1866.402,402.026,1.0,437.586,411.447,0.9990000128746033,532.786,399.471,1.0,600.838,383.736,1.0,647.138,391.701,1.0
2,1022.543,205.643,1.0,933.138,190.766,1.0,855.516,188.364,1.0,,,0.0,1505.327,254.764,1.0,1605.434,311.41,1.0,1693.872,370.973,1.0,1716.91,409.693,1.0,1464.393,728.736,1.0,1578.556,751.259,0.9990000128746033,1660.466,801.743,1.0,1705.71,839.355,1.0,804.124,116.005,1.0,828.946,195.282,1.0,806.423,294.724,1.0,806.34,336.173,1.0,2108.025,457.455,1.0,2028.372,470.607,1.0,1952.148,481.656,1.0,1904.278,498.218,1.0,797.967,357.336,1.0,780.024,440.342,1.0,787.764,519.174,1.0,794.623,559.138,1.0,1680.629,344.696,1.0,1765.338,361.094,1.0,1833.784,380.033,1.0,1866.402,402.026,1.0,437.586,411.447,1.0,532.786,400.163,1.0,600.838,383.736,1.0,647.138,391.701,1.0
3,1027.067,205.828,1.0,935.607,193.118,1.0,859.515,187.206,1.0,,,0.0,1503.621,249.856,1.0,1596.192,309.088,1.0,1692.005,365.813,1.0,1715.627,402.543,1.0,1458.168,737.226,1.0,1561.286,744.637,1.0,1650.196,798.74,1.0,1695.833,839.501,1.0,801.609,116.005,1.0,829.969,190.43,1.0,808.197,292.022,1.0,801.976,331.664,1.0,2110.544,456.842,1.0,2029.555,468.01,1.0,1953.498,481.656,1.0,1909.895,498.218,1.0,803.167,354.716,1.0,777.386,440.278,1.0,791.602,518.785,1.0,800.615,552.219,1.0,1676.003,344.702,1.0,1761.551,359.477,1.0,1828.127,372.805,1.0,1860.686,401.034,1.0,433.63,410.855,1.0,531.42,401.171,1.0,598.086,383.474,1.0,640.939,386.58,1.0
4,1033.231,206.961,1.0,940.363,193.923,1.0,860.323,186.57,1.0,,,0.0,1497.192,243.434,1.0,1590.831,307.077,1.0,1684.042,362.425,1.0,1714.825,401.813,1.0,1454.217,747.707,1.0,1558.625,741.431,1.0,1649.648,796.224,1.0,1687.533,839.501,1.0,799.324,116.155,1.0,830.881,189.607,1.0,811.863,288.44,1.0,794.656,330.794,1.0,2111.484,454.975,1.0,2029.667,467.637,1.0,1957.845,483.038,1.0,1917.123,498.697,1.0,809.689,352.364,1.0,775.95,440.148,1.0,791.602,511.25,1.0,806.426,545.645,1.0,1669.148,344.675,1.0,1756.644,359.477,1.0,1821.853,363.498,1.0,1850.165,386.391,1.0,429.633,410.543,1.0,529.871,404.771,1.0,593.838,383.474,1.0,638.48,379.087,1.0
5,1038.781,207.52,1.0,946.824,194.47,1.0,866.671,186.57,1.0,,,0.0,1492.795,240.84,1.0,1586.034,300.184,1.0,1677.496,356.062,0.996999979019165,1712.493,394.9,0.9879999756813049,1446.18,751.848,1.0,1556.129,737.183,1.0,1649.179,794.399,1.0,1676.055,837.22,1.0,799.043,116.155,1.0,830.881,186.651,1.0,816.7,284.778,1.0,793.684,324.074,1.0,2115.801,454.018,1.0,2032.811,466.63,1.0,1961.724,483.038,1.0,1920.041,504.52,0.9990000128746033,814.687,351.487,1.0,775.95,437.916,1.0,790.089,507.378,1.0,811.452,543.068,1.0,1664.491,344.481,1.0,1751.367,359.477,1.0,1816.658,361.165,1.0,1848.343,380.142,1.0,428.979,410.543,1.0,521.39,409.709,1.0,590.881,383.474,1.0,630.688,370.597,1.0
6,1041.89,207.75,1.0,952.037,198.276,1.0,874.807,186.57,0.9980000257492065,,,0.0,1488.133,240.475,1.0,1578.484,297.501,1.0,1664.8820538081407,348.7648797209975,0.01,1702.18,393.716,0.40299999713897705,1444.575,761.567,1.0,1554.117,736.084,1.0,1648.088,787.62,1.0,1673.297,834.876,1.0,796.934,116.596,1.0,830.881,186.586,1.0,818.139,283.673,1.0,792.324,315.836,1.0,2117.887,453.181,1.0,2035.686,462.998,1.0,1962.296,483.038,1.0,1922.484,505.111,1.0,820.351,351.487,1.0,775.95,434.693,1.0,790.089,505.66,1.0,811.452,534.084,1.0,1660.572,342.768,1.0,1750.618,359.649,1.0,1811.413,358.217,1.0,1847.387,377.463,1.0,422.993,410.543,0.9990000128746033,520.992,409.709,1.0,590.881,387.332,1.0,627.654,368.096,1.0
