,DLC_resnet50_L8FVJul4shuffle1_100000,DLC_resnet50_L8FVJul4shuffle1_100000,DLC_resnet50_L8FVJul4shuffle1_100000,DLC_resnet50_L8FVJul4shuffle1_100000,DLC_resnet50_L8FVJul4shuffle1_100000,DLC_resnet50_L8FVJul4shuffle1_100000,DLC_resnet50_L8FVJul4shuffle1_100000,DLC_resnet50_L8FVJul4shuffle1_100000,DLC_resnet50_L8FVJul4shuffle1_100000,DLC_resnet50_L8FVJul4shuffle1_100000,DLC_resnet50_L8FVJul4shuffle1_100000,DLC_resnet50_L8FVJul4shuffle1_100000,DLC_resnet50_L8FVJul4shuffle1_100000,DLC_resnet50_L8FVJul4shuffle1_100000,DLC_resnet50_L8FVJul4shuffle1_100000,DLC_resnet50_L8FVJul4shuffle1_100000,DLC_resnet50_L8FVJul4shuffle1_100000,DLC_resnet50_L8FVJul4shuffle1_100000,DLC_resnet50_L8FVJul4shuffle1_100000,DLC_resnet50_L8FVJul4shuffle1_100000,DLC_resnet50_L8FVJul4shuffle1_100000,DLC_resnet50_L8FVJul4shuffle1_100000,DLC_resnet50_L8FVJul4shuffle1_100000,DLC_resnet50_L8FVJul4shuffle1_100000,DLC_resnet50_L8FVJul4shuffle1_100000,DLC_resnet50_L8FVJul4shuffle1_100000,DLC_resnet50_L8FVJul4shuffle1_100000,DLC_resnet50_L8FVJul4shuffle1_100000,DLC_resnet50_L8FVJul4shuffle1_100000,DLC_resnet50_L8FVJul4shuffle1_100000,DLC_resnet50_L8FVJul4shuffle1_100000,DLC_resnet50_L8FVJul4shuffle1_100000,DLC_resnet50_L8FVJul4shuffle1_100000,DLC_resnet50_L8FVJul4shuffle1_100000,DLC_resnet50_L8FVJul4shuffle1_100000,DLC_resnet50_L8FVJul4shuffle1_100000,DLC_resnet50_L8FVJul4shuffle1_100000,DLC_resnet50_L8FVJul4shuffle1_100000,DLC_resnet50_L8FVJul4shuffle1_100000,DLC_resnet50_L8FVJul4shuffle1_100000,DLC_resnet50_L8FVJul4shuffle1_100000,DLC_resnet50_L8FVJul4shuffle1_100000,DLC_resnet50_L8FVJul4shuffle1_100000,DLC_resnet50_L8FVJul4shuffle1_100000,DLC_resnet50_L8FVJul4shuffle1_100000,DLC_resnet50_L8FVJul4shuffle1_100000,DLC_resnet50_L8FVJul4shuffle1_100000,DLC_resnet50_L8FVJul4shuffle1_100000,DLC_resnet50_L8FVJul4shuffle1_100000,DLC_resnet50_L8FVJul4shuffle1_100000,DLC_resnet50_L8FVJul4shuffle1_100000,DLC_resnet50_L8FVJul4shuffle1_100000,DLC_resnet50_L8FVJul4shuffle1_100000,DLC_resnet50_L8FVJul4shuffle1_100000,DLC_resnet50_L8FVJul4shuffle1_100000,DLC_resnet50_L8FVJul4shuffle1_100000,DLC_resnet50_L8FVJul4shuffle1_100000,DLC_resnet50_L8FVJul4shuffle1_100000,DLC_resnet50_L8FVJul4shuffle1_100000,DLC_resnet50_L8FVJul4shuffle1_100000,DLC_resnet50_L8FVJul4shuffle1_100000,DLC_resnet50_L8FVJul4shuffle1_100000,DLC_resnet50_L8FVJul4shuffle1_100000,DLC_resnet50_L8FVJul4shuffle1_100000,DLC_resnet50_L8FVJul4shuffle1_100000,DLC_resnet50_L8FVJul4shuffle1_100000,DLC_resnet50_L8FVJul4shuffle1_100000,DLC_resnet50_L8FVJul4shuffle1_100000,DLC_resnet50_L8FVJul4shuffle1_100000,DLC_resnet50_L8FVJul4shuffle1_100000,DLC_resnet50_L8FVJul4shuffle1_100000,DLC_resnet50_L8FVJul4shuffle1_100000,DLC_resnet50_L8FVJul4shuffle1_100000,DLC_resnet50_L8FVJul4shuffle1_100000,DLC_resnet50_L8FVJul4shuffle1_100000,DLC_resnet50_L8FVJul4shuffle1_100000,DLC_resnet50_L8FVJul4shuffle1_100000,DLC_resnet50_L8FVJul4shuffle1_100000,DLC_resnet50_L8FVJul4shuffle1_100000,DLC_resnet50_L8FVJul4shuffle1_100000,DLC_resnet50_L8FVJul4shuffle1_100000,DLC_resnet50_L8FVJul4shuffle1_100000,DLC_resnet50_L8FVJul4shuffle1_100000,DLC_resnet50_L8FVJul4shuffle1_100000,DLC_resnet50_L8FVJul4shuffle1_100000,DLC_resnet50_L8FVJul4shuffle1_100000,DLC_resnet50_L8FVJul4shuffle1_100000,DLC_resnet50_L8FVJul4shuffle1_100000,DLC_resnet50_L8FVJul4shuffle1_100000,DLC_resnet50_L8FVJul4shuffle1_100000,DLC_resnet50_L8FVJul4shuffle1_100000,DLC_resnet50_L8FVJul4shuffle1_100000,DLC_resnet50_L8FVJul4shuffle1_100000,DLC_resnet50_L8FVJul4shuffle1_100000,DLC_resnet50_L8FVJul4shuffle1_100000,DLC_resnet50_L8FVJul4shuffle1_100000
,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual6,individual6,individual6,individual6,individual6,individual6,individual6,individual6,individual6,individual6,individual6,individual6,individual7,individual7,individual7,individual7,individual7,individual7,individual7,individual7,individual7,individual7,individual7,individual7,individual8,individual8,individual8,individual8,individual8,individual8,individual8,individual8,individual8,individual8,individual8,individual8
,head,head,head,midline2,midline2,midline2,tailbase,tailbase,tailbase,tailtip,tailtip,tailtip,head,head,head,midline2,midline2,midline2,tailbase,tailbase,tailbase,tailtip,tailtip,tailtip,head,head,head,midline2,midline2,midline2,tailbase,tailbase,tailbase,tailtip,tailtip,tailtip,head,head,head,midline2,midline2,midline2,tailbase,tailbase,tailbase,tailtip,tailtip,tailtip,head,head,head,midline2,midline2,midline2,tailbase,tailbase,tailbase,tailtip,tailtip,tailtip,head,head,head,midline2,midline2,midline2,tailbase,tailbase,tailbase,tailtip,tailtip,tailtip,head,head,head,midline2,midline2,midline2,tailbase,tailbase,tailbase,tailtip,tailtip,tailtip,head,head,head,midline2,midline2,midline2,tailbase,tailbase,tailbase,tailtip,tailtip,tailtip
,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z
0,0.1928279202054962,0.13676375189978357,0.06529810410221346,0.20799391983910925,0.14377020423682918,0.08916488464361708,0.24683198255391567,0.14230912404433246,0.06538180406881701,0.22553998912032652,0.1470157366397499,0.1612501505860206,0.19885699504657242,0.12590187098943426,-0.08997528257262187,0.2127393589422397,0.13910418337268882,-0.07163617768081734,0.22601419268769274,0.15351668272944902,-0.014010359547428707,0.22883731004080105,0.16505689211760538,0.034256249101553025,0.2036583269957351,0.15207348803024265,0.13037010225911533,0.23178760973322174,0.147521131593358,0.12345523738625558,0.2624171348674961,0.1427692002426013,0.09953683895822787,0.2749551853826509,0.14277529045006013,0.09704237352490748,0.24578796512518028,0.1315731973528426,-0.0576220122852442,0.26439975288592993,0.13726305327818744,-0.0404634114293813,0.2844425654891834,0.14119286391701227,-0.03439477164104082,0.2925382094108893,0.13906575889270725,-0.026778725739889705,0.1872641644398647,0.12333637442353416,0.02941834062331319,0.20968715869193216,0.13027736232586817,0.023284505183717396,0.23065712144617553,0.13587963333795652,0.007274751678191427,0.24131347302723657,0.13973502035427943,0.0023129604437431336,,,,,,,,,,,,,0.21987920225957874,0.12854094118019013,0.2851436868953398,0.24932812764839446,0.13213628278628028,0.2571670991638811,0.27633585209740685,0.1342056313609518,0.2359478724903791,0.28883457156090847,0.13557262312149218,0.23783283376371875,0.1774191638249825,0.163864484689314,-0.0686146255415232,0.20111680966058781,0.16878026412424535,-0.07747208492356687,0.22543959166773636,0.1690413292895804,-0.08643566892010582,0.2357329974687744,0.16646800924222774,-0.10612860509915104
1,0.1928501471604747,0.13646324849452923,0.0651913324431734,0.21919670161359253,0.14187861013011346,0.0513720047079756,0.24691981035050842,0.1423018643021423,0.06638021370159426,0.2601152684871811,0.1409869777150936,0.071948328425089,0.19886117314264065,0.12530075247441425,-0.08884777604579729,0.21334372599667162,0.13890357045471147,-0.07241783388834278,0.22628515969845514,0.15228877586529949,-0.01679730859993137,0.2301717529239301,0.1629840626613285,0.03178668252307038,0.20406022368972865,0.15201040097771737,0.12911662707723598,0.23181191359910575,0.14751474274754853,0.12383539343407247,0.26252096530759794,0.14214635956094426,0.10139828182648325,0.27526047630696404,0.14256872382816968,0.09654641652958604,0.2458459395638082,0.13155551853376782,-0.057815861829257235,0.264436209261125,0.13708803926279844,-0.040676528099589625,0.28460028704877416,0.14108763446730704,-0.035100405704058354,0.29274599916452637,0.13902849605780052,-0.02768223879393749,0.1875193949300437,0.12250623756989226,0.0301243504171957,0.21011742837701272,0.12994084659878152,0.02434905209207432,0.23073470433379273,0.13555328600492733,0.006857763125101523,0.2413463521918199,0.13814247400691088,0.0028493381571070312,,,,,,,,,,,,,0.22012968221594392,0.12840371835399525,0.28836673066520435,0.24963817994921808,0.1318125167206251,0.25607658685758494,0.2765292971087046,0.1342003587941822,0.23563890776663568,0.28910704076372923,0.1355749681751766,0.23814029117652832,0.17825695701467165,0.16316312318393036,-0.07134454798462475,0.20113126304338538,0.16872205969463017,-0.07760683761047245,0.22543334780637303,0.16899006968083155,-0.08630768183071039,0.23627460811622925,0.16658097684596598,-0.10510212821125729
2,0.19290310692578583,0.13615882510551117,0.06573234356681114,0.21965747462041615,0.14187156127924747,0.05289140180288111,0.24691729026352927,0.14212787170390573,0.06658139577073276,0.2601262225019947,0.13975866398773823,0.07233321474505151,0.19889256160640464,0.1243421236993987,-0.08680921881659331,0.21376344297488192,0.1388008663541591,-0.07354349539717114,0.22689507763396358,0.1517930461808721,-0.019333129593006815,0.23302902125245173,0.1578279136600023,0.019152670189495673,0.20442276148278607,0.15200386155728998,0.1287984600918714,0.23184048774341848,0.1474758484725499,0.12439015906659961,0.26273358051017753,0.14193801667390452,0.10127974246403582,0.2752885452640248,0.1421576600816176,0.09549851433290381,0.2459490592428429,0.13151639721783792,-0.05750714338410816,0.2644972624167841,0.13700148273372023,-0.040897906634555815,0.2846844804725318,0.14094251283137152,-0.03554010344355652,0.29301981767116303,0.1389793920317319,-0.028872864311879656,0.18767179350587537,0.12171565809493254,0.031038356997080293,0.21037258646621954,0.12937339905744283,0.02335566907446597,0.2309639348003774,0.13477678430278445,0.005649450194957316,0.24138375250138108,0.13678883221159158,0.0029813528271338393,,,,,,,,,,,,,0.22021465147616454,0.12835580603383231,0.2880336935736141,0.24998006866091166,0.13181297898903468,0.25683129268108296,0.2766066820031573,0.13414810618890008,0.23518340196356027,0.28922751541412545,0.13516425065403095,0.23699395549669774,0.17893063002681076,0.16259551007500567,-0.07325236190469979,0.2011543422292799,0.1686292600440869,-0.07782199756089887,0.2254318553705094,0.1689777992132853,-0.086277078114733,0.23627460811622925,0.16658097684596598,-0.10510212821125729
3,0.19287889385467716,0.13612913028916396,0.06504165907347033,0.21937014640349062,0.14173206067080177,0.053948020043914156,0.24691821829655633,0.14232482546421774,0.06639614356871462,0.2601933548036227,0.1385512837020955,0.07150826722426762,0.19876698108314275,0.12359150354458077,-0.08626973721836076,0.21413036709220395,0.13855577912829442,-0.07448966622994692,0.22705100068574421,0.15209810357013337,-0.02330334556051188,0.2333161747659422,0.1573654552781948,0.012169643072364796,0.2047376478986971,0.15225765260345425,0.12764758416347904,0.23188103909230898,0.1474348355478178,0.12554775394426354,0.26279781245972256,0.14196587732447477,0.10184372933116607,0.27529387240282854,0.142213937237688,0.09415325580207592,0.24596791841264407,0.13169780573311748,-0.05778871016598803,0.2643073958346805,0.13662182366606979,-0.0425779362159687,0.2846197021753615,0.14104029131119067,-0.03598180190053544,0.29280753141333216,0.14010995888503983,-0.032986624468196564,0.18762165156474597,0.12117315645248733,0.031275655639748094,0.21057672090258236,0.12929427108041994,0.024584569699941407,0.23103472508237466,0.13440333734005727,0.00492815985883771,0.2399829789176236,0.13493196391647524,-0.003986691142787054,,,,,,,,,,,,,0.2203210132580347,0.1285114201598886,0.2885545580239072,0.2501384023190548,0.13168636644090487,0.256518636972438,0.27661031477484677,0.13427864116154892,0.23485571176661355,0.2892491119131557,0.13552308479717312,0.23526607079886622,0.1794754634121727,0.161955083082484,-0.07531323037479146,0.20096406710924308,0.1684332120439279,-0.07828028568430548,0.2249622538662609,0.16948016089241347,-0.08336693109893359,0.23625332306502947,0.1667126587058633,-0.10478360374030717
4,0.1928604446582925,0.13602130934328818,0.0646796638615307,0.21964790895655617,0.14097253840528623,0.05321558906582929,0.2468370000414486,0.1427856865079141,0.06556308651396016,0.2588075030331095,0.13802707286802535,0.07415769341531712,0.19874346728804132,0.12335743937380425,-0.08549343033439212,0.21451654213928678,0.1381105055271829,-0.0754615516889316,0.2278389894269724,0.15237163828948916,-0.028212489601700703,0.2358031479123248,0.15671788439529144,0.00190659751188326,0.20496128341396166,0.15252215919586426,0.1272849136787094,0.2319824464527097,0.14757038396361885,0.12610694277145326,0.2628521767225077,0.14193303051021205,0.10272774519164449,0.2753909544771227,0.14215168987487817,0.09395644331224136,0.24597710714236787,0.131791679668651,-0.05811851162531151,0.26425555116845956,0.1364840869566469,-0.04375622435391436,0.28440401515180025,0.1409933400241858,-0.03738115858112209,0.2927737658801743,0.14100773257324875,-0.036530187149708,0.18746486887403155,0.12096396550557882,0.03233106799631123,0.21064355949773936,0.1286241392576583,0.024092174299329756,0.231788855828991,0.13381880123608597,0.005463320312627852,0.23783802074074778,0.13347594634517398,-0.01404308159819604,,,,,,,,,,,,,0.2203863121471895,0.1285295124614896,0.2884464632876007,0.25025784525893846,0.13184374584918193,0.257138622783891,0.27660422908087384,0.13443299522530403,0.23435953196112755,0.28930437242807877,0.13591328161862462,0.23408545236609588,0.1798860399555478,0.16091311331466202,-0.07630104904913228,0.20072867388541332,0.16840862285586386,-0.07894575280167028,0.2242410075030673,0.1692226966782414,-0.08293262851902378,0.23566578715499112,0.1675497300172895,-0.10271820678238576
5,0.19287738920690137,0.13599128865457322,0.06404142155034684,0.21978243056073526,0.14040339407227398,0.051312006124450096,0.2463982144620531,0.14384728782866585,0.05904254187902603,0.25907014893677954,0.13795646140811374,0.0723090330305933,0.19847693015914525,0.12314985512193061,-0.08451329181817757,0.21477595623368803,0.1372990677724946,-0.07608340074244838,0.2278566498756768,0.1527122432457392,-0.028530273952669046,0.23582733544234236,0.15655154822833675,0.0015914755659761897,0.20513234273534547,0.15261108890926156,0.12686438788178217,0.23201092606887638,0.1479091547289985,0.1277888200058809,0.2628497228035013,0.14196646939959992,0.10337830556228061,0.27533719017814445,0.1419087212919195,0.0935969091328884,0.24598852303924804,0.13160356127132047,-0.05851890992694352,0.26442973805493925,0.13634546764671104,-0.044703374668689344,0.28421800500825145,0.13994968112229808,-0.039014412480923584,0.29301114656442184,0.14203812257128814,-0.03820057894366822,0.18735692240545707,0.12052687709618044,0.03128505067592891,0.2106370553046308,0.12800487203054361,0.0237476816632279,0.23209632053468743,0.13432819643488475,0.006656845709256494,0.2375815549952292,0.13206520806970848,-0.014468375119577047,,,,,,,,,,,,,0.22041607079628597,0.12850408710543793,0.28760724981324653,0.2503019191632512,0.13184298688861715,0.25891636498715714,0.2765253911525795,0.1344495252670924,0.23374514290126885,0.2891328550094779,0.13566561137357208,0.22981575278978736,0.18021742103718205,0.1596829230283963,-0.07705917178058702,0.20054644468475155,0.16839461698038607,-0.07953134466849063,0.22376954167705895,0.1693783907364662,-0.07978185215082356,0.23548449446763847,0.1677086046923268,-0.10018848657189312
6,0.19323369514069838,0.13642323077088478,0.06282169245019942,0.21978979422123374,0.14031607256277145,0.05125904105933892,0.24639669170351988,0.1445871077926557,0.05936839948821181,0.2588049845770952,0.1381626547474762,0.07143541669305796,0.19763202744419045,0.12280675338920574,-0.08113109103396168,0.21519646185637534,0.1369284442511353,-0.07583818204562928,0.2281865013941769,0.15353547941111992,-0.0315086316491648,0.23602980460036152,0.156905446674339,-0.001577802509995026,0.20528171963946648,0.15265827498090587,0.1276063534985659,0.2335505262371703,0.14768675977031379,0.1221327676837027,0.2628832446979383,0.14148069655397125,0.10471545799695152,0.2751655691034008,0.14194447467192267,0.09449304155242985,0.24601810747142316,0.13139460196151773,-0.05874730042103743,0.2645245806366516,0.1362557281438753,-0.04668533274650854,0.28397874262845507,0.1390895461237101,-0.0408192890162572,0.29321570512722656,0.14242487236309423,-0.03965968315474893,0.1872712542003991,0.12023742797054139,0.030801615778274224,0.210461665819523,0.12756687084377957,0.024260276618518675,0.23227991831756994,0.13452969047253538,0.006816480960470171,0.23755641729187177,0.13195579770381746,-0.016148299779209976,,,,,,,,,,,,,0.220440682563835,0.1282369193296333,0.28706552910995,0.25030026716570536,0.1318340805641863,0.25974530240941074,0.2764576917998646,0.13439883215481402,0.23359201995183992,0.28917753450254646,0.1349114251473779,0.22812456654156296,0.18039327364119886,0.15870896153532912,-0.07639306772220965,0.20050454392694603,0.16807951228533416,-0.08059191679502416,0.2236198784561226,0.16924813710444706,-0.07828166469392109,0.23511308463708908,0.1673757522850657,-0.09642930746047423
